catalogue_release,physical_object_id,measurement_id,object_id,ra_deg,dec_deg,redshift,redshift_kind,cosmic_time_gyr,survey,object_class,log_mbh_msun_std,log_mbh_err_plus_std,log_mbh_err_minus_std,mbh_method,detection_evidence,log_mstar_msun_std,log_mstar_err_plus_std,log_mstar_err_minus_std,mstar_method,log_lbol_erg_s_std,log_lbol_err_plus_std,log_lbol_err_minus_std,lbol_method,log_mbh_mstar_ratio,log_mbh_mstar_ratio_err,edd_ratio_std,edd_ratio_err_std,edd_ratio_from_mbh_lbol,edd_ratio_log_residual_dex,edd_ratio_consistency_flag,agn_contam_flag,lensing_mu,lensing_mu_err,missing_mstar_flag,missing_lbol_flag,missing_edd_ratio_flag,missing_lensing_flag,missing_optional_fields,mbh_interpretation_tag,mstar_interpretation_tag,lbol_interpretation_tag,quality_flag,project_version,source_key,source_table,notes,program,field,selection_channel,broad_line_species,halpha_flux_total_1e18_erg_s_cm2,halpha_flux_total_err_plus,halpha_flux_total_err_minus,halpha_flux_narrow_1e18_erg_s_cm2,halpha_flux_narrow_err_plus,halpha_flux_narrow_err_minus,halpha_flux_broad_1e18_erg_s_cm2,halpha_flux_broad_err_plus,halpha_flux_broad_err_minus,halpha_broad_fwhm_km_s,halpha_broad_fwhm_err_plus,halpha_broad_fwhm_err_minus,fwhm_instrument_corrected_flag,lrd_flag,lrd_definition,halpha_absorption_fit_flag,log_mbh_systematic_dex,mbh_systematic_kind,mbh_systematic_applied_flag,mbh_formal_uncertainty_kind,dust_correction_applied_flag,source_caveat_tags,source_paper_version,source_url,source_doi,source_archive_url,source_archive_sha256,extraction_date,selection_criteria,redshift_err,published_ra,published_dec,halpha_broad_to_total_ratio,halpha_broad_to_total_ratio_err,halpha_lum_broad_1e42,halpha_lum_broad_err_plus,halpha_lum_broad_err_minus,halpha_lum_total_1e42,halpha_lum_total_err_plus,halpha_lum_total_err_minus,halpha_narrow_fwhm_km_s,halpha_narrow_fwhm_err_plus,halpha_narrow_fwhm_err_minus,halpha_ew_rest_angstrom,halpha_ew_err_plus,halpha_ew_err_minus,photometry_band,photometry_mag,photometry_mag_err_plus,photometry_mag_err_minus,f200w_mag,f200w_err_plus,f200w_err_minus,muv,muv_err_plus,muv_err_minus,beta_uv,beta_uv_err_plus,beta_uv_err_minus,beta_opt,beta_opt_err_plus,beta_opt_err_minus,delta_m_lw,lbol_1e44_erg_s,lbol_1e44_err_plus,lbol_1e44_err_minus,metallicity_12_logoh,metallicity_err_plus,metallicity_err_minus,ebv_mag,halpha_broad_snr,delta_aic,halpha_lum_broad_erg_s,halpha_broad_to_narrow_ratio,halpha_broad_to_narrow_err_plus,halpha_broad_to_narrow_err_minus,mbh_msun,mbh_err_plus_msun,mbh_err_minus_msun,lbol_erg_s,lbol_err_plus_erg_s,lbol_err_minus_erg_s,log_mstar_upper_limit_msun,host_fit_model,red_agn_flag,compact_source_flag,dual_agn_candidate_flag,log_mstar_systematic_dex,mstar_systematic_kind,mstar_systematic_applied_flag,evidence_status,evidence_status_basis,spectroscopic_type,selection_channels,phenotype_tags,lensing_status,growth_ranking_eligible_flag,primary_growth_ranking_flag,thrils_id,ceers_photometry_id,program_redshift,zphot,coordinate_source_table,coordinate_source_paper_version,coordinate_source_url,coordinate_source_archive_url,coordinate_source_archive_sha256,preferred_measurement_flag,preferred_measurement_reason,match_method,match_reference,host_system_id,host_system_assignment_status,identity_resolution_status,extraction_date_status,edd_ratio_method,lensing_mass_correction_status,lensing_provenance,log_mbh_err_plus,log_mbh_err_minus,log_mstar_err_plus,log_mstar_err_minus,log_lbol_err_plus,log_lbol_err_minus,mbh_statistical_uncertainty_kind,mass_comparability_group,conditional_mass_flag,conditional_mass_reason,primary_mass_comparison_flag,primary_mass_comparison_reason,host_property_scope,growth_ranking_eligibility_reason,primary_growth_ranking_reason,log_edd_ratio_published,host_system_source_id,published_aliases,halpha_broad_flux_dustcorr_1e18,halpha_broad_flux_err,halpha_broad_fwhm_instrumentcorr_km_s,halpha_broad_fwhm_err,av_mag,robust_candidate_flag,oiii_outflow_detected_flag,halpha_three_component_fit_flag,n_measurements,available_measurement_ids,available_object_ids,available_source_keys,all_measurement_evidence_statuses,all_measurement_evidence_status_bases,object_evidence_aggregation_policy
v2-dataset-catalogue,HZA-RUBIES-4233-54059,RUBIES423354059_baccus26,RUBIES_4233_54059,34.280915,-5.220847,4.3567,spec,1.3887376586193654,JWST/NIRSpec archival census,broad_line_agn,5.59,0.048,0.0591,single-epoch-virial-halpha,individual_robust,,,,,44.0,0.0212,0.0145,source broad-Halpha luminosity scaling,,,2.0645,0.2173,,,,,,,True,False,False,True,,single-epoch-virial-halpha,,source_reported_bolometric_luminosity,robust,v2,baccus26_nirspec_blagn,"Table 1, z>=4 new non-cluster subset",,JWST/NIRSpec archival census,multi-field,broad_halpha,Halpha,,,,,,,,,,1030.0,,,,,not reported,,0.5,single-epoch virial calibration scatter,False,published measurement uncertainty,,canonical_numeric_mass_only,"ApJ 1006, 165 (2026); measurement values: arXiv:2512.03281v1",https://doi.org/10.3847/1538-4357/ae7de7,10.3847/1538-4357/ae7de7,https://arxiv.org/e-print/2512.03281v1,f165cd073c7e03cffa487c1e209a6c8ed4d2f009119e84145eca6b43e579a22a,2026-09-03,JWST/NIRSpec broad-Halpha catalogue objects at z>=4 that are new to the atlas and do not require an unreported cluster-lensing correction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secure,source-catalogue broad-Halpha AGN identification,type1_broad_line,broad_halpha,,not_reported,True,True,,,,,,,,,,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,HZS-RUBIES-4233-54059,source_verified_single_object_host,resolved,recorded,source derived from same Lbol and virial MBH,not_required,,0.048,0.0591,,,0.0212,0.0145,published measurement uncertainty,virial_balmer_single_epoch,False,,True,balmer_single_epoch_primary_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,0.3148148872107209,,,,,,,,,,,1,RUBIES423354059_baccus26,RUBIES_4233_54059,baccus26_nirspec_blagn,secure,source-catalogue broad-Halpha AGN identification,preferred_measurement_controls_object_status;all_measurement_statuses_retained
v2-dataset-catalogue,HZA-GDN-4762-37583,GDN476237583_baccus26,GDN_4762_37583,189.096767,62.209854,4.3359,spec,1.3968275049542627,JWST/NIRSpec archival census,broad_line_agn,6.03,0.0287,0.0276,single-epoch-virial-halpha,individual_robust,,,,,44.4,0.01,0.01,source broad-Halpha luminosity scaling,,,1.8828,0.1364,,,,,,,True,False,False,True,,single-epoch-virial-halpha,,source_reported_bolometric_luminosity,robust,v2,baccus26_nirspec_blagn,"Table 1, z>=4 new non-cluster subset",,JWST/NIRSpec archival census,multi-field,broad_halpha,Halpha,,,,,,,,,,1100.0,,,,,not reported,,0.5,single-epoch virial calibration scatter,False,published measurement uncertainty,,canonical_numeric_mass_only,"ApJ 1006, 165 (2026); measurement values: arXiv:2512.03281v1",https://doi.org/10.3847/1538-4357/ae7de7,10.3847/1538-4357/ae7de7,https://arxiv.org/e-print/2512.03281v1,f165cd073c7e03cffa487c1e209a6c8ed4d2f009119e84145eca6b43e579a22a,2026-09-03,JWST/NIRSpec broad-Halpha catalogue objects at z>=4 that are new to the atlas and do not require an unreported cluster-lensing correction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secure,source-catalogue broad-Halpha AGN identification,type1_broad_line,broad_halpha,,not_reported,True,True,,,,,,,,,,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,HZS-GDN-4762-37583,source_verified_single_object_host,resolved,recorded,source derived from same Lbol and virial MBH,not_required,,0.0287,0.0276,,,0.01,0.01,published measurement uncertainty,virial_balmer_single_epoch,False,,True,balmer_single_epoch_primary_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,0.2748041896345615,,,,,,,,,,,1,GDN476237583_baccus26,GDN_4762_37583,baccus26_nirspec_blagn,secure,source-catalogue broad-Halpha AGN identification,preferred_measurement_controls_object_status;all_measurement_statuses_retained
v2-dataset-catalogue,HZA-RUBIES-4233-41683,RUBIES423341683_baccus26,RUBIES_4233_41683,214.839934,52.820067,4.2792,spec,1.4192821498394395,JWST/NIRSpec archival census,broad_line_agn,5.75,0.0341,0.061,single-epoch-virial-halpha,individual_robust,,,,,44.0,0.018,0.0243,source broad-Halpha luminosity scaling,,,1.3537,0.08,,,,,,,True,False,False,True,,single-epoch-virial-halpha,,source_reported_bolometric_luminosity,robust,v2,baccus26_nirspec_blagn,"Table 1, z>=4 new non-cluster subset",,JWST/NIRSpec archival census,multi-field,broad_halpha,Halpha,,,,,,,,,,1080.0,,,,,not reported,,0.5,single-epoch virial calibration scatter,False,published measurement uncertainty,,canonical_numeric_mass_only,"ApJ 1006, 165 (2026); measurement values: arXiv:2512.03281v1",https://doi.org/10.3847/1538-4357/ae7de7,10.3847/1538-4357/ae7de7,https://arxiv.org/e-print/2512.03281v1,f165cd073c7e03cffa487c1e209a6c8ed4d2f009119e84145eca6b43e579a22a,2026-09-03,JWST/NIRSpec broad-Halpha catalogue objects at z>=4 that are new to the atlas and do not require an unreported cluster-lensing correction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secure,source-catalogue broad-Halpha AGN identification,type1_broad_line,broad_halpha,,not_reported,True,True,,,,,,,,,,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,HZS-RUBIES-4233-41683,source_verified_single_object_host,resolved,recorded,source derived from same Lbol and virial MBH,not_required,,0.0341,0.061,,,0.018,0.0243,published measurement uncertainty,virial_balmer_single_epoch,False,,True,balmer_single_epoch_primary_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,0.13152242891306973,,,,,,,,,,,1,RUBIES423341683_baccus26,RUBIES_4233_41683,baccus26_nirspec_blagn,secure,source-catalogue broad-Halpha AGN identification,preferred_measurement_controls_object_status;all_measurement_statuses_retained
v2-dataset-catalogue,HZA-JADES-1181-72127,JADES118172127_baccus26,JADES_1181_72127,189.265718,62.168393,4.1438,spec,1.4753974992167045,JWST/NIRSpec archival census,broad_line_agn,6.7,0.0254,0.0384,single-epoch-virial-halpha,individual_robust,,,,,43.9,0.0144,0.0182,source broad-Halpha luminosity scaling,,,0.1414,0.0041,,,,,,,True,False,False,True,,single-epoch-virial-halpha,,source_reported_bolometric_luminosity,robust,v2,baccus26_nirspec_blagn,"Table 1, z>=4 new non-cluster subset",,JWST/NIRSpec archival census,multi-field,broad_halpha,Halpha,,,,,,,,,,2250.0,,,,,not reported,,0.5,single-epoch virial calibration scatter,False,published measurement uncertainty,,canonical_numeric_mass_only,"ApJ 1006, 165 (2026); measurement values: arXiv:2512.03281v1",https://doi.org/10.3847/1538-4357/ae7de7,10.3847/1538-4357/ae7de7,https://arxiv.org/e-print/2512.03281v1,f165cd073c7e03cffa487c1e209a6c8ed4d2f009119e84145eca6b43e579a22a,2026-09-03,JWST/NIRSpec broad-Halpha catalogue objects at z>=4 that are new to the atlas and do not require an unreported cluster-lensing correction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secure,source-catalogue broad-Halpha AGN identification,type1_broad_line,broad_halpha,,not_reported,True,True,,,,,,,,,,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,HZS-JADES-1181-72127,source_verified_single_object_host,resolved,recorded,source derived from same Lbol and virial MBH,not_required,,0.0254,0.0384,,,0.0144,0.0182,published measurement uncertainty,virial_balmer_single_epoch,False,,True,balmer_single_epoch_primary_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,-0.8495505905391194,,,,,,,,,,,1,JADES118172127_baccus26,JADES_1181_72127,baccus26_nirspec_blagn,secure,source-catalogue broad-Halpha AGN identification,preferred_measurement_controls_object_status;all_measurement_statuses_retained
v2-dataset-catalogue,HZA-EXCELS-3543-89922,EXCELS354389922_baccus26,EXCELS_3543_89922,34.255946,-5.177851,4.1427,spec,1.475868402319946,JWST/NIRSpec archival census,broad_line_agn,5.93,0.0203,0.0182,single-epoch-virial-halpha,individual_robust,,,,,44.4,0.01,0.01,source broad-Halpha luminosity scaling,,,2.458,0.0864,,,,,,,True,False,False,True,,single-epoch-virial-halpha,,source_reported_bolometric_luminosity,robust,v2,baccus26_nirspec_blagn,"Table 1, z>=4 new non-cluster subset",,JWST/NIRSpec archival census,multi-field,broad_halpha,Halpha,,,,,,,,,,880.0,,,,,not reported,,0.5,single-epoch virial calibration scatter,False,published measurement uncertainty,,canonical_numeric_mass_only,"ApJ 1006, 165 (2026); measurement values: arXiv:2512.03281v1",https://doi.org/10.3847/1538-4357/ae7de7,10.3847/1538-4357/ae7de7,https://arxiv.org/e-print/2512.03281v1,f165cd073c7e03cffa487c1e209a6c8ed4d2f009119e84145eca6b43e579a22a,2026-09-03,JWST/NIRSpec broad-Halpha catalogue objects at z>=4 that are new to the atlas and do not require an unreported cluster-lensing correction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,probable,literature-retained BLAGN below nominal 1000 km/s width threshold,type1_broad_line,broad_halpha,,not_reported,True,True,,,,,,,,,,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,HZS-EXCELS-3543-89922,source_verified_single_object_host,resolved,recorded,source derived from same Lbol and virial MBH,not_required,,0.0203,0.0182,,,0.01,0.01,published measurement uncertainty,virial_balmer_single_epoch,False,,True,balmer_single_epoch_primary_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,0.3905818785504353,,,,,,,,,,,1,EXCELS354389922_baccus26,EXCELS_3543_89922,baccus26_nirspec_blagn,probable,literature-retained BLAGN below nominal 1000 km/s width threshold,preferred_measurement_controls_object_status;all_measurement_statuses_retained
v2-dataset-catalogue,HZA-GDN-2674-3761,GDN26743761_baccus26,GDN_2674_3761,189.259528,62.172083,4.1393,spec,1.477325499222082,JWST/NIRSpec archival census,broad_line_agn,5.91,0.0326,0.0404,single-epoch-virial-halpha,individual_robust,,,,,43.8,0.01,0.01,source broad-Halpha luminosity scaling,,,0.6491,0.0364,,,,,,,True,False,False,True,,single-epoch-virial-halpha,,source_reported_bolometric_luminosity,robust,v2,baccus26_nirspec_blagn,"Table 1, z>=4 new non-cluster subset",,JWST/NIRSpec archival census,multi-field,broad_halpha,Halpha,,,,,,,,,,1430.0,,,,,not reported,,0.5,single-epoch virial calibration scatter,False,published measurement uncertainty,,canonical_numeric_mass_only,"ApJ 1006, 165 (2026); measurement values: arXiv:2512.03281v1",https://doi.org/10.3847/1538-4357/ae7de7,10.3847/1538-4357/ae7de7,https://arxiv.org/e-print/2512.03281v1,f165cd073c7e03cffa487c1e209a6c8ed4d2f009119e84145eca6b43e579a22a,2026-09-03,JWST/NIRSpec broad-Halpha catalogue objects at z>=4 that are new to the atlas and do not require an unreported cluster-lensing correction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secure,source-catalogue broad-Halpha AGN identification,type1_broad_line,broad_halpha,,not_reported,True,True,,,,,,,,,,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,HZS-GDN-2674-3761,source_verified_single_object_host,resolved,recorded,source derived from same Lbol and virial MBH,not_required,,0.0326,0.0404,,,0.01,0.01,published measurement uncertainty,virial_balmer_single_epoch,False,,True,balmer_single_epoch_primary_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,-0.18768839086887623,,,,,,,,,,,1,GDN26743761_baccus26,GDN_2674_3761,baccus26_nirspec_blagn,secure,source-catalogue broad-Halpha AGN identification,preferred_measurement_controls_object_status;all_measurement_statuses_retained
v2-dataset-catalogue,HZA-EXCELS-3543-42268,EXCELS354342268_baccus26,EXCELS_3543_42268,34.297511,-5.257169,4.1204,spec,1.4854689475303042,JWST/NIRSpec archival census,broad_line_agn,6.86,0.01,0.01,single-epoch-virial-halpha,individual_robust,,,,,44.3,0.01,0.01,source broad-Halpha luminosity scaling,,,0.2326,0.0018,,,,,,,True,False,False,True,,single-epoch-virial-halpha,,source_reported_bolometric_luminosity,robust,v2,baccus26_nirspec_blagn,"Table 1, z>=4 new non-cluster subset",,JWST/NIRSpec archival census,multi-field,broad_halpha,Halpha,,,,,,,,,,2220.0,,,,,not reported,,0.5,single-epoch virial calibration scatter,False,published measurement uncertainty,,canonical_numeric_mass_only,"ApJ 1006, 165 (2026); measurement values: arXiv:2512.03281v1",https://doi.org/10.3847/1538-4357/ae7de7,10.3847/1538-4357/ae7de7,https://arxiv.org/e-print/2512.03281v1,f165cd073c7e03cffa487c1e209a6c8ed4d2f009119e84145eca6b43e579a22a,2026-09-03,JWST/NIRSpec broad-Halpha catalogue objects at z>=4 that are new to the atlas and do not require an unreported cluster-lensing correction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secure,source-catalogue broad-Halpha AGN identification,type1_broad_line,broad_halpha,,not_reported,True,True,,,,,,,,,,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,HZS-EXCELS-3543-42268,source_verified_single_object_host,resolved,recorded,source derived from same Lbol and virial MBH,not_required,,0.01,0.01,,,0.01,0.01,published measurement uncertainty,virial_balmer_single_epoch,False,,True,balmer_single_epoch_primary_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,-0.6333902896075704,,,,,,,,,,,1,EXCELS354342268_baccus26,EXCELS_3543_42268,baccus26_nirspec_blagn,secure,source-catalogue broad-Halpha AGN identification,preferred_measurement_controls_object_status;all_measurement_statuses_retained
v2-dataset-catalogue,HZA-RUBIES-4233-119559,RUBIES4233119559_baccus26,RUBIES_4233_119559,34.30486,-5.177419,4.0885,spec,1.4993838061126572,JWST/NIRSpec archival census,broad_line_agn,6.39,0.05,0.0477,single-epoch-virial-halpha,individual_robust,,,,,43.8,0.0261,0.0321,source broad-Halpha luminosity scaling,,,0.225,0.0103,,,,,,,True,False,False,True,,single-epoch-virial-halpha,,source_reported_bolometric_luminosity,robust,v2,baccus26_nirspec_blagn,"Table 1, z>=4 new non-cluster subset",,JWST/NIRSpec archival census,multi-field,broad_halpha,Halpha,,,,,,,,,,1690.0,,,,,not reported,,0.5,single-epoch virial calibration scatter,False,published measurement uncertainty,,canonical_numeric_mass_only,"ApJ 1006, 165 (2026); measurement values: arXiv:2512.03281v1",https://doi.org/10.3847/1538-4357/ae7de7,10.3847/1538-4357/ae7de7,https://arxiv.org/e-print/2512.03281v1,f165cd073c7e03cffa487c1e209a6c8ed4d2f009119e84145eca6b43e579a22a,2026-09-03,JWST/NIRSpec broad-Halpha catalogue objects at z>=4 that are new to the atlas and do not require an unreported cluster-lensing correction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secure,source-catalogue broad-Halpha AGN identification,type1_broad_line,broad_halpha,,not_reported,True,True,,,,,,,,,,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,HZS-RUBIES-4233-119559,source_verified_single_object_host,resolved,recorded,source derived from same Lbol and virial MBH,not_required,,0.05,0.0477,,,0.0261,0.0321,published measurement uncertainty,virial_balmer_single_epoch,False,,True,balmer_single_epoch_primary_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,-0.6478174818886375,,,,,,,,,,,1,RUBIES4233119559_baccus26,RUBIES_4233_119559,baccus26_nirspec_blagn,secure,source-catalogue broad-Halpha AGN identification,preferred_measurement_controls_object_status;all_measurement_statuses_retained
v2-dataset-catalogue,HZA-AURORA-1914-927605,AURORA1914927605_baccus26,AURORA_1914_927605,189.15183,62.272228,4.0472,spec,1.5177229546699276,JWST/NIRSpec archival census,broad_line_agn,6.32,0.0131,0.0162,single-epoch-virial-halpha,individual_robust,,,,,44.2,0.01,0.01,source broad-Halpha luminosity scaling,,,0.6152,0.0113,,,,,,,True,False,False,True,,single-epoch-virial-halpha,,source_reported_bolometric_luminosity,robust,v2,baccus26_nirspec_blagn,"Table 1, z>=4 new non-cluster subset",,JWST/NIRSpec archival census,multi-field,broad_halpha,Halpha,,,,,,,,,,1500.0,,,,,not reported,,0.5,single-epoch virial calibration scatter,False,published measurement uncertainty,,canonical_numeric_mass_only,"ApJ 1006, 165 (2026); measurement values: arXiv:2512.03281v1",https://doi.org/10.3847/1538-4357/ae7de7,10.3847/1538-4357/ae7de7,https://arxiv.org/e-print/2512.03281v1,f165cd073c7e03cffa487c1e209a6c8ed4d2f009119e84145eca6b43e579a22a,2026-09-03,JWST/NIRSpec broad-Halpha catalogue objects at z>=4 that are new to the atlas and do not require an unreported cluster-lensing correction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secure,source-catalogue broad-Halpha AGN identification,type1_broad_line,broad_halpha,,not_reported,True,True,,,,,,,,,,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,HZS-AURORA-1914-927605,source_verified_single_object_host,resolved,recorded,source derived from same Lbol and virial MBH,not_required,,0.0131,0.0162,,,0.01,0.01,published measurement uncertainty,virial_balmer_single_epoch,False,,True,balmer_single_epoch_primary_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,-0.2109836732066254,,,,,,,,,,,1,AURORA1914927605_baccus26,AURORA_1914_927605,baccus26_nirspec_blagn,secure,source-catalogue broad-Halpha AGN identification,preferred_measurement_controls_object_status;all_measurement_statuses_retained
v2-dataset-catalogue,HZA-JADES-1180-10013268,JADES118010013268_baccus26,JADES_1180_10013268,53.201828,-27.82088,4.0395,spec,1.5211832989374112,JWST/NIRSpec archival census,broad_line_agn,5.81,0.0287,0.0425,single-epoch-virial-halpha,individual_robust,,,,,43.7,0.0139,0.013,source broad-Halpha luminosity scaling,,,0.5783,0.0292,,,,,,,True,False,False,True,,single-epoch-virial-halpha,,source_reported_bolometric_luminosity,robust,v2,baccus26_nirspec_blagn,"Table 1, z>=4 new non-cluster subset",,JWST/NIRSpec archival census,multi-field,broad_halpha,Halpha,,,,,,,,,,1240.0,,,,,not reported,,0.5,single-epoch virial calibration scatter,False,published measurement uncertainty,,canonical_numeric_mass_only,"ApJ 1006, 165 (2026); measurement values: arXiv:2512.03281v1",https://doi.org/10.3847/1538-4357/ae7de7,10.3847/1538-4357/ae7de7,https://arxiv.org/e-print/2512.03281v1,f165cd073c7e03cffa487c1e209a6c8ed4d2f009119e84145eca6b43e579a22a,2026-09-03,JWST/NIRSpec broad-Halpha catalogue objects at z>=4 that are new to the atlas and do not require an unreported cluster-lensing correction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secure,source-catalogue broad-Halpha AGN identification,type1_broad_line,broad_halpha,,not_reported,True,True,,,,,,,,,,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,HZS-JADES-1180-10013268,source_verified_single_object_host,resolved,recorded,source derived from same Lbol and virial MBH,not_required,,0.0287,0.0425,,,0.0139,0.013,published measurement uncertainty,virial_balmer_single_epoch,False,,True,balmer_single_epoch_primary_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,-0.23784680769640534,,,,,,,,,,,1,JADES118010013268_baccus26,JADES_1180_10013268,baccus26_nirspec_blagn,secure,source-catalogue broad-Halpha AGN identification,preferred_measurement_controls_object_status;all_measurement_statuses_retained
v2-dataset-catalogue,HZA-VALENTINO-3567-262,VALENTINO3567262_baccus26,VALENTINO_3567_262,34.298697,-4.989901,4.0116,spec,1.5338317504993686,JWST/NIRSpec archival census,broad_line_agn,7.72,0.01,0.01,single-epoch-virial-halpha,individual_robust,,,,,44.5,0.01,0.01,source broad-Halpha luminosity scaling,,,0.0457,0.0007,,,,,,,True,False,False,True,,single-epoch-virial-halpha,,source_reported_bolometric_luminosity,robust,v2,baccus26_nirspec_blagn,"Table 1, z>=4 new non-cluster subset",,JWST/NIRSpec archival census,multi-field,broad_halpha,Halpha,,,,,,,,,,4540.0,,,,,not reported,,0.5,single-epoch virial calibration scatter,False,published measurement uncertainty,,canonical_numeric_mass_only,"ApJ 1006, 165 (2026); measurement values: arXiv:2512.03281v1",https://doi.org/10.3847/1538-4357/ae7de7,10.3847/1538-4357/ae7de7,https://arxiv.org/e-print/2512.03281v1,f165cd073c7e03cffa487c1e209a6c8ed4d2f009119e84145eca6b43e579a22a,2026-09-03,JWST/NIRSpec broad-Halpha catalogue objects at z>=4 that are new to the atlas and do not require an unreported cluster-lensing correction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secure,source-catalogue broad-Halpha AGN identification,type1_broad_line,broad_halpha,,not_reported,True,True,,,,,,,,,,True,only admitted measurement for this newly added physical object,coordinate-redshift audit against existing catalogue,no existing object within 0.5 arcsec at consistent redshift,HZS-VALENTINO-3567-262,source_verified_single_object_host,resolved,recorded,source derived from same Lbol and virial MBH,not_required,,0.01,0.01,,,0.01,0.01,published measurement uncertainty,virial_balmer_single_epoch,False,,True,balmer_single_epoch_primary_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,-1.3400837999301498,,,,,,,,,,,1,VALENTINO3567262_baccus26,VALENTINO_3567_262,baccus26_nirspec_blagn,secure,source-catalogue broad-Halpha AGN identification,preferred_measurement_controls_object_status;all_measurement_statuses_retained
