catalogue_release,observable_id,measurement_id,object_id,observable_name,value,err_plus,err_minus,censoring,unit,uncertainty_kind,source_location
v2-dataset-catalogue,SKYFIRE23289_skyfire26__halpha_broad_fwhm,SKYFIRE23289_skyfire26,SKYFIRE-23289,halpha_broad_fwhm,2109.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,SKYFIRE23961_skyfire26__log_mbh,SKYFIRE23961_skyfire26,SKYFIRE-23961,log_mbh,7.11,0.05,0.06,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,SKYFIRE23961_skyfire26__halpha_broad_fwhm,SKYFIRE23961_skyfire26,SKYFIRE-23961,halpha_broad_fwhm,1702.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,SKYFIRE25941_skyfire26__log_mbh,SKYFIRE25941_skyfire26,SKYFIRE-25941,log_mbh,6.81,0.2,0.25,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,SKYFIRE25941_skyfire26__halpha_broad_fwhm,SKYFIRE25941_skyfire26,SKYFIRE-25941,halpha_broad_fwhm,1424.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,SKYFIRE26079_skyfire26__log_mbh,SKYFIRE26079_skyfire26,SKYFIRE-26079,log_mbh,7.51,0.04,0.04,detection,log10(Msun),published_symmetric_1sigma,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,SKYFIRE26079_skyfire26__halpha_broad_fwhm,SKYFIRE26079_skyfire26,SKYFIRE-26079,halpha_broad_fwhm,2182.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,SKYFIRE30148_skyfire26__log_mbh,SKYFIRE30148_skyfire26,SKYFIRE-30148,log_mbh,7.1,0.07,0.08,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,SKYFIRE30148_skyfire26__halpha_broad_fwhm,SKYFIRE30148_skyfire26,SKYFIRE-30148,halpha_broad_fwhm,1671.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,SKYFIRE44039_skyfire26__log_mbh,SKYFIRE44039_skyfire26,SKYFIRE-44039,log_mbh,6.93,0.15,0.18,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,SKYFIRE44039_skyfire26__halpha_broad_fwhm,SKYFIRE44039_skyfire26,SKYFIRE-44039,halpha_broad_fwhm,1641.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,SKYFIRE83652_skyfire26__log_mbh,SKYFIRE83652_skyfire26,SKYFIRE-83652,log_mbh,6.6,0.1,0.12,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,SKYFIRE83652_skyfire26__halpha_broad_fwhm,SKYFIRE83652_skyfire26,SKYFIRE-83652,halpha_broad_fwhm,1202.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,SKYFIRE92141_skyfire26__log_mbh,SKYFIRE92141_skyfire26,SKYFIRE-92141,log_mbh,6.99,0.12,0.14,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,SKYFIRE92141_skyfire26__halpha_broad_fwhm,SKYFIRE92141_skyfire26,SKYFIRE-92141,halpha_broad_fwhm,1897.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,SKYFIRE504101_skyfire26__log_mbh,SKYFIRE504101_skyfire26,SKYFIRE-504101,log_mbh,7.27,0.08,0.09,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,SKYFIRE504101_skyfire26__halpha_broad_fwhm,SKYFIRE504101_skyfire26,SKYFIRE-504101,halpha_broad_fwhm,2437.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,SKYFIRE530722_skyfire26__log_mbh,SKYFIRE530722_skyfire26,SKYFIRE-530722,log_mbh,5.96,0.16,0.2,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,SKYFIRE530722_skyfire26__halpha_broad_fwhm,SKYFIRE530722_skyfire26,SKYFIRE-530722,halpha_broad_fwhm,574.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,SKYFIRE534080_skyfire26__log_mbh,SKYFIRE534080_skyfire26,SKYFIRE-534080,log_mbh,6.55,0.2,0.24,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,SKYFIRE534080_skyfire26__halpha_broad_fwhm,SKYFIRE534080_skyfire26,SKYFIRE-534080,halpha_broad_fwhm,1388.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v2-dataset-catalogue,CEERS1019_larson23__log_mbh,CEERS1019_larson23,CEERS-1019,log_mbh,6.95,0.37,0.37,detection,log10(Msun),published_symmetric_1sigma,Published CEERS 1019 measurements
v2-dataset-catalogue,CEERS1019_larson23__hbeta_broad_fwhm,CEERS1019_larson23,CEERS-1019,hbeta_broad_fwhm,1200.0,,,detection,km/s,not_published,Published CEERS 1019 measurements
v2-dataset-catalogue,CEERS1019_larson23__log_mstar,CEERS1019_larson23,CEERS-1019,log_mstar,9.5,,,detection,log10(Msun),not_published,Published CEERS 1019 measurements
v2-dataset-catalogue,CEERS1019_larson23__edd_ratio,CEERS1019_larson23,CEERS-1019,edd_ratio,1.2,0.5,0.5,detection,dimensionless,published_symmetric_1sigma,Published CEERS 1019 measurements
v2-dataset-catalogue,J06471045_killi24__log_mbh,J06471045_killi24,J0647-1045,log_mbh,8.9,0.03,0.03,detection,log10(Msun),published_symmetric_1sigma,Published J0647-1045 measurements
v2-dataset-catalogue,J06471045_killi24__halpha_broad_fwhm,J06471045_killi24,J0647-1045,halpha_broad_fwhm,4300.0,,,detection,km/s,not_published,Published J0647-1045 measurements
v2-dataset-catalogue,ZS7_ubler24__log_mbh,ZS7_ubler24,ZS7,log_mbh,7.7,0.4,0.4,detection,log10(Msun),published_symmetric_1sigma,Table 2
v2-dataset-catalogue,ZS7_ubler24__hbeta_broad_fwhm,ZS7_ubler24,ZS7,hbeta_broad_fwhm,3660.0,300.0,300.0,detection,km/s,published_symmetric_1sigma,Table 2
v2-dataset-catalogue,ZS7_ubler24__log_lbol,ZS7_ubler24,ZS7,log_lbol,44.9,0.1,0.1,detection,log10(erg/s),published_symmetric_1sigma,Table 2
v2-dataset-catalogue,ZS7_ubler24__edd_ratio,ZS7_ubler24,ZS7,edd_ratio,0.14,,,detection,dimensionless,not_published,Table 2
