physical_object_id,object_id,object_class,redshift,seed_mass_family,required_fedd
HZA-GN-20621,GN-20621,broad_line_agn,4.682,1e2,0.4962055929282211
HZA-RUBIES-EGS-17146,RUBIES-EGS-17146,broad_line_agn,5.0,1e2,0.4938882438220872
HZA-J0100-16221,J0100-16221,broad_line_agn,4.349,1e2,0.4928746065100315
HZA-J1526M2050-BHAE-1,J1526M2050-BHAE-1,broad_line_agn,4.1573,1e2,0.4917348866094347
HZA-CEERS-01665,CEERS-01665,broad_line_agn,4.483,1e2,0.48961576950011143
HZA-GN-53757,GN-53757,broad_line_agn,4.447,1e2,0.48914368840867417
HZA-DC-683613,DC_683613,broad_line_agn,5.542,1e2,0.48895561501187723
HZA-J2232P2930-BHAE-1,J2232P2930-BHAE-1,broad_line_agn,4.1349,1e2,0.48832068942645634
HZA-CEERS-01236,CEERS-01236,broad_line_agn,4.484,1e2,0.48758132134723814
HZA-J1148-21787,J1148-21787,broad_line_agn,4.277,1e2,0.4874884970106959
HZA-GN-73488,GN-73488,broad_line_agn,4.133,1e2,0.4863631038396109
HZA-GN-62309,GN-62309,broad_line_agn,5.172,1e2,0.4824283885898979
HZA-J0218P0007-BHAE-1,J0218P0007-BHAE-1,broad_line_agn,4.2291,1e2,0.4769691677287594
HZA-J0229M0808-BHAE-1,J0229M0808-BHAE-1,broad_line_agn,4.3653,1e2,0.4755889820082617
HZA-J0430M1445-BHAE-1,J0430M1445-BHAE-1,broad_line_agn,4.0947,1e2,0.47150441430022033
HZA-J0148-12884,J0148-12884,broad_line_agn,4.602,1e2,0.47149316484067616
HZA-RUBIES-EGS-6411,RUBIES-EGS-6411,broad_line_agn,4.88,1e2,0.4664428988179659
HZA-RUBIES-EGS-28812,RUBIES-EGS-28812,broad_line_agn,4.222,1e2,0.45878031356263693
HZA-RUBIES-UDS-19484,RUBIES-UDS-19484,broad_line_agn,4.656,1e2,0.45059180164251067
HZA-J2232P2930-BHAE-2,J2232P2930-BHAE-2,broad_line_agn,4.4693,1e2,0.44156926342816816
HZA-GLASS-150029,GLASS-150029,broad_line_agn,4.583,1e2,0.4362663792275504
HZA-RUBIES-UDS-119957,RUBIES-UDS-119957,broad_line_agn,4.149,1e2,0.4351336351300123
HZA-RUBIES-UDS-31747,RUBIES-UDS-31747,broad_line_agn,4.13,1e2,0.430899853591824
HZA-J0148-976,J0148-976,broad_line_agn,4.163,1e2,0.430292919958797
HZA-RUBIES-UDS-35974,RUBIES-UDS-35974,broad_line_agn,4.367,1e2,0.43013016661559794
HZA-J0224M4711-BHAE-1,J0224M4711-BHAE-1,broad_line_agn,4.0639,1e2,0.42695576624523013
HZA-THRILS-24975,THRILS-24975,broad_line_agn,4.4,1e2,0.42444093182842973
