physical_object_id,object_id,object_class,redshift,seed_mass_family,required_fedd
HZA-XQR30-SDSS-J0836-0054,SDSS J0836+0054,luminous_quasar_comparison,5.773,1e4,0.7330441561445837
HZA-XQR30-PSO-J217-07,PSO J217-07,luminous_quasar_comparison,6.1663,1e4,0.706299831886176
HZA-GNIRS50-J1425-3254,J1425+3254,luminous_quasar_comparison,5.86147,1e4,0.724731358072467
HZA-GNIRS50-P333-26,P333+26,luminous_quasar_comparison,6.02651,1e4,0.7068844840795276
HZA-GNIRS50-P000-26,P000+26,luminous_quasar_comparison,5.73276,1e4,0.7259193169782284
HZA-GNIRS50-J1403-0902,J1403+0902,luminous_quasar_comparison,5.77302,1e4,0.7223864436461406
HZA-XQR30-PSO-J025-11,PSO J025-11,luminous_quasar_comparison,5.85,1e4,0.713594886359614
HZA-GNIRS50-J0841-2905,J0841+2905,luminous_quasar_comparison,5.95354,1e4,0.7065692542705115
HZA-GNIRS50-J0850-3246,J0850+3246,luminous_quasar_comparison,5.67312,1e4,0.72389954411172
HZA-GNIRS50-J1621-5155,J1621+5155,luminous_quasar_comparison,5.63323,1e4,0.7151143254844039
HZA-XQR30-PSO-J183-12,PSO J183-12,luminous_quasar_comparison,5.86,1e4,0.6992610520387929
HZA-GNIRS50-J1545-6028,J1545+6028,luminous_quasar_comparison,5.7935,1e4,0.687310185419159
HZA-XQR30-PSO-J308-27,PSO J308-27,luminous_quasar_comparison,5.7985,1e4,0.6716724360026934
HZA-XQR30-SDSS-J0927-2001,SDSS J0927+2001,luminous_quasar_comparison,5.7722,1e4,0.6699674668321692
HZA-GN-38509,GN-38509,broad_line_agn,6.678,1e4,0.7404820382212559
HZA-GNIRS50-J0835-3217,J0835+3217,luminous_quasar_comparison,5.9016,1e4,0.6688943307737765
HZA-GNIRS50-J0008-0626,J0008-0626,luminous_quasar_comparison,5.92914,1e4,0.6664053406135988
HZA-GS-20057765,GS-20057765,broad_line_agn,8.913,1e4,0.8467853139992451
HZA-GNIRS50-J0221-0802,J0221-0802,luminous_quasar_comparison,6.20015,1e4,0.678179860165504
HZA-GNIRS50-J0136-0226,J0136+0226,luminous_quasar_comparison,6.20648,1e4,0.6646929307208373
HZA-GNIRS50-J2329-0403,J2329-0403,luminous_quasar_comparison,5.88263,1e4,0.6364722189027417
HZA-RUBIES-EGS-49140,RUBIES-EGS-49140,broad_line_agn,6.685,1e4,0.6913279188440629
HZA-CEERS-00717,CEERS-00717,broad_line_agn,6.936,1e4,0.6844072760397951
HZA-GNIRS50-J0300-2232,J0300-2232,luminous_quasar_comparison,5.65156,1e4,0.5913587413922009
HZA-GNIRS50-J0227-0605,J0227-0605,luminous_quasar_comparison,6.20651,1e4,0.6314052410935761
HZA-GOODS-N-9771,GOODS-N-9771,broad_line_agn,5.538,1e4,0.5626568737551666
HZA-GS-164055,GS-164055,broad_line_agn,7.397,1e4,0.6864299759296144
HZA-GS-20030333,GS-20030333,broad_line_agn,7.891,1e4,0.7150542771113069
HZA-GN-954,GN-954,broad_line_agn,6.759,1e4,0.6103724867558875
HZA-GNIRS50-J2307-0031,J2307+0031,luminous_quasar_comparison,5.90021,1e4,0.5596117575171424
HZA-GN-4685,GN-4685,broad_line_agn,7.415,1e4,0.6377513427211544
HZA-RUBIES-EGS-42046,RUBIES-EGS-42046,broad_line_agn,5.276,1e4,0.49701745418121585
HZA-RUBIES-UDS-807469,RUBIES-UDS-807469,broad_line_agn,6.778,1e4,0.5682069746754808
HZA-RUBIES-UDS-139709,RUBIES-UDS-139709,broad_line_agn,5.685,1e4,0.49784395259908565
HZA-DC-536534,DC_536534,broad_line_agn,5.6886,1e4,0.48544741042358247
HZA-CEERS-397,CEERS-397,broad_line_agn,6.0,1e4,0.4988357653179723
HZA-GS-210600,GS-210600,broad_line_agn,6.306,1e4,0.5078059093359641
HZA-GOODS-N-12839,GOODS-N-12839,broad_line_agn,5.241,1e4,0.45925318362664874
HZA-RUBIES-UDS-172350,RUBIES-UDS-172350,broad_line_agn,5.58,1e4,0.45992825452875175
HZA-GS-10013704,GS-10013704,broad_line_agn,5.919,1e4,0.4674617140129583
HZA-GS-204851,GS-204851,broad_line_agn,5.48,1e4,0.44840777912160384
HZA-RUBIES-UDS-47509,RUBIES-UDS-47509,broad_line_agn,5.673,1e4,0.45286343904027326
HZA-J1526M2050-BHAE-2,J1526M2050-BHAE-2,broad_line_agn,4.8708,1e4,0.42173391116675424
HZA-RUBIES-UDS-174752,RUBIES-UDS-174752,broad_line_agn,6.039,1e4,0.4559541752908573
HZA-J0910M0414-BHAE-1,J0910M0414-BHAE-1,broad_line_agn,4.9102,1e4,0.41273872225352043
HZA-RUBIES-UDS-182791,RUBIES-UDS-182791,broad_line_agn,4.718,1e4,0.40303824325032406
HZA-THRILS-25501,THRILS-25501,broad_line_agn,6.57,1e4,0.40964141895337824
HZA-GOODS-N-16813,GOODS-N-16813,broad_line_agn,5.355,1e4,0.4188719581434368
HZA-J1148-18404,J1148-18404,broad_line_agn,5.011,1e4,0.408141142943363
HZA-RUBIES-EGS-60935,RUBIES-EGS-60935,broad_line_agn,5.287,1e4,0.4138311904491731
HZA-GOODS-N-15498,GOODS-N-15498,broad_line_agn,5.086,1e4,0.4077156041942966
HZA-J0923P0402-BHAE-1,J0923P0402-BHAE-1,broad_line_agn,4.8688,1e4,0.40078735121319586
HZA-CEERS-2782,RUBIES-EGS-50052,broad_line_agn,5.24,1e4,0.4098985659393265
HZA-J0229M0808-BHAE-2,J0229M0808-BHAE-2,broad_line_agn,5.0369,1e4,0.4034296128260239
HZA-GOODS-N-4014,GOODS-N-4014,broad_line_agn,5.228,1e4,0.4086034448772098
HZA-GS-30148179,GS-30148179,broad_line_agn,5.922,1e4,0.42428457893593263
HZA-CEERS-746,CEERS-746,broad_line_agn,5.623,1e4,0.4156547399370038
HZA-RUBIES-UDS-29813,RUBIES-UDS-29813,broad_line_agn,5.44,1e4,0.40886369576329523
HZA-GN-61888,GN-61888,broad_line_agn,5.874,1e4,0.40862224774064154
HZA-J2002M3013-BHAE-1,J2002M3013-BHAE-1,broad_line_agn,4.9461,1e4,0.39250371188371613
HZA-GOODS-N-13733,GOODS-N-13733,broad_line_agn,5.236,1e4,0.39917278292499264
HZA-RUBIES-EGS-37124,RUBIES-EGS-37124,broad_line_agn,5.682,1e4,0.4077222694511382
HZA-RUBIES-UDS-19521,RUBIES-UDS-19521,broad_line_agn,5.669,1e4,0.40640419823959006
HZA-RUBIES-EGS-42232,RUBIES-EGS-42232,broad_line_agn,4.954,1e4,0.3891142947879539
HZA-GN-1093,GN-1093,broad_line_agn,5.594,1e4,0.3938248984396928
HZA-J1120-14389,J1120-14389,broad_line_agn,4.897,1e4,0.38096805844551107
HZA-RUBIES-EGS-926125,RUBIES-EGS-926125,broad_line_agn,5.284,1e4,0.3891822809785404
HZA-J1120-7546,J1120-7546,broad_line_agn,4.967,1e4,0.37879803628091074
HZA-CEERS-672,CEERS-672,broad_line_agn,5.666,1e4,0.35118739466866766
HZA-GS-159717,GS-159717,broad_line_agn,5.077,1e4,0.3771284339699267
HZA-DC-519281,DC_519281,broad_line_agn,5.5759,1e4,0.34209276158063384
HZA-RUBIES-UDS-970351,RUBIES-UDS-970351,broad_line_agn,5.282,1e4,0.36003656782946775
HZA-THRILS-40467,THRILS-40467,broad_line_agn,5.27,1e4,0.36005943061559387
HZA-THRILS-49400,THRILS-49400,broad_line_agn,5.11,1e4,0.3605798800809549
HZA-GOODS-N-14409,GOODS-N-14409,broad_line_agn,5.139,1e4,0.3578165439923819
HZA-J0100-2017,J0100-2017,broad_line_agn,4.938,1e4,0.3631299763781861
HZA-J0148-4214,J0148-4214,broad_line_agn,5.019,1e4,0.35830565239429546
HZA-J0100-15157,J0100-15157,broad_line_agn,4.941,1e4,0.35392109468346894
HZA-J1526M2050-BHAE-3,J1526M2050-BHAE-3,broad_line_agn,4.8751,1e4,0.355841259481697
HZA-GS-38562,GS-38562,broad_line_agn,4.822,1e4,0.35879707991687415
HZA-DC-848185-A,DC_848185_a,broad_line_agn,5.2931,1e4,0.3250921125481868
HZA-CEERS-1244,CEERS-1244,broad_line_agn,4.478,1e4,0.35379199662403893
HZA-RUBIES-EGS-13872,RUBIES-EGS-13872,broad_line_agn,5.262,1e4,0.3155424920208598
HZA-J0100-12446,J0100-12446,broad_line_agn,4.699,1e4,0.3416258715301653
HZA-J2132P1217-BHAE-1,J2132P1217-BHAE-1,broad_line_agn,4.925,1e4,0.32712294313345264
HZA-THRILS-101567,THRILS-101567,broad_line_agn,5.33,1e4,0.2989310770396092
HZA-J1148-7111,J1148-7111,broad_line_agn,4.339,1e4,0.3483295524508884
HZA-GN-77652,GN-77652,broad_line_agn,5.229,1e4,0.29911273569117747
HZA-THRILS-44774,THRILS-44774,broad_line_agn,5.11,1e4,0.30527621749185135
HZA-J2232P2930-BHAE-3,J2232P2930-BHAE-3,broad_line_agn,4.7061,1e4,0.32747634603127707
HZA-GS-172975,GS-172975,broad_line_agn,4.741,1e4,0.32473867226310377
HZA-J0109M3047-BHAE-1,J0109M3047-BHAE-1,broad_line_agn,4.36,1e4,0.34517070165440333
HZA-RUBIES-EGS-46985,RUBIES-EGS-46985,broad_line_agn,4.963,1e4,0.30823372024452267
HZA-DC-848185-B,DC_848185_b,broad_line_agn,5.2931,1e4,0.28213351196146214
HZA-DC-873321,DC_873321,broad_line_agn,5.1542,1e4,0.28987909534426587
HZA-DC-417567,DC_417567,broad_line_agn,5.67,1e4,0.2556638441065014
HZA-GS-8083,GS-8083,broad_line_agn,4.753,1e4,0.31080301451584164
HZA-RUBIES-EGS-29489,RUBIES-EGS-29489,broad_line_agn,4.543,1e4,0.3200051404875827
HZA-RUBIES-EGS-45599,RUBIES-EGS-45599,broad_line_agn,4.862,1e4,0.2956302716824483
HZA-GN-20621,GN-20621,broad_line_agn,4.682,1e4,0.29968852642199495
HZA-RUBIES-EGS-17146,RUBIES-EGS-17146,broad_line_agn,5.0,1e4,0.27915422476900575
HZA-J0100-16221,J0100-16221,broad_line_agn,4.349,1e4,0.31461977594582485
HZA-J1526M2050-BHAE-1,J1526M2050-BHAE-1,broad_line_agn,4.1573,1e4,0.32362039546091
HZA-CEERS-01665,CEERS-01665,broad_line_agn,4.483,1e4,0.3041114604904575
HZA-GN-53757,GN-53757,broad_line_agn,4.447,1e4,0.3056000905067327
HZA-DC-683613,DC_683613,broad_line_agn,5.542,1e4,0.24138315171472424
HZA-J2232P2930-BHAE-1,J2232P2930-BHAE-1,broad_line_agn,4.1349,1e4,0.3213734451780952
HZA-CEERS-01236,CEERS-01236,broad_line_agn,4.484,1e4,0.3020224105887785
HZA-J1148-21787,J1148-21787,broad_line_agn,4.277,1e4,0.3130740079192126
HZA-GN-73488,GN-73488,broad_line_agn,4.133,1e4,0.3195146977196758
HZA-GN-62309,GN-62309,broad_line_agn,5.172,1e4,0.2575200489209478
HZA-J0218P0007-BHAE-1,J0218P0007-BHAE-1,broad_line_agn,4.2291,1e4,0.3050883865652425
HZA-J0229M0808-BHAE-1,J0229M0808-BHAE-1,broad_line_agn,4.3653,1e4,0.29645942192982033
HZA-J0430M1445-BHAE-1,J0430M1445-BHAE-1,broad_line_agn,4.0947,1e4,0.306642730978465
HZA-J0148-12884,J0148-12884,broad_line_agn,4.602,1e4,0.2794389225430484
HZA-RUBIES-EGS-6411,RUBIES-EGS-6411,broad_line_agn,4.88,1e4,0.2586732334202083
HZA-RUBIES-EGS-28812,RUBIES-EGS-28812,broad_line_agn,4.222,1e4,0.28727365428688484
HZA-RUBIES-UDS-19484,RUBIES-UDS-19484,broad_line_agn,4.656,1e4,0.25553041565008183
HZA-J2232P2930-BHAE-2,J2232P2930-BHAE-2,broad_line_agn,4.4693,1e4,0.25681224944148684
HZA-GLASS-150029,GLASS-150029,broad_line_agn,4.583,1e4,0.24526501546660406
HZA-RUBIES-UDS-119957,RUBIES-UDS-119957,broad_line_agn,4.149,1e4,0.2674520801666164
HZA-RUBIES-UDS-31747,RUBIES-UDS-31747,broad_line_agn,4.13,1e4,0.26420745374972576
HZA-J0148-976,J0148-976,broad_line_agn,4.163,1e4,0.2618808182136709
HZA-RUBIES-UDS-35974,RUBIES-UDS-35974,broad_line_agn,4.367,1e4,0.25090926385909873
HZA-J0224M4711-BHAE-1,J0224M4711-BHAE-1,broad_line_agn,4.0639,1e4,0.26368396270976935
HZA-THRILS-24975,THRILS-24975,broad_line_agn,4.4,1e4,0.2434426666563915
HZA-RUBIES-UDS-155916,RUBIES-UDS-155916,broad_line_agn,4.098,1e4,0.25249963280134047
HZA-RUBIES-UDS-63139,RUBIES-UDS-63139,broad_line_agn,4.435,1e4,0.23318751334335178
HZA-RUBIES-UDS-143683,RUBIES-UDS-143683,broad_line_agn,4.226,1e4,0.24126292807714142
HZA-RUBIES-UDS-48507,RUBIES-UDS-48507,broad_line_agn,4.468,1e4,0.2243937029653371
HZA-GS-200679,GS-200679,broad_line_agn,4.547,1e4,0.2069701469301958
HZA-RUBIES-UDS-30969,RUBIES-UDS-30969,broad_line_agn,4.0,1e4,0.21919378009018536
HZA-GN-11836,GN-11836,broad_line_agn,4.409,1e4,0.18692893283676623
HZA-GLASS-160133,GLASS-160133,broad_line_agn,4.015,1e4,0.18983789569454568
HZA-GNIRS50-J1148-5251,J1148+5251,luminous_quasar_comparison,6.42201,1e5,0.7557231814545443
HZA-XQR30-SDSS-J0100-2802,SDSS J0100+2802,luminous_quasar_comparison,6.3268,1e5,0.7631357310063317
HZA-XQR30-PSO-J231-20,PSO J231-20,luminous_quasar_comparison,6.5869,1e5,0.7176165297300099
HZA-XQR30-DELS-J0923-0402,DELS J0923+0402,luminous_quasar_comparison,6.633,1e5,0.7090260730768099
HZA-XQR30-DELS-J1535-1943,DELS J1535+1943,luminous_quasar_comparison,6.37,1e5,0.7254289162046212
HZA-XQR30-PSO-J036-03,PSO J036+03,luminous_quasar_comparison,6.5405,1e5,0.6960185865597882
HZA-GNIRS50-J0050-3445,J0050+3445,luminous_quasar_comparison,6.24598,1e5,0.7128668699593587
HZA-GNIRS50-J0203-0012,J0203+0012,luminous_quasar_comparison,5.77689,1e5,0.7514400533657896
HZA-XQR30-PSO-J183-05,PSO J183+05,luminous_quasar_comparison,6.4386,1e5,0.6770395947843693
HZA-XQR30-VDES-J0224-4711,VDES J0224-4711,luminous_quasar_comparison,6.526,1e5,0.6561586116130375
HZA-XQR30-VST-ATLAS-J025-33,VST-ATLAS J025-33,luminous_quasar_comparison,6.3373,1e5,0.6554890001039547
HZA-GNIRS50-J1148-0702,J1148+0702,luminous_quasar_comparison,6.34412,1e5,0.6515327528120534
HZA-XQR30-PSO-J323-12,PSO J323+12,luminous_quasar_comparison,6.5872,1e5,0.6223996331155279
HZA-GNIRS50-J1137-3549,J1137+3549,luminous_quasar_comparison,6.00204,1e5,0.6811604549721065
HZA-XQR30-PSO-J009-10,PSO J009-10,luminous_quasar_comparison,6.004,1e5,0.679621701163479
HZA-XQR30-VDES-J2211-3206,VDES J2211-3206,luminous_quasar_comparison,6.3394,1e5,0.6453016179216519
HZA-XQR30-PSO-J065-26,PSO J065-26,luminous_quasar_comparison,6.1871,1e5,0.6605089397799461
HZA-GNIRS50-J1609-3041,J1609+3041,luminous_quasar_comparison,6.14192,1e5,0.6641644130082434
HZA-XQR30-PSO-J007-04,PSO J007+04,luminous_quasar_comparison,6.0015,1e5,0.6778287616723929
HZA-GNIRS50-J1623-3112,J1623+3112,luminous_quasar_comparison,6.254,1e5,0.6473582052166442
HZA-GNIRS50-J1207-0630,J1207+0630,luminous_quasar_comparison,6.02793,1e5,0.6701164155358326
HZA-XQR30-SDSS-J1030-0524,SDSS J1030+0524,luminous_quasar_comparison,6.304,1e5,0.6355799717858532
HZA-GNIRS50-P210-27,P210+27,luminous_quasar_comparison,6.16694,1e5,0.6461309070801594
HZA-XQR30-ULAS-J1319-0950,ULAS J1319+0950,luminous_quasar_comparison,6.1347,1e5,0.6481263273869715
HZA-XQR30-SDSS-J0818-1722,SDSS J0818+1722,luminous_quasar_comparison,5.96,1e5,0.6532668274142055
HZA-XQR30-SDSS-J2310-1855,SDSS J2310+1855,luminous_quasar_comparison,6.0031,1e5,0.6475815076162993
HZA-GNIRS50-J2356-0023,J2356+0023,luminous_quasar_comparison,5.99266,1e5,0.6413711871782669
HZA-XQR30-VDES-J2250-5015,VDES J2250-5015,luminous_quasar_comparison,5.9767,1e5,0.6421160266186862
HZA-XQR30-PSO-J239-07,PSO J239-07,luminous_quasar_comparison,6.1102,1e5,0.6287388256982945
HZA-GNIRS50-J0033-0125,J0033-0125,luminous_quasar_comparison,6.01884,1e5,0.6285337082520953
HZA-XQR30-ULAS-J0148-0600,ULAS J0148+0600,luminous_quasar_comparison,5.977,1e5,0.6311380564415435
HZA-GNIRS50-J1602-4228,J1602+4228,luminous_quasar_comparison,6.07949,1e5,0.6181358764710043
HZA-XQR30-CFHQS-J1509-1749,CFHQS J1509-1749,luminous_quasar_comparison,6.1225,1e5,0.6134500336089391
HZA-GNIRS50-J1257-6349,J1257+6349,luminous_quasar_comparison,5.97714,1e5,0.6250268386489826
HZA-XQR30-PSO-J060-24,PSO J060+24,luminous_quasar_comparison,6.18,1e5,0.604458873422037
HZA-XQR30-PSO-J089-15,PSO J089-15,luminous_quasar_comparison,5.957,1e5,0.6267382619352464
HZA-GNIRS50-J1630-4012,J1630+4012,luminous_quasar_comparison,6.06311,1e5,0.6141311718978283
HZA-GNIRS50-J1429-5447,J1429+5447,luminous_quasar_comparison,6.11548,1e5,0.6074340440060059
HZA-GNIRS50-J1243-2529,J1243+2529,luminous_quasar_comparison,5.84308,1e5,0.6331744440157361
HZA-XQR30-SDSS-J0842-1218,SDSS J0842+1218,luminous_quasar_comparison,6.0754,1e5,0.6066445008413426
HZA-XQR30-PSO-J158-14,PSO J158-14,luminous_quasar_comparison,6.0685,1e5,0.6070593056737308
HZA-XQR30-PSO-J108-08,PSO J108+08,luminous_quasar_comparison,5.9485,1e5,0.6145073654790645
HZA-XQR30-VDES-J0408-5632,VDES J0408-5632,luminous_quasar_comparison,6.0345,1e5,0.6021638260733476
HZA-GNIRS50-J1044-0125,J1044-0125,luminous_quasar_comparison,5.78549,1e5,0.6247150120970166
HZA-XQR30-SDSS-J1306-0356,SDSS J1306+0356,luminous_quasar_comparison,6.033,1e5,0.5991550569182035
HZA-GNIRS50-J0002-2550,J0002+2550,luminous_quasar_comparison,5.81732,1e5,0.6199867278986937
HZA-GNIRS50-J0353-0104,J0353+0104,luminous_quasar_comparison,6.05732,1e5,0.5958809478182318
HZA-GNIRS50-J1143-3808,J1143+3808,luminous_quasar_comparison,5.82516,1e5,0.6166479208755244
HZA-XQR30-PSO-J029-29,PSO J029-29,luminous_quasar_comparison,5.984,1e5,0.5990713848238279
HZA-GNIRS50-J1436-5007,J1436+5007,luminous_quasar_comparison,5.81132,1e5,0.6137284908502938
HZA-XQR30-PSO-J359-06,PSO J359-06,luminous_quasar_comparison,6.1722,1e5,0.5773711785512669
HZA-GNIRS50-J1250-3130,J1250+3130,luminous_quasar_comparison,6.13728,1e5,0.5803044675787182
HZA-XQR30-PSO-J217-16,PSO J217-16,luminous_quasar_comparison,6.1498,1e5,0.5772090722057904
HZA-GNIRS50-P228-21,P228+21,luminous_quasar_comparison,5.89177,1e5,0.601801435160193
HZA-GNIRS50-J1427-3312,J1427+3312,luminous_quasar_comparison,6.12115,1e5,0.576245230913636
HZA-XQR30-VST-ATLAS-J029-36,VST-ATLAS J029-36,luminous_quasar_comparison,6.02,1e5,0.5847669486268985
HZA-GNIRS50-J0840-5624,J0840+5624,luminous_quasar_comparison,5.81997,1e5,0.6030642134680352
HZA-XQR30-PSO-J065-01,PSO J065+01,luminous_quasar_comparison,5.79,1e5,0.6057471376828791
HZA-XQR30-PSO-J023-02,PSO J023-02,luminous_quasar_comparison,5.9,1e5,0.5938191802675538
HZA-XQR30-PSO-J242-12,PSO J242-12,luminous_quasar_comparison,5.83,1e5,0.599744785538247
HZA-GNIRS50-J1335-3533,J1335+3533,luminous_quasar_comparison,5.84703,1e5,0.5971161831533504
HZA-GNIRS50-J0810-5105,J0810+5105,luminous_quasar_comparison,5.80496,1e5,0.6000183848877152
HZA-XQR30-SDSS-J0836-0054,SDSS J0836+0054,luminous_quasar_comparison,5.773,1e5,0.601909244490812
HZA-XQR30-PSO-J217-07,PSO J217-07,luminous_quasar_comparison,6.1663,1e5,0.5621570090522626
HZA-GNIRS50-J1425-3254,J1425+3254,luminous_quasar_comparison,5.86147,1e5,0.5907253379414684
HZA-GNIRS50-P333-26,P333+26,luminous_quasar_comparison,6.02651,1e5,0.5674375330656541
HZA-GNIRS50-P000-26,P000+26,luminous_quasar_comparison,5.73276,1e5,0.59607987843019
HZA-GNIRS50-J1403-0902,J1403+0902,luminous_quasar_comparison,5.77302,1e5,0.5912508865008721
HZA-XQR30-PSO-J025-11,PSO J025-11,luminous_quasar_comparison,5.85,1e5,0.5799628851686751
HZA-GNIRS50-J0841-2905,J0841+2905,luminous_quasar_comparison,5.95354,1e5,0.5695416275793099
HZA-GNIRS50-J0850-3246,J0850+3246,luminous_quasar_comparison,5.67312,1e5,0.5959681940875581
HZA-GNIRS50-J1621-5155,J1621+5155,luminous_quasar_comparison,5.63323,1e5,0.58845126170524
HZA-XQR30-PSO-J183-12,PSO J183-12,luminous_quasar_comparison,5.86,1e5,0.565302996092664
HZA-GNIRS50-J1545-6028,J1545+6028,luminous_quasar_comparison,5.7935,1e5,0.5555127999622645
HZA-XQR30-PSO-J308-27,PSO J308-27,luminous_quasar_comparison,5.7985,1e5,0.5397132147840895
HZA-XQR30-SDSS-J0927-2001,SDSS J0927+2001,luminous_quasar_comparison,5.7722,1e5,0.5388583735186332
HZA-GN-38509,GN-38509,broad_line_agn,6.678,1e5,0.578450957647677
HZA-GNIRS50-J0835-3217,J0835+3217,luminous_quasar_comparison,5.9016,1e5,0.5335755367429504
HZA-GNIRS50-J0008-0626,J0008-0626,luminous_quasar_comparison,5.92914,1e5,0.530181844985308
HZA-GS-20057765,GS-20057765,broad_line_agn,8.913,1e5,0.5924954299153876
HZA-GNIRS50-J0221-0802,J0221-0802,luminous_quasar_comparison,6.20015,1e5,0.5328877762343378
HZA-GNIRS50-J0136-0226,J0136+0226,luminous_quasar_comparison,6.20648,1e5,0.5191854044580941
HZA-GNIRS50-J2329-0403,J2329-0403,luminous_quasar_comparison,5.88263,1e5,0.5017748052688761
HZA-RUBIES-EGS-49140,RUBIES-EGS-49140,broad_line_agn,6.685,1e5,0.529044369819635
HZA-CEERS-00717,CEERS-00717,broad_line_agn,6.936,1e5,0.5129293235706643
HZA-GNIRS50-J0300-2232,J0300-2232,luminous_quasar_comparison,5.65156,1e5,0.4641136707307124
HZA-GNIRS50-J0227-0605,J0227-0605,luminous_quasar_comparison,6.20651,1e5,0.48589669337998725
HZA-GOODS-N-9771,GOODS-N-9771,broad_line_agn,5.538,1e5,0.43899602238040464
HZA-GS-164055,GS-164055,broad_line_agn,7.397,1e5,0.49733080900685567
HZA-GS-20030333,GS-20030333,broad_line_agn,7.891,1e5,0.5059740791255446
HZA-GN-954,GN-954,broad_line_agn,6.759,1e5,0.4454069497948368
HZA-GNIRS50-J2307-0031,J2307+0031,luminous_quasar_comparison,5.90021,1e5,0.42433854387476705
HZA-GN-4685,GN-4685,broad_line_agn,7.415,1e5,0.44794439548271564
HZA-RUBIES-EGS-42046,RUBIES-EGS-42046,broad_line_agn,5.276,1e5,0.381431999720468
HZA-RUBIES-UDS-807469,RUBIES-UDS-807469,broad_line_agn,6.778,1e5,0.4025489645660111
HZA-RUBIES-UDS-139709,RUBIES-UDS-139709,broad_line_agn,5.685,1e5,0.36953365553746553
HZA-DC-536534,DC_536534,broad_line_agn,5.6886,1e5,0.3570221695707829
HZA-CEERS-397,CEERS-397,broad_line_agn,6.0,1e5,0.360270274951869
HZA-GS-210600,GS-210600,broad_line_agn,6.306,1e5,0.35888922038113596
HZA-GOODS-N-12839,GOODS-N-12839,broad_line_agn,5.241,1e5,0.3447262051661379
HZA-RUBIES-UDS-172350,RUBIES-UDS-172350,broad_line_agn,5.58,1e5,0.33494775058072135
HZA-GS-10013704,GS-10013704,broad_line_agn,5.919,1e5,0.3315716808696565
HZA-GS-204851,GS-204851,broad_line_agn,5.48,1e5,0.32655783914290715
HZA-RUBIES-UDS-47509,RUBIES-UDS-47509,broad_line_agn,5.673,1e5,0.32493591388765375
HZA-J1526M2050-BHAE-2,J1526M2050-BHAE-2,broad_line_agn,4.8708,1e5,0.3181137855729571
HZA-RUBIES-UDS-174752,RUBIES-UDS-174752,broad_line_agn,6.039,1e5,0.3160909313366066
HZA-J0910M0414-BHAE-1,J0910M0414-BHAE-1,broad_line_agn,4.9102,1e5,0.30798270137699235
HZA-RUBIES-UDS-182791,RUBIES-UDS-182791,broad_line_agn,4.718,1e5,0.3037677399866974
HZA-THRILS-25501,THRILS-25501,broad_line_agn,6.57,1e5,0.25147870893276886
HZA-GOODS-N-16813,GOODS-N-16813,broad_line_agn,5.355,1e5,0.3008798572579616
HZA-J1148-18404,J1148-18404,broad_line_agn,5.011,1e5,0.3004521870216313
HZA-RUBIES-EGS-60935,RUBIES-EGS-60935,broad_line_agn,5.287,1e5,0.2979120894830182
HZA-GOODS-N-15498,GOODS-N-15498,broad_line_agn,5.086,1e5,0.29781921492359675
HZA-J0923P0402-BHAE-1,J0923P0402-BHAE-1,broad_line_agn,4.8688,1e5,0.2972247281606905
HZA-CEERS-2782,RUBIES-EGS-50052,broad_line_agn,5.24,1e5,0.29540175981102296
HZA-J0229M0808-BHAE-2,J0229M0808-BHAE-2,broad_line_agn,5.0369,1e5,0.29498079217386697
HZA-GOODS-N-4014,GOODS-N-4014,broad_line_agn,5.228,1e5,0.29446840440871536
HZA-GS-30148179,GS-30148179,broad_line_agn,5.922,1e5,0.28829593184108243
HZA-CEERS-746,CEERS-746,broad_line_agn,5.623,1e5,0.2893159132084312
HZA-RUBIES-UDS-29813,RUBIES-UDS-29813,broad_line_agn,5.44,1e5,0.28825493595111373
HZA-GN-61888,GN-61888,broad_line_agn,5.874,1e5,0.27420703466806207
HZA-J2002M3013-BHAE-1,J2002M3013-BHAE-1,broad_line_agn,4.9461,1e5,0.2867075631279975
HZA-GOODS-N-13733,GOODS-N-13733,broad_line_agn,5.236,1e5,0.2847966273590922
HZA-RUBIES-EGS-37124,RUBIES-EGS-37124,broad_line_agn,5.682,1e5,0.2795077193092708
HZA-RUBIES-UDS-19521,RUBIES-UDS-19521,broad_line_agn,5.669,1e5,0.2786041359000963
HZA-RUBIES-EGS-42232,RUBIES-EGS-42232,broad_line_agn,4.954,1e5,0.2830886013852416
HZA-GN-1093,GN-1093,broad_line_agn,5.594,1e5,0.26840295626144667
HZA-J1120-14389,J1120-14389,broad_line_agn,4.897,1e5,0.2765932479124943
HZA-RUBIES-EGS-926125,RUBIES-EGS-926125,broad_line_agn,5.284,1e5,0.2733542211634986
HZA-J1120-7546,J1120-7546,broad_line_agn,4.967,1e5,0.27239409350537397
HZA-CEERS-672,CEERS-672,broad_line_agn,5.666,1e5,0.22348288751642487
HZA-GS-159717,GS-159717,broad_line_agn,5.077,1e5,0.2674980752577387
HZA-DC-519281,DC_519281,broad_line_agn,5.5759,1e5,0.2172413887409865
HZA-RUBIES-UDS-970351,RUBIES-UDS-970351,broad_line_agn,5.282,1e5,0.2442691826752981
HZA-THRILS-40467,THRILS-40467,broad_line_agn,5.27,1e5,0.24465576695674968
HZA-THRILS-49400,THRILS-49400,broad_line_agn,5.11,1e5,0.24997255490274786
HZA-GOODS-N-14409,GOODS-N-14409,broad_line_agn,5.139,1e5,0.24634721564584552
