physical_object_id,object_id,object_class,redshift,fedd_assumption,required_log_mseed
HZA-GLASS-150029,GLASS-150029,broad_line_agn,4.583,1,-3.902927703469257
HZA-RUBIES-UDS-119957,RUBIES-UDS-119957,broad_line_agn,4.149,1,-4.737370308777201
HZA-RUBIES-UDS-31747,RUBIES-UDS-31747,broad_line_agn,4.13,1,-4.828147497393571
HZA-J0148-976,J0148-976,broad_line_agn,4.163,1,-4.76563114096628
HZA-RUBIES-UDS-35974,RUBIES-UDS-35974,broad_line_agn,4.367,1,-4.359412597744396
HZA-J0224M4711-BHAE-1,J0224M4711-BHAE-1,broad_line_agn,4.0639,1,-5.019512510380409
HZA-SKYFIRE-9382,SKYFIRE-9382,broad_line_agn,5.073,1,-3.2414008182424547
HZA-THRILS-24975,THRILS-24975,broad_line_agn,4.4,1,-4.35982966604131
HZA-RUBIES-UDS-155916,RUBIES-UDS-155916,broad_line_agn,4.098,1,-5.058829505021584
HZA-RUBIES-UDS-63139,RUBIES-UDS-63139,broad_line_agn,4.435,1,-4.385405431616353
HZA-RUBIES-UDS-143683,RUBIES-UDS-143683,broad_line_agn,4.226,1,-4.837044253319889
HZA-RUBIES-UDS-48507,RUBIES-UDS-48507,broad_line_agn,4.468,1,-4.399180890050959
HZA-GS-200679,GS-200679,broad_line_agn,4.547,1,-4.391236146769587
HZA-RUBIES-UDS-30969,RUBIES-UDS-30969,broad_line_agn,4.0,1,-5.760354703827138
HZA-GN-11836,GN-11836,broad_line_agn,4.409,1,-4.96023089062876
HZA-SKYFIRE-530722,SKYFIRE-530722,broad_line_agn,4.3569,1,-5.233286391355642
HZA-GLASS-160133,GLASS-160133,broad_line_agn,4.015,1,-6.079032901470104
