science_release,input_catalogue_release,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,source_key,object_class,redshift,log_mseed_assumption,z_seed,epsilon,merger_boost,burst_scenario,burst_fedd,quiescent_fedd,required_lifetime_average_fedd_point,required_duty_cycle_point,required_duty_cycle_p5,required_duty_cycle_p16,required_duty_cycle_p50,required_duty_cycle_p84,required_duty_cycle_p95,prob_required_duty_cycle_gt_1,fixed_burst_scenario_feasible_point,reported_current_fedd,current_fedd_comparison_eligible_flag,current_to_required_fedd_ratio,current_fedd_is_instantaneous_not_history,n_samples,random_seed,reported_statistical_errors_sampled,statistical_error_model,log_mbh_sigma_plus_used,log_mbh_sigma_minus_used,systematic_combined_with_statistical_error
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-CEERS-672,CEERS672_taylor24,HZA-CEERS-672,CEERS-672,taylor24_ceers_rubies_blagn,broad_line_agn,5.666,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.6065964089731533,0.20219880299105109,0.18407170601977382,0.19125379223590722,0.2021359908464905,0.21428561331085935,0.22257420413171472,0.0,True,,False,,True,10000,20260808,True,split_normal_in_log_mbh,0.29,0.26,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-CEERS-746,CEERS746_taylor24,HZA-CEERS-746,CEERS-746,taylor24_ceers_rubies_blagn,broad_line_agn,5.623,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.668332393394149,0.668332393394149,0.639445916379827,0.6507209871854271,0.6682415106323614,0.6883926404766103,0.7016401579143177,0.0,True,,False,,True,10000,20260808,True,split_normal_in_log_mbh,0.16,0.14,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-CEERS-746,CEERS746_taylor24,HZA-CEERS-746,CEERS-746,taylor24_ceers_rubies_blagn,broad_line_agn,5.623,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.668332393394149,0.3341661966970745,0.3197229581899135,0.3253604935927136,0.3341207553161807,0.34419632023830515,0.35082007895715883,0.0,True,,False,,True,10000,20260808,True,split_normal_in_log_mbh,0.16,0.14,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-CEERS-746,CEERS746_taylor24,HZA-CEERS-746,CEERS-746,taylor24_ceers_rubies_blagn,broad_line_agn,5.623,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.668332393394149,0.22277746446471633,0.21314863879327567,0.21690699572847572,0.22274717021078713,0.22946421349220342,0.23388005263810588,0.0,True,,False,,True,10000,20260808,True,split_normal_in_log_mbh,0.16,0.14,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-DC-417567,DC417567_ren25,HZA-DC-417567,DC_417567,ren25_alpine_cristal_jwst_blagn_candidates,broad_line_agn,5.67,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.5113276882130028,0.5113276882130028,0.49011891677813507,0.4985644171062509,0.5114296597607906,0.5239690432538467,0.5321394968706213,0.0,True,1.1220184543019631,True,2.1943236796411583,True,10000,20260808,True,split_normal_in_log_mbh,0.1,0.1,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-DC-417567,DC417567_ren25,HZA-DC-417567,DC_417567,ren25_alpine_cristal_jwst_blagn_candidates,broad_line_agn,5.67,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.5113276882130028,0.2556638441065014,0.24505945838906754,0.24928220855312544,0.2557148298803953,0.2619845216269234,0.26606974843531067,0.0,True,1.1220184543019631,True,2.1943236796411583,True,10000,20260808,True,split_normal_in_log_mbh,0.1,0.1,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-DC-417567,DC417567_ren25,HZA-DC-417567,DC_417567,ren25_alpine_cristal_jwst_blagn_candidates,broad_line_agn,5.67,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.5113276882130028,0.17044256273766759,0.16337297225937836,0.16618813903541696,0.1704765532535969,0.17465634775128228,0.17737983229020712,0.0,True,1.1220184543019631,True,2.1943236796411583,True,10000,20260808,True,split_normal_in_log_mbh,0.1,0.1,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-DC-519281,DC519281_ren25,HZA-DC-519281,DC_519281,ren25_alpine_cristal_jwst_blagn_candidates,broad_line_agn,5.5759,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.5917955072599286,0.5917955072599286,0.5692322955294687,0.5782150158683395,0.5917905686038227,0.6052771189986137,0.6142267488603083,0.0,True,0.4466835921509631,True,0.7547938209587837,True,10000,20260808,True,split_normal_in_log_mbh,0.11,0.11,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-DC-519281,DC519281_ren25,HZA-DC-519281,DC_519281,ren25_alpine_cristal_jwst_blagn_candidates,broad_line_agn,5.5759,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.5917955072599286,0.2958977536299643,0.2846161477647344,0.2891075079341697,0.29589528430191137,0.30263855949930685,0.30711337443015413,0.0,True,0.4466835921509631,True,0.7547938209587837,True,10000,20260808,True,split_normal_in_log_mbh,0.11,0.11,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-DC-519281,DC519281_ren25,HZA-DC-519281,DC_519281,ren25_alpine_cristal_jwst_blagn_candidates,broad_line_agn,5.5759,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.5917955072599286,0.19726516908664285,0.1897440985098229,0.1927383386227798,0.1972635228679409,0.20175903966620456,0.20474224962010276,0.0,True,0.4466835921509631,True,0.7547938209587837,True,10000,20260808,True,split_normal_in_log_mbh,0.11,0.11,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-DC-536534,DC536534_ren25,HZA-DC-536534,DC_536534,ren25_alpine_cristal_jwst_blagn_candidates,broad_line_agn,5.6886,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.7422978921291817,0.7422978921291817,0.7300771097218689,0.7347438107793476,0.7422814214949668,0.7499369910490984,0.7547140640638325,0.0,True,0.097723722095581,True,0.1316502756262363,True,10000,20260808,True,split_normal_in_log_mbh,0.06,0.06,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-DC-536534,DC536534_ren25,HZA-DC-536534,DC_536534,ren25_alpine_cristal_jwst_blagn_candidates,broad_line_agn,5.6886,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.7422978921291817,0.37114894606459087,0.36503855486093445,0.3673719053896738,0.3711407107474834,0.3749684955245492,0.37735703203191623,0.0,True,0.097723722095581,True,0.1316502756262363,True,10000,20260808,True,split_normal_in_log_mbh,0.06,0.06,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-DC-536534,DC536534_ren25,HZA-DC-536534,DC_536534,ren25_alpine_cristal_jwst_blagn_candidates,broad_line_agn,5.6886,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.7422978921291817,0.24743263070972724,0.2433590365739563,0.24491460359311587,0.24742714049832226,0.24997899701636614,0.25157135468794417,0.0,True,0.097723722095581,True,0.1316502756262363,True,10000,20260808,True,split_normal_in_log_mbh,0.06,0.06,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-DC-683613,DC683613_ren25,HZA-DC-683613,DC_683613,ren25_alpine_cristal_jwst_blagn_candidates,broad_line_agn,5.542,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.48895561501187723,0.48895561501187723,0.45831959427831537,0.4703358926666152,0.4886895546593636,0.5070901960857195,0.5190032681615331,0.0,True,0.6165950018614822,True,1.2610449352269009,True,10000,20260808,True,split_normal_in_log_mbh,0.15,0.15,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-DC-683613,DC683613_ren25,HZA-DC-683613,DC_683613,ren25_alpine_cristal_jwst_blagn_candidates,broad_line_agn,5.542,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.48895561501187723,0.24447780750593862,0.22915979713915768,0.2351679463333076,0.2443447773296818,0.25354509804285974,0.25950163408076654,0.0,True,0.6165950018614822,True,1.2610449352269009,True,10000,20260808,True,split_normal_in_log_mbh,0.15,0.15,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-DC-683613,DC683613_ren25,HZA-DC-683613,DC_683613,ren25_alpine_cristal_jwst_blagn_candidates,broad_line_agn,5.542,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.48895561501187723,0.16298520500395908,0.1527731980927718,0.15677863088887173,0.16289651821978787,0.16903006536190648,0.17300108938717768,0.0,True,0.6165950018614822,True,1.2610449352269009,True,10000,20260808,True,split_normal_in_log_mbh,0.15,0.15,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-DC-848185-A,DC848185a_ren25,HZA-DC-848185-A,DC_848185_a,ren25_alpine_cristal_jwst_blagn_candidates,broad_line_agn,5.2931,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.5573007643683203,0.5573007643683203,0.512737092675903,0.5303298271475235,0.5566036664605672,0.5831644509179317,0.6011009294205844,0.0,True,0.1174897554939529,True,0.2108192972373242,True,10000,20260808,True,split_normal_in_log_mbh,0.23,0.23,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-DC-848185-A,DC848185a_ren25,HZA-DC-848185-A,DC_848185_a,ren25_alpine_cristal_jwst_blagn_candidates,broad_line_agn,5.2931,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.5573007643683203,0.27865038218416016,0.2563685463379515,0.26516491357376176,0.2783018332302836,0.29158222545896584,0.3005504647102922,0.0,True,0.1174897554939529,True,0.2108192972373242,True,10000,20260808,True,split_normal_in_log_mbh,0.23,0.23,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-DC-848185-A,DC848185a_ren25,HZA-DC-848185-A,DC_848185_a,ren25_alpine_cristal_jwst_blagn_candidates,broad_line_agn,5.2931,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.5573007643683203,0.18576692145610676,0.17091236422530098,0.1767766090491745,0.18553455548685574,0.19438815030597723,0.20036697647352814,0.0,True,0.1174897554939529,True,0.2108192972373242,True,10000,20260808,True,split_normal_in_log_mbh,0.23,0.23,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-DC-848185-B,DC848185b_ren25,HZA-DC-848185-B,DC_848185_b,ren25_alpine_cristal_jwst_blagn_candidates,broad_line_agn,5.2931,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.5143421637815957,0.5143421637815957,0.4763680736879818,0.4907130973741651,0.5145855194498852,0.5371703773615611,0.5518577453855061,0.0,True,0.436515832240166,True,0.8486876304885691,True,10000,20260808,True,split_normal_in_log_mbh,0.2,0.2,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-DC-848185-B,DC848185b_ren25,HZA-DC-848185-B,DC_848185_b,ren25_alpine_cristal_jwst_blagn_candidates,broad_line_agn,5.2931,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.5143421637815957,0.25717108189079785,0.2381840368439909,0.24535654868708254,0.2572927597249426,0.2685851886807806,0.27592887269275307,0.0,True,0.436515832240166,True,0.8486876304885691,True,10000,20260808,True,split_normal_in_log_mbh,0.2,0.2,False
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-DC-848185-B,DC848185b_ren25,HZA-DC-848185-B,DC_848185_b,ren25_alpine_cristal_jwst_blagn_candidates,broad_line_agn,5.2931,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.5143421637815957,0.17144738792719857,0.15878935789599394,0.16357103245805502,0.17152850648329507,0.1790567924538537,0.1839525817951687,0.0,True,0.436515832240166,True,0.8486876304885691,True,10000,20260808,True,split_normal_in_log_mbh,0.2,0.2,False
