release,physical_object_id,object_id,object_class,growth_ranking_eligible_flag,product_kind,product_status,status_reason,path
v3,HZA-RUBIES-UDS-30969,RUBIES-UDS-30969,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-rubies-uds-30969.png
v3,HZA-VALENTINO-3567-262,VALENTINO_3567_262,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-valentino-3567-262.png
v3,HZA-GLASS-160133,GLASS-160133,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-glass-160133.png
v3,HZA-JADES-1180-10013268,JADES_1180_10013268,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-jades-1180-10013268.png
v3,HZA-AURORA-1914-927605,AURORA_1914_927605,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-aurora-1914-927605.png
v3,HZA-J0224M4711-BHAE-1,J0224M4711-BHAE-1,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-j0224m4711-bhae-1.png
v3,HZA-RUBIES-4233-119559,RUBIES_4233_119559,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-rubies-4233-119559.png
v3,HZA-J0430M1445-BHAE-1,J0430M1445-BHAE-1,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-j0430m1445-bhae-1.png
v3,HZA-RUBIES-UDS-155916,RUBIES-UDS-155916,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-rubies-uds-155916.png
v3,HZA-EXCELS-3543-42268,EXCELS_3543_42268,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-excels-3543-42268.png
v3,HZA-RUBIES-UDS-31747,RUBIES-UDS-31747,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-rubies-uds-31747.png
v3,HZA-GN-73488,GN-73488,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-gn-73488.png
v3,HZA-J2232P2930-BHAE-1,J2232P2930-BHAE-1,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-j2232p2930-bhae-1.png
v3,HZA-GDN-2674-3761,GDN_2674_3761,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-gdn-2674-3761.png
v3,HZA-EXCELS-3543-89922,EXCELS_3543_89922,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-excels-3543-89922.png
v3,HZA-JADES-1181-72127,JADES_1181_72127,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-jades-1181-72127.png
v3,HZA-RUBIES-UDS-119957,RUBIES-UDS-119957,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-rubies-uds-119957.png
v3,HZA-J1526M2050-BHAE-1,J1526M2050-BHAE-1,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-j1526m2050-bhae-1.png
v3,HZA-J0148-976,J0148-976,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-j0148-976.png
v3,HZA-RUBIES-EGS-28812,RUBIES-EGS-28812,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-rubies-egs-28812.png
v3,HZA-RUBIES-UDS-143683,RUBIES-UDS-143683,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-rubies-uds-143683.png
v3,HZA-J0218P0007-BHAE-1,J0218P0007-BHAE-1,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-j0218p0007-bhae-1.png
v3,HZA-J1148-21787,J1148-21787,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-j1148-21787.png
v3,HZA-RUBIES-4233-41683,RUBIES_4233_41683,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-rubies-4233-41683.png
v3,HZA-ABELL2744-GREENE-8204-69688,abell2744-greene_8204_69688,broad_line_agn,False,fedd_mass_map,no_inference_status_panel,missing_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-abell2744-greene-8204-69688.png
v3,HZA-GDN-4762-37583,GDN_4762_37583,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-gdn-4762-37583.png
v3,HZA-J1148-7111,J1148-7111,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-j1148-7111.png
v3,HZA-J0100-16221,J0100-16221,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-j0100-16221.png
v3,HZA-RUBIES-4233-54059,RUBIES_4233_54059,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-rubies-4233-54059.png
v3,HZA-SKYFIRE-530722,SKYFIRE-530722,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-skyfire-530722.png
v3,HZA-J0109M3047-BHAE-1,J0109M3047-BHAE-1,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-j0109m3047-bhae-1.png
v3,HZA-J0229M0808-BHAE-1,J0229M0808-BHAE-1,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-j0229m0808-bhae-1.png
v3,HZA-RUBIES-UDS-35974,RUBIES-UDS-35974,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-rubies-uds-35974.png
v3,HZA-AURORA-1914-928583,AURORA_1914_928583,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-aurora-1914-928583.png
v3,HZA-THRILS-24975,THRILS-24975,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-thrils-24975.png
v3,HZA-GN-11836,GN-11836,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-gn-11836.png
v3,HZA-JADES-1181-28746,JADES_1181_28746,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-jades-1181-28746.png
v3,HZA-RUBIES-UDS-63139,RUBIES-UDS-63139,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-rubies-uds-63139.png
v3,HZA-JADES-1180-16375,JADES_1180_16375,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-jades-1180-16375.png
v3,HZA-GN-53757,GN-53757,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-gn-53757.png
v3,HZA-UNCOVER-45924,UNCOVER-45924,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-uncover-45924.png
v3,HZA-RUBIES-UDS-48507,RUBIES-UDS-48507,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-rubies-uds-48507.png
v3,HZA-J2232P2930-BHAE-2,J2232P2930-BHAE-2,broad_line_agn,True,fedd_mass_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v3/parameter_maps/fedd_mass_maps/v3_fedd_mass_map_hza-j2232p2930-bhae-2.png
