science_release,input_catalogue_release,physical_object_id,object_class,mass_comparability_group_default,mass_comparability_group_alternate,default_measurement_id,alternate_measurement_id,default_source_key,alternate_source_key,default_log_mbh,alternate_log_mbh,delta_log_mbh_alternate_minus_default,default_required_fedd_seed1e2,alternate_required_fedd_seed1e2,delta_required_fedd_alternate_minus_default,comparison_is_within_same_mass_group,default_release_preference_changed_flag
v3-shared-science,v3-dataset-catalogue,HZA-CEERS-1244,broad_line_agn,virial_balmer_single_epoch,virial_balmer_single_epoch,CEERS1244_taylor24,CEERS01244_harikane23,taylor24_ceers_rubies_blagn,harikane23_nirspec_blagn,7.82,7.50514998,-0.3148500200000006,0.5390234084690856,0.5098633516070649,-0.029160056862020722,True,False
v3-shared-science,v3-dataset-catalogue,HZA-CEERS-2782,broad_line_agn,virial_balmer_single_epoch,virial_balmer_single_epoch,RUBIESEGS50052_taylor24,CEERS02782_harikane23,taylor24_ceers_rubies_blagn,harikane23_nirspec_blagn,7.58,7.62324929,0.04324929000000033,0.6388921781959334,0.6440137503139133,0.005121572117979922,True,False
v3-shared-science,v3-dataset-catalogue,HZA-CEERS-2782,broad_line_agn,virial_balmer_single_epoch,virial_balmer_single_epoch,RUBIESEGS50052_taylor24,CEERS2782_taylor24,taylor24_ceers_rubies_blagn,taylor24_ceers_rubies_blagn,7.58,7.16,-0.41999999999999993,0.6388921781959334,0.5908035196220459,-0.048088658573887444,True,False
v3-shared-science,v3-dataset-catalogue,HZA-CEERS-397,broad_line_agn,virial_balmer_single_epoch,virial_balmer_single_epoch,CEERS397_taylor24,CEERS00397_harikane23,taylor24_ceers_rubies_blagn,harikane23_nirspec_blagn,7.6,7.0,-0.5999999999999996,0.7759667460501792,0.6928274518305172,-0.08313929421966204,True,False
v3-shared-science,v3-dataset-catalogue,HZA-CEERS-672,broad_line_agn,virial_balmer_single_epoch,virial_balmer_single_epoch,CEERS672_taylor24,CEERS00672_harikane23,taylor24_ceers_rubies_blagn,harikane23_nirspec_blagn,6.75,7.69897,0.9489700000000001,0.6065964089731533,0.727784155125417,0.1211877461522638,True,False
v3-shared-science,v3-dataset-catalogue,HZA-CEERS-746,broad_line_agn,virial_balmer_single_epoch,virial_balmer_single_epoch,CEERS746_taylor24,CEERS00746_harikane23,taylor24_ceers_rubies_blagn,harikane23_nirspec_blagn,7.29,7.76342799,0.47342799000000024,0.668332393394149,0.728327294594954,0.059994901200805084,True,False
v3-shared-science,v3-dataset-catalogue,HZA-GS-204851,broad_line_agn,virial_balmer_single_epoch,virial_balmer_single_epoch,GS204851_juodzbalis25,GOODSS13971_matthee23,juodzbalis25_jades_blagn,matthee23_eiger_fresco_blagn,7.68,7.49,-0.1899999999999995,0.6921076590789973,0.6691269654110863,-0.022980693667911,True,False
