catalogue_release,host_system_id,n_physical_objects,n_measurements,physical_object_ids,measurement_ids,source_keys,host_system_assignment_status,host_property_scope,log_mstar_msun_std,log_mstar_upper_limit_msun,host_mass_note
v7.4-accreting-atlas-catalogue,HZS-J1526M2050-BHAE-2,1,1,HZA-J1526M2050-BHAE-2,J1526M2050BHAE2_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-J1526M2050-BHAE-3,1,1,HZA-J1526M2050-BHAE-3,J1526M2050BHAE3_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-J2002M3013-BHAE-1,1,1,HZA-J2002M3013-BHAE-1,J2002M3013BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-J2132P1217-BHAE-1,1,1,HZA-J2132P1217-BHAE-1,J2132P1217BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-J2232P2930-BHAE-1,1,1,HZA-J2232P2930-BHAE-1,J2232P2930BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-J2232P2930-BHAE-2,1,1,HZA-J2232P2930-BHAE-2,J2232P2930BHAE2_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-J2232P2930-BHAE-3,1,1,HZA-J2232P2930-BHAE-3,J2232P2930BHAE3_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-JADES-NS-GS00004902,1,1,HZA-JADES-NS-GS00004902,scholtz25_00004902,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-JADES-NS-GS00007762,1,1,HZA-JADES-NS-GS00007762,scholtz25_00007762,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-JADES-NS-GS00009422,1,1,HZA-JADES-NS-GS00009422,scholtz25_00009422,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-JADES-NS-GS00009452,1,1,HZA-JADES-NS-GS00009452,scholtz25_00009452,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-JADES-NS-GS00016745,1,1,HZA-JADES-NS-GS00016745,scholtz25_00016745,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-JADES-NS-GS00017072,1,1,HZA-JADES-NS-GS00017072,scholtz25_00017072,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-JADES-NS-GS00021842,1,1,HZA-JADES-NS-GS00021842,scholtz25_00021842,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-JADES-NS-GS00022251,1,1,HZA-JADES-NS-GS00022251,scholtz25_00022251,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-JADES-NS-GS00095256,1,1,HZA-JADES-NS-GS00095256,scholtz25_00095256,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-JADES-NS-GS00111091,1,1,HZA-JADES-NS-GS00111091,scholtz25_00111091,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-JADES-NS-GS00201127,1,1,HZA-JADES-NS-GS00201127,scholtz25_00201127,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-JADES-NS-GS00202208,1,1,HZA-JADES-NS-GS00202208,scholtz25_00202208,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-JADES-NS-GS00208643,1,1,HZA-JADES-NS-GS00208643,scholtz25_00208643,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-JADES-NS-GS10000626,1,1,HZA-JADES-NS-GS10000626,scholtz25_10000626,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-JADES-NS-GS10013609,1,1,HZA-JADES-NS-GS10013609,scholtz25_10013609,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-JADES-NS-GS10013905,1,1,HZA-JADES-NS-GS10013905,scholtz25_10013905,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-JADES-NS-GS10015338,1,1,HZA-JADES-NS-GS10015338,scholtz25_10015338,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-JADES-NS-GS10056849,1,1,HZA-JADES-NS-GS10056849,scholtz25_10056849,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-JADES-NS-GS10058975,1,1,HZA-JADES-NS-GS10058975,scholtz25_10058975,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-EGS-13872,1,1,HZA-RUBIES-EGS-13872,RUBIESEGS13872_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-EGS-17146,1,1,HZA-RUBIES-EGS-17146,RUBIESEGS17146_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-EGS-28812,1,1,HZA-RUBIES-EGS-28812,RUBIESEGS28812_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-EGS-29489,1,1,HZA-RUBIES-EGS-29489,RUBIESEGS29489_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-EGS-37124,1,1,HZA-RUBIES-EGS-37124,RUBIESEGS37124_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-EGS-42046,1,1,HZA-RUBIES-EGS-42046,RUBIESEGS42046_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-EGS-42232,1,1,HZA-RUBIES-EGS-42232,RUBIESEGS42232_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-EGS-45599,1,1,HZA-RUBIES-EGS-45599,RUBIESEGS45599_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-EGS-46985,1,1,HZA-RUBIES-EGS-46985,RUBIESEGS46985_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-EGS-49140,1,1,HZA-RUBIES-EGS-49140,RUBIESEGS49140_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-EGS-60935,1,1,HZA-RUBIES-EGS-60935,RUBIESEGS60935_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-EGS-6411,1,1,HZA-RUBIES-EGS-6411,RUBIESEGS6411_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-EGS-926125,1,1,HZA-RUBIES-EGS-926125,RUBIESEGS926125_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-UDS-119957,1,1,HZA-RUBIES-UDS-119957,RUBIESUDS119957_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-UDS-139709,1,1,HZA-RUBIES-UDS-139709,RUBIESUDS139709_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-UDS-143683,1,1,HZA-RUBIES-UDS-143683,RUBIESUDS143683_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-UDS-155916,1,1,HZA-RUBIES-UDS-155916,RUBIESUDS155916_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-UDS-172350,1,1,HZA-RUBIES-UDS-172350,RUBIESUDS172350_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-UDS-174752,1,1,HZA-RUBIES-UDS-174752,RUBIESUDS174752_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-UDS-182791,1,1,HZA-RUBIES-UDS-182791,RUBIESUDS182791_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-UDS-19484,1,1,HZA-RUBIES-UDS-19484,RUBIESUDS19484_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-UDS-19521,1,1,HZA-RUBIES-UDS-19521,RUBIESUDS19521_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-UDS-29813,1,1,HZA-RUBIES-UDS-29813,RUBIESUDS29813_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-UDS-30969,1,1,HZA-RUBIES-UDS-30969,RUBIESUDS30969_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-UDS-31747,1,1,HZA-RUBIES-UDS-31747,RUBIESUDS31747_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-UDS-35974,1,1,HZA-RUBIES-UDS-35974,RUBIESUDS35974_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-UDS-47509,1,1,HZA-RUBIES-UDS-47509,RUBIESUDS47509_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-UDS-48507,1,1,HZA-RUBIES-UDS-48507,RUBIESUDS48507_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-UDS-63139,1,1,HZA-RUBIES-UDS-63139,RUBIESUDS63139_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-UDS-807469,1,1,HZA-RUBIES-UDS-807469,RUBIESUDS807469_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-RUBIES-UDS-970351,1,1,HZA-RUBIES-UDS-970351,RUBIESUDS970351_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-THRILS-101567,1,1,HZA-THRILS-101567,THRILS101567_davis26,davis26_thrils_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-THRILS-24975,1,1,HZA-THRILS-24975,THRILS24975_davis26,davis26_thrils_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-THRILS-25501,1,1,HZA-THRILS-25501,THRILS25501_davis26,davis26_thrils_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-THRILS-40467,1,1,HZA-THRILS-40467,THRILS40467_davis26,davis26_thrils_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-THRILS-44774,1,1,HZA-THRILS-44774,THRILS44774_davis26,davis26_thrils_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-THRILS-49400,1,1,HZA-THRILS-49400,THRILS49400_davis26,davis26_thrils_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-UHZ1,1,2,HZA-UHZ1,UHZ1_bogdan24;UHZ1_zou26,uhz1_xray_evidence_history,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-CFHQS-J1509-1749,1,1,HZA-XQR30-CFHQS-J1509-1749,XQR30-CFHQS-J1509-1749_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-DELS-J0923-0402,1,1,HZA-XQR30-DELS-J0923-0402,XQR30-DELS-J0923-0402_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-DELS-J1535-1943,1,1,HZA-XQR30-DELS-J1535-1943,XQR30-DELS-J1535-1943_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J007-04,1,2,HZA-XQR30-PSO-J007-04,GNIRS50-J0028-0457_shen19;XQR30-PSO-J007-04_mazzucchelli23,shen19_gnirs50;xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J009-10,1,1,HZA-XQR30-PSO-J009-10,XQR30-PSO-J009-10_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J023-02,1,1,HZA-XQR30-PSO-J023-02,XQR30-PSO-J023-02_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J025-11,1,1,HZA-XQR30-PSO-J025-11,XQR30-PSO-J025-11_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J029-29,1,1,HZA-XQR30-PSO-J029-29,XQR30-PSO-J029-29_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J036-03,1,1,HZA-XQR30-PSO-J036-03,XQR30-PSO-J036-03_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J060-24,1,2,HZA-XQR30-PSO-J060-24,GNIRS50-P060-24_shen19;XQR30-PSO-J060-24_mazzucchelli23,shen19_gnirs50;xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J065-01,1,1,HZA-XQR30-PSO-J065-01,XQR30-PSO-J065-01_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J065-26,1,1,HZA-XQR30-PSO-J065-26,XQR30-PSO-J065-26_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J089-15,1,1,HZA-XQR30-PSO-J089-15,XQR30-PSO-J089-15_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J108-08,1,1,HZA-XQR30-PSO-J108-08,XQR30-PSO-J108-08_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J158-14,1,1,HZA-XQR30-PSO-J158-14,XQR30-PSO-J158-14_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J183-05,1,1,HZA-XQR30-PSO-J183-05,XQR30-PSO-J183-05_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J183-12,1,1,HZA-XQR30-PSO-J183-12,XQR30-PSO-J183-12_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J217-07,1,1,HZA-XQR30-PSO-J217-07,XQR30-PSO-J217-07_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J217-16,1,1,HZA-XQR30-PSO-J217-16,XQR30-PSO-J217-16_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J231-20,1,1,HZA-XQR30-PSO-J231-20,XQR30-PSO-J231-20_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J239-07,1,1,HZA-XQR30-PSO-J239-07,XQR30-PSO-J239-07_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J242-12,1,1,HZA-XQR30-PSO-J242-12,XQR30-PSO-J242-12_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J308-27,1,1,HZA-XQR30-PSO-J308-27,XQR30-PSO-J308-27_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J323-12,1,1,HZA-XQR30-PSO-J323-12,XQR30-PSO-J323-12_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-PSO-J359-06,1,1,HZA-XQR30-PSO-J359-06,XQR30-PSO-J359-06_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-SDSS-J0100-2802,1,1,HZA-XQR30-SDSS-J0100-2802,XQR30-SDSS-J0100-2802_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-SDSS-J0818-1722,1,1,HZA-XQR30-SDSS-J0818-1722,XQR30-SDSS-J0818-1722_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-SDSS-J0836-0054,1,2,HZA-XQR30-SDSS-J0836-0054,GNIRS50-J0836-0054_shen19;XQR30-SDSS-J0836-0054_mazzucchelli23,shen19_gnirs50;xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-SDSS-J0842-1218,1,2,HZA-XQR30-SDSS-J0842-1218,GNIRS50-J0842-1218_shen19;XQR30-SDSS-J0842-1218_mazzucchelli23,shen19_gnirs50;xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-SDSS-J0927-2001,1,2,HZA-XQR30-SDSS-J0927-2001,GNIRS50-J0927-2001_shen19;XQR30-SDSS-J0927-2001_mazzucchelli23,shen19_gnirs50;xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-SDSS-J1030-0524,1,1,HZA-XQR30-SDSS-J1030-0524,XQR30-SDSS-J1030-0524_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-SDSS-J1306-0356,1,1,HZA-XQR30-SDSS-J1306-0356,XQR30-SDSS-J1306-0356_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-SDSS-J2310-1855,1,2,HZA-XQR30-SDSS-J2310-1855,GNIRS50-J2310-1855_shen19;XQR30-SDSS-J2310-1855_mazzucchelli23,shen19_gnirs50;xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-ULAS-J0148-0600,1,1,HZA-XQR30-ULAS-J0148-0600,XQR30-ULAS-J0148-0600_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-ULAS-J1319-0950,1,1,HZA-XQR30-ULAS-J1319-0950,XQR30-ULAS-J1319-0950_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-VDES-J0224-4711,1,1,HZA-XQR30-VDES-J0224-4711,XQR30-VDES-J0224-4711_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-VDES-J0408-5632,1,1,HZA-XQR30-VDES-J0408-5632,XQR30-VDES-J0408-5632_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-VDES-J2211-3206,1,1,HZA-XQR30-VDES-J2211-3206,XQR30-VDES-J2211-3206_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-VDES-J2250-5015,1,1,HZA-XQR30-VDES-J2250-5015,XQR30-VDES-J2250-5015_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7.4-accreting-atlas-catalogue,HZS-XQR30-VST-ATLAS-J025-33,1,1,HZA-XQR30-VST-ATLAS-J025-33,XQR30-VST-ATLAS-J025-33_mazzucchelli23,xqr30_mazzucchelli23,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
