catalogue_release,physical_object_id,measurement_id,object_id,ra_deg,dec_deg,redshift,redshift_kind,cosmic_time_gyr,survey,object_class,log_mbh_msun_std,log_mbh_err_plus_std,log_mbh_err_minus_std,mbh_method,detection_evidence,log_mstar_msun_std,log_mstar_err_plus_std,log_mstar_err_minus_std,mstar_method,log_lbol_erg_s_std,log_lbol_err_plus_std,log_lbol_err_minus_std,lbol_method,log_mbh_mstar_ratio,log_mbh_mstar_ratio_err,edd_ratio_std,edd_ratio_err_std,edd_ratio_from_mbh_lbol,edd_ratio_log_residual_dex,edd_ratio_consistency_flag,agn_contam_flag,lensing_mu,lensing_mu_err,missing_mstar_flag,missing_lbol_flag,missing_edd_ratio_flag,missing_lensing_flag,missing_optional_fields,mbh_interpretation_tag,mstar_interpretation_tag,lbol_interpretation_tag,quality_flag,project_version,source_key,source_table,notes,program,field,selection_channel,broad_line_species,halpha_flux_total_1e18_erg_s_cm2,halpha_flux_total_err_plus,halpha_flux_total_err_minus,halpha_flux_narrow_1e18_erg_s_cm2,halpha_flux_narrow_err_plus,halpha_flux_narrow_err_minus,halpha_flux_broad_1e18_erg_s_cm2,halpha_flux_broad_err_plus,halpha_flux_broad_err_minus,halpha_broad_fwhm_km_s,halpha_broad_fwhm_err_plus,halpha_broad_fwhm_err_minus,fwhm_instrument_corrected_flag,lrd_flag,lrd_definition,halpha_absorption_fit_flag,log_mbh_systematic_dex,mbh_systematic_kind,mbh_systematic_applied_flag,mbh_formal_uncertainty_kind,dust_correction_applied_flag,source_caveat_tags,source_paper_version,source_url,source_doi,source_archive_url,source_archive_sha256,extraction_date,selection_criteria,redshift_err,published_ra,published_dec,halpha_broad_to_total_ratio,halpha_broad_to_total_ratio_err,halpha_lum_broad_1e42,halpha_lum_broad_err_plus,halpha_lum_broad_err_minus,halpha_lum_total_1e42,halpha_lum_total_err_plus,halpha_lum_total_err_minus,halpha_narrow_fwhm_km_s,halpha_narrow_fwhm_err_plus,halpha_narrow_fwhm_err_minus,halpha_ew_rest_angstrom,halpha_ew_err_plus,halpha_ew_err_minus,photometry_band,photometry_mag,photometry_mag_err_plus,photometry_mag_err_minus,f200w_mag,f200w_err_plus,f200w_err_minus,muv,muv_err_plus,muv_err_minus,beta_uv,beta_uv_err_plus,beta_uv_err_minus,beta_opt,beta_opt_err_plus,beta_opt_err_minus,delta_m_lw,lbol_1e44_erg_s,lbol_1e44_err_plus,lbol_1e44_err_minus,metallicity_12_logoh,metallicity_err_plus,metallicity_err_minus,ebv_mag,halpha_broad_snr,delta_aic,halpha_lum_broad_erg_s,halpha_broad_to_narrow_ratio,halpha_broad_to_narrow_err_plus,halpha_broad_to_narrow_err_minus,mbh_msun,mbh_err_plus_msun,mbh_err_minus_msun,lbol_erg_s,lbol_err_plus_erg_s,lbol_err_minus_erg_s,log_mstar_upper_limit_msun,host_fit_model,red_agn_flag,compact_source_flag,dual_agn_candidate_flag,log_mstar_systematic_dex,mstar_systematic_kind,mstar_systematic_applied_flag,evidence_status,evidence_status_basis,spectroscopic_type,selection_channels,phenotype_tags,lensing_status,growth_ranking_eligible_flag,primary_growth_ranking_flag,thrils_id,ceers_photometry_id,program_redshift,zphot,coordinate_source_table,coordinate_source_paper_version,coordinate_source_url,coordinate_source_archive_url,coordinate_source_archive_sha256,preferred_measurement_flag,preferred_measurement_reason,match_method,match_reference,host_system_id,host_system_assignment_status,identity_resolution_status,extraction_date_status,lensing_mass_correction_status,lensing_provenance,log_mbh_err_plus,log_mbh_err_minus,log_mstar_err_plus,log_mstar_err_minus,log_lbol_err_plus,log_lbol_err_minus,mbh_statistical_uncertainty_kind,mass_comparability_group,conditional_mass_flag,conditional_mass_reason,primary_mass_comparison_flag,primary_mass_comparison_reason,host_property_scope,growth_ranking_eligibility_reason,primary_growth_ranking_reason,log_edd_ratio_published,edd_ratio_method,host_system_source_id,published_aliases,halpha_broad_flux_dustcorr_1e18,halpha_broad_flux_err,halpha_broad_fwhm_instrumentcorr_km_s,halpha_broad_fwhm_err,av_mag,robust_candidate_flag,oiii_outflow_detected_flag,halpha_three_component_fit_flag,redshift_from_cii_flag,bal_flag,mgii_telluric_caveat_flag,civ_low_snr_caveat_flag,cds_table1_url,cds_table1_sha256,cds_table3_url,cds_table3_sha256,radio_loud_flag,fiducial_mass_line,n_measurements,available_measurement_ids,available_object_ids,available_source_keys
v7.4-accreting-atlas-catalogue,HZA-THRILS-25501,THRILS25501_davis26,THRILS-25501,214.863029,52.889436,6.57,spec,0.8279020829058625,THRILS,broad_line_agn,6.59,0.21,0.21,single-epoch-virial-halpha-reinesvolonteri2015,individual_robust,,,,,,,,,,,,,,,not_evaluable,1.0,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reinesvolonteri2015,missing-host-mstar,unavailable,robust,v6,davis26_thrils_blagn,Appendix Table 5; coordinates from Hutchison et al. Table 3,Deep G395M broad-Halpha detection; formal mass errors exclude the stated approximately 0.5 dex single-epoch systematic.,JWST/NIRSpec G395M,EGS,photometric-eelg-parent;deep-g395m-broad-halpha,Halpha,,,,0.093,0.006,0.006,0.0069,0.004,0.004,,,,,,not reported per Table 5 row,,0.5,intrinsic scatter in single-epoch black-hole mass recipes,False,observational posterior uncertainty from broad-Halpha flux and FWHM fit,,formal_mbh_errors_exclude_virial_systematic;fwhm_not_tabulated;previous_rubies_spectrum_no_reported_broad_detection;source_extreme_eelg_row_assignments_internally_inconsistent,arXiv:2602.23310v1 (submitted to ApJ; 2026-02-26),https://arxiv.org/abs/2602.23310v1,10.48550/arXiv.2602.23310,https://arxiv.org/e-print/2602.23310v1,13274268d718138119dbbb818d58e3f5255ce0a34f80f9d8a7a0d0013f16153b,2026-08-25,photometric EELG parent sample; deep 8.36-8.85 hr NIRSpec G395M; broad component >3 sigma and implied FWHM >1000 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,photometric_eelg_parent;deep_g395m_broad_halpha,,not_reported,True,True,25501.0,16205.0,6.572,6.55,Hutchison et al. THRILS survey redshift catalogue Table 3,arXiv:2512.12509v1 (2025-12-14),https://arxiv.org/abs/2512.12509v1,https://arxiv.org/e-print/2512.12509v1,584a56f5867e816c6220ea52f55fc0411f2fc745544ecccfb6ea4ad42c445fdc,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no v5 candidate within 0.5 arcsec and delta-z 0.01,HZS-THRILS-25501,inherited_provisional_one_to_one_no_verified_multinucleus_link,resolved,recorded,not_required,,0.21,0.21,,,,,observational posterior uncertainty from broad-Halpha flux and FWHM fit,virial_balmer_single_epoch,False,,True,balmer_single_epoch_primary_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,,,,,,,,,,,,,,,,,,,,,,,1,THRILS25501_davis26,THRILS-25501,davis26_thrils_blagn
v7.4-accreting-atlas-catalogue,HZA-THRILS-101567,THRILS101567_davis26,THRILS-101567,214.831734,52.867166,5.33,spec,1.082083484868698,THRILS,broad_line_agn,6.55,0.17,0.17,single-epoch-virial-halpha-reinesvolonteri2015,individual_robust,,,,,,,,,,,,,,,not_evaluable,1.0,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reinesvolonteri2015,missing-host-mstar,unavailable,robust,v6,davis26_thrils_blagn,Appendix Table 5; coordinates from Hutchison et al. Table 3,Deep G395M broad-Halpha detection; formal mass errors exclude the stated approximately 0.5 dex single-epoch systematic.,JWST/NIRSpec G395M,EGS,photometric-eelg-parent;deep-g395m-broad-halpha,Halpha,,,,0.033,0.002,0.002,0.0028,0.001,0.001,,,,,,not reported per Table 5 row,,0.5,intrinsic scatter in single-epoch black-hole mass recipes,False,observational posterior uncertainty from broad-Halpha flux and FWHM fit,,formal_mbh_errors_exclude_virial_systematic;fwhm_not_tabulated;first_spectroscopic_targeting_reported;source_extreme_eelg_row_assignments_internally_inconsistent,arXiv:2602.23310v1 (submitted to ApJ; 2026-02-26),https://arxiv.org/abs/2602.23310v1,10.48550/arXiv.2602.23310,https://arxiv.org/e-print/2602.23310v1,13274268d718138119dbbb818d58e3f5255ce0a34f80f9d8a7a0d0013f16153b,2026-08-25,photometric EELG parent sample; deep 8.36-8.85 hr NIRSpec G395M; broad component >3 sigma and implied FWHM >1000 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,photometric_eelg_parent;deep_g395m_broad_halpha,,not_reported,True,True,101567.0,27384.0,5.322,7.48,Hutchison et al. THRILS survey redshift catalogue Table 3,arXiv:2512.12509v1 (2025-12-14),https://arxiv.org/abs/2512.12509v1,https://arxiv.org/e-print/2512.12509v1,584a56f5867e816c6220ea52f55fc0411f2fc745544ecccfb6ea4ad42c445fdc,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no v5 candidate within 0.5 arcsec and delta-z 0.01,HZS-THRILS-101567,inherited_provisional_one_to_one_no_verified_multinucleus_link,resolved,recorded,not_required,,0.17,0.17,,,,,observational posterior uncertainty from broad-Halpha flux and FWHM fit,virial_balmer_single_epoch,False,,True,balmer_single_epoch_primary_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,,,,,,,,,,,,,,,,,,,,,,,1,THRILS101567_davis26,THRILS-101567,davis26_thrils_blagn
v7.4-accreting-atlas-catalogue,HZA-THRILS-40467,THRILS40467_davis26,THRILS-40467,214.923949,52.948385,5.27,spec,1.097607711298893,THRILS,broad_line_agn,7.12,0.02,0.02,single-epoch-virial-halpha-reinesvolonteri2015,individual_robust,,,,,,,,,,,,,,,not_evaluable,1.0,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reinesvolonteri2015,missing-host-mstar,unavailable,robust,v6,davis26_thrils_blagn,Appendix Table 5; coordinates from Hutchison et al. Table 3,Deep G395M broad-Halpha detection; formal mass errors exclude the stated approximately 0.5 dex single-epoch systematic.,JWST/NIRSpec G395M,EGS,photometric-eelg-parent;deep-g395m-broad-halpha,Halpha,,,,0.262,0.003,0.003,0.0187,0.0008,0.0008,1696.0,51.0,51.0,,,not reported per Table 5 row,,0.5,intrinsic scatter in single-epoch black-hole mass recipes,False,observational posterior uncertainty from broad-Halpha flux and FWHM fit,,formal_mbh_errors_exclude_virial_systematic;previous_rubies_spectrum_no_reported_broad_detection;narrow_halpha_dominated;source_extreme_eelg_row_assignments_internally_inconsistent,arXiv:2602.23310v1 (submitted to ApJ; 2026-02-26),https://arxiv.org/abs/2602.23310v1,10.48550/arXiv.2602.23310,https://arxiv.org/e-print/2602.23310v1,13274268d718138119dbbb818d58e3f5255ce0a34f80f9d8a7a0d0013f16153b,2026-08-25,photometric EELG parent sample; deep 8.36-8.85 hr NIRSpec G395M; broad component >3 sigma and implied FWHM >1000 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,photometric_eelg_parent;deep_g395m_broad_halpha,,not_reported,True,True,40467.0,13539.0,5.2715,5.29,Hutchison et al. THRILS survey redshift catalogue Table 3,arXiv:2512.12509v1 (2025-12-14),https://arxiv.org/abs/2512.12509v1,https://arxiv.org/e-print/2512.12509v1,584a56f5867e816c6220ea52f55fc0411f2fc745544ecccfb6ea4ad42c445fdc,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no v5 candidate within 0.5 arcsec and delta-z 0.01,HZS-THRILS-40467,inherited_provisional_one_to_one_no_verified_multinucleus_link,resolved,recorded,not_required,,0.02,0.02,,,,,observational posterior uncertainty from broad-Halpha flux and FWHM fit,virial_balmer_single_epoch,False,,True,balmer_single_epoch_primary_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,,,,,,,,,,,,,,,,,,,,,,,1,THRILS40467_davis26,THRILS-40467,davis26_thrils_blagn
v7.4-accreting-atlas-catalogue,HZA-THRILS-44774,THRILS44774_davis26,THRILS-44774,214.828433,52.853442,5.11,spec,1.1408682607135046,THRILS,broad_line_agn,6.76,0.06,0.06,single-epoch-virial-halpha-reinesvolonteri2015,individual_robust,,,,,,,,,,,,,,,not_evaluable,1.0,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reinesvolonteri2015,missing-host-mstar,unavailable,robust,v6,davis26_thrils_blagn,Appendix Table 5; coordinates from Hutchison et al. Table 3,Deep G395M broad-Halpha detection; formal mass errors exclude the stated approximately 0.5 dex single-epoch systematic.,JWST/NIRSpec G395M,EGS,photometric-eelg-parent;deep-g395m-broad-halpha,Halpha,,,,0.09,0.003,0.003,0.0118,0.0015,0.0015,,,,,,not reported per Table 5 row,,0.5,intrinsic scatter in single-epoch black-hole mass recipes,False,observational posterior uncertainty from broad-Halpha flux and FWHM fit,,formal_mbh_errors_exclude_virial_systematic;fwhm_not_tabulated;first_spectroscopic_targeting_reported;source_extreme_eelg_row_assignments_internally_inconsistent,arXiv:2602.23310v1 (submitted to ApJ; 2026-02-26),https://arxiv.org/abs/2602.23310v1,10.48550/arXiv.2602.23310,https://arxiv.org/e-print/2602.23310v1,13274268d718138119dbbb818d58e3f5255ce0a34f80f9d8a7a0d0013f16153b,2026-08-25,photometric EELG parent sample; deep 8.36-8.85 hr NIRSpec G395M; broad component >3 sigma and implied FWHM >1000 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,photometric_eelg_parent;deep_g395m_broad_halpha,,not_reported,True,True,44774.0,29781.0,5.101,5.17,Hutchison et al. THRILS survey redshift catalogue Table 3,arXiv:2512.12509v1 (2025-12-14),https://arxiv.org/abs/2512.12509v1,https://arxiv.org/e-print/2512.12509v1,584a56f5867e816c6220ea52f55fc0411f2fc745544ecccfb6ea4ad42c445fdc,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no v5 candidate within 0.5 arcsec and delta-z 0.01,HZS-THRILS-44774,inherited_provisional_one_to_one_no_verified_multinucleus_link,resolved,recorded,not_required,,0.06,0.06,,,,,observational posterior uncertainty from broad-Halpha flux and FWHM fit,virial_balmer_single_epoch,False,,True,balmer_single_epoch_primary_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,,,,,,,,,,,,,,,,,,,,,,,1,THRILS44774_davis26,THRILS-44774,davis26_thrils_blagn
v7.4-accreting-atlas-catalogue,HZA-THRILS-49400,THRILS49400_davis26,THRILS-49400,215.000179,52.907742,5.11,spec,1.1408682607135046,THRILS,broad_line_agn,7.26,0.03,0.03,single-epoch-virial-halpha-reinesvolonteri2015,individual_robust,,,,,,,,,,,,,,,not_evaluable,1.0,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reinesvolonteri2015,missing-host-mstar,unavailable,robust,v6,davis26_thrils_blagn,Appendix Table 5; coordinates from Hutchison et al. Table 3,Deep G395M broad-Halpha detection; formal mass errors exclude the stated approximately 0.5 dex single-epoch systematic.,JWST/NIRSpec G395M,EGS,photometric-eelg-parent;deep-g395m-broad-halpha,Halpha,,,,0.174,0.004,0.004,0.0273,0.0016,0.0016,,,,,,not reported per Table 5 row,,0.5,intrinsic scatter in single-epoch black-hole mass recipes,False,observational posterior uncertainty from broad-Halpha flux and FWHM fit,,formal_mbh_errors_exclude_virial_systematic;fwhm_not_tabulated;previous_ceers_spectrum_no_reported_broad_detection;source_extreme_eelg_row_assignments_internally_inconsistent,arXiv:2602.23310v1 (submitted to ApJ; 2026-02-26),https://arxiv.org/abs/2602.23310v1,10.48550/arXiv.2602.23310,https://arxiv.org/e-print/2602.23310v1,13274268d718138119dbbb818d58e3f5255ce0a34f80f9d8a7a0d0013f16153b,2026-08-25,photometric EELG parent sample; deep 8.36-8.85 hr NIRSpec G395M; broad component >3 sigma and implied FWHM >1000 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,photometric_eelg_parent;deep_g395m_broad_halpha,,not_reported,True,True,49400.0,51622.0,5.12,5.17,Hutchison et al. THRILS survey redshift catalogue Table 3,arXiv:2512.12509v1 (2025-12-14),https://arxiv.org/abs/2512.12509v1,https://arxiv.org/e-print/2512.12509v1,584a56f5867e816c6220ea52f55fc0411f2fc745544ecccfb6ea4ad42c445fdc,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no v5 candidate within 0.5 arcsec and delta-z 0.01,HZS-THRILS-49400,inherited_provisional_one_to_one_no_verified_multinucleus_link,resolved,recorded,not_required,,0.03,0.03,,,,,observational posterior uncertainty from broad-Halpha flux and FWHM fit,virial_balmer_single_epoch,False,,True,balmer_single_epoch_primary_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,,,,,,,,,,,,,,,,,,,,,,,1,THRILS49400_davis26,THRILS-49400,davis26_thrils_blagn
v7.4-accreting-atlas-catalogue,HZA-THRILS-24975,THRILS24975_davis26,THRILS-24975,214.940291,52.941319,4.4,spec,1.3721441836266293,THRILS,broad_line_agn,6.69,0.06,0.06,single-epoch-virial-halpha-reinesvolonteri2015,individual_robust,,,,,,,,,,,,,,,not_evaluable,1.0,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reinesvolonteri2015,missing-host-mstar,unavailable,robust,v6,davis26_thrils_blagn,Appendix Table 5; coordinates from Hutchison et al. Table 3,Deep G395M broad-Halpha detection; formal mass errors exclude the stated approximately 0.5 dex single-epoch systematic.,JWST/NIRSpec G395M,EGS,photometric-eelg-parent;deep-g395m-broad-halpha,Halpha,,,,0.313,0.003,0.003,0.0051,0.0012,0.0012,,,,,,not reported per Table 5 row,,0.5,intrinsic scatter in single-epoch black-hole mass recipes,False,observational posterior uncertainty from broad-Halpha flux and FWHM fit,,formal_mbh_errors_exclude_virial_systematic;fwhm_not_tabulated;first_spectroscopic_targeting_reported;catastrophic_photometric_redshift;source_extreme_eelg_row_assignments_internally_inconsistent,arXiv:2602.23310v1 (submitted to ApJ; 2026-02-26),https://arxiv.org/abs/2602.23310v1,10.48550/arXiv.2602.23310,https://arxiv.org/e-print/2602.23310v1,13274268d718138119dbbb818d58e3f5255ce0a34f80f9d8a7a0d0013f16153b,2026-08-25,photometric EELG parent sample; deep 8.36-8.85 hr NIRSpec G395M; broad component >3 sigma and implied FWHM >1000 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,photometric_eelg_parent;deep_g395m_broad_halpha,,not_reported,True,True,24975.0,16788.0,4.39,0.7,Hutchison et al. THRILS survey redshift catalogue Table 3,arXiv:2512.12509v1 (2025-12-14),https://arxiv.org/abs/2512.12509v1,https://arxiv.org/e-print/2512.12509v1,584a56f5867e816c6220ea52f55fc0411f2fc745544ecccfb6ea4ad42c445fdc,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no v5 candidate within 0.5 arcsec and delta-z 0.01,HZS-THRILS-24975,inherited_provisional_one_to_one_no_verified_multinucleus_link,resolved,recorded,not_required,,0.06,0.06,,,,,observational posterior uncertainty from broad-Halpha flux and FWHM fit,virial_balmer_single_epoch,False,,True,balmer_single_epoch_primary_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,,,,,,,,,,,,,,,,,,,,,,,1,THRILS24975_davis26,THRILS-24975,davis26_thrils_blagn
v7.4-accreting-atlas-catalogue,HZA-CEERS-00717,CEERS00717_harikane23,CEERS-00717,215.08141667,52.97219444,6.936,spec,0.7713794498651723,CEERS,broad_line_agn,7.99122608,0.16106227,0.17168214,single-epoch-virial-halpha-greeneho2005,individual_robust,9.61,0.77,1.18,prospector-after-agn-host-image-decomposition,44.85125835,0.91885695,0.40410032,halpha-multicalibration-best-estimate-harikane2023,-1.6187739199999998,0.9890928725840472,0.06,0.335,0.0574991897515424,0.018489525501202,consistent,1.0,,,False,False,False,True,lensing,single-epoch-virial-halpha-greeneho2005,host-sed-with-agn-contamination-risk,halpha-multicalibration-best-estimate-harikane2023,robust,v5,harikane23_nirspec_blagn,Tables 1-3,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,JWST/NIRSpec,EGS,broad-halpha,Halpha,,,,,,,,,,6279.0,805.0,881.0,,,,,,not numerically specified by Harikane et al. (2023),False,log transform of published asymmetric linear MBH errors,True,virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,https://arxiv.org/e-print/2303.11946v3,02c2951b4594234f8cc015fc811f1ed438d35997249138af4d756d02d44ca4b4,2026-08-23,NIRSpec parent sample at zspec 3.8-8.9; permitted broad Halpha FWHM >1000 km/s and S/N >5; narrow forbidden lines; outflow-component veto; final rows have Delta AIC >20,,14:20:19.54,+52:58:19.9,,,,3e+41,2e+41,,,,,,,,,,,,,,,,,-21.49,0.12,0.12,,,,,,,,,,,7.87,0.17,0.18,0.0,6.1,23.9,1.2e+42,0.57,0.17,0.11,98000000.0,44000000.0,32000000.0,7.1e+44,5.18e+45,4.3e+44,,PSF+Sersic,0.0,0.0,0.0,0.2,typical systematic from fixed SED-fitting prior; Harikane et al. (2023) Section 4.3,False,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,not_reported,True,True,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,HZS-CEERS-00717,inherited_provisional_one_to_one_no_verified_multinucleus_link,resolved,recorded,not_required,,0.16106227,0.17168214,0.77,1.18,0.91885695,0.40410032,log transform of published asymmetric linear MBH errors,virial_balmer_single_epoch,False,,True,balmer_single_epoch_primary_stratum,object_specific,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,,,,,,,,,,,,,,,,,,,,,,,1,CEERS00717_harikane23,CEERS-00717,harikane23_nirspec_blagn
v7.4-accreting-atlas-catalogue,HZA-GLASS-150029,GLASS150029_harikane23,GLASS-150029,3.57716667,-30.42258333,4.583,spec,1.305518856033707,GLASS,broad_line_agn,6.56820172,0.02286288,0.03672281,single-epoch-virial-halpha-greeneho2005,individual_robust,9.1,0.31,0.37,prospector-after-agn-host-image-decomposition,44.95904139,0.40079409,0.6580114,halpha-multicalibration-best-estimate-harikane2023,-2.5317982799999994,0.3413028180563325,1.89,2.4,1.9519519597989896,-0.0140073207091978,consistent,1.0,,,False,False,False,True,lensing,single-epoch-virial-halpha-greeneho2005,host-sed-with-agn-contamination-risk,halpha-multicalibration-best-estimate-harikane2023,robust,v5,harikane23_nirspec_blagn,Tables 1-3,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,JWST/NIRSpec,Abell-2744,broad-halpha,Halpha,,,,,,,,,,1429.0,10.0,67.0,,,,,,not numerically specified by Harikane et al. (2023),False,log transform of published asymmetric linear MBH errors,True,narrow_oiii_outflow_component;virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,https://arxiv.org/e-print/2303.11946v3,02c2951b4594234f8cc015fc811f1ed438d35997249138af4d756d02d44ca4b4,2026-08-23,NIRSpec parent sample at zspec 3.8-8.9; permitted broad Halpha FWHM >1000 km/s and S/N >5; narrow forbidden lines; outflow-component veto; final rows have Delta AIC >20,,00:14:18.52,-30:25:21.3,,,,7e+40,5e+40,,,,,,,,,,,,,,,,,-19.2,0.1,1.08,,,,,,,,,,,7.7,0.09,0.08,0.17,18.1,431.1,8.2e+41,0.22,0.02,0.01,3700000.0,200000.0,300000.0,9.1e+44,1.38e+45,7.1e+44,,PSF+Sersic,0.0,0.0,0.0,0.2,typical systematic from fixed SED-fitting prior; Harikane et al. (2023) Section 4.3,False,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,not_reported,True,True,,,,,,,,,,True,only catalogue measurement in this release,singleton assignment after coordinate-redshift search,no candidate within 0.5 arcsec and delta-z 0.01,HZS-GLASS-150029,inherited_provisional_one_to_one_no_verified_multinucleus_link,resolved,recorded,not_required,,0.02286288,0.03672281,0.31,0.37,0.40079409,0.6580114,log transform of published asymmetric linear MBH errors,virial_balmer_single_epoch,False,,True,balmer_single_epoch_primary_stratum,object_specific,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,,,,,,,,,,,,,,,,,,,,,,,1,GLASS150029_harikane23,GLASS-150029,harikane23_nirspec_blagn
