catalogue_release,physical_object_id,measurement_id,object_id,n_measurements,available_measurement_ids,available_object_ids,ra_deg,dec_deg,redshift,redshift_kind,cosmic_time_gyr,survey,object_class,log_mbh_msun_std,log_mbh_err_plus_std,log_mbh_err_minus_std,mbh_method,detection_evidence,log_mstar_msun_std,log_mstar_err_plus_std,log_mstar_err_minus_std,mstar_method,log_lbol_erg_s_std,log_lbol_err_plus_std,log_lbol_err_minus_std,lbol_method,log_mbh_mstar_ratio,log_mbh_mstar_ratio_err,edd_ratio_std,edd_ratio_err_std,edd_ratio_from_mbh_lbol,edd_ratio_log_residual_dex,edd_ratio_consistency_flag,agn_contam_flag,lensing_mu,lensing_mu_err,missing_mstar_flag,missing_lbol_flag,missing_edd_ratio_flag,missing_lensing_flag,missing_optional_fields,mbh_interpretation_tag,mstar_interpretation_tag,lbol_interpretation_tag,quality_flag,project_version,source_key,source_table,notes,program,field,selection_channel,broad_line_species,halpha_flux_total_1e18_erg_s_cm2,halpha_flux_total_err_plus,halpha_flux_total_err_minus,halpha_flux_narrow_1e18_erg_s_cm2,halpha_flux_narrow_err_plus,halpha_flux_narrow_err_minus,halpha_flux_broad_1e18_erg_s_cm2,halpha_flux_broad_err_plus,halpha_flux_broad_err_minus,halpha_broad_fwhm_km_s,halpha_broad_fwhm_err_plus,halpha_broad_fwhm_err_minus,fwhm_instrument_corrected_flag,lrd_flag,lrd_definition,halpha_absorption_fit_flag,log_mbh_systematic_dex,mbh_systematic_kind,mbh_systematic_applied_flag,mbh_formal_uncertainty_kind,dust_correction_applied_flag,source_caveat_tags,source_paper_version,source_url,source_doi,source_archive_url,source_archive_sha256,extraction_date,selection_criteria,preferred_measurement_flag,preferred_measurement_reason,match_method,match_reference
expanded-blagn-v1,HZA-RUBIES-UDS-174752,RUBIESUDS174752_taylor24,RUBIES-UDS-174752,1,RUBIESUDS174752_taylor24,RUBIES-UDS-174752,34.205808,-5.1005,6.039,spec,0.923141431567787,RUBIES,broad-line-agn,7.26,0.08,0.08,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,not_evaluable,,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,not-published-by-source,robust,expanded-blagn-v1,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,UDS,broad-halpha,Halpha,14.82,0.49,0.5,8.54,0.3,0.3,6.28,0.45,0.44,1741.0,140.0,136.0,1.0,0.0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0.0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0.0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1"
expanded-blagn-v1,HZA-CEERS-397,CEERS397_taylor24,CEERS-397,1,CEERS397_taylor24,CEERS-397,214.836197,52.882693,6.0,spec,0.9308508079920489,CEERS,broad-line-agn,7.6,0.23,0.18,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,not_evaluable,,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,not-published-by-source,robust,expanded-blagn-v1,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,CEERS,EGS,broad-halpha,Halpha,21.75,2.4,1.2,16.82,0.44,0.42,4.88,2.48,1.15,2727.0,484.0,413.0,1.0,0.0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0.0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0.0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1"
expanded-blagn-v1,HZA-RUBIES-UDS-139709,RUBIESUDS139709_taylor24,RUBIES-UDS-139709,1,RUBIESUDS139709_taylor24,RUBIES-UDS-139709,34.296002,-5.149895,5.685,spec,0.9972576687755247,RUBIES,broad-line-agn,7.88,0.07,0.07,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,not_evaluable,,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,not-published-by-source,robust,expanded-blagn-v1,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,UDS,broad-halpha,Halpha,39.47,1.75,1.66,11.11,1.23,1.15,28.37,1.59,1.55,2552.0,205.0,189.0,1.0,1.0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0.0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0.0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1"
expanded-blagn-v1,HZA-RUBIES-EGS-37124,RUBIESEGS37124_taylor24,RUBIES-EGS-37124,1,RUBIESEGS37124_taylor24,RUBIES-EGS-37124,214.990977,52.916524,5.682,spec,0.997927725671223,RUBIES,broad-line-agn,7.18,0.12,0.11,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,not_evaluable,,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,not-published-by-source,robust,expanded-blagn-v1,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,EGS,broad-halpha,Halpha,9.94,0.53,0.55,1.93,0.92,0.74,7.98,0.66,0.73,1566.0,246.0,192.0,1.0,1.0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0.0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0.0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1"
expanded-blagn-v1,HZA-RUBIES-UDS-47509,RUBIESUDS47509_taylor24,RUBIES-UDS-47509,1,RUBIESUDS47509_taylor24,RUBIES-UDS-47509,34.264602,-5.232586,5.673,spec,0.9999423964678454,RUBIES,broad-line-agn,7.54,0.07,0.07,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,not_evaluable,,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,not-published-by-source,robust,expanded-blagn-v1,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,UDS,broad-halpha,Halpha,22.92,0.81,0.83,9.05,0.61,0.62,13.87,0.76,0.8,2063.0,157.0,145.0,1.0,1.0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0.0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0.0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1"
expanded-blagn-v1,HZA-RUBIES-UDS-19521,RUBIESUDS19521_taylor24,RUBIES-UDS-19521,1,RUBIESUDS19521_taylor24,RUBIES-UDS-19521,34.383672,-5.287732,5.669,spec,1.0008399784546649,RUBIES,broad-line-agn,7.18,0.22,0.26,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,not_evaluable,,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,not-published-by-source,robust,expanded-blagn-v1,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,UDS,broad-halpha,Halpha,11.29,1.46,1.38,5.46,0.47,0.49,5.84,1.33,1.18,1682.0,400.0,368.0,1.0,0.0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0.0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0.0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1"
expanded-blagn-v1,HZA-CEERS-672,CEERS672_taylor24,CEERS-672,1,CEERS672_taylor24,CEERS-672,214.889677,52.832977,5.666,spec,1.0015140448397233,CEERS,broad-line-agn,6.75,0.29,0.26,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,not_evaluable,,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,not-published-by-source,robust,expanded-blagn-v1,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,CEERS,EGS,broad-halpha,Halpha,2.41,0.39,0.27,0.99,0.19,0.2,1.45,0.32,0.28,1433.0,507.0,345.0,1.0,1.0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0.0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0.0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1"
expanded-blagn-v1,HZA-CEERS-746,CEERS746_taylor24,CEERS-746,1,CEERS746_taylor24,CEERS-746,214.809142,52.868484,5.623,spec,1.0112592662870559,CEERS,broad-line-agn,7.29,0.16,0.14,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,not_evaluable,,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,not-published-by-source,robust,expanded-blagn-v1,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,CEERS,EGS,broad-halpha,Halpha,6.59,0.53,0.49,1.93,0.46,0.43,4.68,0.55,0.59,2021.0,366.0,289.0,1.0,1.0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0.0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0.0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1"
expanded-blagn-v1,HZA-RUBIES-UDS-172350,RUBIESUDS172350_taylor24,RUBIES-UDS-172350,1,RUBIESUDS172350_taylor24,RUBIES-UDS-172350,34.368951,-5.103941,5.58,spec,1.0211632419950871,RUBIES,broad-line-agn,7.68,0.04,0.04,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,not_evaluable,,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,not-published-by-source,robust,expanded-blagn-v1,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,UDS,broad-halpha,Halpha,33.19,0.84,0.79,5.59,0.68,0.69,27.61,0.92,0.85,2068.0,92.0,78.0,1.0,1.0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0.0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0.0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1"
expanded-blagn-v1,HZA-RUBIES-UDS-29813,RUBIESUDS29813_taylor24,RUBIES-UDS-29813,1,RUBIESUDS29813_taylor24,RUBIES-UDS-29813,34.453355,-5.270717,5.44,spec,1.0545534639492895,RUBIES,broad-line-agn,7.39,0.09,0.09,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,not_evaluable,,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,not-published-by-source,robust,expanded-blagn-v1,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,UDS,broad-halpha,Halpha,12.06,0.55,0.52,4.64,0.35,0.33,7.43,0.55,0.56,2047.0,207.0,188.0,1.0,1.0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0.0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0.0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1"
expanded-blagn-v1,HZA-RUBIES-EGS-60935,RUBIESEGS60935_taylor24,RUBIES-EGS-60935,1,RUBIESEGS60935_taylor24,RUBIES-EGS-60935,214.923373,52.925593,5.287,spec,1.0931717582379288,RUBIES,broad-line-agn,7.57,0.04,0.04,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,not_evaluable,,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,not-published-by-source,robust,expanded-blagn-v1,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,EGS,broad-halpha,Halpha,22.82,0.56,0.59,6.84,0.56,0.6,16.02,0.64,0.72,2144.0,108.0,108.0,1.0,1.0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0.0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0.0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1"
expanded-blagn-v1,HZA-RUBIES-EGS-926125,RUBIESEGS926125_taylor24,RUBIES-EGS-926125,1,RUBIESEGS926125_taylor24,RUBIES-EGS-926125,215.137081,52.988554,5.284,spec,1.093952405152135,RUBIES,broad-line-agn,7.36,0.05,0.05,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,not_evaluable,,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,not-published-by-source,robust,expanded-blagn-v1,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,EGS,broad-halpha,Halpha,14.45,0.41,0.43,4.46,0.33,0.31,9.98,0.46,0.48,1888.0,97.0,92.0,1.0,1.0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0.0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0.0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1"
expanded-blagn-v1,HZA-RUBIES-UDS-970351,RUBIESUDS970351_taylor24,RUBIES-UDS-970351,1,RUBIESUDS970351_taylor24,RUBIES-UDS-970351,34.2619,-5.105205,5.282,spec,1.0944733515566631,RUBIES,broad-line-agn,7.11,0.17,0.17,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,not_evaluable,,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,not-published-by-source,robust,expanded-blagn-v1,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,UDS,broad-halpha,Halpha,6.27,0.73,0.69,1.05,0.38,0.35,5.21,0.73,0.68,1657.0,316.0,265.0,1.0,1.0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0.0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0.0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1"
expanded-blagn-v1,HZA-RUBIES-EGS-42046,RUBIESEGS42046_taylor24,RUBIES-EGS-42046,1,RUBIESEGS42046_taylor24,RUBIES-EGS-42046,214.795368,52.788847,5.276,spec,1.0960386684020111,RUBIES,broad-line-agn,8.3,0.02,0.02,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,not_evaluable,,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,not-published-by-source,robust,expanded-blagn-v1,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Halpha line fit includes the source-specific narrow absorption component described in Section 3.2.,RUBIES,EGS,broad-halpha,Halpha,190.13,4.61,6.61,80.88,4.61,7.26,109.59,2.1,2.1,3146.0,75.0,67.0,1.0,1.0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,1.0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0.0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;halpha_absorption_component_fit,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1"
expanded-blagn-v1,HZA-RUBIES-EGS-13872,RUBIESEGS13872_taylor24,RUBIES-EGS-13872,1,RUBIESEGS13872_taylor24,RUBIES-EGS-13872,215.132933,52.970705,5.262,spec,1.0997055860002432,RUBIES,broad-line-agn,6.74,0.23,0.28,single-epoch-virial-halpha-reines2013,individual_robust,,,,,,,,,,,,,,,not_evaluable,,,,True,True,True,True,mstar;lbol;edd_ratio;lensing,single-epoch-virial-halpha-reines2013,missing-host-mstar,not-published-by-source,robust,expanded-blagn-v1,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,RUBIES,EGS,broad-halpha,Halpha,7.67,0.48,0.49,4.45,0.44,0.64,3.31,0.45,0.48,1223.0,355.0,345.0,1.0,0.0,Kocevski et al. (2024) full photometric selection applied by Taylor et al.,0.0,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,0.0,16th/84th percentiles from correlated Halpha flux and FWHM posteriors,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,https://arxiv.org/e-print/2409.06772v2,50453a0a975b84f019ceba8da30663e40d83c285376cad119d83fa8e3b31aaa0,2026-08-17,JWST/NIRSpec G395M Halpha; broad FWHM >700 km/s; broad flux S/N >4; Delta BIC >6; secure multi-line spectroscopic redshift; visual QA,True,only catalogue measurement in this release,singleton assignment,"Taylor et al. (2025), Table 1"
