science_release,input_catalogue_release,object_class,n_objects,z_seed,spin,spin_case,thin_disk_epsilon,effective_epsilon,merger_boost,merger_case,f_edd_avg,seed_model,seed_log_mass_min,seed_log_mass_max,n_compatible,compatible_object_fraction,median_required_log_mseed,min_required_log_mseed,max_required_log_mseed,comparison_scope,demographic_inference_allowed
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,0.0,spin_0_eps0p057,0.057190958417936644,0.057190958417936644,2.0,merger_boost_x2,0.5,intermediate_cluster,3.0,4.0,1,0.008928571428571428,-1.4904493920126307,-5.33316000748151,3.427375829502639,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,0.0,spin_0_eps0p057,0.057190958417936644,0.057190958417936644,2.0,merger_boost_x2,0.5,light_popiii,1.0,2.0,2,0.017857142857142856,-1.4904493920126307,-5.33316000748151,3.427375829502639,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,0.0,spin_0_eps0p057,0.057190958417936644,0.057190958417936644,2.0,merger_boost_x2,0.5,pbh,2.0,6.0,7,0.0625,-1.4904493920126307,-5.33316000748151,3.427375829502639,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,0.0,spin_0_eps0p057,0.057190958417936644,0.057190958417936644,2.0,merger_boost_x2,1.0,heavy_dcbh,4.0,6.0,0,0.0,-9.930656680219482,-16.72701785929904,-0.17421834533074065,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,0.0,spin_0_eps0p057,0.057190958417936644,0.057190958417936644,2.0,merger_boost_x2,1.0,intermediate_cluster,3.0,4.0,0,0.0,-9.930656680219482,-16.72701785929904,-0.17421834533074065,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,0.0,spin_0_eps0p057,0.057190958417936644,0.057190958417936644,2.0,merger_boost_x2,1.0,light_popiii,1.0,2.0,0,0.0,-9.930656680219482,-16.72701785929904,-0.17421834533074065,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,0.0,spin_0_eps0p057,0.057190958417936644,0.057190958417936644,2.0,merger_boost_x2,1.0,pbh,2.0,6.0,0,0.0,-9.930656680219482,-16.72701785929904,-0.17421834533074065,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,0.0,spin_0_eps0p057,0.057190958417936644,0.042078755645699455,2.0,merger_boost_x2,2.0,heavy_dcbh,4.0,6.0,0,0.0,-40.07045038457733,-56.87562148414649,-12.86517682695501,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,0.0,spin_0_eps0p057,0.057190958417936644,0.042078755645699455,2.0,merger_boost_x2,2.0,intermediate_cluster,3.0,4.0,0,0.0,-40.07045038457733,-56.87562148414649,-12.86517682695501,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,0.0,spin_0_eps0p057,0.057190958417936644,0.042078755645699455,2.0,merger_boost_x2,2.0,light_popiii,1.0,2.0,0,0.0,-40.07045038457733,-56.87562148414649,-12.86517682695501,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,0.0,spin_0_eps0p057,0.057190958417936644,0.042078755645699455,2.0,merger_boost_x2,2.0,pbh,2.0,6.0,0,0.0,-40.07045038457733,-56.87562148414649,-12.86517682695501,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,0.0,spin_0_eps0p057,0.057190958417936644,0.023219863668194382,2.0,merger_boost_x2,3.0,heavy_dcbh,4.0,6.0,0,0.0,-123.60494695053723,-168.84339952604,-48.11357612935962,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,0.0,spin_0_eps0p057,0.057190958417936644,0.023219863668194382,2.0,merger_boost_x2,3.0,intermediate_cluster,3.0,4.0,0,0.0,-123.60494695053723,-168.84339952604,-48.11357612935962,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,0.0,spin_0_eps0p057,0.057190958417936644,0.023219863668194382,2.0,merger_boost_x2,3.0,light_popiii,1.0,2.0,0,0.0,-123.60494695053723,-168.84339952604,-48.11357612935962,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,0.0,spin_0_eps0p057,0.057190958417936644,0.023219863668194382,2.0,merger_boost_x2,3.0,pbh,2.0,6.0,0,0.0,-123.60494695053723,-168.84339952604,-48.11357612935962,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,1.0,no_merger_boost,0.1,heavy_dcbh,4.0,6.0,3,0.026785714285714284,7.1761829508837,5.827384909129966,8.476326243160758,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,1.0,no_merger_boost,0.1,intermediate_cluster,3.0,4.0,0,0.0,7.1761829508837,5.827384909129966,8.476326243160758,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,1.0,no_merger_boost,0.1,light_popiii,1.0,2.0,0,0.0,7.1761829508837,5.827384909129966,8.476326243160758,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,1.0,no_merger_boost,0.1,pbh,2.0,6.0,3,0.026785714285714284,7.1761829508837,5.827384909129966,8.476326243160758,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,1.0,no_merger_boost,0.3,heavy_dcbh,4.0,6.0,7,0.0625,6.913315704010135,5.558202821594369,8.28897872948227,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,1.0,no_merger_boost,0.3,intermediate_cluster,3.0,4.0,0,0.0,6.913315704010135,5.558202821594369,8.28897872948227,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,1.0,no_merger_boost,0.3,light_popiii,1.0,2.0,0,0.0,6.913315704010135,5.558202821594369,8.28897872948227,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,1.0,no_merger_boost,0.3,pbh,2.0,6.0,7,0.0625,6.913315704010135,5.558202821594369,8.28897872948227,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,1.0,no_merger_boost,0.5,heavy_dcbh,4.0,6.0,21,0.1875,6.6242410950393085,5.22367136932395,8.101631215803783,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,1.0,no_merger_boost,0.5,intermediate_cluster,3.0,4.0,0,0.0,6.6242410950393085,5.22367136932395,8.101631215803783,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,1.0,no_merger_boost,0.5,light_popiii,1.0,2.0,0,0.0,6.6242410950393085,5.22367136932395,8.101631215803783,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,1.0,no_merger_boost,0.5,pbh,2.0,6.0,21,0.1875,6.6242410950393085,5.22367136932395,8.101631215803783,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,1.0,no_merger_boost,1.0,heavy_dcbh,4.0,6.0,62,0.5535714285714286,5.913482190078616,4.3873427386479,7.633262431607564,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,1.0,no_merger_boost,1.0,intermediate_cluster,3.0,4.0,0,0.0,5.913482190078616,4.3873427386479,7.633262431607564,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,1.0,no_merger_boost,1.0,light_popiii,1.0,2.0,0,0.0,5.913482190078616,4.3873427386479,7.633262431607564,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,1.0,no_merger_boost,1.0,pbh,2.0,6.0,62,0.5535714285714286,5.913482190078616,4.3873427386479,7.633262431607564,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.310968293563562,1.0,no_merger_boost,2.0,heavy_dcbh,4.0,6.0,14,0.125,2.691205366253872,0.23600249865818945,5.531129072622348,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.310968293563562,1.0,no_merger_boost,2.0,intermediate_cluster,3.0,4.0,30,0.26785714285714285,2.691205366253872,0.23600249865818945,5.531129072622348,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.310968293563562,1.0,no_merger_boost,2.0,light_popiii,1.0,2.0,28,0.25,2.691205366253872,0.23600249865818945,5.531129072622348,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.310968293563562,1.0,no_merger_boost,2.0,pbh,2.0,6.0,80,0.7142857142857143,2.691205366253872,0.23600249865818945,5.531129072622348,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.17159826308730028,1.0,no_merger_boost,3.0,heavy_dcbh,4.0,6.0,0,0.0,-7.535366041175852,-13.6577984289538,1.001835287844476,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.17159826308730028,1.0,no_merger_boost,3.0,intermediate_cluster,3.0,4.0,0,0.0,-7.535366041175852,-13.6577984289538,1.001835287844476,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.17159826308730028,1.0,no_merger_boost,3.0,light_popiii,1.0,2.0,1,0.008928571428571428,-7.535366041175852,-13.6577984289538,1.001835287844476,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.17159826308730028,1.0,no_merger_boost,3.0,pbh,2.0,6.0,0,0.0,-7.535366041175852,-13.6577984289538,1.001835287844476,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,2.0,merger_boost_x2,0.1,heavy_dcbh,4.0,6.0,8,0.07142857142857142,6.875152955219718,5.526354913465985,8.175296247496776,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,2.0,merger_boost_x2,0.1,intermediate_cluster,3.0,4.0,0,0.0,6.875152955219718,5.526354913465985,8.175296247496776,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,2.0,merger_boost_x2,0.1,light_popiii,1.0,2.0,0,0.0,6.875152955219718,5.526354913465985,8.175296247496776,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,2.0,merger_boost_x2,0.1,pbh,2.0,6.0,8,0.07142857142857142,6.875152955219718,5.526354913465985,8.175296247496776,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,2.0,merger_boost_x2,0.3,heavy_dcbh,4.0,6.0,21,0.1875,6.612285708346154,5.257172825930388,7.987948733818288,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,2.0,merger_boost_x2,0.3,intermediate_cluster,3.0,4.0,0,0.0,6.612285708346154,5.257172825930388,7.987948733818288,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,2.0,merger_boost_x2,0.3,light_popiii,1.0,2.0,0,0.0,6.612285708346154,5.257172825930388,7.987948733818288,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,2.0,merger_boost_x2,0.3,pbh,2.0,6.0,21,0.1875,6.612285708346154,5.257172825930388,7.987948733818288,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,2.0,merger_boost_x2,0.5,heavy_dcbh,4.0,6.0,36,0.32142857142857145,6.323211099375327,4.922641373659968,7.800601220139801,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,2.0,merger_boost_x2,0.5,intermediate_cluster,3.0,4.0,0,0.0,6.323211099375327,4.922641373659968,7.800601220139801,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,2.0,merger_boost_x2,0.5,light_popiii,1.0,2.0,0,0.0,6.323211099375327,4.922641373659968,7.800601220139801,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,2.0,merger_boost_x2,0.5,pbh,2.0,6.0,36,0.32142857142857145,6.323211099375327,4.922641373659968,7.800601220139801,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,2.0,merger_boost_x2,1.0,heavy_dcbh,4.0,6.0,85,0.7589285714285714,5.612452194414635,4.086312742983918,7.332232435943583,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,2.0,merger_boost_x2,1.0,intermediate_cluster,3.0,4.0,0,0.0,5.612452194414635,4.086312742983918,7.332232435943583,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,2.0,merger_boost_x2,1.0,light_popiii,1.0,2.0,0,0.0,5.612452194414635,4.086312742983918,7.332232435943583,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.42264973081037416,2.0,merger_boost_x2,1.0,pbh,2.0,6.0,85,0.7589285714285714,5.612452194414635,4.086312742983918,7.332232435943583,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.310968293563562,2.0,merger_boost_x2,2.0,heavy_dcbh,4.0,6.0,10,0.08928571428571429,2.390175370589891,-0.0650274970057918,5.230099076958367,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.310968293563562,2.0,merger_boost_x2,2.0,intermediate_cluster,3.0,4.0,21,0.1875,2.390175370589891,-0.0650274970057918,5.230099076958367,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.310968293563562,2.0,merger_boost_x2,2.0,light_popiii,1.0,2.0,30,0.26785714285714285,2.390175370589891,-0.0650274970057918,5.230099076958367,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.310968293563562,2.0,merger_boost_x2,2.0,pbh,2.0,6.0,70,0.625,2.390175370589891,-0.0650274970057918,5.230099076958367,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.17159826308730028,2.0,merger_boost_x2,3.0,heavy_dcbh,4.0,6.0,0,0.0,-7.836396036839833,-13.958828424617781,0.7008052921804948,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.17159826308730028,2.0,merger_boost_x2,3.0,intermediate_cluster,3.0,4.0,0,0.0,-7.836396036839833,-13.958828424617781,0.7008052921804948,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.17159826308730028,2.0,merger_boost_x2,3.0,light_popiii,1.0,2.0,0,0.0,-7.836396036839833,-13.958828424617781,0.7008052921804948,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,broad_line_agn,112,30.0,1.0,spin_plus1_eps0p423,0.42264973081037416,0.17159826308730028,2.0,merger_boost_x2,3.0,pbh,2.0,6.0,0,0.0,-7.836396036839833,-13.958828424617781,0.7008052921804948,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.037749551350623745,1.0,no_merger_boost,0.1,heavy_dcbh,4.0,6.0,0,0.0,7.403210333768326,6.043163564233293,8.567056599029033,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.037749551350623745,1.0,no_merger_boost,0.1,intermediate_cluster,3.0,4.0,0,0.0,7.403210333768326,6.043163564233293,8.567056599029033,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.037749551350623745,1.0,no_merger_boost,0.1,light_popiii,1.0,2.0,0,0.0,7.403210333768326,6.043163564233293,8.567056599029033,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.037749551350623745,1.0,no_merger_boost,0.1,pbh,2.0,6.0,0,0.0,7.403210333768326,6.043163564233293,8.567056599029033,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.037749551350623745,1.0,no_merger_boost,0.3,heavy_dcbh,4.0,6.0,8,0.09523809523809523,3.2773866114552117,1.855690692699878,4.421632963069368,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.037749551350623745,1.0,no_merger_boost,0.3,intermediate_cluster,3.0,4.0,60,0.7142857142857143,3.2773866114552117,1.855690692699878,4.421632963069368,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.037749551350623745,1.0,no_merger_boost,0.3,light_popiii,1.0,2.0,2,0.023809523809523808,3.2773866114552117,1.855690692699878,4.421632963069368,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.037749551350623745,1.0,no_merger_boost,0.3,pbh,2.0,6.0,82,0.9761904761904762,3.2773866114552117,1.855690692699878,4.421632963069368,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.037749551350623745,1.0,no_merger_boost,0.5,heavy_dcbh,4.0,6.0,0,0.0,-0.8321794204107924,-2.4817720266227887,0.6819990144345045,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.037749551350623745,1.0,no_merger_boost,0.5,intermediate_cluster,3.0,4.0,0,0.0,-0.8321794204107924,-2.4817720266227887,0.6819990144345045,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.037749551350623745,1.0,no_merger_boost,0.5,light_popiii,1.0,2.0,0,0.0,-0.8321794204107924,-2.4817720266227887,0.6819990144345045,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.037749551350623745,1.0,no_merger_boost,0.5,pbh,2.0,6.0,0,0.0,-0.8321794204107924,-2.4817720266227887,0.6819990144345045,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.037749551350623745,1.0,no_merger_boost,1.0,heavy_dcbh,4.0,6.0,0,0.0,-10.885819207095857,-13.610944053245577,-8.236063491586277,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.037749551350623745,1.0,no_merger_boost,1.0,intermediate_cluster,3.0,4.0,0,0.0,-10.885819207095857,-13.610944053245577,-8.236063491586277,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.037749551350623745,1.0,no_merger_boost,1.0,light_popiii,1.0,2.0,0,0.0,-10.885819207095857,-13.610944053245577,-8.236063491586277,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.037749551350623745,1.0,no_merger_boost,1.0,pbh,2.0,6.0,0,0.0,-10.885819207095857,-13.610944053245577,-8.236063491586277,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.027774567710680258,1.0,no_merger_boost,2.0,heavy_dcbh,4.0,6.0,0,0.0,-46.38769995635306,-52.48425990253066,-39.07167871622314,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.027774567710680258,1.0,no_merger_boost,2.0,intermediate_cluster,3.0,4.0,0,0.0,-46.38769995635306,-52.48425990253066,-39.07167871622314,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.027774567710680258,1.0,no_merger_boost,2.0,light_popiii,1.0,2.0,0,0.0,-46.38769995635306,-52.48425990253066,-39.07167871622314,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.027774567710680258,1.0,no_merger_boost,2.0,pbh,2.0,6.0,0,0.0,-46.38769995635306,-52.48425990253066,-39.07167871622314,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.015326538672275158,1.0,no_merger_boost,3.0,heavy_dcbh,4.0,6.0,0,0.0,-144.53347685094923,-159.65330134089143,-124.08174934150092,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.015326538672275158,1.0,no_merger_boost,3.0,intermediate_cluster,3.0,4.0,0,0.0,-144.53347685094923,-159.65330134089143,-124.08174934150092,within_object_class_descriptive_only,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,luminous_quasar_comparison,84,30.0,-1.0,spin_minus1_eps0p038,0.037749551350623745,0.015326538672275158,1.0,no_merger_boost,3.0,light_popiii,1.0,2.0,0,0.0,-144.53347685094923,-159.65330134089143,-124.08174934150092,within_object_class_descriptive_only,False
