release,physical_object_id,object_id,object_class,growth_ranking_eligible_flag,seed_model,spin_case,merger_case,f_edd_avg,required_log_mseed,compatible,status
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,heavy_seeds,spin_0_eps0p057,no_merger_boost,2.0,-21.51041082919347,False,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,heavy_seeds,spin_0_eps0p057,merger_boost_x2,0.3,4.4856477955978065,True,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,heavy_seeds,spin_0_eps0p057,merger_boost_x2,1.0,-2.991631544791356,False,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,heavy_seeds,spin_0_eps0p057,merger_boost_x2,2.0,-21.811440824857453,False,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,heavy_seeds,spin_plus1_eps0p423,no_merger_boost,0.3,7.725686519546332,False,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,heavy_seeds,spin_plus1_eps0p423,no_merger_boost,1.0,7.106094211821106,False,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,heavy_seeds,spin_plus1_eps0p423,no_merger_boost,2.0,5.119769236734539,True,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,heavy_seeds,spin_plus1_eps0p423,merger_boost_x2,0.3,7.4246565238823505,False,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,heavy_seeds,spin_plus1_eps0p423,merger_boost_x2,1.0,6.805064216157125,False,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,heavy_seeds,spin_plus1_eps0p423,merger_boost_x2,2.0,4.818739241070558,True,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,pbh_origin_hypothesis,spin_minus1_eps0p038,no_merger_boost,0.3,3.036190424837021,True,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,pbh_origin_hypothesis,spin_minus1_eps0p038,no_merger_boost,1.0,-8.525559437209925,False,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,pbh_origin_hypothesis,spin_minus1_eps0p038,no_merger_boost,2.0,-37.37147082619205,False,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,pbh_origin_hypothesis,spin_minus1_eps0p038,merger_boost_x2,0.3,2.73516042917304,True,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,pbh_origin_hypothesis,spin_minus1_eps0p038,merger_boost_x2,1.0,-8.826589432873906,False,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,pbh_origin_hypothesis,spin_minus1_eps0p038,merger_boost_x2,2.0,-37.67250082185603,False,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,pbh_origin_hypothesis,spin_0_eps0p057,no_merger_boost,0.3,4.786677791261788,True,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,pbh_origin_hypothesis,spin_0_eps0p057,no_merger_boost,1.0,-2.6906015491273747,False,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,pbh_origin_hypothesis,spin_0_eps0p057,no_merger_boost,2.0,-21.51041082919347,False,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,pbh_origin_hypothesis,spin_0_eps0p057,merger_boost_x2,0.3,4.4856477955978065,True,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,pbh_origin_hypothesis,spin_0_eps0p057,merger_boost_x2,1.0,-2.991631544791356,False,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,pbh_origin_hypothesis,spin_0_eps0p057,merger_boost_x2,2.0,-21.811440824857453,False,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,pbh_origin_hypothesis,spin_plus1_eps0p423,no_merger_boost,0.3,7.725686519546332,False,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,pbh_origin_hypothesis,spin_plus1_eps0p423,no_merger_boost,1.0,7.106094211821106,False,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,pbh_origin_hypothesis,spin_plus1_eps0p423,no_merger_boost,2.0,5.119769236734539,True,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,pbh_origin_hypothesis,spin_plus1_eps0p423,merger_boost_x2,0.3,7.4246565238823505,False,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,pbh_origin_hypothesis,spin_plus1_eps0p423,merger_boost_x2,1.0,6.805064216157125,False,calculated
v2,HZA-CEERS-00717,CEERS-00717,broad_line_agn,True,pbh_origin_hypothesis,spin_plus1_eps0p423,merger_boost_x2,2.0,4.818739241070558,True,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,light_seeds,spin_minus1_eps0p038,no_merger_boost,0.3,-1.9027826336293527,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,light_seeds,spin_minus1_eps0p038,no_merger_boost,1.0,-23.271577968764504,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,light_seeds,spin_minus1_eps0p038,no_merger_boost,2.0,-76.58551263102785,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,light_seeds,spin_minus1_eps0p038,merger_boost_x2,0.3,-2.203812629293334,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,light_seeds,spin_minus1_eps0p038,merger_boost_x2,1.0,-23.572607964428485,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,light_seeds,spin_minus1_eps0p038,merger_boost_x2,2.0,-76.88654262669183,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,light_seeds,spin_0_eps0p057,no_merger_boost,0.3,1.332524021175586,True,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,light_seeds,spin_0_eps0p057,no_merger_boost,1.0,-12.48722245274805,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,light_seeds,spin_0_eps0p057,no_merger_boost,2.0,-47.270595000198234,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,light_seeds,spin_0_eps0p057,merger_boost_x2,0.3,1.0314940255116047,True,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,light_seeds,spin_0_eps0p057,merger_boost_x2,1.0,-12.788252448412031,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,light_seeds,spin_0_eps0p057,merger_boost_x2,2.0,-47.571624995862216,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,light_seeds,spin_plus1_eps0p423,no_merger_boost,0.3,6.764493814004965,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,light_seeds,spin_plus1_eps0p423,no_merger_boost,1.0,5.619343523349882,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,light_seeds,spin_plus1_eps0p423,no_merger_boost,2.0,1.9481542684235924,True,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,light_seeds,spin_plus1_eps0p423,merger_boost_x2,0.3,6.463463818340983,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,light_seeds,spin_plus1_eps0p423,merger_boost_x2,1.0,5.318313527685901,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,light_seeds,spin_plus1_eps0p423,merger_boost_x2,2.0,1.6471242727596112,True,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,intermediate_seeds,spin_minus1_eps0p038,no_merger_boost,0.3,-1.9027826336293527,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,intermediate_seeds,spin_minus1_eps0p038,no_merger_boost,1.0,-23.271577968764504,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,intermediate_seeds,spin_minus1_eps0p038,no_merger_boost,2.0,-76.58551263102785,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,intermediate_seeds,spin_minus1_eps0p038,merger_boost_x2,0.3,-2.203812629293334,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,intermediate_seeds,spin_minus1_eps0p038,merger_boost_x2,1.0,-23.572607964428485,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,intermediate_seeds,spin_minus1_eps0p038,merger_boost_x2,2.0,-76.88654262669183,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,intermediate_seeds,spin_0_eps0p057,no_merger_boost,0.3,1.332524021175586,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,intermediate_seeds,spin_0_eps0p057,no_merger_boost,1.0,-12.48722245274805,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,intermediate_seeds,spin_0_eps0p057,no_merger_boost,2.0,-47.270595000198234,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,intermediate_seeds,spin_0_eps0p057,merger_boost_x2,0.3,1.0314940255116047,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,intermediate_seeds,spin_0_eps0p057,merger_boost_x2,1.0,-12.788252448412031,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,intermediate_seeds,spin_0_eps0p057,merger_boost_x2,2.0,-47.571624995862216,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,intermediate_seeds,spin_plus1_eps0p423,no_merger_boost,0.3,6.764493814004965,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,intermediate_seeds,spin_plus1_eps0p423,no_merger_boost,1.0,5.619343523349882,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,intermediate_seeds,spin_plus1_eps0p423,no_merger_boost,2.0,1.9481542684235924,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,intermediate_seeds,spin_plus1_eps0p423,merger_boost_x2,0.3,6.463463818340983,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,intermediate_seeds,spin_plus1_eps0p423,merger_boost_x2,1.0,5.318313527685901,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,intermediate_seeds,spin_plus1_eps0p423,merger_boost_x2,2.0,1.6471242727596112,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,heavy_seeds,spin_minus1_eps0p038,no_merger_boost,0.3,-1.9027826336293527,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,heavy_seeds,spin_minus1_eps0p038,no_merger_boost,1.0,-23.271577968764504,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,heavy_seeds,spin_minus1_eps0p038,no_merger_boost,2.0,-76.58551263102785,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,heavy_seeds,spin_minus1_eps0p038,merger_boost_x2,0.3,-2.203812629293334,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,heavy_seeds,spin_minus1_eps0p038,merger_boost_x2,1.0,-23.572607964428485,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,heavy_seeds,spin_minus1_eps0p038,merger_boost_x2,2.0,-76.88654262669183,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,heavy_seeds,spin_0_eps0p057,no_merger_boost,0.3,1.332524021175586,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,heavy_seeds,spin_0_eps0p057,no_merger_boost,1.0,-12.48722245274805,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,heavy_seeds,spin_0_eps0p057,no_merger_boost,2.0,-47.270595000198234,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,heavy_seeds,spin_0_eps0p057,merger_boost_x2,0.3,1.0314940255116047,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,heavy_seeds,spin_0_eps0p057,merger_boost_x2,1.0,-12.788252448412031,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,heavy_seeds,spin_0_eps0p057,merger_boost_x2,2.0,-47.571624995862216,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,heavy_seeds,spin_plus1_eps0p423,no_merger_boost,0.3,6.764493814004965,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,heavy_seeds,spin_plus1_eps0p423,no_merger_boost,1.0,5.619343523349882,True,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,heavy_seeds,spin_plus1_eps0p423,no_merger_boost,2.0,1.9481542684235924,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,heavy_seeds,spin_plus1_eps0p423,merger_boost_x2,0.3,6.463463818340983,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,heavy_seeds,spin_plus1_eps0p423,merger_boost_x2,1.0,5.318313527685901,True,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,heavy_seeds,spin_plus1_eps0p423,merger_boost_x2,2.0,1.6471242727596112,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,pbh_origin_hypothesis,spin_minus1_eps0p038,no_merger_boost,0.3,-1.9027826336293527,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,pbh_origin_hypothesis,spin_minus1_eps0p038,no_merger_boost,1.0,-23.271577968764504,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,pbh_origin_hypothesis,spin_minus1_eps0p038,no_merger_boost,2.0,-76.58551263102785,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,pbh_origin_hypothesis,spin_minus1_eps0p038,merger_boost_x2,0.3,-2.203812629293334,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,pbh_origin_hypothesis,spin_minus1_eps0p038,merger_boost_x2,1.0,-23.572607964428485,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,pbh_origin_hypothesis,spin_minus1_eps0p038,merger_boost_x2,2.0,-76.88654262669183,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,pbh_origin_hypothesis,spin_0_eps0p057,no_merger_boost,0.3,1.332524021175586,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,pbh_origin_hypothesis,spin_0_eps0p057,no_merger_boost,1.0,-12.48722245274805,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,pbh_origin_hypothesis,spin_0_eps0p057,no_merger_boost,2.0,-47.270595000198234,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,pbh_origin_hypothesis,spin_0_eps0p057,merger_boost_x2,0.3,1.0314940255116047,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,pbh_origin_hypothesis,spin_0_eps0p057,merger_boost_x2,1.0,-12.788252448412031,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,pbh_origin_hypothesis,spin_0_eps0p057,merger_boost_x2,2.0,-47.571624995862216,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,pbh_origin_hypothesis,spin_plus1_eps0p423,no_merger_boost,0.3,6.764493814004965,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,pbh_origin_hypothesis,spin_plus1_eps0p423,no_merger_boost,1.0,5.619343523349882,True,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,pbh_origin_hypothesis,spin_plus1_eps0p423,no_merger_boost,2.0,1.9481542684235924,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,pbh_origin_hypothesis,spin_plus1_eps0p423,merger_boost_x2,0.3,6.463463818340983,False,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,pbh_origin_hypothesis,spin_plus1_eps0p423,merger_boost_x2,1.0,5.318313527685901,True,calculated
v2,HZA-CEERS-01236,CEERS-01236,broad_line_agn,True,pbh_origin_hypothesis,spin_plus1_eps0p423,merger_boost_x2,2.0,1.6471242727596112,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,light_seeds,spin_minus1_eps0p038,no_merger_boost,0.3,-1.8819971458456628,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,light_seeds,spin_minus1_eps0p038,no_merger_boost,1.0,-23.257082219485547,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,light_seeds,spin_minus1_eps0p038,no_merger_boost,2.0,-76.58670942325273,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,light_seeds,spin_minus1_eps0p038,merger_boost_x2,0.3,-2.183027141509644,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,light_seeds,spin_minus1_eps0p038,merger_boost_x2,1.0,-23.558112215149528,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,light_seeds,spin_minus1_eps0p038,merger_boost_x2,2.0,-76.88773941891671,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,light_seeds,spin_0_eps0p057,no_merger_boost,0.3,1.3542617962792738,True,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,light_seeds,spin_0_eps0p057,no_merger_boost,1.0,-12.46955241240242,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,light_seeds,spin_0_eps0p057,no_merger_boost,2.0,-47.263163174698356,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,light_seeds,spin_0_eps0p057,merger_boost_x2,0.3,1.0532318006152925,True,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,light_seeds,spin_0_eps0p057,merger_boost_x2,1.0,-12.770582408066401,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,light_seeds,spin_0_eps0p057,merger_boost_x2,2.0,-47.56419317036234,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,light_seeds,spin_plus1_eps0p423,no_merger_boost,0.3,6.787830447117569,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,light_seeds,spin_plus1_eps0p423,no_merger_boost,1.0,5.642343090391899,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,light_seeds,spin_plus1_eps0p423,no_merger_boost,2.0,1.970073249496548,True,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,light_seeds,spin_plus1_eps0p423,merger_boost_x2,0.3,6.486800451453588,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,light_seeds,spin_plus1_eps0p423,merger_boost_x2,1.0,5.3413130947279175,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,light_seeds,spin_plus1_eps0p423,merger_boost_x2,2.0,1.6690432538325668,True,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,intermediate_seeds,spin_minus1_eps0p038,no_merger_boost,0.3,-1.8819971458456628,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,intermediate_seeds,spin_minus1_eps0p038,no_merger_boost,1.0,-23.257082219485547,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,intermediate_seeds,spin_minus1_eps0p038,no_merger_boost,2.0,-76.58670942325273,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,intermediate_seeds,spin_minus1_eps0p038,merger_boost_x2,0.3,-2.183027141509644,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,intermediate_seeds,spin_minus1_eps0p038,merger_boost_x2,1.0,-23.558112215149528,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,intermediate_seeds,spin_minus1_eps0p038,merger_boost_x2,2.0,-76.88773941891671,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,intermediate_seeds,spin_0_eps0p057,no_merger_boost,0.3,1.3542617962792738,False,calculated
v2,HZA-CEERS-01665,CEERS-01665,broad_line_agn,True,intermediate_seeds,spin_0_eps0p057,no_merger_boost,1.0,-12.46955241240242,False,calculated
