science_release,input_catalogue_release,catalogue_view,rank_global_navigation,rank_within_object_class,rank_within_mass_group,rank_within_class_mass_group,rank_primary_within_class_mass_group,ranking_id,measurement_id,physical_object_id,object_id,source_key,object_class,mass_comparability_group,evidence_status,redshift,log_mbh_msun_std,mbh_method,growth_pressure_tier,growth_pressure_score_0_100,catalogue_release,ra_deg,dec_deg,redshift_kind,cosmic_time_gyr,survey,log_mbh_err_plus_std,log_mbh_err_minus_std,detection_evidence,log_mstar_msun_std,log_mstar_err_plus_std,log_mstar_err_minus_std,mstar_method,log_lbol_erg_s_std,log_lbol_err_plus_std,log_lbol_err_minus_std,lbol_method,log_mbh_mstar_ratio,log_mbh_mstar_ratio_err,edd_ratio_std,edd_ratio_err_std,edd_ratio_from_mbh_lbol,edd_ratio_log_residual_dex,edd_ratio_consistency_flag,agn_contam_flag,lensing_mu,lensing_mu_err,missing_mstar_flag,missing_lbol_flag,missing_edd_ratio_flag,missing_lensing_flag,missing_optional_fields,mbh_interpretation_tag,mstar_interpretation_tag,lbol_interpretation_tag,quality_flag,project_version,source_table,notes,program,field,selection_channel,broad_line_species,halpha_flux_total_1e18_erg_s_cm2,halpha_flux_total_err_plus,halpha_flux_total_err_minus,halpha_flux_narrow_1e18_erg_s_cm2,halpha_flux_narrow_err_plus,halpha_flux_narrow_err_minus,halpha_flux_broad_1e18_erg_s_cm2,halpha_flux_broad_err_plus,halpha_flux_broad_err_minus,halpha_broad_fwhm_km_s,halpha_broad_fwhm_err_plus,halpha_broad_fwhm_err_minus,fwhm_instrument_corrected_flag,lrd_flag,lrd_definition,halpha_absorption_fit_flag,log_mbh_systematic_dex,mbh_systematic_kind,mbh_systematic_applied_flag,mbh_formal_uncertainty_kind,dust_correction_applied_flag,source_caveat_tags,source_paper_version,source_url,source_doi,source_archive_url,source_archive_sha256,extraction_date,selection_criteria,redshift_err,published_ra,published_dec,halpha_broad_to_total_ratio,halpha_broad_to_total_ratio_err,halpha_lum_broad_1e42,halpha_lum_broad_err_plus,halpha_lum_broad_err_minus,halpha_lum_total_1e42,halpha_lum_total_err_plus,halpha_lum_total_err_minus,halpha_narrow_fwhm_km_s,halpha_narrow_fwhm_err_plus,halpha_narrow_fwhm_err_minus,halpha_ew_rest_angstrom,halpha_ew_err_plus,halpha_ew_err_minus,photometry_band,photometry_mag,photometry_mag_err_plus,photometry_mag_err_minus,f200w_mag,f200w_err_plus,f200w_err_minus,muv,muv_err_plus,muv_err_minus,beta_uv,beta_uv_err_plus,beta_uv_err_minus,beta_opt,beta_opt_err_plus,beta_opt_err_minus,delta_m_lw,lbol_1e44_erg_s,lbol_1e44_err_plus,lbol_1e44_err_minus,metallicity_12_logoh,metallicity_err_plus,metallicity_err_minus,ebv_mag,halpha_broad_snr,delta_aic,halpha_lum_broad_erg_s,halpha_broad_to_narrow_ratio,halpha_broad_to_narrow_err_plus,halpha_broad_to_narrow_err_minus,mbh_msun,mbh_err_plus_msun,mbh_err_minus_msun,lbol_erg_s,lbol_err_plus_erg_s,lbol_err_minus_erg_s,log_mstar_upper_limit_msun,host_fit_model,red_agn_flag,compact_source_flag,dual_agn_candidate_flag,log_mstar_systematic_dex,mstar_systematic_kind,mstar_systematic_applied_flag,evidence_status_basis,spectroscopic_type,selection_channels,phenotype_tags,lensing_status,growth_ranking_eligible_flag,primary_growth_ranking_flag,thrils_id,ceers_photometry_id,program_redshift,zphot,coordinate_source_table,coordinate_source_paper_version,coordinate_source_url,coordinate_source_archive_url,coordinate_source_archive_sha256,preferred_measurement_flag,preferred_measurement_reason,match_method,match_reference,host_system_id,host_system_assignment_status,identity_resolution_status,extraction_date_status,lensing_mass_correction_status,lensing_provenance,log_mbh_err_plus,log_mbh_err_minus,log_mstar_err_plus,log_mstar_err_minus,log_lbol_err_plus,log_lbol_err_minus,mbh_statistical_uncertainty_kind,conditional_mass_flag,conditional_mass_reason,primary_mass_comparison_flag,primary_mass_comparison_reason,host_property_scope,growth_ranking_eligibility_reason,primary_growth_ranking_reason,log_edd_ratio_published,edd_ratio_method,host_system_source_id,published_aliases,halpha_broad_flux_dustcorr_1e18,halpha_broad_flux_err,halpha_broad_fwhm_instrumentcorr_km_s,halpha_broad_fwhm_err,av_mag,robust_candidate_flag,oiii_outflow_detected_flag,halpha_three_component_fit_flag,redshift_from_cii_flag,bal_flag,mgii_telluric_caveat_flag,civ_low_snr_caveat_flag,cds_table1_url,cds_table1_sha256,cds_table3_url,cds_table3_sha256,radio_loud_flag,fiducial_mass_line,n_measurements,available_measurement_ids,available_object_ids,available_source_keys,all_measurement_evidence_statuses,all_measurement_evidence_status_bases,object_evidence_aggregation_policy,required_fedd_seed1e2,required_fedd_seed1e4,required_fedd_seed1e5,required_log_mseed_fedd0p3,required_log_mseed_fedd1,systematic_envelope_available_flag,required_fedd_seed1e2_systematic_low,required_fedd_seed1e2_systematic_high,required_log_mseed_fedd0p3_systematic_low,required_log_mseed_fedd0p3_systematic_high,systematic_combined_with_statistical_error,global_rank_policy,demographic_inference_allowed,current_edd_ratio_comparison_status
v7.5-class-aware-science,v7.5-accreting-atlas-catalogue,physical_object,1,1,1,1,1,HZA-GNIRS50-J1148-5251,GNIRS50-J1148-5251_shen19,HZA-GNIRS50-J1148-5251,J1148+5251,shen19_gnirs50,luminous_quasar_comparison,virial_uv_single_epoch,secure,6.42201,9.9412,single-epoch-virial-mgii-shen2011,high,100.0,v7.5-accreting-atlas-catalogue,177.06933333333333,52.86397222222222,broad_uv_line_systemic,0.8527435334107203,Gemini-GNIRS LLP-7,0.0189,0.0189,individual_robust,,,,,47.53822,0.00188,0.00188,l3000_richards2006_bc5p15,,,0.3040885025676279,0.0133078476291582,0.3137974823754649,-0.0136494548824371,consistent,,,,True,False,False,True,mstar;lensing,source_fiducial_uv_virial,missing-host-mstar,l3000_richards2006_bc5p15,robust,v7.2,Shen et al. (2019) CDS Tables 1 and 3,"Published fiducial mass uses MgII when available, otherwise CIV.",,all_sky_optically_selected_quasar_sample,,,,,,,,,,,,,,,,,,,0.4,source_stated_single_epoch_virial_systematic,False,,,,"ApJ 873, 35 (2019); arXiv:1809.05584v1",https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9,10.3847/1538-4357/ab03d9,https://arxiv.org/e-print/1809.05584v1,2b4376dc136873c4b8db0e5016568b9b1d4692042f6bb035e61fa8bd76b980ef,2026-08-26,50 optically selected quasars at z>=5.7 observed with Gemini/GNIRS during semesters 2015B-2017A with simultaneous 0.85-2.5 micron coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,published_gnirs_type1_quasar_spectrum,type1_broad_line,luminous_quasar;broad_uv_line,,not_reported,True,True,,,,,,,,,,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.1 candidate within 0.5 arcsec and delta-z 0.01 and no manual identity assertion,HZS-GNIRS50-J1148-5251,source_verified_single_quasar_host,resolved,recorded,not_required,,0.0189,0.0189,,,0.00188,0.00188,published_monte_carlo_spectral_fit_measurement_error,False,,True,mgii_luminous_quasar_comparison_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,,,,J1148+5251,,,,,,,,,,0.0,,,https://cdsarc.cds.unistra.fr/ftp/J/ApJ/873/35/table1.dat,40ed1598d8c6d4d4a4aa580c578742f9e0334c26bb9dd762a9a0375231a7239f,https://cdsarc.cds.unistra.fr/ftp/J/ApJ/873/35/table3.dat,e1eae3266b9ccfc966303c6e389e9c16141678199924a67ab4c786fed3240323,0.0,MgII,1,GNIRS50-J1148-5251_shen19,J1148+5251,shen19_gnirs50,secure,published_gnirs_type1_quasar_spectrum,preferred_measurement_controls_object_status;all_measurement_statuses_retained,1.2145529281483909,0.9086664303524933,0.7557231814545443,7.979688117901989,3.402827059673297,True,1.153375628589211,1.2757302277075704,7.579688117901989,8.37968811790199,False,navigation_only_no_cross_class_science_claim,False,available_not_growth_history
v7.5-class-aware-science,v7.5-accreting-atlas-catalogue,physical_object,2,2,2,2,2,HZA-XQR30-SDSS-J0100-2802,XQR30-SDSS-J0100-2802_mazzucchelli23,HZA-XQR30-SDSS-J0100-2802,SDSS J0100+2802,xqr30_mazzucchelli23,luminous_quasar_comparison,virial_uv_single_epoch,secure,6.3268,10.1,single-epoch-virial-mgii-vestergaard-osmer2009,high,100.0,v7.5-accreting-atlas-catalogue,15.05425,28.0405,far_ir_cii_spectroscopic,0.8693888942852387,E-XQR-30,0.2,0.1,individual_robust,,,,,48.15,0.04,0.04,l3000_richards2006_bc5p15,,,0.77,0.52,0.8904908367475832,-0.0631387297099519,consistent,,,,True,False,False,True,mstar;lensing,single-epoch-virial-mgii-vestergaard-osmer2009,missing-host-mstar,l3000_richards2006_bc5p15,robust,v7.1,Mazzucchelli et al. (2023) Table 1,Canonical row uses the published MgII virial mass; CIV quantities are retained as source-local observables; no cross-class science pooling is authorized.,,all_sky_bright_quasar_sample,,,,,,,,,,,,,,,,,,,0.55,mgii_single_epoch_scaling_relation_scatter,False,,,,"A&A 676, A71 (2023); arXiv:2306.16474v1",https://www.aanda.org/articles/aa/full_html/2023/08/aa46317-23/aa46317-23.html,10.1051/0004-6361/202346317,https://arxiv.org/e-print/2306.16474v1,412055cec92c368f711605822d806c949816695a451efee867904d2171fee53f,2026-08-26,"E-XQR-30: 30 XQR-30 quasars selected at declination<+27 degrees, z>=5.8, J_AB<=19.8 below z=6.0 or <=20.0 at z>=6.0, without prior deep XSHOOTER spectra, plus 12 archival XSHOOTER quasars of comparable quality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,published_high_snr_xshooter_type1_quasar_spectrum,type1_broad_line,luminous_quasar;broad_uv_line,,unlensed,True,True,,,,,D'Odorico et al. (2023) Table 1,"MNRAS 523, 1399-1420 (2023); arXiv:2305.05053v1",https://academic.oup.com/mnras/article/523/1/1399/7161136,https://arxiv.org/e-print/2305.05053v1,1cf315f5fd4cd9f0edebb840c254dcd6bee26e2a061ce9fc9ff5bc8f344d7c42,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,HZS-XQR30-SDSS-J0100-2802,source_verified_single_quasar_host,resolved,recorded,not_required,,0.2,0.1,,,0.04,0.04,published_spectral_fit_propagation,False,,True,mgii_luminous_quasar_comparison_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,,,,SDSS J0100+2802;SDSSJ0100+28,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,1,XQR30-SDSS-J0100-2802_mazzucchelli23,SDSS J0100+2802,xqr30_mazzucchelli23,secure,published_high_snr_xshooter_type1_quasar_spectrum,preferred_measurement_controls_object_status;all_measurement_statuses_retained,1.212039102186527,0.9127701880663969,0.7631357310063317,8.095114187639439,3.417047292131463,True,1.129740150803491,1.2943380535695628,7.545114187639438,8.64511418763944,False,navigation_only_no_cross_class_science_claim,False,available_not_growth_history
v7.5-class-aware-science,v7.5-accreting-atlas-catalogue,physical_object,3,3,3,3,3,HZA-XQR30-PSO-J231-20,XQR30-PSO-J231-20_mazzucchelli23,HZA-XQR30-PSO-J231-20,PSO J231-20,xqr30_mazzucchelli23,luminous_quasar_comparison,virial_uv_single_epoch,secure,6.5869,9.52,single-epoch-virial-mgii-vestergaard-osmer2009,high,100.0,v7.5-accreting-atlas-catalogue,231.65766666666667,-20.833516666666664,far_ir_cii_spectroscopic,0.8251419465248617,E-XQR-30,0.04,0.04,individual_robust,,,,,47.36,0.04,0.04,l3000_richards2006_bc5p15,,,0.53,0.07,0.5490721991420168,-0.0153535852816509,consistent,,,,True,False,False,True,mstar;lensing,single-epoch-virial-mgii-vestergaard-osmer2009,missing-host-mstar,l3000_richards2006_bc5p15,robust,v7.1,Mazzucchelli et al. (2023) Table 1,Canonical row uses the published MgII virial mass; CIV quantities are retained as source-local observables; no cross-class science pooling is authorized.,,all_sky_bright_quasar_sample,,,,,,,,,,,,,,,,,,,0.55,mgii_single_epoch_scaling_relation_scatter,False,,,broad_absorption_line,"A&A 676, A71 (2023); arXiv:2306.16474v1",https://www.aanda.org/articles/aa/full_html/2023/08/aa46317-23/aa46317-23.html,10.1051/0004-6361/202346317,https://arxiv.org/e-print/2306.16474v1,412055cec92c368f711605822d806c949816695a451efee867904d2171fee53f,2026-08-26,"E-XQR-30: 30 XQR-30 quasars selected at declination<+27 degrees, z>=5.8, J_AB<=19.8 below z=6.0 or <=20.0 at z>=6.0, without prior deep XSHOOTER spectra, plus 12 archival XSHOOTER quasars of comparable quality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,published_high_snr_xshooter_type1_quasar_spectrum,type1_broad_line,luminous_quasar;broad_uv_line,,unlensed,True,True,,,,,D'Odorico et al. (2023) Table 1,"MNRAS 523, 1399-1420 (2023); arXiv:2305.05053v1",https://academic.oup.com/mnras/article/523/1/1399/7161136,https://arxiv.org/e-print/2305.05053v1,1cf315f5fd4cd9f0edebb840c254dcd6bee26e2a061ce9fc9ff5bc8f344d7c42,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,HZS-XQR30-PSO-J231-20,source_verified_single_quasar_host,resolved,recorded,not_required,,0.04,0.04,,,0.04,0.04,published_spectral_fit_propagation,False,,True,mgii_luminous_quasar_comparison_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,,,,PSO J231-20;PSOJ231-20,,,,,,,,,1.0,1.0,0.0,0.0,,,,,,,1,XQR30-PSO-J231-20_mazzucchelli23,PSO J231-20,xqr30_mazzucchelli23,secure,published_high_snr_xshooter_type1_quasar_spectrum,preferred_measurement_controls_object_status;all_measurement_statuses_retained,1.193910686630459,0.8763812486968262,0.7176165297300099,7.630411419159798,3.221371397199327,True,1.1065900911987097,1.2812312820622078,7.080411419159797,8.1804114191598,False,navigation_only_no_cross_class_science_claim,False,available_not_growth_history
v7.5-class-aware-science,v7.5-accreting-atlas-catalogue,physical_object,4,4,4,4,4,HZA-XQR30-DELS-J0923-0402,XQR30-DELS-J0923-0402_mazzucchelli23,HZA-XQR30-DELS-J0923-0402,DELS J0923+0402,xqr30_mazzucchelli23,luminous_quasar_comparison,virial_uv_single_epoch,secure,6.633,9.42,single-epoch-virial-mgii-vestergaard-osmer2009,high,100.0,v7.5-accreting-atlas-catalogue,140.94633333333334,4.048444444444445,far_ir_cii_spectroscopic,0.8176901744333945,E-XQR-30,0.16,0.24,individual_robust,,,,,47.51,0.07,0.08,l3000_richards2006_bc5p15,,,0.95,0.44,0.9764037863590236,-0.0119058495935852,consistent,,,,True,False,False,True,mstar;lensing,single-epoch-virial-mgii-vestergaard-osmer2009,missing-host-mstar,l3000_richards2006_bc5p15,robust,v7.1,Mazzucchelli et al. (2023) Table 1,Canonical row uses the published MgII virial mass; CIV quantities are retained as source-local observables; no cross-class science pooling is authorized.,,all_sky_bright_quasar_sample,,,,,,,,,,,,,,,,,,,0.55,mgii_single_epoch_scaling_relation_scatter,False,,,broad_absorption_line,"A&A 676, A71 (2023); arXiv:2306.16474v1",https://www.aanda.org/articles/aa/full_html/2023/08/aa46317-23/aa46317-23.html,10.1051/0004-6361/202346317,https://arxiv.org/e-print/2306.16474v1,412055cec92c368f711605822d806c949816695a451efee867904d2171fee53f,2026-08-26,"E-XQR-30: 30 XQR-30 quasars selected at declination<+27 degrees, z>=5.8, J_AB<=19.8 below z=6.0 or <=20.0 at z>=6.0, without prior deep XSHOOTER spectra, plus 12 archival XSHOOTER quasars of comparable quality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,published_high_snr_xshooter_type1_quasar_spectrum,type1_broad_line,luminous_quasar;broad_uv_line,,unlensed,True,True,,,,,D'Odorico et al. (2023) Table 1,"MNRAS 523, 1399-1420 (2023); arXiv:2305.05053v1",https://academic.oup.com/mnras/article/523/1/1399/7161136,https://arxiv.org/e-print/2305.05053v1,1cf315f5fd4cd9f0edebb840c254dcd6bee26e2a061ce9fc9ff5bc8f344d7c42,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,HZS-XQR30-DELS-J0923-0402,source_verified_single_quasar_host,resolved,recorded,not_required,,0.16,0.24,,,0.07,0.08,published_spectral_fit_propagation,False,,True,mgii_luminous_quasar_comparison_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,,,,DELS J0923+0402;J0923+0402,,,,,,,,,1.0,1.0,0.0,0.0,,,,,,,1,XQR30-DELS-J0923-0402_mazzucchelli23,DELS J0923+0402,xqr30_mazzucchelli23,secure,published_high_snr_xshooter_type1_quasar_spectrum,preferred_measurement_controls_object_status;all_measurement_statuses_retained,1.1902654891922915,0.8694392117819705,0.7090260730768099,7.549829000158147,3.1860966671938247,True,1.1020382629044532,1.2784927154801298,6.9998290001581465,8.099829000158149,False,navigation_only_no_cross_class_science_claim,False,available_not_growth_history
v7.5-class-aware-science,v7.5-accreting-atlas-catalogue,physical_object,5,5,5,5,5,HZA-XQR30-DELS-J1535-1943,XQR30-DELS-J1535-1943_mazzucchelli23,HZA-XQR30-DELS-J1535-1943,DELS J1535+1943,xqr30_mazzucchelli23,luminous_quasar_comparison,virial_uv_single_epoch,secure,6.37,9.8,single-epoch-virial-mgii-vestergaard-osmer2009,high,100.0,v7.5-accreting-atlas-catalogue,233.88695833333335,19.72225,far_ir_cii_spectroscopic,0.8617699172732827,E-XQR-30,0.06,0.07,individual_robust,,,,,47.6,0.1,0.13,l3000_richards2006_bc5p15,,,0.48,0.15,0.5007597972064988,-0.0183882175068466,consistent,,,,True,False,False,True,mstar;lensing,single-epoch-virial-mgii-vestergaard-osmer2009,missing-host-mstar,l3000_richards2006_bc5p15,robust,v7.1,Mazzucchelli et al. (2023) Table 1,Canonical row uses the published MgII virial mass; CIV quantities are retained as source-local observables; no cross-class science pooling is authorized.,,all_sky_bright_quasar_sample,,,,,,,,,,,,,,,,,,,0.55,mgii_single_epoch_scaling_relation_scatter,False,,,,"A&A 676, A71 (2023); arXiv:2306.16474v1",https://www.aanda.org/articles/aa/full_html/2023/08/aa46317-23/aa46317-23.html,10.1051/0004-6361/202346317,https://arxiv.org/e-print/2306.16474v1,412055cec92c368f711605822d806c949816695a451efee867904d2171fee53f,2026-08-26,"E-XQR-30: 30 XQR-30 quasars selected at declination<+27 degrees, z>=5.8, J_AB<=19.8 below z=6.0 or <=20.0 at z>=6.0, without prior deep XSHOOTER spectra, plus 12 archival XSHOOTER quasars of comparable quality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,published_high_snr_xshooter_type1_quasar_spectrum,type1_broad_line,luminous_quasar;broad_uv_line,,unlensed,True,True,,,,,D'Odorico et al. (2023) Table 1,"MNRAS 523, 1399-1420 (2023); arXiv:2305.05053v1",https://academic.oup.com/mnras/article/523/1/1399/7161136,https://arxiv.org/e-print/2305.05053v1,1cf315f5fd4cd9f0edebb840c254dcd6bee26e2a061ce9fc9ff5bc8f344d7c42,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,HZS-XQR30-DELS-J1535-1943,source_verified_single_quasar_host,resolved,recorded,not_required,,0.06,0.07,,,0.1,0.13,published_spectral_fit_propagation,False,,True,mgii_luminous_quasar_comparison_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,,,,DELS J1535+1943;J1535+1943,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,1,XQR30-DELS-J1535-1943_mazzucchelli23,DELS J1535+1943,xqr30_mazzucchelli23,secure,published_high_snr_xshooter_type1_quasar_spectrum,preferred_measurement_controls_object_status;all_measurement_statuses_retained,1.1788219888325095,0.8765599404139175,0.7254289162046212,7.814967465683681,3.18322488561227,True,1.0956999255173965,1.2619440521476226,7.2649674656836805,8.364967465683682,False,navigation_only_no_cross_class_science_claim,False,available_not_growth_history
v7.5-class-aware-science,v7.5-accreting-atlas-catalogue,physical_object,6,6,6,6,6,HZA-XQR30-PSO-J036-03,XQR30-PSO-J036-03_mazzucchelli23,HZA-XQR30-PSO-J036-03,PSO J036+03,xqr30_mazzucchelli23,luminous_quasar_comparison,virial_uv_single_epoch,secure,6.5405,9.43,single-epoch-virial-mgii-vestergaard-osmer2009,high,100.0,v7.5-accreting-atlas-catalogue,36.50779166666667,3.0497888888888887,far_ir_cii_spectroscopic,0.8327570508537522,E-XQR-30,0.08,0.07,individual_robust,,,,,47.5,0.04,0.05,l3000_richards2006_bc5p15,,,0.66,0.2,0.932458376936134,-0.1500855193405682,consistent,,,,True,False,False,True,mstar;lensing,single-epoch-virial-mgii-vestergaard-osmer2009,missing-host-mstar,l3000_richards2006_bc5p15,robust,v7.1,Mazzucchelli et al. (2023) Table 1,Canonical row uses the published MgII virial mass; CIV quantities are retained as source-local observables; no cross-class science pooling is authorized.,,all_sky_bright_quasar_sample,,,,,,,,,,,,,,,,,,,0.55,mgii_single_epoch_scaling_relation_scatter,False,,,,"A&A 676, A71 (2023); arXiv:2306.16474v1",https://www.aanda.org/articles/aa/full_html/2023/08/aa46317-23/aa46317-23.html,10.1051/0004-6361/202346317,https://arxiv.org/e-print/2306.16474v1,412055cec92c368f711605822d806c949816695a451efee867904d2171fee53f,2026-08-26,"E-XQR-30: 30 XQR-30 quasars selected at declination<+27 degrees, z>=5.8, J_AB<=19.8 below z=6.0 or <=20.0 at z>=6.0, without prior deep XSHOOTER spectra, plus 12 archival XSHOOTER quasars of comparable quality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,published_high_snr_xshooter_type1_quasar_spectrum,type1_broad_line,luminous_quasar;broad_uv_line,,unlensed,True,True,,,,,D'Odorico et al. (2023) Table 1,"MNRAS 523, 1399-1420 (2023); arXiv:2305.05053v1",https://academic.oup.com/mnras/article/523/1/1399/7161136,https://arxiv.org/e-print/2305.05053v1,1cf315f5fd4cd9f0edebb840c254dcd6bee26e2a061ce9fc9ff5bc8f344d7c42,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.0 candidate within 0.5 arcsec and delta-z 0.01,HZS-XQR30-PSO-J036-03,source_verified_single_quasar_host,resolved,recorded,not_required,,0.08,0.07,,,0.04,0.05,published_spectral_fit_propagation,False,,True,mgii_luminous_quasar_comparison_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,,,,PSO J036+03;PSOJ036+03,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,1,XQR30-PSO-J036-03_mazzucchelli23,PSO J036+03,xqr30_mazzucchelli23,secure,published_high_snr_xshooter_type1_quasar_spectrum,preferred_measurement_controls_object_status;all_measurement_statuses_retained,1.167363001837297,0.8531333916522911,0.6960185865597882,7.5205682324248695,3.0652274414162335,True,1.0809498590364204,1.253776144638174,6.970568232424869,8.07056823242487,False,navigation_only_no_cross_class_science_claim,False,available_not_growth_history
v7.5-class-aware-science,v7.5-accreting-atlas-catalogue,physical_object,7,7,7,7,7,HZA-GNIRS50-J0050-3445,GNIRS50-J0050-3445_shen19,HZA-GNIRS50-J0050-3445,J0050+3445,shen19_gnirs50,luminous_quasar_comparison,virial_uv_single_epoch,secure,6.24598,9.8542,single-epoch-virial-mgii-shen2011,high,100.0,v7.5-accreting-atlas-catalogue,12.527791666666667,34.756277777777775,broad_uv_line_systemic,0.8839473770037883,Gemini-GNIRS LLP-7,0.0727,0.0727,individual_robust,,,,,47.2576,0.00201,0.00201,l3000_richards2006_bc5p15,,,0.194760104994242,0.0327549177587326,0.2009229078672168,-0.0135294548824343,consistent,,,,True,False,False,True,mstar;lensing,source_fiducial_uv_virial,missing-host-mstar,l3000_richards2006_bc5p15,robust,v7.2,Shen et al. (2019) CDS Tables 1 and 3,"Published fiducial mass uses MgII when available, otherwise CIV.",,all_sky_optically_selected_quasar_sample,,,,,,,,,,,,,,,,,,,0.4,source_stated_single_epoch_virial_systematic,False,,,,"ApJ 873, 35 (2019); arXiv:1809.05584v1",https://iopscience.iop.org/article/10.3847/1538-4357/ab03d9,10.3847/1538-4357/ab03d9,https://arxiv.org/e-print/1809.05584v1,2b4376dc136873c4b8db0e5016568b9b1d4692042f6bb035e61fa8bd76b980ef,2026-08-26,50 optically selected quasars at z>=5.7 observed with Gemini/GNIRS during semesters 2015B-2017A with simultaneous 0.85-2.5 micron coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,published_gnirs_type1_quasar_spectrum,type1_broad_line,luminous_quasar;broad_uv_line,,not_reported,True,True,,,,,,,,,,True,only atlas measurement for this physical object,singleton assignment after coordinate-redshift search,no v7.1 candidate within 0.5 arcsec and delta-z 0.01 and no manual identity assertion,HZS-GNIRS50-J0050-3445,source_verified_single_quasar_host,resolved,recorded,not_required,,0.0727,0.0727,,,0.00201,0.00201,published_monte_carlo_spectral_fit_measurement_error,False,,True,mgii_luminous_quasar_comparison_stratum,not_published,eligible_numeric_mass_with_resolved_identity_and_lensing,eligible_secure_or_probable_primary_comparable_mass,,,,J0050+3445,,,,,,,,,,0.0,,,https://cdsarc.cds.unistra.fr/ftp/J/ApJ/873/35/table1.dat,40ed1598d8c6d4d4a4aa580c578742f9e0334c26bb9dd762a9a0375231a7239f,https://cdsarc.cds.unistra.fr/ftp/J/ApJ/873/35/table3.dat,e1eae3266b9ccfc966303c6e389e9c16141678199924a67ab4c786fed3240323,0.0,MgII,1,GNIRS50-J0050-3445_shen19,J0050+3445,shen19_gnirs50,secure,published_gnirs_type1_quasar_spectrum,preferred_measurement_controls_object_status;all_measurement_statuses_retained,1.1534339273278387,0.8597225557488518,0.7128668699593587,7.81137817538214,3.044793917940466,True,1.0946916530120412,1.2121762016436357,7.41137817538214,8.21137817538214,False,navigation_only_no_cross_class_science_claim,False,available_not_growth_history
