science_release,input_catalogue_release,physical_object_id,object_id,object_class,growth_ranking_eligible_flag,growth_product_status,growth_product_status_reason,parameter_map_path,seed_redshift_map_path,growth_track_path
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-GOODS-N-9771,GOODS-N-9771,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-goods-n-9771.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-goods-n-9771.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-goods-n-9771.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-GS-10013704,GS-10013704,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-gs-10013704.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-gs-10013704.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-gs-10013704.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-GS-159717,GS-159717,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-gs-159717.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-gs-159717.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-gs-159717.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-GS-164055,GS-164055,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-gs-164055.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-gs-164055.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-gs-164055.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-GS-172975,GS-172975,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-gs-172975.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-gs-172975.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-gs-172975.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-GS-20030333,GS-20030333,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-gs-20030333.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-gs-20030333.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-gs-20030333.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-GS-20057765,GS-20057765,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-gs-20057765.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-gs-20057765.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-gs-20057765.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-GS-200679,GS-200679,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-gs-200679.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-gs-200679.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-gs-200679.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-GS-204851,GS-204851,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-gs-204851.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-gs-204851.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-gs-204851.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-GS-210600,GS-210600,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-gs-210600.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-gs-210600.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-gs-210600.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-GS-30148179,GS-30148179,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-gs-30148179.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-gs-30148179.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-gs-30148179.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-GS-38562,GS-38562,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-gs-38562.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-gs-38562.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-gs-38562.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-GS-8083,GS-8083,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-gs-8083.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-gs-8083.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-gs-8083.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J0100-12446,J0100-12446,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j0100-12446.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j0100-12446.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j0100-12446.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J0100-15157,J0100-15157,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j0100-15157.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j0100-15157.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j0100-15157.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J0100-16221,J0100-16221,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j0100-16221.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j0100-16221.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j0100-16221.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J0100-2017,J0100-2017,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j0100-2017.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j0100-2017.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j0100-2017.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J0109M3047-BHAE-1,J0109M3047-BHAE-1,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j0109m3047-bhae-1.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j0109m3047-bhae-1.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j0109m3047-bhae-1.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J0148-12884,J0148-12884,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j0148-12884.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j0148-12884.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j0148-12884.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J0148-4214,J0148-4214,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j0148-4214.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j0148-4214.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j0148-4214.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J0148-976,J0148-976,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j0148-976.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j0148-976.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j0148-976.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J0218P0007-BHAE-1,J0218P0007-BHAE-1,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j0218p0007-bhae-1.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j0218p0007-bhae-1.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j0218p0007-bhae-1.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J0224M4711-BHAE-1,J0224M4711-BHAE-1,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j0224m4711-bhae-1.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j0224m4711-bhae-1.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j0224m4711-bhae-1.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J0229M0808-BHAE-1,J0229M0808-BHAE-1,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j0229m0808-bhae-1.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j0229m0808-bhae-1.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j0229m0808-bhae-1.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J0229M0808-BHAE-2,J0229M0808-BHAE-2,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j0229m0808-bhae-2.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j0229m0808-bhae-2.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j0229m0808-bhae-2.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J0430M1445-BHAE-1,J0430M1445-BHAE-1,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j0430m1445-bhae-1.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j0430m1445-bhae-1.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j0430m1445-bhae-1.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J0910M0414-BHAE-1,J0910M0414-BHAE-1,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j0910m0414-bhae-1.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j0910m0414-bhae-1.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j0910m0414-bhae-1.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J0923P0402-BHAE-1,J0923P0402-BHAE-1,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j0923p0402-bhae-1.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j0923p0402-bhae-1.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j0923p0402-bhae-1.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J1120-14389,J1120-14389,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j1120-14389.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j1120-14389.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j1120-14389.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J1120-7546,J1120-7546,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j1120-7546.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j1120-7546.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j1120-7546.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J1148-18404,J1148-18404,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j1148-18404.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j1148-18404.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j1148-18404.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J1148-21787,J1148-21787,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j1148-21787.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j1148-21787.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j1148-21787.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J1148-7111,J1148-7111,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j1148-7111.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j1148-7111.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j1148-7111.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J1526M2050-BHAE-1,J1526M2050-BHAE-1,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j1526m2050-bhae-1.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j1526m2050-bhae-1.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j1526m2050-bhae-1.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J1526M2050-BHAE-2,J1526M2050-BHAE-2,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j1526m2050-bhae-2.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j1526m2050-bhae-2.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j1526m2050-bhae-2.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J1526M2050-BHAE-3,J1526M2050-BHAE-3,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j1526m2050-bhae-3.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j1526m2050-bhae-3.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j1526m2050-bhae-3.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J2002M3013-BHAE-1,J2002M3013-BHAE-1,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j2002m3013-bhae-1.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j2002m3013-bhae-1.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j2002m3013-bhae-1.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J2132P1217-BHAE-1,J2132P1217-BHAE-1,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j2132p1217-bhae-1.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j2132p1217-bhae-1.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j2132p1217-bhae-1.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J2232P2930-BHAE-1,J2232P2930-BHAE-1,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j2232p2930-bhae-1.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j2232p2930-bhae-1.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j2232p2930-bhae-1.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J2232P2930-BHAE-2,J2232P2930-BHAE-2,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j2232p2930-bhae-2.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j2232p2930-bhae-2.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j2232p2930-bhae-2.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-J2232P2930-BHAE-3,J2232P2930-BHAE-3,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-j2232p2930-bhae-3.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-j2232p2930-bhae-3.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-j2232p2930-bhae-3.png
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-JADES-NS-GS00004902,JADES-NS-GS00004902,narrow_line_agn_candidate,False,unavailable,missing_numeric_mbh,,,
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-JADES-NS-GS00007762,JADES-NS-GS00007762,narrow_line_agn_candidate,False,unavailable,missing_numeric_mbh,,,
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-JADES-NS-GS00009422,JADES-NS-GS00009422,narrow_line_agn_candidate,False,unavailable,missing_numeric_mbh,,,
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-JADES-NS-GS00009452,JADES-NS-GS00009452,narrow_line_agn_candidate,False,unavailable,missing_numeric_mbh,,,
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-JADES-NS-GS00016745,JADES-NS-GS00016745,narrow_line_agn_candidate,False,unavailable,missing_numeric_mbh,,,
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-JADES-NS-GS00017072,JADES-NS-GS00017072,narrow_line_agn_candidate,False,unavailable,missing_numeric_mbh,,,
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-JADES-NS-GS00021842,JADES-NS-GS00021842,narrow_line_agn_candidate,False,unavailable,missing_numeric_mbh,,,
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-JADES-NS-GS00022251,JADES-NS-GS00022251,narrow_line_agn_candidate,False,unavailable,missing_numeric_mbh,,,
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-JADES-NS-GS00095256,JADES-NS-GS00095256,narrow_line_agn_candidate,False,unavailable,missing_numeric_mbh,,,
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-JADES-NS-GS00099671,JADES-NS-GS00099671,narrow_line_agn_candidate,False,unavailable,missing_numeric_mbh,,,
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-JADES-NS-GS00111091,JADES-NS-GS00111091,narrow_line_agn_candidate,False,unavailable,missing_numeric_mbh,,,
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-JADES-NS-GS00201127,JADES-NS-GS00201127,narrow_line_agn_candidate,False,unavailable,missing_numeric_mbh,,,
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-JADES-NS-GS00202208,JADES-NS-GS00202208,narrow_line_agn_candidate,False,unavailable,missing_numeric_mbh,,,
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-JADES-NS-GS00208643,JADES-NS-GS00208643,narrow_line_agn_candidate,False,unavailable,missing_numeric_mbh,,,
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-JADES-NS-GS10000626,JADES-NS-GS10000626,narrow_line_agn_candidate,False,unavailable,missing_numeric_mbh,,,
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-JADES-NS-GS10013609,JADES-NS-GS10013609,narrow_line_agn_candidate,False,unavailable,missing_numeric_mbh,,,
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-JADES-NS-GS10013905,JADES-NS-GS10013905,narrow_line_agn_candidate,False,unavailable,missing_numeric_mbh,,,
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-JADES-NS-GS10015338,JADES-NS-GS10015338,narrow_line_agn_candidate,False,unavailable,missing_numeric_mbh,,,
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-JADES-NS-GS10056849,JADES-NS-GS10056849,narrow_line_agn_candidate,False,unavailable,missing_numeric_mbh,,,
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-JADES-NS-GS10058975,JADES-NS-GS10058975,narrow_line_agn_candidate,False,unavailable,missing_numeric_mbh,,,
v7.5-figures-and-gallery,v7.5-accreting-atlas-catalogue,HZA-RUBIES-EGS-13872,RUBIES-EGS-13872,broad_line_agn,True,complete_inherited_v7_4,eligible_values_unchanged_from_v7_4,results/past_releases/v7_4/galleries/per_object/parameter_maps/broad_line_agn/v7_4_parameter_map_hza-rubies-egs-13872.png,results/past_releases/v7_4/galleries/per_object/seed_redshift_maps/broad_line_agn/v7_4_seed_redshift_map_hza-rubies-egs-13872.png,results/past_releases/v7_4/galleries/per_object/growth_tracks/broad_line_agn/v7_4_growth_track_hza-rubies-egs-13872.png
