catalogue_release,physical_object_id,host_system_id,measurement_id,object_id,source_key,ra_deg,dec_deg,redshift,alias_kind
v7-accreting-atlas-catalogue,HZA-GN-954,HZS-GN-954,GN954_juodzbalis25,GN-954,juodzbalis25_jades_blagn,189.15197,62.25964,6.759,source_object_id
v7-accreting-atlas-catalogue,HZA-GOODS-N-12839,HZS-GOODS-N-12839,GOODSN12839_matthee23,GOODS-N-12839,matthee23_eiger_fresco_blagn,189.34429167,62.26336389,5.241,source_object_id
v7-accreting-atlas-catalogue,HZA-GOODS-N-13733,HZS-GOODS-N-13733,GOODSN13733_matthee23,GOODS-N-13733,matthee23_eiger_fresco_blagn,189.05708333,62.26893889,5.236,source_object_id
v7-accreting-atlas-catalogue,HZA-GOODS-N-14409,HZS-GOODS-N-14409,GOODSN14409_matthee23,GOODS-N-14409,matthee23_eiger_fresco_blagn,189.07208333,62.27343056,5.139,source_object_id
v7-accreting-atlas-catalogue,HZA-GOODS-N-15498,HZS-GOODS-N-15498,GOODSN15498_matthee23,GOODS-N-15498,matthee23_eiger_fresco_blagn,189.28554167,62.28078333,5.086,source_object_id
v7-accreting-atlas-catalogue,HZA-GOODS-N-16813,HZS-GOODS-N-16813,GOODSN16813_matthee23,GOODS-N-16813,matthee23_eiger_fresco_blagn,189.17929167,62.29253333,5.355,source_object_id
v7-accreting-atlas-catalogue,HZA-GOODS-N-4014,HZS-GOODS-N-4014,GOODSN4014_matthee23,GOODS-N-4014,matthee23_eiger_fresco_blagn,189.300125,62.21204444,5.228,source_object_id
v7-accreting-atlas-catalogue,HZA-GOODS-N-9771,HZS-GOODS-N-9771,GOODSN9771_matthee23,GOODS-N-9771,matthee23_eiger_fresco_blagn,189.281,62.24730833,5.538,source_object_id
v7-accreting-atlas-catalogue,HZA-GS-10013704,HZS-GS-10013704,GS10013704_juodzbalis25,GS-10013704,juodzbalis25_jades_blagn,53.12654,-27.81809,5.919,source_object_id
v7-accreting-atlas-catalogue,HZA-GS-159717,HZS-GS-159717,GS159717_juodzbalis25,GS-159717,juodzbalis25_jades_blagn,53.09753,-27.90126,5.077,source_object_id
v7-accreting-atlas-catalogue,HZA-GS-164055,HZS-GS-164055,GS164055_juodzbalis25,GS-164055,juodzbalis25_jades_blagn,53.08168,-27.88857,7.397,source_object_id
v7-accreting-atlas-catalogue,HZA-GS-172975,HZS-GS-172975,GS172975_juodzbalis25,GS-172975,juodzbalis25_jades_blagn,53.08773,-27.87124,4.741,source_object_id
v7-accreting-atlas-catalogue,HZA-GS-20030333,HZS-GS-20030333,GS20030333_juodzbalis25,GS-20030333,juodzbalis25_jades_blagn,53.05373,-27.87789,7.891,source_object_id
v7-accreting-atlas-catalogue,HZA-GS-20057765,HZS-GS-20057765,GS20057765_juodzbalis25,GS-20057765,juodzbalis25_jades_blagn,53.0408,-27.85901,8.913,source_object_id
v7-accreting-atlas-catalogue,HZA-GS-200679,HZS-GS-200679,GS200679_juodzbalis25,GS-200679,juodzbalis25_jades_blagn,53.11392,-27.8062,4.547,source_object_id
v7-accreting-atlas-catalogue,HZA-GS-204851,HZS-GS-204851,GOODSS13971_matthee23,GOODS-S-13971,matthee23_eiger_fresco_blagn,53.13858333,-27.79025,5.481,source_object_id
v7-accreting-atlas-catalogue,HZA-GS-204851,HZS-GS-204851,GS204851_juodzbalis25,GS-204851,juodzbalis25_jades_blagn,53.13859,-27.79025,5.48,source_object_id
v7-accreting-atlas-catalogue,HZA-GS-210600,HZS-GS-210600,GS210600_juodzbalis25,GS-210600,juodzbalis25_jades_blagn,53.16611,-27.77985,6.306,source_object_id
v7-accreting-atlas-catalogue,HZA-GS-30148179,HZS-GS-30148179,GS30148179_juodzbalis25,GS-30148179,juodzbalis25_jades_blagn,53.14208,-27.77985,5.922,source_object_id
v7-accreting-atlas-catalogue,HZA-GS-38562,HZS-GS-38562,GS38562_juodzbalis25,GS-38562,juodzbalis25_jades_blagn,53.13586,-27.87165,4.822,source_object_id
v7-accreting-atlas-catalogue,HZA-GS-8083,HZS-GS-8083,GS8083_juodzbalis25,GS-8083,juodzbalis25_jades_blagn,53.13284,-27.80186,4.753,source_object_id
v7-accreting-atlas-catalogue,HZA-J0100-12446,HZS-J0100-12446,J010012446_matthee23,J0100-12446,matthee23_eiger_fresco_blagn,15.04825,28.00971667,4.699,source_object_id
v7-accreting-atlas-catalogue,HZA-J0100-15157,HZS-J0100-15157,J010015157_matthee23,J0100-15157,matthee23_eiger_fresco_blagn,15.03025,28.05017778,4.941,source_object_id
v7-accreting-atlas-catalogue,HZA-J0100-16221,HZS-J0100-16221,J010016221_matthee23,J0100-16221,matthee23_eiger_fresco_blagn,15.03404167,28.05157778,4.349,source_object_id
v7-accreting-atlas-catalogue,HZA-J0100-2017,HZS-J0100-2017,J01002017_matthee23,J0100-2017,matthee23_eiger_fresco_blagn,15.05804167,28.07241389,4.938,source_object_id
v7-accreting-atlas-catalogue,HZA-J0109M3047-BHAE-1,HZS-J0109M3047-BHAE-1,J0109M3047BHAE1_lin24,J0109M3047-BHAE-1,lin24_aspire_blagn,17.4772,-30.8353,4.36,source_object_id
v7-accreting-atlas-catalogue,HZA-J0148-12884,HZS-J0148-12884,J014812884_matthee23,J0148-12884,matthee23_eiger_fresco_blagn,27.17325,6.01591667,4.602,source_object_id
v7-accreting-atlas-catalogue,HZA-J0148-4214,HZS-J0148-4214,J01484214_matthee23,J0148-4214,matthee23_eiger_fresco_blagn,27.13870833,5.99723333,5.019,source_object_id
v7-accreting-atlas-catalogue,HZA-J0148-976,HZS-J0148-976,J0148976_matthee23,J0148-976,matthee23_eiger_fresco_blagn,27.14616667,5.955825,4.163,source_object_id
v7-accreting-atlas-catalogue,HZA-J0218P0007-BHAE-1,HZS-J0218P0007-BHAE-1,J0218P0007BHAE1_lin24,J0218P0007-BHAE-1,lin24_aspire_blagn,34.695,0.0874,4.2291,source_object_id
v7-accreting-atlas-catalogue,HZA-J0224M4711-BHAE-1,HZS-J0224M4711-BHAE-1,J0224M4711BHAE1_lin24,J0224M4711-BHAE-1,lin24_aspire_blagn,36.0952,-47.2007,4.0639,source_object_id
v7-accreting-atlas-catalogue,HZA-J0229M0808-BHAE-1,HZS-J0229M0808-BHAE-1,J0229M0808BHAE1_lin24,J0229M0808-BHAE-1,lin24_aspire_blagn,37.4083,-8.1459,4.3653,source_object_id
v7-accreting-atlas-catalogue,HZA-J0229M0808-BHAE-2,HZS-J0229M0808-BHAE-2,J0229M0808BHAE2_lin24,J0229M0808-BHAE-2,lin24_aspire_blagn,37.3964,-8.1954,5.0369,source_object_id
v7-accreting-atlas-catalogue,HZA-J0430M1445-BHAE-1,HZS-J0430M1445-BHAE-1,J0430M1445BHAE1_lin24,J0430M1445-BHAE-1,lin24_aspire_blagn,67.6898,-14.7873,4.0947,source_object_id
v7-accreting-atlas-catalogue,HZA-J0910M0414-BHAE-1,HZS-J0910M0414-BHAE-1,J0910M0414BHAE1_lin24,J0910M0414-BHAE-1,lin24_aspire_blagn,137.7143,-4.2213,4.9102,source_object_id
v7-accreting-atlas-catalogue,HZA-J0923P0402-BHAE-1,HZS-J0923P0402-BHAE-1,J0923P0402BHAE1_lin24,J0923P0402-BHAE-1,lin24_aspire_blagn,140.9658,4.0545,4.8688,source_object_id
v7-accreting-atlas-catalogue,HZA-J1120-14389,HZS-J1120-14389,J112014389_matthee23,J1120-14389,matthee23_eiger_fresco_blagn,170.00370833,6.71956111,4.897,source_object_id
v7-accreting-atlas-catalogue,HZA-J1120-7546,HZS-J1120-7546,J11207546_matthee23,J1120-7546,matthee23_eiger_fresco_blagn,169.99941667,6.654725,4.967,source_object_id
v7-accreting-atlas-catalogue,HZA-J1148-18404,HZS-J1148-18404,J114818404_matthee23,J1148-18404,matthee23_eiger_fresco_blagn,177.05795833,52.86280278,5.011,source_object_id
v7-accreting-atlas-catalogue,HZA-J1148-21787,HZS-J1148-21787,J114821787_matthee23,J1148-21787,matthee23_eiger_fresco_blagn,177.02141667,52.83362222,4.277,source_object_id
v7-accreting-atlas-catalogue,HZA-J1148-7111,HZS-J1148-7111,J11487111_matthee23,J1148-7111,matthee23_eiger_fresco_blagn,177.10170833,52.90796111,4.339,source_object_id
v7-accreting-atlas-catalogue,HZA-J1526M2050-BHAE-1,HZS-J1526M2050-BHAE-1,J1526M2050BHAE1_lin24,J1526M2050-BHAE-1,lin24_aspire_blagn,231.6589,-20.8692,4.1573,source_object_id
v7-accreting-atlas-catalogue,HZA-J1526M2050-BHAE-2,HZS-J1526M2050-BHAE-2,J1526M2050BHAE2_lin24,J1526M2050-BHAE-2,lin24_aspire_blagn,231.6513,-20.8566,4.8708,source_object_id
v7-accreting-atlas-catalogue,HZA-J1526M2050-BHAE-3,HZS-J1526M2050-BHAE-3,J1526M2050BHAE3_lin24,J1526M2050-BHAE-3,lin24_aspire_blagn,231.671,-20.8434,4.8751,source_object_id
v7-accreting-atlas-catalogue,HZA-J2002M3013-BHAE-1,HZS-J2002M3013-BHAE-1,J2002M3013BHAE1_lin24,J2002M3013-BHAE-1,lin24_aspire_blagn,300.6666,-30.1814,4.9461,source_object_id
v7-accreting-atlas-catalogue,HZA-J2132P1217-BHAE-1,HZS-J2132P1217-BHAE-1,J2132P1217BHAE1_lin24,J2132P1217-BHAE-1,lin24_aspire_blagn,323.1515,12.3108,4.925,source_object_id
v7-accreting-atlas-catalogue,HZA-J2232P2930-BHAE-1,HZS-J2232P2930-BHAE-1,J2232P2930BHAE1_lin24,J2232P2930-BHAE-1,lin24_aspire_blagn,338.2275,29.494,4.1349,source_object_id
v7-accreting-atlas-catalogue,HZA-J2232P2930-BHAE-2,HZS-J2232P2930-BHAE-2,J2232P2930BHAE2_lin24,J2232P2930-BHAE-2,lin24_aspire_blagn,338.2381,29.5225,4.4693,source_object_id
v7-accreting-atlas-catalogue,HZA-J2232P2930-BHAE-3,HZS-J2232P2930-BHAE-3,J2232P2930BHAE3_lin24,J2232P2930-BHAE-3,lin24_aspire_blagn,338.2325,29.5094,4.7061,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-EGS-13872,HZS-RUBIES-EGS-13872,RUBIESEGS13872_taylor24,RUBIES-EGS-13872,taylor24_ceers_rubies_blagn,215.132933,52.970705,5.262,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-EGS-17146,HZS-RUBIES-EGS-17146,RUBIESEGS17146_taylor24,RUBIES-EGS-17146,taylor24_ceers_rubies_blagn,214.949482,52.845415,5.0,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-EGS-28812,HZS-RUBIES-EGS-28812,RUBIESEGS28812_taylor24,RUBIES-EGS-28812,taylor24_ceers_rubies_blagn,214.924149,52.84905,4.222,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-EGS-29489,HZS-RUBIES-EGS-29489,RUBIESEGS29489_taylor24,RUBIES-EGS-29489,taylor24_ceers_rubies_blagn,215.022071,52.920786,4.543,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-EGS-37124,HZS-RUBIES-EGS-37124,RUBIESEGS37124_taylor24,RUBIES-EGS-37124,taylor24_ceers_rubies_blagn,214.990977,52.916524,5.682,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-EGS-42046,HZS-RUBIES-EGS-42046,RUBIESEGS42046_taylor24,RUBIES-EGS-42046,taylor24_ceers_rubies_blagn,214.795368,52.788847,5.276,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-EGS-42232,HZS-RUBIES-EGS-42232,RUBIESEGS42232_taylor24,RUBIES-EGS-42232,taylor24_ceers_rubies_blagn,214.886792,52.855381,4.954,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-EGS-45599,HZS-RUBIES-EGS-45599,RUBIESEGS45599_taylor24,RUBIES-EGS-45599,taylor24_ceers_rubies_blagn,214.831103,52.824124,4.862,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-EGS-46985,HZS-RUBIES-EGS-46985,RUBIESEGS46985_taylor24,RUBIES-EGS-46985,taylor24_ceers_rubies_blagn,214.805654,52.809497,4.963,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-EGS-49140,HZS-RUBIES-EGS-49140,RUBIESEGS49140_taylor24,RUBIES-EGS-49140,taylor24_ceers_rubies_blagn,214.892248,52.87741,6.685,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-EGS-60935,HZS-RUBIES-EGS-60935,RUBIESEGS60935_taylor24,RUBIES-EGS-60935,taylor24_ceers_rubies_blagn,214.923373,52.925593,5.287,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-EGS-6411,HZS-RUBIES-EGS-6411,RUBIESEGS6411_taylor24,RUBIES-EGS-6411,taylor24_ceers_rubies_blagn,215.109185,52.93977,4.88,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-EGS-926125,HZS-RUBIES-EGS-926125,RUBIESEGS926125_taylor24,RUBIES-EGS-926125,taylor24_ceers_rubies_blagn,215.137081,52.988554,5.284,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-UDS-119957,HZS-RUBIES-UDS-119957,RUBIESUDS119957_taylor24,RUBIES-UDS-119957,taylor24_ceers_rubies_blagn,34.268908,-5.176722,4.149,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-UDS-139709,HZS-RUBIES-UDS-139709,RUBIESUDS139709_taylor24,RUBIES-UDS-139709,taylor24_ceers_rubies_blagn,34.296002,-5.149895,5.685,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-UDS-143683,HZS-RUBIES-UDS-143683,RUBIESUDS143683_taylor24,RUBIES-UDS-143683,taylor24_ceers_rubies_blagn,34.316389,-5.144678,4.226,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-UDS-155916,HZS-RUBIES-UDS-155916,RUBIESUDS155916_taylor24,RUBIES-UDS-155916,taylor24_ceers_rubies_blagn,34.317031,-5.127611,4.098,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-UDS-172350,HZS-RUBIES-UDS-172350,RUBIESUDS172350_taylor24,RUBIES-UDS-172350,taylor24_ceers_rubies_blagn,34.368951,-5.103941,5.58,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-UDS-174752,HZS-RUBIES-UDS-174752,RUBIESUDS174752_taylor24,RUBIES-UDS-174752,taylor24_ceers_rubies_blagn,34.205808,-5.1005,6.039,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-UDS-182791,HZS-RUBIES-UDS-182791,RUBIESUDS182791_taylor24,RUBIES-UDS-182791,taylor24_ceers_rubies_blagn,34.213813,-5.08705,4.718,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-UDS-19484,HZS-RUBIES-UDS-19484,RUBIESUDS19484_taylor24,RUBIES-UDS-19484,taylor24_ceers_rubies_blagn,34.232426,-5.280654,4.656,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-UDS-19521,HZS-RUBIES-UDS-19521,RUBIESUDS19521_taylor24,RUBIES-UDS-19521,taylor24_ceers_rubies_blagn,34.383672,-5.287732,5.669,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-UDS-29813,HZS-RUBIES-UDS-29813,RUBIESUDS29813_taylor24,RUBIES-UDS-29813,taylor24_ceers_rubies_blagn,34.453355,-5.270717,5.44,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-UDS-30969,HZS-RUBIES-UDS-30969,RUBIESUDS30969_taylor24,RUBIES-UDS-30969,taylor24_ceers_rubies_blagn,34.296356,-5.268672,4.0,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-UDS-31747,HZS-RUBIES-UDS-31747,RUBIESUDS31747_taylor24,RUBIES-UDS-31747,taylor24_ceers_rubies_blagn,34.223757,-5.260245,4.13,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-UDS-35974,HZS-RUBIES-UDS-35974,RUBIESUDS35974_taylor24,RUBIES-UDS-35974,taylor24_ceers_rubies_blagn,34.331644,-5.260593,4.367,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-UDS-47509,HZS-RUBIES-UDS-47509,RUBIESUDS47509_taylor24,RUBIES-UDS-47509,taylor24_ceers_rubies_blagn,34.264602,-5.232586,5.673,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-UDS-48507,HZS-RUBIES-UDS-48507,RUBIESUDS48507_taylor24,RUBIES-UDS-48507,taylor24_ceers_rubies_blagn,34.284578,-5.230702,4.468,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-UDS-63139,HZS-RUBIES-UDS-63139,RUBIESUDS63139_taylor24,RUBIES-UDS-63139,taylor24_ceers_rubies_blagn,34.230848,-5.202607,4.435,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-UDS-807469,HZS-RUBIES-UDS-807469,RUBIESUDS807469_taylor24,RUBIES-UDS-807469,taylor24_ceers_rubies_blagn,34.376139,-5.310366,6.778,source_object_id
v7-accreting-atlas-catalogue,HZA-RUBIES-UDS-970351,HZS-RUBIES-UDS-970351,RUBIESUDS970351_taylor24,RUBIES-UDS-970351,taylor24_ceers_rubies_blagn,34.2619,-5.105205,5.282,source_object_id
v7-accreting-atlas-catalogue,HZA-THRILS-101567,HZS-THRILS-101567,THRILS101567_davis26,THRILS-101567,davis26_thrils_blagn,214.831734,52.867166,5.33,source_object_id
v7-accreting-atlas-catalogue,HZA-THRILS-24975,HZS-THRILS-24975,THRILS24975_davis26,THRILS-24975,davis26_thrils_blagn,214.940291,52.941319,4.4,source_object_id
v7-accreting-atlas-catalogue,HZA-THRILS-25501,HZS-THRILS-25501,THRILS25501_davis26,THRILS-25501,davis26_thrils_blagn,214.863029,52.889436,6.57,source_object_id
v7-accreting-atlas-catalogue,HZA-THRILS-40467,HZS-THRILS-40467,THRILS40467_davis26,THRILS-40467,davis26_thrils_blagn,214.923949,52.948385,5.27,source_object_id
v7-accreting-atlas-catalogue,HZA-THRILS-44774,HZS-THRILS-44774,THRILS44774_davis26,THRILS-44774,davis26_thrils_blagn,214.828433,52.853442,5.11,source_object_id
v7-accreting-atlas-catalogue,HZA-THRILS-49400,HZS-THRILS-49400,THRILS49400_davis26,THRILS-49400,davis26_thrils_blagn,215.000179,52.907742,5.11,source_object_id
