science_release,input_catalogue_release,physical_object_id,object_id,object_class,source_key,growth_ranking_eligible_flag,primary_growth_ranking_flag,growth_product_status,growth_product_status_reason,parameter_map_path,seed_redshift_map_path,growth_track_path,compatibility_scope,demographic_inference_allowed
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-J1250-3130,J1250+3130,luminous_quasar_comparison,shen19_gnirs50,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-j1250-3130.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-j1250-3130.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-j1250-3130.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-J1257-6349,J1257+6349,luminous_quasar_comparison,shen19_gnirs50,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-j1257-6349.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-j1257-6349.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-j1257-6349.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-J1335-3533,J1335+3533,luminous_quasar_comparison,shen19_gnirs50,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-j1335-3533.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-j1335-3533.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-j1335-3533.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-J1403-0902,J1403+0902,luminous_quasar_comparison,shen19_gnirs50,True,False,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-j1403-0902.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-j1403-0902.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-j1403-0902.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-J1425-3254,J1425+3254,luminous_quasar_comparison,shen19_gnirs50,True,False,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-j1425-3254.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-j1425-3254.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-j1425-3254.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-J1427-3312,J1427+3312,luminous_quasar_comparison,shen19_gnirs50,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-j1427-3312.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-j1427-3312.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-j1427-3312.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-J1429-5447,J1429+5447,luminous_quasar_comparison,shen19_gnirs50,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-j1429-5447.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-j1429-5447.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-j1429-5447.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-J1436-5007,J1436+5007,luminous_quasar_comparison,shen19_gnirs50,True,False,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-j1436-5007.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-j1436-5007.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-j1436-5007.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-J1545-6028,J1545+6028,luminous_quasar_comparison,shen19_gnirs50,True,False,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-j1545-6028.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-j1545-6028.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-j1545-6028.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-J1602-4228,J1602+4228,luminous_quasar_comparison,shen19_gnirs50,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-j1602-4228.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-j1602-4228.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-j1602-4228.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-J1609-3041,J1609+3041,luminous_quasar_comparison,shen19_gnirs50,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-j1609-3041.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-j1609-3041.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-j1609-3041.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-J1621-5155,J1621+5155,luminous_quasar_comparison,shen19_gnirs50,True,False,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-j1621-5155.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-j1621-5155.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-j1621-5155.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-J1623-3112,J1623+3112,luminous_quasar_comparison,shen19_gnirs50,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-j1623-3112.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-j1623-3112.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-j1623-3112.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-J1630-4012,J1630+4012,luminous_quasar_comparison,shen19_gnirs50,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-j1630-4012.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-j1630-4012.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-j1630-4012.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-J2307-0031,J2307+0031,luminous_quasar_comparison,shen19_gnirs50,True,False,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-j2307-0031.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-j2307-0031.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-j2307-0031.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-J2329-0403,J2329-0403,luminous_quasar_comparison,shen19_gnirs50,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-j2329-0403.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-j2329-0403.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-j2329-0403.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-J2356-0023,J2356+0023,luminous_quasar_comparison,shen19_gnirs50,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-j2356-0023.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-j2356-0023.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-j2356-0023.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-P000-26,P000+26,luminous_quasar_comparison,shen19_gnirs50,True,False,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-p000-26.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-p000-26.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-p000-26.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-P210-27,P210+27,luminous_quasar_comparison,shen19_gnirs50,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-p210-27.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-p210-27.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-p210-27.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-P228-21,P228+21,luminous_quasar_comparison,shen19_gnirs50,True,False,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-p228-21.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-p228-21.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-p228-21.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-GNIRS50-P333-26,P333+26,luminous_quasar_comparison,shen19_gnirs50,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-gnirs50-p333-26.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-gnirs50-p333-26.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-gnirs50-p333-26.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-CFHQS-J1509-1749,CFHQS J1509-1749,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-cfhqs-j1509-1749.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-cfhqs-j1509-1749.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-cfhqs-j1509-1749.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-DELS-J0923-0402,DELS J0923+0402,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-dels-j0923-0402.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-dels-j0923-0402.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-dels-j0923-0402.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-DELS-J1535-1943,DELS J1535+1943,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-dels-j1535-1943.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-dels-j1535-1943.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-dels-j1535-1943.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-PSO-J007-04,PSO J007+04,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-pso-j007-04.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-pso-j007-04.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-pso-j007-04.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-PSO-J009-10,PSO J009-10,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-pso-j009-10.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-pso-j009-10.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-pso-j009-10.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-PSO-J023-02,PSO J023-02,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-pso-j023-02.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-pso-j023-02.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-pso-j023-02.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-PSO-J025-11,PSO J025-11,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-pso-j025-11.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-pso-j025-11.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-pso-j025-11.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-PSO-J029-29,PSO J029-29,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-pso-j029-29.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-pso-j029-29.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-pso-j029-29.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-PSO-J036-03,PSO J036+03,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-pso-j036-03.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-pso-j036-03.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-pso-j036-03.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-PSO-J060-24,PSO J060+24,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-pso-j060-24.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-pso-j060-24.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-pso-j060-24.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-PSO-J065-01,PSO J065+01,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-pso-j065-01.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-pso-j065-01.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-pso-j065-01.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-PSO-J065-26,PSO J065-26,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-pso-j065-26.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-pso-j065-26.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-pso-j065-26.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-PSO-J089-15,PSO J089-15,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-pso-j089-15.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-pso-j089-15.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-pso-j089-15.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-PSO-J108-08,PSO J108+08,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-pso-j108-08.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-pso-j108-08.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-pso-j108-08.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-PSO-J158-14,PSO J158-14,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-pso-j158-14.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-pso-j158-14.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-pso-j158-14.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-PSO-J183-05,PSO J183+05,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-pso-j183-05.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-pso-j183-05.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-pso-j183-05.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-PSO-J183-12,PSO J183-12,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-pso-j183-12.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-pso-j183-12.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-pso-j183-12.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-PSO-J217-07,PSO J217-07,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-pso-j217-07.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-pso-j217-07.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-pso-j217-07.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-PSO-J217-16,PSO J217-16,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-pso-j217-16.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-pso-j217-16.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-pso-j217-16.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-PSO-J231-20,PSO J231-20,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-pso-j231-20.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-pso-j231-20.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-pso-j231-20.png,object_class=luminous_quasar_comparison,False
v7.4-growth-visualization,v7.4-accreting-atlas-catalogue,HZA-XQR30-PSO-J239-07,PSO J239-07,luminous_quasar_comparison,xqr30_mazzucchelli23,True,True,complete,eligible_canonical_numeric_mbh,results/releases/v7_4/galleries/per_object/parameter_maps/luminous_quasar_comparison/v7_4_parameter_map_hza-xqr30-pso-j239-07.png,results/releases/v7_4/galleries/per_object/seed_redshift_maps/luminous_quasar_comparison/v7_4_seed_redshift_map_hza-xqr30-pso-j239-07.png,results/releases/v7_4/galleries/per_object/growth_tracks/luminous_quasar_comparison/v7_4_growth_track_hza-xqr30-pso-j239-07.png,object_class=luminous_quasar_comparison,False
