catalogue_release,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,n_measurements,available_measurement_ids,preferred_measurement_flag,preferred_measurement_reason,redshift,cosmic_time_gyr,survey,field,object_class,quality_flag,detection_evidence,source_key,source_table,source_paper_version,source_url,source_doi,mbh_method,lrd_flag,lrd_status,halpha_absorption_fit_flag,source_caveat_tags,notes,n_samples,random_seed,z_seed,epsilon,merger_boost,reported_statistical_errors_sampled,statistical_error_model,log_mbh_err_plus_reported,log_mbh_err_minus_reported,log_mbh_sigma_plus_used,log_mbh_sigma_minus_used,mbh_uncertainty_mode,systematic_combined_with_statistical_error,scenario,scenario_label,scenario_kind,scenario_scope,mbh_delta_dex,log_mbh_sample_p5,log_mbh_sample_p16,log_mbh_sample_p50,log_mbh_sample_p84,log_mbh_sample_p95,growth_history,f_edd_avg,required_log_mseed_p5,required_log_mseed_p16,required_log_mseed_p50,required_log_mseed_p84,required_log_mseed_p95,prob_required_mseed_gt_1e5,prob_required_mseed_gt_1e6
v3-blagn,measurement,CEERS1244_taylor24,CEERS1244_taylor24,HZA-CEERS-1244,CEERS-1244,1,CEERS1244_taylor24,True,only catalogue measurement in this release,4.478,1.3430711764202312,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.03,0.02,0.03,0.02,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,7.787260984525316,7.800518019868346,7.819978998118041,7.85004536218596,7.869049355513198,fedd0p3,0.3,4.548069564325356,4.561326599668386,4.580787577918081,4.610853941986,4.629857935313238,0.0,0.0
v3-blagn,measurement,CEERS1244_taylor24,CEERS1244_taylor24,HZA-CEERS-1244,CEERS-1244,1,CEERS1244_taylor24,True,only catalogue measurement in this release,4.478,1.3430711764202312,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.03,0.02,0.03,0.02,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,7.787260984525316,7.800518019868346,7.819978998118041,7.85004536218596,7.869049355513198,fedd1,1.0,-3.010043749474551,-2.9967867141315216,-2.977325735881826,-2.9472593718139075,-2.9282553784866696,0.0,0.0
v3-blagn,measurement,CEERS1244_taylor24,CEERS1244_taylor24,HZA-CEERS-1244,CEERS-1244,1,CEERS1244_taylor24,True,only catalogue measurement in this release,4.478,1.3430711764202312,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.03,0.02,0.03,0.02,asymmetric,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,7.487260984525316,7.5005180198683465,7.519978998118042,7.55004536218596,7.569049355513198,fedd0p3,0.3,4.248069564325356,4.2613265996683865,4.2807875779180815,4.310853941986,4.329857935313238,0.0,0.0
v3-blagn,measurement,CEERS1244_taylor24,CEERS1244_taylor24,HZA-CEERS-1244,CEERS-1244,1,CEERS1244_taylor24,True,only catalogue measurement in this release,4.478,1.3430711764202312,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.03,0.02,0.03,0.02,asymmetric,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,7.487260984525316,7.5005180198683465,7.519978998118042,7.55004536218596,7.569049355513198,fedd1,1.0,-3.3100437494745507,-3.2967867141315215,-3.277325735881826,-3.2472593718139073,-3.2282553784866694,0.0,0.0
v3-blagn,measurement,CEERS1244_taylor24,CEERS1244_taylor24,HZA-CEERS-1244,CEERS-1244,1,CEERS1244_taylor24,True,only catalogue measurement in this release,4.478,1.3430711764202312,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.03,0.02,0.03,0.02,asymmetric,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,8.087260984525317,8.100518019868346,8.119978998118041,8.15004536218596,8.169049355513199,fedd0p3,0.3,4.848069564325357,4.861326599668387,4.880787577918081,4.910853941986001,4.929857935313239,0.0,0.0
v3-blagn,measurement,CEERS1244_taylor24,CEERS1244_taylor24,HZA-CEERS-1244,CEERS-1244,1,CEERS1244_taylor24,True,only catalogue measurement in this release,4.478,1.3430711764202312,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.03,0.02,0.03,0.02,asymmetric,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,8.087260984525317,8.100518019868346,8.119978998118041,8.15004536218596,8.169049355513199,fedd1,1.0,-2.71004374947455,-2.696786714131521,-2.6773257358818263,-2.6472593718139072,-2.628255378486669,0.0,0.0
v3-blagn,measurement,CEERS1244_taylor24,CEERS1244_taylor24,HZA-CEERS-1244,CEERS-1244,1,CEERS1244_taylor24,True,only catalogue measurement in this release,4.478,1.3430711764202312,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.03,0.02,0.03,0.02,asymmetric,False,taylor_virial_minus_0p5dex,Taylor virial calibration sensitivity: MBH -0.5 dex,taylor_virial_calibration_sensitivity,taylor24_ceers_rubies_blagn_only,-0.5,7.287260984525316,7.300518019868346,7.319978998118041,7.35004536218596,7.369049355513198,fedd0p3,0.3,4.048069564325356,4.061326599668386,4.080787577918081,4.110853941986,4.129857935313238,0.0,0.0
v3-blagn,measurement,CEERS1244_taylor24,CEERS1244_taylor24,HZA-CEERS-1244,CEERS-1244,1,CEERS1244_taylor24,True,only catalogue measurement in this release,4.478,1.3430711764202312,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.03,0.02,0.03,0.02,asymmetric,False,taylor_virial_minus_0p5dex,Taylor virial calibration sensitivity: MBH -0.5 dex,taylor_virial_calibration_sensitivity,taylor24_ceers_rubies_blagn_only,-0.5,7.287260984525316,7.300518019868346,7.319978998118041,7.35004536218596,7.369049355513198,fedd1,1.0,-3.510043749474551,-3.4967867141315216,-3.477325735881826,-3.4472593718139075,-3.4282553784866696,0.0,0.0
v3-blagn,measurement,CEERS1244_taylor24,CEERS1244_taylor24,HZA-CEERS-1244,CEERS-1244,1,CEERS1244_taylor24,True,only catalogue measurement in this release,4.478,1.3430711764202312,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.03,0.02,0.03,0.02,asymmetric,False,taylor_virial_plus_0p5dex,Taylor virial calibration sensitivity: MBH +0.5 dex,taylor_virial_calibration_sensitivity,taylor24_ceers_rubies_blagn_only,0.5,8.287260984525316,8.300518019868345,8.319978998118042,8.35004536218596,8.369049355513198,fedd0p3,0.3,5.048069564325357,5.061326599668386,5.080787577918082,5.110853941986,5.129857935313238,0.9999,0.0
v3-blagn,measurement,CEERS1244_taylor24,CEERS1244_taylor24,HZA-CEERS-1244,CEERS-1244,1,CEERS1244_taylor24,True,only catalogue measurement in this release,4.478,1.3430711764202312,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.03,0.02,0.03,0.02,asymmetric,False,taylor_virial_plus_0p5dex,Taylor virial calibration sensitivity: MBH +0.5 dex,taylor_virial_calibration_sensitivity,taylor24_ceers_rubies_blagn_only,0.5,8.287260984525316,8.300518019868345,8.319978998118042,8.35004536218596,8.369049355513198,fedd1,1.0,-2.510043749474551,-2.4967867141315216,-2.4773257358818253,-2.447259371813908,-2.4282553784866696,0.0,0.0
v3-blagn,measurement,CEERS2782_taylor24,CEERS2782_taylor24,HZA-CEERS-2782,CEERS-2782,1,CEERS2782_taylor24,False,nonpreferred duplicate: severe spatial slit loss; Taylor et al. adopt RUBIES-EGS-50052,5.24,1.1055092521207228,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;duplicate_observation;severe_spatially_dependent_slit_loss;source_nonpreferred_duplicate_measurement,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Same physical object as RUBIES-EGS-50052; severe spatially dependent slit loss makes this the non-preferred source measurement.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.14,0.13,0.14,0.13,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,6.943110173395594,7.028577540058794,7.156847669545818,7.29839467380048,7.3857832299427875,fedd0p3,0.3,4.322949750197202,4.408417116860402,4.536687246347425,4.678234250602088,4.765622806744394,0.0006,0.0
v3-blagn,measurement,CEERS2782_taylor24,CEERS2782_taylor24,HZA-CEERS-2782,CEERS-2782,1,CEERS2782_taylor24,False,nonpreferred duplicate: severe spatial slit loss; Taylor et al. adopt RUBIES-EGS-50052,5.24,1.1055092521207228,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;duplicate_observation;severe_spatially_dependent_slit_loss;source_nonpreferred_duplicate_measurement,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Same physical object as RUBIES-EGS-50052; severe spatially dependent slit loss makes this the non-preferred source measurement.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.14,0.13,0.14,0.13,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,6.943110173395594,7.028577540058794,7.156847669545818,7.29839467380048,7.3857832299427875,fedd1,1.0,-1.7907579039323824,-1.705290537269182,-1.5770204077821584,-1.4354734035274959,-1.3480848473851892,0.0,0.0
v3-blagn,measurement,CEERS2782_taylor24,CEERS2782_taylor24,HZA-CEERS-2782,CEERS-2782,1,CEERS2782_taylor24,False,nonpreferred duplicate: severe spatial slit loss; Taylor et al. adopt RUBIES-EGS-50052,5.24,1.1055092521207228,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;duplicate_observation;severe_spatially_dependent_slit_loss;source_nonpreferred_duplicate_measurement,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Same physical object as RUBIES-EGS-50052; severe spatially dependent slit loss makes this the non-preferred source measurement.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.14,0.13,0.14,0.13,asymmetric,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.643110173395594,6.728577540058795,6.856847669545818,6.9983946738004805,7.085783229942788,fedd0p3,0.3,4.022949750197201,4.108417116860402,4.236687246347426,4.3782342506020875,4.4656228067443955,0.0,0.0
v3-blagn,measurement,CEERS2782_taylor24,CEERS2782_taylor24,HZA-CEERS-2782,CEERS-2782,1,CEERS2782_taylor24,False,nonpreferred duplicate: severe spatial slit loss; Taylor et al. adopt RUBIES-EGS-50052,5.24,1.1055092521207228,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;duplicate_observation;severe_spatially_dependent_slit_loss;source_nonpreferred_duplicate_measurement,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Same physical object as RUBIES-EGS-50052; severe spatially dependent slit loss makes this the non-preferred source measurement.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.14,0.13,0.14,0.13,asymmetric,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.643110173395594,6.728577540058795,6.856847669545818,6.9983946738004805,7.085783229942788,fedd1,1.0,-2.0907579039323823,-2.0052905372691816,-1.8770204077821582,-1.7354734035274957,-1.648084847385189,0.0,0.0
v3-blagn,measurement,CEERS2782_taylor24,CEERS2782_taylor24,HZA-CEERS-2782,CEERS-2782,1,CEERS2782_taylor24,False,nonpreferred duplicate: severe spatial slit loss; Taylor et al. adopt RUBIES-EGS-50052,5.24,1.1055092521207228,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;duplicate_observation;severe_spatially_dependent_slit_loss;source_nonpreferred_duplicate_measurement,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Same physical object as RUBIES-EGS-50052; severe spatially dependent slit loss makes this the non-preferred source measurement.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.14,0.13,0.14,0.13,asymmetric,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,7.243110173395594,7.328577540058794,7.456847669545818,7.59839467380048,7.685783229942787,fedd0p3,0.3,4.622949750197201,4.708417116860401,4.8366872463474255,4.978234250602087,5.065622806744395,0.1262,0.0
v3-blagn,measurement,CEERS2782_taylor24,CEERS2782_taylor24,HZA-CEERS-2782,CEERS-2782,1,CEERS2782_taylor24,False,nonpreferred duplicate: severe spatial slit loss; Taylor et al. adopt RUBIES-EGS-50052,5.24,1.1055092521207228,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;duplicate_observation;severe_spatially_dependent_slit_loss;source_nonpreferred_duplicate_measurement,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Same physical object as RUBIES-EGS-50052; severe spatially dependent slit loss makes this the non-preferred source measurement.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.14,0.13,0.14,0.13,asymmetric,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,7.243110173395594,7.328577540058794,7.456847669545818,7.59839467380048,7.685783229942787,fedd1,1.0,-1.4907579039323826,-1.4052905372691822,-1.2770204077821585,-1.135473403527496,-1.0480848473851894,0.0,0.0
v3-blagn,measurement,CEERS2782_taylor24,CEERS2782_taylor24,HZA-CEERS-2782,CEERS-2782,1,CEERS2782_taylor24,False,nonpreferred duplicate: severe spatial slit loss; Taylor et al. adopt RUBIES-EGS-50052,5.24,1.1055092521207228,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;duplicate_observation;severe_spatially_dependent_slit_loss;source_nonpreferred_duplicate_measurement,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Same physical object as RUBIES-EGS-50052; severe spatially dependent slit loss makes this the non-preferred source measurement.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.14,0.13,0.14,0.13,asymmetric,False,taylor_virial_minus_0p5dex,Taylor virial calibration sensitivity: MBH -0.5 dex,taylor_virial_calibration_sensitivity,taylor24_ceers_rubies_blagn_only,-0.5,6.443110173395594,6.528577540058794,6.656847669545818,6.79839467380048,6.8857832299427875,fedd0p3,0.3,3.822949750197201,3.908417116860402,4.036687246347425,4.178234250602088,4.265622806744394,0.0,0.0
v3-blagn,measurement,CEERS2782_taylor24,CEERS2782_taylor24,HZA-CEERS-2782,CEERS-2782,1,CEERS2782_taylor24,False,nonpreferred duplicate: severe spatial slit loss; Taylor et al. adopt RUBIES-EGS-50052,5.24,1.1055092521207228,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;duplicate_observation;severe_spatially_dependent_slit_loss;source_nonpreferred_duplicate_measurement,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Same physical object as RUBIES-EGS-50052; severe spatially dependent slit loss makes this the non-preferred source measurement.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.14,0.13,0.14,0.13,asymmetric,False,taylor_virial_minus_0p5dex,Taylor virial calibration sensitivity: MBH -0.5 dex,taylor_virial_calibration_sensitivity,taylor24_ceers_rubies_blagn_only,-0.5,6.443110173395594,6.528577540058794,6.656847669545818,6.79839467380048,6.8857832299427875,fedd1,1.0,-2.2907579039323824,-2.205290537269182,-2.0770204077821584,-1.9354734035274959,-1.8480848473851892,0.0,0.0
v3-blagn,measurement,CEERS2782_taylor24,CEERS2782_taylor24,HZA-CEERS-2782,CEERS-2782,1,CEERS2782_taylor24,False,nonpreferred duplicate: severe spatial slit loss; Taylor et al. adopt RUBIES-EGS-50052,5.24,1.1055092521207228,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;duplicate_observation;severe_spatially_dependent_slit_loss;source_nonpreferred_duplicate_measurement,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Same physical object as RUBIES-EGS-50052; severe spatially dependent slit loss makes this the non-preferred source measurement.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.14,0.13,0.14,0.13,asymmetric,False,taylor_virial_plus_0p5dex,Taylor virial calibration sensitivity: MBH +0.5 dex,taylor_virial_calibration_sensitivity,taylor24_ceers_rubies_blagn_only,0.5,7.443110173395594,7.528577540058794,7.656847669545818,7.79839467380048,7.8857832299427875,fedd0p3,0.3,4.822949750197202,4.908417116860402,5.036687246347425,5.178234250602088,5.265622806744394,0.6102,0.0
v3-blagn,measurement,CEERS2782_taylor24,CEERS2782_taylor24,HZA-CEERS-2782,CEERS-2782,1,CEERS2782_taylor24,False,nonpreferred duplicate: severe spatial slit loss; Taylor et al. adopt RUBIES-EGS-50052,5.24,1.1055092521207228,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;duplicate_observation;severe_spatially_dependent_slit_loss;source_nonpreferred_duplicate_measurement,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Same physical object as RUBIES-EGS-50052; severe spatially dependent slit loss makes this the non-preferred source measurement.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.14,0.13,0.14,0.13,asymmetric,False,taylor_virial_plus_0p5dex,Taylor virial calibration sensitivity: MBH +0.5 dex,taylor_virial_calibration_sensitivity,taylor24_ceers_rubies_blagn_only,0.5,7.443110173395594,7.528577540058794,7.656847669545818,7.79839467380048,7.8857832299427875,fedd1,1.0,-1.2907579039323824,-1.205290537269182,-1.0770204077821584,-0.935473403527496,-0.8480848473851892,0.0,0.0
v3-blagn,measurement,CEERS397_taylor24,CEERS397_taylor24,HZA-CEERS-397,CEERS-397,1,CEERS397_taylor24,True,only catalogue measurement in this release,6.0,0.9308508079920488,CEERS,EGS,broad-line-agn,robust,individual_robust,taylor24_ceers_rubies_blagn,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,non_lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.23,0.18,0.23,0.18,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,7.2965439326702555,7.417258678760177,7.599268705962336,7.825388293905989,7.973220101646835,fedd0p3,0.3,5.131502700489206,5.252217446579127,5.434227473781287,5.660347061724939,5.808178869465786,0.9922,0.0067
