measurement_id,object_id,redshift,redshift_kind,survey,object_class,quality_flag,detection_evidence,source_key,source_table,missing_mstar_flag,missing_lbol_flag,missing_edd_ratio_flag,missing_lensing_flag,edd_ratio_from_mbh_lbol,edd_ratio_log_residual_dex,edd_ratio_consistency_flag,z_seed,delta_t_gyr,interpretation_variant,mbh_delta_dex,mstar_agn_fraction,log_mbh_eval,log_mstar_eval,log_mbh_mstar_ratio_eval,growth_config,f_edd_avg,epsilon,merger_boost,required_log_mseed,required_mseed_msun,required_mseed_label
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,0.1070605462374333,0.0117632302757858,consistent,30.0,0.846609309741873,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,fedd0p3_spin_plus1_eps0p423_no_merger_boost,0.3,0.42264973081037416,1.0,6.485161900651983,3056060.1696434887,above_heavy_seed_scale
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,0.1070605462374333,0.0117632302757858,consistent,30.0,0.846609309741873,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,fedd0p3_spin_plus1_eps0p423_merger_boost_x2,0.3,0.42264973081037416,2.0,6.184131904988002,1528030.0848217441,above_heavy_seed_scale
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,0.1070605462374333,0.0117632302757858,consistent,30.0,0.846609309741873,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,fedd1_eps0p1_no_merger_boost,1.0,0.1,1.0,-0.5335550309763262,0.29271499384383015,light_seed_scale
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,0.1070605462374333,0.0117632302757858,consistent,30.0,0.846609309741873,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,fedd1_eps0p1_merger_boost_x2,1.0,0.1,2.0,-0.8345850266403074,0.14635749692191505,light_seed_scale
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,0.1070605462374333,0.0117632302757858,consistent,30.0,0.846609309741873,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,fedd1_spin_minus1_eps0p038_no_merger_boost,1.0,0.037749551350623745,1.0,-14.007213317943272,9.83527895195444e-15,light_seed_scale
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,0.1070605462374333,0.0117632302757858,consistent,30.0,0.846609309741873,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,fedd1_spin_minus1_eps0p038_merger_boost_x2,1.0,0.037749551350623745,2.0,-14.308243313607253,4.917639475977219e-15,light_seed_scale
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,0.1070605462374333,0.0117632302757858,consistent,30.0,0.846609309741873,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,fedd1_spin_0_eps0p057_no_merger_boost,1.0,0.057190958417936644,1.0,-6.649491531843594,2.2413437485351176e-07,light_seed_scale
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,0.1070605462374333,0.0117632302757858,consistent,30.0,0.846609309741873,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,fedd1_spin_0_eps0p057_merger_boost_x2,1.0,0.057190958417936644,2.0,-6.950521527507576,1.1206718742675587e-07,light_seed_scale
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,0.1070605462374333,0.0117632302757858,consistent,30.0,0.846609309741873,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,fedd1_spin_plus1_eps0p423_no_merger_boost,1.0,0.42264973081037416,1.0,5.703873002173275,505676.7687096605,heavy_seed_scale
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,0.1070605462374333,0.0117632302757858,consistent,30.0,0.846609309741873,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,fedd1_spin_plus1_eps0p423_merger_boost_x2,1.0,0.42264973081037416,2.0,5.402843006509293,252838.38435483022,heavy_seed_scale
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,0.1070605462374333,0.0117632302757858,consistent,30.0,0.846609309741873,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,fedd2_eps0p1_no_merger_boost,2.0,0.1,1.0,-7.887110061952653,1.2968505723702647e-08,light_seed_scale
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,0.1070605462374333,0.0117632302757858,consistent,30.0,0.846609309741873,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,fedd2_eps0p1_merger_boost_x2,2.0,0.1,2.0,-8.188140057616634,6.484252861851323e-09,light_seed_scale
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,0.1070605462374333,0.0117632302757858,consistent,30.0,0.846609309741873,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,fedd2_spin_minus1_eps0p038_no_merger_boost,2.0,0.037749551350623745,1.0,-34.834426635886544,1.4641088443432816e-35,light_seed_scale
