measurement_id,object_id,redshift,quality_flag,detection_evidence,mbh_method,scenario,scenario_label,mbh_delta_dex,n_samples,random_seed,z_seed,epsilon,merger_boost,growth_history,f_edd_avg,log_mbh_err_plus_reported,log_mbh_err_minus_reported,log_mbh_sigma_plus_used,log_mbh_sigma_minus_used,mbh_uncertainty_mode,log_mbh_sample_p5,log_mbh_sample_p16,log_mbh_sample_p50,log_mbh_sample_p84,log_mbh_sample_p95,required_log_mseed_p5,required_log_mseed_p16,required_log_mseed_p50,required_log_mseed_p84,required_log_mseed_p95,required_mseed_msun_p5,required_mseed_msun_p16,required_mseed_msun_p50,required_mseed_msun_p84,required_mseed_msun_p95,p_required_mseed_gt1e5,p_required_mseed_gt1e6,prob_required_mseed_gt_1e5,prob_required_mseed_gt_1e6
GN62309_juodzbalis25,GN-62309,5.172,robust,individual_robust,single-epoch-virial-halpha,baseline,reported MBH,0.0,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.36,0.33,0.36,0.33,asymmetric,5.74895785024013,5.9710731457003785,6.29825742401383,6.645869355831901,6.879951752480068,3.0812043961745337,3.3033196916347816,3.6305039699482333,3.978115901766305,4.212198298414471,1205.603213515004,2010.572286168013,4270.748241634956,9508.585236465384,16300.40145996547,0.0,0.0,0.0,0.0
GN62309_juodzbalis25,GN-62309,5.172,robust,individual_robust,single-epoch-virial-halpha,baseline,reported MBH,0.0,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.36,0.33,0.36,0.33,asymmetric,5.74895785024013,5.9710731457003785,6.29825742401383,6.645869355831901,6.879951752480068,-3.143553663311859,-2.921438367851611,-2.5942540895381594,-2.2466421577200877,-2.0125597610719215,0.0007185323691370321,0.0011982891650475697,0.0025453406374912487,0.005667060439544729,0.00971494265079609,0.0,0.0,0.0,0.0
GN62309_juodzbalis25,GN-62309,5.172,robust,individual_robust,single-epoch-virial-halpha,mbh_minus_0p3dex,MBH -0.3 dex,-0.3,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.36,0.33,0.36,0.33,asymmetric,5.44895785024013,5.671073145700379,5.99825742401383,6.345869355831901,6.579951752480068,2.781204396174534,3.0033196916347817,3.3305039699482335,3.678115901766305,3.9121982984144714,604.2329394337348,1007.6731621122074,2140.444496743562,4765.58153037321,8169.553114734055,0.0,0.0,0.0,0.0
GN62309_juodzbalis25,GN-62309,5.172,robust,individual_robust,single-epoch-virial-halpha,mbh_minus_0p3dex,MBH -0.3 dex,-0.3,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.36,0.33,0.36,0.33,asymmetric,5.44895785024013,5.671073145700379,5.99825742401383,6.345869355831901,6.579951752480068,-3.443553663311859,-3.221438367851611,-2.894254089538159,-2.5466421577200875,-2.3125597610719213,0.00036011925035943923,0.0006005672317157257,0.0012756922327433172,0.002840258344493978,0.004869005232000093,0.0,0.0,0.0,0.0
GN62309_juodzbalis25,GN-62309,5.172,robust,individual_robust,single-epoch-virial-halpha,mbh_plus_0p3dex,MBH +0.3 dex,0.3,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.36,0.33,0.36,0.33,asymmetric,6.0489578502401296,6.271073145700378,6.59825742401383,6.945869355831901,7.179951752480068,3.3812043961745335,3.6033196916347814,3.930503969948233,4.278115901766305,4.5121982984144715,2405.4946587318664,4011.619114111861,8521.26302325383,18972.121790988844,32523.576751932862,0.0015,0.0,0.0015,0.0
GN62309_juodzbalis25,GN-62309,5.172,robust,individual_robust,single-epoch-virial-halpha,mbh_plus_0p3dex,MBH +0.3 dex,0.3,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.36,0.33,0.36,0.33,asymmetric,6.0489578502401296,6.271073145700378,6.59825742401383,6.945869355831901,7.179951752480068,-2.843553663311859,-2.6214383678516113,-2.2942540895381596,-1.946642157720088,-1.7125597610719214,0.0014336605582244276,0.0023909012134549386,0.005078622252745151,0.011307272131674569,0.0193838589632173,0.0,0.0,0.0,0.0
GN61888_juodzbalis25,GN-61888,5.874,robust,individual_robust,single-epoch-virial-halpha,baseline,reported MBH,0.0,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.33,0.32,0.33,0.32,asymmetric,6.51332702954704,6.718943047281149,7.043834527713303,7.374238085399504,7.594791502692245,4.2814368056479735,4.487052823382083,4.811944303814236,5.142347861500438,5.362901278793179,19117.751215952667,30693.95297292014,64855.12548781566,138786.70493458014,230622.2894866607,0.2801,0.0003,0.2801,0.0003
GN61888_juodzbalis25,GN-61888,5.874,robust,individual_robust,single-epoch-virial-halpha,baseline,reported MBH,0.0,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.33,0.32,0.33,0.32,asymmetric,6.51332702954704,6.718943047281149,7.043834527713303,7.374238085399504,7.594791502692245,-0.9263070501165152,-0.7206910323824054,-0.3957995519502524,-0.06539599426405,0.15515742302869034,0.11849306954675519,0.19024312343023764,0.40197629983168115,0.8602090535761114,1.4294119992717478,0.0,0.0,0.0,0.0
GN61888_juodzbalis25,GN-61888,5.874,robust,individual_robust,single-epoch-virial-halpha,mbh_minus_0p3dex,MBH -0.3 dex,-0.3,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.33,0.32,0.33,0.32,asymmetric,6.21332702954704,6.418943047281149,6.743834527713302,7.074238085399505,7.294791502692245,3.9814368056479736,4.187052823382083,4.511944303814236,4.842347861500438,5.062901278793179,9581.57284509774,15383.417379583441,32504.560929787942,69558.12471040676,115584.94728060749,0.0719,0.0,0.0719,0.0
GN61888_juodzbalis25,GN-61888,5.874,robust,individual_robust,single-epoch-virial-halpha,mbh_minus_0p3dex,MBH -0.3 dex,-0.3,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.33,0.32,0.33,0.32,asymmetric,6.21332702954704,6.418943047281149,6.743834527713302,7.074238085399505,7.294791502692245,-1.226307050116515,-1.0206910323824052,-0.6957995519502522,-0.36539599426404984,-0.14484257697130948,0.05938721373014223,0.09534742474861256,0.20146538969636732,0.43112579590294553,0.7164030456286362,0.0,0.0,0.0,0.0
GN61888_juodzbalis25,GN-61888,5.874,robust,individual_robust,single-epoch-virial-halpha,mbh_plus_0p3dex,MBH +0.3 dex,0.3,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.33,0.32,0.33,0.32,asymmetric,6.81332702954704,7.018943047281149,7.343834527713302,7.674238085399504,7.894791502692245,4.581436805647973,4.787052823382083,5.111944303814235,5.442347861500438,5.6629012787931785,38144.92854814081,61242.48766429454,129402.98781841621,276915.88217467314,460151.9632045775,0.6349,0.0032,0.6349,0.0032
GN61888_juodzbalis25,GN-61888,5.874,robust,individual_robust,single-epoch-virial-halpha,mbh_plus_0p3dex,MBH +0.3 dex,0.3,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.33,0.32,0.33,0.32,asymmetric,6.81332702954704,7.018943047281149,7.343834527713302,7.674238085399504,7.894791502692245,-0.6263070501165153,-0.42069103238240557,-0.09579955195025258,0.23460400573594983,0.45515742302869017,0.23642475625162707,0.3795849348623261,0.8020481625647842,1.7163427075954603,2.8520518947112414,0.0,0.0,0.0,0.0
GN53757_juodzbalis25,GN-53757,4.447,robust,individual_robust,single-epoch-virial-halpha,baseline,reported MBH,0.0,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.31,0.31,0.31,0.31,symmetric_reported,6.819602646346178,7.028326316406949,7.337015945657127,7.648800226015062,7.847714881414997,3.5506245568976382,3.7593482269584086,4.068037856208586,4.379822136566522,4.578736791966456,3553.240141702544,5745.77023757544,11696.013444750282,23978.506893766877,37908.51675866628,0.0013,0.0,0.0013,0.0
GN53757_juodzbalis25,GN-53757,4.447,robust,individual_robust,single-epoch-virial-halpha,baseline,reported MBH,0.0,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.31,0.31,0.31,0.31,symmetric_reported,6.819602646346178,7.028326316406949,7.337015945657127,7.648800226015062,7.847714881414997,-4.076990985148958,-3.8682673150881874,-3.55957768583801,-3.2477934054800737,-3.0488787500801395,8.375466728496971e-05,0.0001354355617274512,0.00027569082740245545,0.0005652057802981783,0.0008935549193890058,0.0,0.0,0.0,0.0
GN53757_juodzbalis25,GN-53757,4.447,robust,individual_robust,single-epoch-virial-halpha,mbh_minus_0p3dex,MBH -0.3 dex,-0.3,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.31,0.31,0.31,0.31,symmetric_reported,6.519602646346178,6.72832631640695,7.037015945657126,7.348800226015062,7.547714881414997,3.2506245568976384,3.459348226958409,3.7680378562085863,4.079822136566523,4.278736791966457,1780.8385970332758,2879.706690428351,5861.89262284178,12017.721536599485,18999.264645189087,0.0,0.0,0.0,0.0
GN53757_juodzbalis25,GN-53757,4.447,robust,individual_robust,single-epoch-virial-halpha,mbh_minus_0p3dex,MBH -0.3 dex,-0.3,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.31,0.31,0.31,0.31,symmetric_reported,6.519602646346178,6.72832631640695,7.037015945657126,7.348800226015062,7.547714881414997,-4.376990985148958,-4.168267315088187,-3.8595776858380098,-3.5477934054800735,-3.3488787500801394,4.197676999992659e-05,6.787857451693697e-05,0.0001381727231222505,0.0002832739214577879,0.0004478383181426162,0.0,0.0,0.0,0.0
GN53757_juodzbalis25,GN-53757,4.447,robust,individual_robust,single-epoch-virial-halpha,mbh_plus_0p3dex,MBH +0.3 dex,0.3,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.31,0.31,0.31,0.31,symmetric_reported,7.119602646346178,7.328326316406949,7.637015945657126,7.948800226015062,8.147714881414997,3.850624556897638,4.0593482269584085,4.368037856208586,4.679822136566522,4.878736791966457,7089.646150773765,11464.31882550405,23336.61486167958,47843.41117435445,75637.43490493318,0.0204,0.0,0.0204,0.0
GN53757_juodzbalis25,GN-53757,4.447,robust,individual_robust,single-epoch-virial-halpha,mbh_plus_0p3dex,MBH +0.3 dex,0.3,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.31,0.31,0.31,0.31,symmetric_reported,7.119602646346178,7.328326316406949,7.637015945657126,7.948800226015062,8.147714881414997,-3.776990985148958,-3.5682673150881876,-3.25957768583801,-2.947793405480074,-2.7488787500801397,0.00016711253133645687,0.00027022947242142476,0.0005500755184987089,0.0011277337936315347,0.0017828764570119375,0.0,0.0,0.0,0.0
GS38562_juodzbalis25,GS-38562,4.822,robust,individual_robust,single-epoch-virial-halpha,baseline,reported MBH,0.0,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.3,0.31,0.3,0.31,asymmetric,6.994489723106773,7.203117360070561,7.5109795665118755,7.804915078146993,8.000587674930086,4.059683229575784,4.268310866539571,4.576173072980886,4.870108584616004,5.065781181399097,11473.165536996654,18548.588677103005,37685.395111795384,74149.5612586047,116353.96343805955,0.0778,0.0,0.0778,0.0
GS38562_juodzbalis25,GS-38562,4.822,robust,individual_robust,single-epoch-virial-halpha,baseline,reported MBH,0.0,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.3,0.31,0.3,0.31,asymmetric,6.994489723106773,7.203117360070561,7.5109795665118755,7.804915078146993,8.000587674930086,-2.7881985886631933,-2.5795709516994063,-2.271708745258091,-1.9777732336229732,-1.78210063683988,0.0016285512921704853,0.002632867795782048,0.005349229792542091,0.010525113004966355,0.016515790423765817,0.0,0.0,0.0,0.0
GS38562_juodzbalis25,GS-38562,4.822,robust,individual_robust,single-epoch-virial-halpha,mbh_minus_0p3dex,MBH -0.3 dex,-0.3,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.3,0.31,0.3,0.31,asymmetric,6.6944897231067735,6.903117360070561,7.210979566511876,7.504915078146993,7.700587674930087,3.759683229575784,3.968310866539571,4.276173072980886,4.570108584616004,4.765781181399097,5750.204096435113,9296.315846767406,18887.43892423147,37162.81348187607,58315.12105708988,0.0081,0.0,0.0081,0.0
GS38562_juodzbalis25,GS-38562,4.822,robust,individual_robust,single-epoch-virial-halpha,mbh_minus_0p3dex,MBH -0.3 dex,-0.3,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.3,0.31,0.3,0.31,asymmetric,6.6944897231067735,6.903117360070561,7.210979566511876,7.504915078146993,7.700587674930087,-3.088198588663193,-2.879570951699406,-2.571708745258091,-2.277773233622973,-2.08210063683988,0.0008162091169430456,0.0013195597270743392,0.0026809656817607594,0.005275052270573516,0.008277503313654988,0.0,0.0,0.0,0.0
GS38562_juodzbalis25,GS-38562,4.822,robust,individual_robust,single-epoch-virial-halpha,mbh_plus_0p3dex,MBH +0.3 dex,0.3,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.3,0.31,0.3,0.31,asymmetric,7.294489723106773,7.5031173600705605,7.810979566511875,8.104915078146995,8.300587674930087,4.359683229575784,4.568310866539571,4.876173072980886,5.170108584616004,5.365781181399098,22891.9748293691,37009.29998328208,75192.24869127772,147947.82525077063,232156.67844522747,0.3354,0.0,0.3354,0.0
GS38562_juodzbalis25,GS-38562,4.822,robust,individual_robust,single-epoch-virial-halpha,mbh_plus_0p3dex,MBH +0.3 dex,0.3,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.3,0.31,0.3,0.31,asymmetric,7.294489723106773,7.5031173600705605,7.810979566511875,8.104915078146995,8.300587674930087,-2.4881985886631934,-2.2795709516994065,-1.9717087452580913,-1.6777732336229725,-1.4821006368398792,0.0032493870212616416,0.005253261893219098,0.010673116619168027,0.021000361339598265,0.03295333423446389,0.0,0.0,0.0,0.0
GN38509_juodzbalis25,GN-38509,6.678,robust,individual_robust,single-epoch-virial-halpha,baseline,reported MBH,0.0,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.37,0.38,0.37,0.38,asymmetric,7.9424457265899875,8.195703434223589,8.571167354559117,8.932848190110644,9.175562588227919,6.090949094351157,6.344206801984759,6.719670722320287,7.081351557871814,7.324065955989088,1232960.3133743058,2209056.3902355847,5244097.113386106,12060118.103682034,21089484.111642893,1.0,0.9701,1.0,0.9701
GN38509_juodzbalis25,GN-38509,6.678,robust,individual_robust,single-epoch-virial-halpha,baseline,reported MBH,0.0,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.37,0.38,0.37,0.38,asymmetric,7.9424457265899875,8.195703434223589,8.571167354559117,8.932848190110644,9.175562588227919,1.770790285793886,2.0240479934274878,2.399511913763016,2.7611927493145427,3.0039071474318173,58.9916154407487,105.69343039360623,250.906502740691,577.0225056112079,1009.0371304434103,0.0,0.0,0.0,0.0
GN38509_juodzbalis25,GN-38509,6.678,robust,individual_robust,single-epoch-virial-halpha,mbh_minus_0p3dex,MBH -0.3 dex,-0.3,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.37,0.38,0.37,0.38,asymmetric,7.642445726589988,7.89570343422359,8.271167354559116,8.632848190110643,8.875562588227918,5.7909490943511575,6.0442068019847595,6.419670722320286,6.7813515578718135,7.024065955989087,617943.9686322833,1107150.8611488214,2628274.525130742,6044377.229602573,10569780.200540597,0.9999,0.8671,0.9999,0.8671
GN38509_juodzbalis25,GN-38509,6.678,robust,individual_robust,single-epoch-virial-halpha,mbh_minus_0p3dex,MBH -0.3 dex,-0.3,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.37,0.38,0.37,0.38,asymmetric,7.642445726589988,7.89570343422359,8.271167354559116,8.632848190110643,8.875562588227918,1.4707902857938862,1.7240479934274882,2.099511913763015,2.461192749314542,2.7039071474318166,29.565844549952736,52.97219799154819,125.75113600770032,289.196313327958,505.71652803413303,0.0,0.0,0.0,0.0
GN38509_juodzbalis25,GN-38509,6.678,robust,individual_robust,single-epoch-virial-halpha,mbh_plus_0p3dex,MBH +0.3 dex,0.3,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.37,0.38,0.37,0.38,asymmetric,8.242445726589988,8.49570343422359,8.871167354559118,9.232848190110644,9.47556258822792,6.390949094351158,6.64420680198476,7.019670722320288,7.381351557871815,7.624065955989089,2460079.249127976,4407646.967078256,10463349.346376397,24063099.16635075,42079052.890096076,1.0,0.9963,1.0,0.9963
GN38509_juodzbalis25,GN-38509,6.678,robust,individual_robust,single-epoch-virial-halpha,mbh_plus_0p3dex,MBH +0.3 dex,0.3,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.37,0.38,0.37,0.38,asymmetric,8.242445726589988,8.49570343422359,8.871167354559118,9.232848190110644,9.47556258822792,2.0707902857938865,2.3240479934274885,2.6995119137630166,3.0611927493145434,3.303907147431818,117.70374718806234,210.88611860414926,500.6242894991375,1151.311260334964,2013.2937607780775,0.0,0.0,0.0,0.0
GN20621_juodzbalis25,GN-20621,4.682,robust,individual_robust,single-epoch-virial-halpha,baseline,reported MBH,0.0,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.35,0.34,0.35,0.34,asymmetric,6.496459143469673,6.706454002718168,7.042910117789445,7.382863060668584,7.604485749046101,3.443289204252255,3.653284063500749,3.9897401785720263,4.329693121451165,4.551315809828682,2775.1675229988987,4500.741469076139,9766.527531501059,21364.519104696727,35589.00223526475,0.0019,0.0,0.0019,0.0
GN20621_juodzbalis25,GN-20621,4.682,robust,individual_robust,single-epoch-virial-halpha,baseline,reported MBH,0.0,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.35,0.34,0.35,0.34,asymmetric,6.496459143469673,6.706454002718168,7.042910117789445,7.382863060668584,7.604485749046101,-3.6807739872550544,-3.4707791280065607,-3.1343230129352833,-2.7943700700561434,-2.572747381678627,0.00020855759636681363,0.00033823681449133685,0.0007339677658879041,0.0016055725339396713,0.0026745616982643415,0.0,0.0,0.0,0.0
GN20621_juodzbalis25,GN-20621,4.682,robust,individual_robust,single-epoch-virial-halpha,mbh_minus_0p3dex,MBH -0.3 dex,-0.3,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.35,0.34,0.35,0.34,asymmetric,6.196459143469673,6.406454002718168,6.742910117789445,7.0828630606685845,7.304485749046101,3.1432892042522553,3.353284063500749,3.6897401785720265,4.029693121451166,4.251315809828683,1390.878533704068,2255.7141661578166,4894.85891565761,10707.624227859986,17836.75357784719,0.0001,0.0,0.0001,0.0
GN20621_juodzbalis25,GN-20621,4.682,robust,individual_robust,single-epoch-virial-halpha,mbh_minus_0p3dex,MBH -0.3 dex,-0.3,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.35,0.34,0.35,0.34,asymmetric,6.196459143469673,6.406454002718168,6.742910117789445,7.0828630606685845,7.304485749046101,-3.9807739872550543,-3.7707791280065606,-3.434323012935283,-3.094370070056143,-2.872747381678627,0.00010452640477503662,0.00016951997336581403,0.0003678552741569482,0.0008046924566731538,0.001340456178718565,0.0,0.0,0.0,0.0
GN20621_juodzbalis25,GN-20621,4.682,robust,individual_robust,single-epoch-virial-halpha,mbh_plus_0p3dex,MBH +0.3 dex,0.3,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.35,0.34,0.35,0.34,asymmetric,6.796459143469673,7.006454002718168,7.342910117789445,7.682863060668584,7.904485749046101,3.743289204252255,3.9532840635007487,4.289740178572026,4.629693121451166,4.851315809828683,5537.187176365232,8980.159842665289,19486.78433171007,42627.81984703411,71009.39498736706,0.0186,0.0,0.0186,0.0
GN20621_juodzbalis25,GN-20621,4.682,robust,individual_robust,single-epoch-virial-halpha,mbh_plus_0p3dex,MBH +0.3 dex,0.3,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.35,0.34,0.35,0.34,asymmetric,6.796459143469673,7.006454002718168,7.342910117789445,7.682863060668584,7.904485749046101,-3.3807739872550546,-3.170779128006561,-2.8343230129352834,-2.4943700700561435,-2.272747381678627,0.00041612711253119353,0.0006748711694896839,0.0014644582236780356,0.0032035383709189172,0.005336452165606005,0.0,0.0,0.0,0.0
GN11836_juodzbalis25,GN-11836,4.409,robust,individual_robust,single-epoch-virial-halpha,baseline,reported MBH,0.0,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.32,0.32,0.32,0.32,symmetric_reported,5.520160323889288,5.738428127199047,6.057744717707399,6.374500125085354,6.577852171086051,2.21409105670066,2.432358860010419,2.751675450518771,3.068430857896726,3.271782903897423,163.71597817153224,270.6193583737685,564.5149541935818,1170.660218790653,1869.747273913986,0.0,0.0,0.0,0.0
GN11836_juodzbalis25,GN-11836,4.409,robust,individual_robust,single-epoch-virial-halpha,baseline,reported MBH,0.0,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.32,0.32,0.32,0.32,symmetric_reported,5.520160323889288,5.738428127199047,6.057744717707399,6.374500125085354,6.577852171086051,-5.500070566739472,-5.281802763429713,-4.962486172921361,-4.645730765543406,-4.442378719542709,3.161763953288059e-06,5.226334911987877e-06,1.090219203522853e-05,2.2608369217588124e-05,3.6109484232662454e-05,0.0,0.0,0.0,0.0
GN11836_juodzbalis25,GN-11836,4.409,robust,individual_robust,single-epoch-virial-halpha,mbh_minus_0p3dex,MBH -0.3 dex,-0.3,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.32,0.32,0.32,0.32,symmetric_reported,5.220160323889288,5.438428127199047,5.757744717707399,6.074500125085354,6.277852171086051,1.9140910567006602,2.1323588600104193,2.451675450518771,2.768430857896726,2.9717829038974233,82.05235820037318,135.6309675893365,282.92768823350775,586.719956573185,937.0934637950847,0.0,0.0,0.0,0.0
GN11836_juodzbalis25,GN-11836,4.409,robust,individual_robust,single-epoch-virial-halpha,mbh_minus_0p3dex,MBH -0.3 dex,-0.3,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.32,0.32,0.32,0.32,symmetric_reported,5.220160323889288,5.438428127199047,5.757744717707399,6.074500125085354,6.277852171086051,-5.800070566739472,-5.581802763429713,-5.262486172921361,-4.945730765543406,-4.7423787195427085,1.5846357291308708e-06,2.6193723365488387e-06,5.46403946660947e-06,1.1331026024986975e-05,1.809761251027571e-05,0.0,0.0,0.0,0.0
GN11836_juodzbalis25,GN-11836,4.409,robust,individual_robust,single-epoch-virial-halpha,mbh_plus_0p3dex,MBH +0.3 dex,0.3,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.32,0.32,0.32,0.32,symmetric_reported,5.820160323889287,6.0384281271990465,6.357744717707399,6.674500125085354,6.877852171086051,2.51409105670066,2.732358860010419,3.0516754505187706,3.3684308578967257,3.571782903897423,326.65632160392585,539.956607464238,1126.355414338837,2335.7742181862127,3730.63627415637,0.0,0.0,0.0,0.0
GN11836_juodzbalis25,GN-11836,4.409,robust,individual_robust,single-epoch-virial-halpha,mbh_plus_0p3dex,MBH +0.3 dex,0.3,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.32,0.32,0.32,0.32,symmetric_reported,5.820160323889287,6.0384281271990465,6.357744717707399,6.674500125085354,6.877852171086051,-5.200070566739472,-4.981802763429713,-4.662486172921361,-4.345730765543406,-4.142378719542709,6.308548464822686e-06,1.0427909095295603e-05,2.175273291844535e-05,4.510962710275602e-05,7.204789310239431e-05,0.0,0.0,0.0,0.0
GS8083_juodzbalis25,GS-8083,4.753,robust,individual_robust,single-epoch-virial-halpha,baseline,reported MBH,0.0,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.31,0.31,0.31,0.31,symmetric_reported,6.593942199966867,6.7974893470035225,7.103025168063538,7.409367963515735,7.6059058421886,3.601693230153231,3.805240377189886,4.110776198249901,4.417118993702099,4.613656872374963,3996.623431193107,6386.1685582821865,12905.540575103634,26128.772594014856,41082.5008045177,0.0011,0.0,0.0011,0.0
GS8083_juodzbalis25,GS-8083,4.753,robust,individual_robust,single-epoch-virial-halpha,baseline,reported MBH,0.0,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.31,0.31,0.31,0.31,symmetric_reported,6.593942199966867,6.7974893470035225,7.103025168063538,7.409367963515735,7.6059058421886,-3.3802210327452547,-3.1766738857086,-2.8711380646485845,-2.564795269196387,-2.3682573905235227,0.00041665727320385154,0.0006657729014313689,0.001345432572725297,0.002723985216174282,0.0042829461059570905,0.0,0.0,0.0,0.0
GS8083_juodzbalis25,GS-8083,4.753,robust,individual_robust,single-epoch-virial-halpha,mbh_minus_0p3dex,MBH -0.3 dex,-0.3,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.31,0.31,0.31,0.31,symmetric_reported,6.293942199966867,6.497489347003523,6.803025168063538,7.109367963515735,7.3059058421886,3.3016932301532314,3.505240377189886,3.8107761982499015,4.117118993702099,4.313656872374963,2003.0566413296112,3200.666153202916,6468.092179300709,13095.407254470398,20590.02492870642,0.0,0.0,0.0,0.0
GS8083_juodzbalis25,GS-8083,4.753,robust,individual_robust,single-epoch-virial-halpha,mbh_minus_0p3dex,MBH -0.3 dex,-0.3,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.31,0.31,0.31,0.31,symmetric_reported,6.293942199966867,6.497489347003523,6.803025168063538,7.109367963515735,7.3059058421886,-3.6802210327452545,-3.4766738857085997,-3.1711380646485843,-2.864795269196387,-2.6682573905235225,0.00020882330612772106,0.0003336768786923906,0.0006743136291562158,0.0013652266149359763,0.002146557910619333,0.0,0.0,0.0,0.0
GS8083_juodzbalis25,GS-8083,4.753,robust,individual_robust,single-epoch-virial-halpha,mbh_plus_0p3dex,MBH +0.3 dex,0.3,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.31,0.31,0.31,0.31,symmetric_reported,6.893942199966867,7.097489347003522,7.403025168063538,7.709367963515735,7.9059058421885995,3.901693230153231,4.105240377189886,4.410776198249901,4.7171189937020985,4.913656872374963,7974.312119381222,12742.081461379583,25749.938763806073,52133.75529322948,81970.36565993281,0.024,0.0,0.024,0.0
GS8083_juodzbalis25,GS-8083,4.753,robust,individual_robust,single-epoch-virial-halpha,mbh_plus_0p3dex,MBH +0.3 dex,0.3,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.31,0.31,0.31,0.31,symmetric_reported,6.893942199966867,7.097489347003522,7.403025168063538,7.709367963515735,7.9059058421885995,-3.080221032745255,-2.8766738857086,-2.5711380646485846,-2.2647952691963873,-2.068257390523523,0.0008313405554813374,0.0013283915805535004,0.0026844909096904106,0.0054350650483649,0.00854560096225889,0.0,0.0,0.0,0.0
GN1093_juodzbalis25,GN-1093,5.594,robust,individual_robust,single-epoch-virial-halpha,baseline,reported MBH,0.0,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.34,0.33,0.34,0.33,asymmetric,6.598290194890724,6.814857297645573,7.139872502066009,7.478674401129335,7.699500338657439,4.206364230503661,4.42293133325851,4.747946537678945,5.086748436742271,5.307574374270375,16082.895280689609,26480.814290579234,55968.87416117563,122109.21696596345,203036.6196635867,0.2292,0.0003,0.2292,0.0003
GN1093_juodzbalis25,GN-1093,5.594,robust,individual_robust,single-epoch-virial-halpha,baseline,reported MBH,0.0,10000,20260808,30.0,0.1,1.0,fedd1,1.0,0.34,0.33,0.34,0.33,asymmetric,6.598290194890724,6.814857297645573,7.139872502066009,7.478674401129335,7.699500338657439,-1.3747963530661556,-1.158229250311307,-0.8332140458908714,-0.49441214682754553,-0.2735862092994404,0.04218942929156112,0.06946575368408726,0.14682025952045852,0.32032280787272044,0.5326154874103738,0.0,0.0,0.0,0.0
GN1093_juodzbalis25,GN-1093,5.594,robust,individual_robust,single-epoch-virial-halpha,mbh_minus_0p3dex,MBH -0.3 dex,-0.3,10000,20260808,30.0,0.1,1.0,fedd0p3,0.3,0.34,0.33,0.34,0.33,asymmetric,6.298290194890725,6.514857297645573,6.839872502066009,7.178674401129335,7.39950033865744,3.906364230503661,4.122931333258509,4.447946537678946,4.786748436742272,5.007574374270376,8060.541794445934,13271.84605849293,28050.8852100726,61199.580651563716,101759.36173422588,0.0521,0.0,0.0521,0.0
