measurement_id,object_id,redshift,redshift_kind,survey,object_class,quality_flag,source_key,source_table,missing_mstar_flag,missing_lbol_flag,missing_edd_ratio_flag,missing_lensing_flag,z_seed,delta_t_gyr,interpretation_variant,mbh_delta_dex,mstar_agn_fraction,log_mbh_eval,log_mstar_eval,log_mbh_mstar_ratio_eval,growth_config,f_edd_avg,epsilon,merger_boost,seed_model,seed_assumption_log_mseed_mid,seed_assumption_mseed_mid_msun,required_fedd,model_name,required_log_mseed,model_log_mseed_min,model_log_mseed_max,is_feasible,seed_mass_score,fedd_score,feasibility_score,required_fedd_label,required_mseed_label,feasibility_label
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,baseline,0.0,0.0,7.12,8.95,-1.8299999999999992,supercritical_eps0p05,2.0,0.05,1.0,heavy_dcbh,5.0,100000.0,0.13862904910147913,heavy_dcbh,-23.46522025132148,4.0,6.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,baseline,0.0,0.0,7.12,8.95,-1.8299999999999992,supercritical_eps0p05,2.0,0.05,1.0,pbh,4.0,10000.0,0.20402010999840325,pbh,-23.46522025132148,2.0,6.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,baseline,0.0,0.0,7.12,8.95,-1.8299999999999992,merger_boost_x2,1.0,0.1,2.0,light_popiii,1.5,31.622776601683793,0.734272081976282,light_popiii,-0.4248979499243326,1.0,2.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,baseline,0.0,0.0,7.12,8.95,-1.8299999999999992,merger_boost_x2,1.0,0.1,2.0,intermediate_cluster,3.5,3162.2776601683795,0.45817649152260237,intermediate_cluster,-0.4248979499243326,3.0,4.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,baseline,0.0,0.0,7.12,8.95,-1.8299999999999992,merger_boost_x2,1.0,0.1,2.0,heavy_dcbh,5.0,100000.0,0.25110479868234264,heavy_dcbh,-0.4248979499243326,4.0,6.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,baseline,0.0,0.0,7.12,8.95,-1.8299999999999992,merger_boost_x2,1.0,0.1,2.0,pbh,4.0,10000.0,0.3891525939091824,pbh,-0.4248979499243326,2.0,6.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,eddington_eps0p1,1.0,0.1,1.0,light_popiii,1.5,31.622776601683793,0.7344142706067879,light_popiii,-0.4238679542603512,1.0,2.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,eddington_eps0p1,1.0,0.1,1.0,intermediate_cluster,3.5,3162.2776601683795,0.4583186801531082,intermediate_cluster,-0.4238679542603512,3.0,4.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,eddington_eps0p1,1.0,0.1,1.0,heavy_dcbh,5.0,100000.0,0.2512469873128485,heavy_dcbh,-0.4238679542603512,4.0,6.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,eddington_eps0p1,1.0,0.1,1.0,pbh,4.0,10000.0,0.3892947825396883,pbh,-0.4238679542603512,2.0,6.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,subeddington_eps0p1,0.3,0.1,1.0,light_popiii,1.5,31.622776601683793,0.7344142706067879,light_popiii,4.646839613721895,1.0,2.0,False,0.0,1.0,0.4,eddington_or_below,heavy_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,subeddington_eps0p1,0.3,0.1,1.0,intermediate_cluster,3.5,3162.2776601683795,0.4583186801531082,intermediate_cluster,4.646839613721895,3.0,4.0,False,0.0,1.0,0.4,eddington_or_below,heavy_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,subeddington_eps0p1,0.3,0.1,1.0,heavy_dcbh,5.0,100000.0,0.2512469873128485,heavy_dcbh,4.646839613721895,4.0,6.0,True,1.0,1.0,1.0,eddington_or_below,heavy_seed_scale,strong
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,subeddington_eps0p1,0.3,0.1,1.0,pbh,4.0,10000.0,0.3892947825396883,pbh,4.646839613721895,2.0,6.0,True,1.0,1.0,1.0,eddington_or_below,heavy_seed_scale,strong
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,supercritical_eps0p05,2.0,0.05,1.0,light_popiii,1.5,31.622776601683793,0.34788044397163637,light_popiii,-23.76522025132148,1.0,2.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,supercritical_eps0p05,2.0,0.05,1.0,intermediate_cluster,3.5,3162.2776601683795,0.2170983221777881,intermediate_cluster,-23.76522025132148,3.0,4.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,supercritical_eps0p05,2.0,0.05,1.0,heavy_dcbh,5.0,100000.0,0.11901173083240192,heavy_dcbh,-23.76522025132148,4.0,6.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,supercritical_eps0p05,2.0,0.05,1.0,pbh,4.0,10000.0,0.18440279172932603,pbh,-23.76522025132148,2.0,6.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,merger_boost_x2,1.0,0.1,2.0,light_popiii,1.5,31.622776601683793,0.69285774340823,light_popiii,-0.7248979499243324,1.0,2.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,merger_boost_x2,1.0,0.1,2.0,intermediate_cluster,3.5,3162.2776601683795,0.41676215295455044,intermediate_cluster,-0.7248979499243324,3.0,4.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,merger_boost_x2,1.0,0.1,2.0,heavy_dcbh,5.0,100000.0,0.2096904601142907,heavy_dcbh,-0.7248979499243324,4.0,6.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_minus_0p3dex,-0.3,0.0,6.82,8.95,-2.129999999999999,merger_boost_x2,1.0,0.1,2.0,pbh,4.0,10000.0,0.34773825534113056,pbh,-0.7248979499243324,2.0,6.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_plus_0p3dex,0.3,0.0,7.42,8.95,-1.5299999999999994,eddington_eps0p1,1.0,0.1,1.0,light_popiii,1.5,31.622776601683793,0.8172429477428917,light_popiii,0.17613204573964847,1.0,2.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_plus_0p3dex,0.3,0.0,7.42,8.95,-1.5299999999999994,eddington_eps0p1,1.0,0.1,1.0,intermediate_cluster,3.5,3162.2776601683795,0.541147357289212,intermediate_cluster,0.17613204573964847,3.0,4.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_plus_0p3dex,0.3,0.0,7.42,8.95,-1.5299999999999994,eddington_eps0p1,1.0,0.1,1.0,heavy_dcbh,5.0,100000.0,0.3340756644489523,heavy_dcbh,0.17613204573964847,4.0,6.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_plus_0p3dex,0.3,0.0,7.42,8.95,-1.5299999999999994,eddington_eps0p1,1.0,0.1,1.0,pbh,4.0,10000.0,0.4721234596757921,pbh,0.17613204573964847,2.0,6.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_plus_0p3dex,0.3,0.0,7.42,8.95,-1.5299999999999994,subeddington_eps0p1,0.3,0.1,1.0,light_popiii,1.5,31.622776601683793,0.8172429477428917,light_popiii,5.246839613721894,1.0,2.0,False,0.0,1.0,0.4,eddington_or_below,heavy_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_plus_0p3dex,0.3,0.0,7.42,8.95,-1.5299999999999994,subeddington_eps0p1,0.3,0.1,1.0,intermediate_cluster,3.5,3162.2776601683795,0.541147357289212,intermediate_cluster,5.246839613721894,3.0,4.0,False,0.0,1.0,0.4,eddington_or_below,heavy_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_plus_0p3dex,0.3,0.0,7.42,8.95,-1.5299999999999994,subeddington_eps0p1,0.3,0.1,1.0,heavy_dcbh,5.0,100000.0,0.3340756644489523,heavy_dcbh,5.246839613721894,4.0,6.0,True,1.0,1.0,1.0,eddington_or_below,heavy_seed_scale,strong
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_plus_0p3dex,0.3,0.0,7.42,8.95,-1.5299999999999994,subeddington_eps0p1,0.3,0.1,1.0,pbh,4.0,10000.0,0.4721234596757921,pbh,5.246839613721894,2.0,6.0,True,1.0,1.0,1.0,eddington_or_below,heavy_seed_scale,strong
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_plus_0p3dex,0.3,0.0,7.42,8.95,-1.5299999999999994,supercritical_eps0p05,2.0,0.05,1.0,light_popiii,1.5,31.622776601683793,0.3871150805097908,light_popiii,-23.16522025132148,1.0,2.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_plus_0p3dex,0.3,0.0,7.42,8.95,-1.5299999999999994,supercritical_eps0p05,2.0,0.05,1.0,intermediate_cluster,3.5,3162.2776601683795,0.2563329587159425,intermediate_cluster,-23.16522025132148,3.0,4.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_plus_0p3dex,0.3,0.0,7.42,8.95,-1.5299999999999994,supercritical_eps0p05,2.0,0.05,1.0,heavy_dcbh,5.0,100000.0,0.15824636737055636,heavy_dcbh,-23.16522025132148,4.0,6.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_plus_0p3dex,0.3,0.0,7.42,8.95,-1.5299999999999994,supercritical_eps0p05,2.0,0.05,1.0,pbh,4.0,10000.0,0.22363742826748045,pbh,-23.16522025132148,2.0,6.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_plus_0p3dex,0.3,0.0,7.42,8.95,-1.5299999999999994,merger_boost_x2,1.0,0.1,2.0,light_popiii,1.5,31.622776601683793,0.7756864205443338,light_popiii,-0.12489794992433279,1.0,2.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_plus_0p3dex,0.3,0.0,7.42,8.95,-1.5299999999999994,merger_boost_x2,1.0,0.1,2.0,intermediate_cluster,3.5,3162.2776601683795,0.4995908300906543,intermediate_cluster,-0.12489794992433279,3.0,4.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_plus_0p3dex,0.3,0.0,7.42,8.95,-1.5299999999999994,merger_boost_x2,1.0,0.1,2.0,heavy_dcbh,5.0,100000.0,0.2925191372503945,heavy_dcbh,-0.12489794992433279,4.0,6.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mbh_plus_0p3dex,0.3,0.0,7.42,8.95,-1.5299999999999994,merger_boost_x2,1.0,0.1,2.0,pbh,4.0,10000.0,0.4305669324772344,pbh,-0.12489794992433279,2.0,6.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mstar_agn_20pct,0.0,0.2,7.12,8.853089986991943,-1.733089986991943,eddington_eps0p1,1.0,0.1,1.0,light_popiii,1.5,31.622776601683793,0.7758286091748398,light_popiii,-0.12386795426035135,1.0,2.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mstar_agn_20pct,0.0,0.2,7.12,8.853089986991943,-1.733089986991943,eddington_eps0p1,1.0,0.1,1.0,intermediate_cluster,3.5,3162.2776601683795,0.4997330187211601,intermediate_cluster,-0.12386795426035135,3.0,4.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mstar_agn_20pct,0.0,0.2,7.12,8.853089986991943,-1.733089986991943,eddington_eps0p1,1.0,0.1,1.0,heavy_dcbh,5.0,100000.0,0.2926613258809004,heavy_dcbh,-0.12386795426035135,4.0,6.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
GS30148179_juodzbalis25,GS-30148179,5.922,spec,JADES,broad-line-agn,robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",False,False,False,True,30.0,0.8339811183548581,mstar_agn_20pct,0.0,0.2,7.12,8.853089986991943,-1.733089986991943,eddington_eps0p1,1.0,0.1,1.0,pbh,4.0,10000.0,0.43070912110774023,pbh,-0.12386795426035135,2.0,6.0,False,0.0,1.0,0.4,eddington_or_below,light_seed_scale,poor
