catalogue_release,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,n_measurements,available_measurement_ids,preferred_measurement_flag,preferred_measurement_reason,redshift,cosmic_time_gyr,survey,field,object_class,quality_flag,detection_evidence,source_key,source_table,source_paper_version,source_url,source_doi,mbh_method,lrd_flag,lrd_status,halpha_absorption_fit_flag,source_caveat_tags,notes,scenario,scenario_label,scenario_kind,scenario_scope,mbh_delta_dex,reported_statistical_errors_applied,systematic_combined_with_statistical_error,z_seed,epsilon,merger_boost,delta_t_z30_gyr,log_mbh_eval,log_mbh_err_plus_reported,log_mbh_err_minus_reported,mstar_diagnostic_status,lbol_diagnostic_status,edd_ratio_diagnostic_status,log_mstar_msun,log_lbol_erg_s,edd_ratio_reported,log_mbh_mstar_ratio,edd_ratio_consistency_flag,edd_ratio_log_residual_dex,required_fedd_seed1e2,required_fedd_seed1e4,required_fedd_seed1e5,required_log_mseed_fedd0p3,required_log_mseed_fedd1
expanded-blagn-v1,physical_object,HZA-GS-210600,GS210600_juodzbalis25,HZA-GS-210600,GS-210600,1,GS210600_juodzbalis25,True,only catalogue measurement in this release,6.306,0.8730973651000311,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,False,False,30.0,0.1,1.0,0.7731118349309066,7.71,0.33,0.34,available,available,available,8.4,44.29,0.057,-0.9900000000000002,consistent,-0.0237545992099406,0.8503142939320689,0.5524809160224126,0.4035642270675844,5.695450777172458,0.9948359239081928
expanded-blagn-v1,physical_object,HZA-GS-30148179,GS30148179_juodzbalis25,HZA-GS-30148179,GS-30148179,1,GS30148179_juodzbalis25,True,only catalogue measurement in this release,5.922,0.9465948399109976,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.846609309741873,7.12,0.34,0.35,available,available,available,8.95,44.25,0.11,-1.8299999999999992,consistent,0.0117632302757858,0.696261873125633,0.42428457893593263,0.28829593184108243,4.913933490707102,-0.23355503097632635
expanded-blagn-v1,physical_object,HZA-GS-30148179,GS30148179_juodzbalis25,HZA-GS-30148179,GS-30148179,1,GS30148179_juodzbalis25,True,only catalogue measurement in this release,5.922,0.9465948399109976,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,False,False,30.0,0.1,1.0,0.846609309741873,6.82,0.34,0.35,available,available,available,8.95,44.25,0.11,-1.8299999999999992,consistent,0.0117632302757858,0.655465278997178,0.38348798480747764,0.24749933771262744,4.613933490707103,-0.5335550309763262
expanded-blagn-v1,physical_object,HZA-GS-30148179,GS30148179_juodzbalis25,HZA-GS-30148179,GS-30148179,1,GS30148179_juodzbalis25,True,only catalogue measurement in this release,5.922,0.9465948399109976,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,False,False,30.0,0.1,1.0,0.846609309741873,7.42,0.34,0.35,available,available,available,8.95,44.25,0.11,-1.8299999999999992,consistent,0.0117632302757858,0.7370584672540882,0.4650811730643877,0.3290925259695375,5.213933490707102,0.06644496902367347
expanded-blagn-v1,physical_object,HZA-GS-10013704,GS10013704_juodzbalis25,HZA-GS-10013704,GS-10013704,1,GS10013704_juodzbalis25,True,only catalogue measurement in this release,5.919,0.947209215281436,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.8472236851123115,7.44,0.31,0.31,available,available,available,8.9,44.29,0.055,-1.46,consistent,-0.0092667653881941,0.7392417802995618,0.4674617140129583,0.3315716808696565,5.232332571707911,0.08110857235970048
expanded-blagn-v1,physical_object,HZA-GS-10013704,GS10013704_juodzbalis25,HZA-GS-10013704,GS-10013704,1,GS10013704_juodzbalis25,True,only catalogue measurement in this release,5.919,0.947209215281436,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,False,False,30.0,0.1,1.0,0.8472236851123115,7.140000000000001,0.31,0.31,available,available,available,8.9,44.29,0.055,-1.46,consistent,-0.0092667653881941,0.6984747703565714,0.4266947040699678,0.29080467092666595,4.93233257170791,-0.21889142764029934
expanded-blagn-v1,physical_object,HZA-GS-10013704,GS10013704_juodzbalis25,HZA-GS-10013704,GS-10013704,1,GS10013704_juodzbalis25,True,only catalogue measurement in this release,5.919,0.947209215281436,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,False,False,30.0,0.1,1.0,0.8472236851123115,7.74,0.31,0.31,available,available,available,8.9,44.29,0.055,-1.46,consistent,-0.0092667653881941,0.7800087902425525,0.5082287239559488,0.372338690812647,5.53233257170791,0.3811085723597003
expanded-blagn-v1,physical_object,HZA-GN-61888,GN61888_juodzbalis25,HZA-GN-61888,GN-61888,1,GN61888_juodzbalis25,True,only catalogue measurement in this release,5.874,0.9565050566273134,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.856519526458189,7.04,0.33,0.32,available,available,available,8.53,44.38,0.18,-1.489999999999999,consistent,0.015643050220866,0.6774526738858004,0.40862224774064154,0.27420703466806207,4.808109776100934,-0.3996340796635547
expanded-blagn-v1,physical_object,HZA-GN-61888,GN61888_juodzbalis25,HZA-GN-61888,GN-61888,1,GN61888_juodzbalis25,True,only catalogue measurement in this release,5.874,0.9565050566273134,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,False,False,30.0,0.1,1.0,0.856519526458189,6.74,0.33,0.32,available,available,available,8.53,44.38,0.18,-1.489999999999999,consistent,0.015643050220866,0.6371281099640266,0.3682976838188677,0.23388247074628826,4.508109776100934,-0.6996340796635545
expanded-blagn-v1,physical_object,HZA-GN-61888,GN61888_juodzbalis25,HZA-GN-61888,GN-61888,1,GN61888_juodzbalis25,True,only catalogue measurement in this release,5.874,0.9565050566273134,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,False,False,30.0,0.1,1.0,0.856519526458189,7.34,0.33,0.32,available,available,available,8.53,44.38,0.18,-1.489999999999999,consistent,0.015643050220866,0.7177772378075741,0.4489468116624153,0.3145315985898358,5.1081097761009335,-0.09963407966355486
