science_release,input_catalogue_release,catalogue_view,measurement_id,physical_object_id,object_id,source_key,object_class,mass_comparability_group,growth_ranking_eligibility_reason,retained_in_catalogue_flag,excluded_from_science_rank_flag
v7.2-class-aware-science,v7.2-accreting-atlas-catalogue,measurement,GNIRS50-J0055-0146_shen19,HZA-GNIRS50-J0055-0146,J0055+0146,shen19_gnirs50,luminous_quasar_comparison,no_numeric_mass,missing_numeric_mbh,True,True
v7.2-class-aware-science,v7.2-accreting-atlas-catalogue,measurement,XQR30-WISEA-J0439-1634_mazzucchelli23,HZA-XQR30-WISEA-J0439-1634,WISEA J0439+1634,xqr30_mazzucchelli23,luminous_quasar_comparison,virial_uv_single_epoch,lensing_correction_not_applied,True,True
v7.2-class-aware-science,v7.2-accreting-atlas-catalogue,physical_object,GNIRS50-J0055-0146_shen19,HZA-GNIRS50-J0055-0146,J0055+0146,shen19_gnirs50,luminous_quasar_comparison,no_numeric_mass,missing_numeric_mbh,True,True
v7.2-class-aware-science,v7.2-accreting-atlas-catalogue,physical_object,XQR30-WISEA-J0439-1634_mazzucchelli23,HZA-XQR30-WISEA-J0439-1634,WISEA J0439+1634,xqr30_mazzucchelli23,luminous_quasar_comparison,virial_uv_single_epoch,lensing_correction_not_applied,True,True
