catalogue_release,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,n_measurements,available_measurement_ids,preferred_measurement_flag,preferred_measurement_reason,redshift,cosmic_time_gyr,survey,field,object_class,quality_flag,detection_evidence,source_key,source_table,source_paper_version,source_url,source_doi,mbh_method,lrd_flag,lrd_status,halpha_absorption_fit_flag,source_caveat_tags,notes,scenario,scenario_label,scenario_kind,scenario_scope,mbh_delta_dex,reported_statistical_errors_applied,systematic_combined_with_statistical_error,z_seed,epsilon,merger_boost,delta_t_z30_gyr,log_mbh_eval,log_mbh_err_plus_reported,log_mbh_err_minus_reported,mstar_diagnostic_status,lbol_diagnostic_status,edd_ratio_diagnostic_status,log_mstar_msun,log_lbol_erg_s,edd_ratio_reported,log_mbh_mstar_ratio,edd_ratio_consistency_flag,edd_ratio_log_residual_dex,required_fedd_seed1e2,required_fedd_seed1e4,required_fedd_seed1e5,required_log_mseed_fedd0p3,required_log_mseed_fedd1
v5-blagn,physical_object,HZA-J2002M3013-BHAE-1,J2002M3013BHAE1_lin24,HZA-J2002M3013-BHAE-1,J2002M3013-BHAE-1,1,J2002M3013BHAE1_lin24,True,only catalogue measurement in this release,4.9461,1.1882033528758245,ASPIRE,J2002M3013,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,False,False,30.0,0.1,1.0,1.0882178227067,8.01,0.08,0.08,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,45.4,,,not_evaluable,,0.635834854021869,0.42424255651043175,0.31844640775471317,5.174358026938254,-1.4421399102058192
v5-blagn,physical_object,HZA-J2132P1217-BHAE-1,J2132P1217BHAE1_lin24,HZA-J2132P1217-BHAE-1,J2132P1217-BHAE-1,1,J2132P1217BHAE1_lin24,True,only catalogue measurement in this release,4.925,1.1945341990300051,ASPIRE,J2132P1217,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0945486688608808,7.11,0.12,0.12,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.93,,,not_evaluable,,0.5374913953093066,0.32712294313345264,0.22193871704552579,4.25786131763502,-2.397128941216603
v5-blagn,physical_object,HZA-J2132P1217-BHAE-1,J2132P1217BHAE1_lin24,HZA-J2132P1217-BHAE-1,J2132P1217-BHAE-1,1,J2132P1217BHAE1_lin24,True,only catalogue measurement in this release,4.925,1.1945341990300051,ASPIRE,J2132P1217,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,False,False,30.0,0.1,1.0,1.0945486688608808,6.8100000000000005,0.12,0.12,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.93,,,not_evaluable,,0.5059361274829284,0.2955676753070746,0.19038344921914774,3.95786131763502,-2.6971289412166026
v5-blagn,physical_object,HZA-J2132P1217-BHAE-1,J2132P1217BHAE1_lin24,HZA-J2132P1217-BHAE-1,J2132P1217-BHAE-1,1,J2132P1217BHAE1_lin24,True,only catalogue measurement in this release,4.925,1.1945341990300051,ASPIRE,J2132P1217,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,False,False,30.0,0.1,1.0,1.0945486688608808,7.41,0.12,0.12,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.93,,,not_evaluable,,0.5690466631356845,0.3586782109598307,0.25349398487190383,4.55786131763502,-2.097128941216603
v5-blagn,physical_object,HZA-J0910M0414-BHAE-1,J0910M0414BHAE1_lin24,HZA-J0910M0414-BHAE-1,J0910M0414-BHAE-1,1,J0910M0414BHAE1_lin24,True,only catalogue measurement in this release,4.9102,1.1990083231921702,ASPIRE,J0910M0414,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0990227930230458,7.94,0.13,0.13,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,45.21,,,not_evaluable,,0.6222507640065763,0.41273872225352043,0.30798270137699235,5.07620279302515,-1.605990689916168
v5-blagn,physical_object,HZA-J0910M0414-BHAE-1,J0910M0414BHAE1_lin24,HZA-J0910M0414-BHAE-1,J0910M0414-BHAE-1,1,J0910M0414BHAE1_lin24,True,only catalogue measurement in this release,4.9102,1.1990083231921702,ASPIRE,J0910M0414,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,False,False,30.0,0.1,1.0,1.0990227930230458,7.640000000000001,0.13,0.13,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,45.21,,,not_evaluable,,0.590823957743618,0.38131191599056197,0.276555895114034,4.77620279302515,-1.9059906899161678
v5-blagn,physical_object,HZA-J0910M0414-BHAE-1,J0910M0414BHAE1_lin24,HZA-J0910M0414-BHAE-1,J0910M0414-BHAE-1,1,J0910M0414BHAE1_lin24,True,only catalogue measurement in this release,4.9102,1.1990083231921702,ASPIRE,J0910M0414,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,False,False,30.0,0.1,1.0,1.0990227930230458,8.24,0.13,0.13,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,45.21,,,not_evaluable,,0.6536775702695348,0.4441655285164787,0.3394095076399507,5.37620279302515,-1.3059906899161682
v5-blagn,physical_object,HZA-J1526M2050-BHAE-3,J1526M2050BHAE3_lin24,HZA-J1526M2050-BHAE-3,J1526M2050-BHAE-3,1,J1526M2050BHAE3_lin24,True,only catalogue measurement in this release,4.8751,1.209731330933385,ASPIRE,J1526M2050,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,1.0,blueshifted_halpha_absorption_266_km_s;absorption_interpretation_uncertain;total_luminosity_reported_without_absorption;formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.1097458007642607,7.43,0.31,0.31,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.59,,,not_evaluable,,0.5633288743398293,0.355841259481697,0.25209745205263073,4.538261134476657,-2.2091295517444767
v5-blagn,physical_object,HZA-J1526M2050-BHAE-3,J1526M2050BHAE3_lin24,HZA-J1526M2050-BHAE-3,J1526M2050-BHAE-3,1,J1526M2050BHAE3_lin24,True,only catalogue measurement in this release,4.8751,1.209731330933385,ASPIRE,J1526M2050,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,1.0,blueshifted_halpha_absorption_266_km_s;absorption_interpretation_uncertain;total_luminosity_reported_without_absorption;formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,False,False,30.0,0.1,1.0,1.1097458007642607,7.13,0.31,0.31,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.59,,,not_evaluable,,0.5322057321111094,0.3247181172529771,0.22097430982391095,4.238261134476657,-2.5091295517444765
v5-blagn,physical_object,HZA-J1526M2050-BHAE-3,J1526M2050BHAE3_lin24,HZA-J1526M2050-BHAE-3,J1526M2050-BHAE-3,1,J1526M2050BHAE3_lin24,True,only catalogue measurement in this release,4.8751,1.209731330933385,ASPIRE,J1526M2050,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,1.0,blueshifted_halpha_absorption_266_km_s;absorption_interpretation_uncertain;total_luminosity_reported_without_absorption;formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,False,False,30.0,0.1,1.0,1.1097458007642607,7.7299999999999995,0.31,0.31,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.59,,,not_evaluable,,0.5944520165685491,0.3869644017104168,0.28322059428135066,4.838261134476657,-1.9091295517444768
v5-blagn,physical_object,HZA-J1526M2050-BHAE-2,J1526M2050BHAE2_lin24,HZA-J1526M2050-BHAE-2,J1526M2050-BHAE-2,1,J1526M2050BHAE2_lin24,True,only catalogue measurement in this release,4.8708,1.2110559326604544,ASPIRE,J1526M2050,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.11107040249133,8.07,0.12,0.12,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,45.09,,,not_evaluable,,0.6289741623543484,0.42173391116675424,0.3181137855729571,5.1748095311519435,-1.5806348961601913
v5-blagn,physical_object,HZA-J1526M2050-BHAE-2,J1526M2050BHAE2_lin24,HZA-J1526M2050-BHAE-2,J1526M2050-BHAE-2,1,J1526M2050BHAE2_lin24,True,only catalogue measurement in this release,4.8708,1.2110559326604544,ASPIRE,J1526M2050,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,False,False,30.0,0.1,1.0,1.11107040249133,7.7700000000000005,0.12,0.12,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,45.09,,,not_evaluable,,0.5978881246762092,0.39064787348861507,0.287027747894818,4.874809531151943,-1.880634896160191
v5-blagn,physical_object,HZA-J1526M2050-BHAE-2,J1526M2050BHAE2_lin24,HZA-J1526M2050-BHAE-2,J1526M2050-BHAE-2,1,J1526M2050BHAE2_lin24,True,only catalogue measurement in this release,4.8708,1.2110559326604544,ASPIRE,J1526M2050,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,False,False,30.0,0.1,1.0,1.11107040249133,8.370000000000001,0.12,0.12,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,45.09,,,not_evaluable,,0.6600602000324876,0.45281994884489335,0.3491998232510963,5.474809531151944,-1.2806348961601906
v5-blagn,physical_object,HZA-J0923P0402-BHAE-1,J0923P0402BHAE1_lin24,HZA-J0923P0402-BHAE-1,J0923P0402-BHAE-1,1,J0923P0402BHAE1_lin24,True,only catalogue measurement in this release,4.8688,1.2116728480090049,ASPIRE,J0923P0402,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,1.0,two_broad_components_total_profile_used_for_mass;blueshifted_halpha_absorption_586_km_s;absorption_interpretation_uncertain;formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.1116873178398805,7.87,0.09,0.09,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,45.55,,,not_evaluable,,0.6079125973182067,0.40078735121319586,0.2972247281606905,4.973201993561881,-1.7859933547937308
v5-blagn,physical_object,HZA-J0923P0402-BHAE-1,J0923P0402BHAE1_lin24,HZA-J0923P0402-BHAE-1,J0923P0402-BHAE-1,1,J0923P0402BHAE1_lin24,True,only catalogue measurement in this release,4.8688,1.2116728480090049,ASPIRE,J0923P0402,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,1.0,two_broad_components_total_profile_used_for_mass;blueshifted_halpha_absorption_586_km_s;absorption_interpretation_uncertain;formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,False,False,30.0,0.1,1.0,1.1116873178398805,7.57,0.09,0.09,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,45.55,,,not_evaluable,,0.5768438104024551,0.36971856429744426,0.2661559412449389,4.673201993561882,-2.0859933547937306
v5-blagn,physical_object,HZA-J0923P0402-BHAE-1,J0923P0402BHAE1_lin24,HZA-J0923P0402-BHAE-1,J0923P0402-BHAE-1,1,J0923P0402BHAE1_lin24,True,only catalogue measurement in this release,4.8688,1.2116728480090049,ASPIRE,J0923P0402,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,1.0,two_broad_components_total_profile_used_for_mass;blueshifted_halpha_absorption_586_km_s;absorption_interpretation_uncertain;formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,False,False,30.0,0.1,1.0,1.1116873178398805,8.17,0.09,0.09,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,45.55,,,not_evaluable,,0.6389813842339583,0.4318561381289475,0.3282935150764421,5.273201993561882,-1.485993354793731
v5-blagn,physical_object,HZA-J2232P2930-BHAE-3,J2232P2930BHAE3_lin24,HZA-J2232P2930-BHAE-3,J2232P2930-BHAE-3,1,J2232P2930BHAE3_lin24,True,only catalogue measurement in this release,4.7061,1.263666014298253,ASPIRE,J2232P2930,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.1636804841291286,7.31,0.22,0.22,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.71,,,not_evaluable,,0.5253472499776681,0.32747634603127707,0.2285408940580816,4.277719922265289,-2.7976002591157014
v5-blagn,physical_object,HZA-J2232P2930-BHAE-3,J2232P2930BHAE3_lin24,HZA-J2232P2930-BHAE-3,J2232P2930-BHAE-3,1,J2232P2930BHAE3_lin24,True,only catalogue measurement in this release,4.7061,1.263666014298253,ASPIRE,J2232P2930,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,False,False,30.0,0.1,1.0,1.1636804841291286,7.01,0.22,0.22,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.71,,,not_evaluable,,0.49566661438570947,0.2977957104393185,0.19886025846612296,3.9777199222652895,-3.0976002591157012
v5-blagn,physical_object,HZA-J2232P2930-BHAE-3,J2232P2930BHAE3_lin24,HZA-J2232P2930-BHAE-3,J2232P2930-BHAE-3,1,J2232P2930BHAE3_lin24,True,only catalogue measurement in this release,4.7061,1.263666014298253,ASPIRE,J2232P2930,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,False,False,30.0,0.1,1.0,1.1636804841291286,7.609999999999999,0.22,0.22,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.71,,,not_evaluable,,0.5550278855696268,0.35715698162323567,0.2582215296500402,4.577719922265289,-2.4976002591157016
v5-blagn,physical_object,HZA-J2232P2930-BHAE-2,J2232P2930BHAE2_lin24,HZA-J2232P2930-BHAE-2,J2232P2930-BHAE-2,1,J2232P2930BHAE2_lin24,True,only catalogue measurement in this release,4.4693,1.3462630290899693,ASPIRE,J2232P2930,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,0.0,broad_fwhm_near_1000_km_s_selection_boundary;formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.246277498920845,6.78,0.13,0.13,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.63,,,not_evaluable,,0.44156926342816816,0.25681224944148684,0.1644337424481463,3.5324913557909476,-4.045028814030176
v5-blagn,physical_object,HZA-J2232P2930-BHAE-2,J2232P2930BHAE2_lin24,HZA-J2232P2930-BHAE-2,J2232P2930-BHAE-2,1,J2232P2930BHAE2_lin24,True,only catalogue measurement in this release,4.4693,1.3462630290899693,ASPIRE,J2232P2930,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,0.0,broad_fwhm_near_1000_km_s_selection_boundary;formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,False,False,30.0,0.1,1.0,1.246277498920845,6.48,0.13,0.13,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.63,,,not_evaluable,,0.4138557113301659,0.2290986973434847,0.1367201903501441,3.232491355790948,-4.345028814030176
v5-blagn,physical_object,HZA-J2232P2930-BHAE-2,J2232P2930BHAE2_lin24,HZA-J2232P2930-BHAE-2,J2232P2930-BHAE-2,1,J2232P2930BHAE2_lin24,True,only catalogue measurement in this release,4.4693,1.3462630290899693,ASPIRE,J2232P2930,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,0.0,broad_fwhm_near_1000_km_s_selection_boundary;formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,False,False,30.0,0.1,1.0,1.246277498920845,7.08,0.13,0.13,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.63,,,not_evaluable,,0.4692828155261703,0.28452580153948903,0.19214729454614843,3.8324913557909475,-3.745028814030176
v5-blagn,physical_object,HZA-J0229M0808-BHAE-1,J0229M0808BHAE1_lin24,HZA-J0229M0808-BHAE-1,J0229M0808-BHAE-1,1,J0229M0808BHAE1_lin24,True,only catalogue measurement in this release,4.3653,1.385415523960064,ASPIRE,J0229M0808,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.2854299937909397,7.31,0.12,0.12,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.81,,,not_evaluable,,0.4755889820082617,0.29645942192982033,0.2068946418905997,3.9604690809419822,-3.855103063526726
v5-blagn,physical_object,HZA-J0229M0808-BHAE-1,J0229M0808BHAE1_lin24,HZA-J0229M0808-BHAE-1,J0229M0808-BHAE-1,1,J0229M0808BHAE1_lin24,True,only catalogue measurement in this release,4.3653,1.385415523960064,ASPIRE,J0229M0808,broad-line-agn,robust,individual_robust,lin24_aspire_blagn,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,True,lrd,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,False,False,30.0,0.1,1.0,1.2854299937909397,7.01,0.12,0.12,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.81,,,not_evaluable,,0.4487195479964955,0.2695899879180542,0.18002520787883353,3.6604690809419824,-4.155103063526726
