catalogue_release,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,n_measurements,available_measurement_ids,preferred_measurement_flag,preferred_measurement_reason,redshift,cosmic_time_gyr,survey,field,object_class,quality_flag,detection_evidence,source_key,source_table,source_paper_version,source_url,source_doi,mbh_method,lrd_flag,lrd_status,halpha_absorption_fit_flag,source_caveat_tags,notes,n_samples,random_seed,z_seed,epsilon,merger_boost,reported_statistical_errors_sampled,statistical_error_model,log_mbh_err_plus_reported,log_mbh_err_minus_reported,log_mbh_sigma_plus_used,log_mbh_sigma_minus_used,mbh_uncertainty_mode,systematic_combined_with_statistical_error,scenario,scenario_label,scenario_kind,scenario_scope,mbh_delta_dex,log_mbh_sample_p5,log_mbh_sample_p16,log_mbh_sample_p50,log_mbh_sample_p84,log_mbh_sample_p95,seed_mass_short,log_mseed_assumption,mseed_assumption_msun,required_fedd_p5,required_fedd_p16,required_fedd_p50,required_fedd_p84,required_fedd_p95,prob_required_fedd_gt_1,evidence_status,evidence_status_basis,spectroscopic_type,selection_channels,phenotype_tags,lensing_status,growth_ranking_eligible_flag,preferred_measurement_phenotype_tags,all_measurements_phenotype_tags,phenotype_evidence_measurement_ids,phenotype_evidence_source_keys
v5-blagn,physical_object,HZA-GS-159717,GS159717_juodzbalis25,HZA-GS-159717,GS-159717,1,GS159717_juodzbalis25,True,only catalogue measurement in this release,5.077,1.1501440446728537,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,False,non_lrd,,,Robust sample; BEAGLE Mstar unavailable in Table 5.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.3,0.3,0.3,0.3,symmetric_reported,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,7.240376441487356,7.451887093678091,7.747122549269937,8.041895380558477,8.238978475519318,seed1e4,4.0,10000.0,0.35524363164278205,0.37843162031390115,0.41079838921499146,0.44311444044776155,0.46472073084442667,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-159717,GS159717_juodzbalis25,HZA-GS-159717,GS-159717,1,GS159717_juodzbalis25,True,only catalogue measurement in this release,5.077,1.1501440446728537,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,False,non_lrd,,,Robust sample; BEAGLE Mstar unavailable in Table 5.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.3,0.3,0.3,0.3,symmetric_reported,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,7.240376441487356,7.451887093678091,7.747122549269937,8.041895380558477,8.238978475519318,seed1e5,5.0,100000.0,0.2456132729305941,0.2688012616017132,0.3011680305028035,0.3334840817355735,0.3550903721322386,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-164055,GS164055_juodzbalis25,HZA-GS-164055,GS-164055,1,GS164055_juodzbalis25,True,only catalogue measurement in this release,7.397,0.7088155769811714,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,False,non_lrd,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because the host is significantly extended.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.59,0.66,0.59,0.66,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,6.579019445077022,6.990884899839855,7.655420622398573,8.225984904553949,8.619413765206625,seed1e2,2.0,100.0,0.8658887623871779,0.943772176767093,1.06943532829336,1.1773285587248234,1.2517256285176148,0.7069,probable_accreting_mbh,published_blagn_with_tentative_broad_line_detection,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-164055,GS164055_juodzbalis25,HZA-GS-164055,GS-164055,1,GS164055_juodzbalis25,True,only catalogue measurement in this release,7.397,0.7088155769811714,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,False,non_lrd,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because the host is significantly extended.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.59,0.66,0.59,0.66,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,6.579019445077022,6.990884899839855,7.655420622398573,8.225984904553949,8.619413765206625,seed1e4,4.0,10000.0,0.48769042854166045,0.5655738429215755,0.6912369944478426,0.799130224879306,0.8735272946720972,0.0022,probable_accreting_mbh,published_blagn_with_tentative_broad_line_detection,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-164055,GS164055_juodzbalis25,HZA-GS-164055,GS-164055,1,GS164055_juodzbalis25,True,only catalogue measurement in this release,7.397,0.7088155769811714,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,False,non_lrd,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because the host is significantly extended.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.59,0.66,0.59,0.66,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,6.579019445077022,6.990884899839855,7.655420622398573,8.225984904553949,8.619413765206625,seed1e5,5.0,100000.0,0.2985912616189016,0.3764746759988168,0.5021378275250838,0.6100310579565472,0.6844281277493384,0.0,probable_accreting_mbh,published_blagn_with_tentative_broad_line_detection,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-164055,GS164055_juodzbalis25,HZA-GS-164055,GS-164055,1,GS164055_juodzbalis25,True,only catalogue measurement in this release,7.397,0.7088155769811714,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,False,non_lrd,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because the host is significantly extended.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.59,0.66,0.59,0.66,asymmetric,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.279019445077022,6.690884899839856,7.355420622398574,7.925984904553949,8.319413765206624,seed1e2,2.0,100.0,0.8091590123103505,0.8870424266902657,1.0127055782165326,1.120598808647996,1.194995878440787,0.5416,probable_accreting_mbh,published_blagn_with_tentative_broad_line_detection,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-164055,GS164055_juodzbalis25,HZA-GS-164055,GS-164055,1,GS164055_juodzbalis25,True,only catalogue measurement in this release,7.397,0.7088155769811714,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,False,non_lrd,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because the host is significantly extended.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.59,0.66,0.59,0.66,asymmetric,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.279019445077022,6.690884899839856,7.355420622398574,7.925984904553949,8.319413765206624,seed1e4,4.0,10000.0,0.4309606784648328,0.5088440928447479,0.634507244371015,0.7424004748024785,0.8167975445952693,0.0002,probable_accreting_mbh,published_blagn_with_tentative_broad_line_detection,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-164055,GS164055_juodzbalis25,HZA-GS-164055,GS-164055,1,GS164055_juodzbalis25,True,only catalogue measurement in this release,7.397,0.7088155769811714,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,False,non_lrd,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because the host is significantly extended.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.59,0.66,0.59,0.66,asymmetric,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.279019445077022,6.690884899839856,7.355420622398574,7.925984904553949,8.319413765206624,seed1e5,5.0,100000.0,0.24186151154207408,0.3197449259219892,0.4454080774482563,0.5533013078797198,0.6276983776725107,0.0,probable_accreting_mbh,published_blagn_with_tentative_broad_line_detection,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-164055,GS164055_juodzbalis25,HZA-GS-164055,GS-164055,1,GS164055_juodzbalis25,True,only catalogue measurement in this release,7.397,0.7088155769811714,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,False,non_lrd,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because the host is significantly extended.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.59,0.66,0.59,0.66,asymmetric,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,6.879019445077022,7.290884899839855,7.955420622398574,8.52598490455395,8.919413765206626,seed1e2,2.0,100.0,0.9226185124640056,1.0005019268439206,1.126165078370188,1.2340583088016515,1.3084553785944426,0.841,probable_accreting_mbh,published_blagn_with_tentative_broad_line_detection,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-164055,GS164055_juodzbalis25,HZA-GS-164055,GS-164055,1,GS164055_juodzbalis25,True,only catalogue measurement in this release,7.397,0.7088155769811714,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,False,non_lrd,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because the host is significantly extended.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.59,0.66,0.59,0.66,asymmetric,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,6.879019445077022,7.290884899839855,7.955420622398574,8.52598490455395,8.919413765206626,seed1e4,4.0,10000.0,0.5444201786184881,0.6223035929984032,0.7479667445246703,0.8558599749561338,0.9302570447489249,0.0116,probable_accreting_mbh,published_blagn_with_tentative_broad_line_detection,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-164055,GS164055_juodzbalis25,HZA-GS-164055,GS-164055,1,GS164055_juodzbalis25,True,only catalogue measurement in this release,7.397,0.7088155769811714,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,False,non_lrd,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because the host is significantly extended.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.59,0.66,0.59,0.66,asymmetric,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,6.879019445077022,7.290884899839855,7.955420622398574,8.52598490455395,8.919413765206626,seed1e5,5.0,100000.0,0.3553210116957292,0.4332044260756444,0.5588675776019115,0.6667608080333751,0.7411578778261662,0.0,probable_accreting_mbh,published_blagn_with_tentative_broad_line_detection,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-172975,GS172975_juodzbalis25,HZA-GS-172975,GS-172975,1,GS172975_juodzbalis25,True,only catalogue measurement in this release,4.741,1.2522045591007307,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,False,non_lrd,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.32,0.32,0.32,0.32,symmetric_reported,False,baseline,reported MBH,none,all_sources,0.0,6.727957389219493,6.934766041428806,7.247449625899942,7.561418700785763,7.760681655840775,seed1e2,2.0,100.0,0.47241557079743646,0.4930798068377362,0.5243230228560823,0.5556946845514966,0.5756049576148157,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-172975,GS172975_juodzbalis25,HZA-GS-172975,GS-172975,1,GS172975_juodzbalis25,True,only catalogue measurement in this release,4.741,1.2522045591007307,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,False,non_lrd,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.32,0.32,0.32,0.32,symmetric_reported,False,baseline,reported MBH,none,all_sources,0.0,6.727957389219493,6.934766041428806,7.247449625899942,7.561418700785763,7.760681655840775,seed1e4,4.0,10000.0,0.2725763878662957,0.29324062390659544,0.32448383992494156,0.3558555016203559,0.37576577468367495,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-172975,GS172975_juodzbalis25,HZA-GS-172975,GS-172975,1,GS172975_juodzbalis25,True,only catalogue measurement in this release,4.741,1.2522045591007307,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,False,non_lrd,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.32,0.32,0.32,0.32,symmetric_reported,False,baseline,reported MBH,none,all_sources,0.0,6.727957389219493,6.934766041428806,7.247449625899942,7.561418700785763,7.760681655840775,seed1e5,5.0,100000.0,0.17265679640072532,0.1933210324410251,0.22456424845937117,0.2559359101547855,0.2758461832181046,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-172975,GS172975_juodzbalis25,HZA-GS-172975,GS-172975,1,GS172975_juodzbalis25,True,only catalogue measurement in this release,4.741,1.2522045591007307,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,False,non_lrd,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.32,0.32,0.32,0.32,symmetric_reported,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.427957389219493,6.634766041428806,6.947449625899942,7.261418700785764,7.460681655840776,seed1e2,2.0,100.0,0.44243969335776534,0.4631039293980651,0.4943471454164112,0.5257188071118255,0.5456290801751447,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-172975,GS172975_juodzbalis25,HZA-GS-172975,GS-172975,1,GS172975_juodzbalis25,True,only catalogue measurement in this release,4.741,1.2522045591007307,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,False,non_lrd,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.32,0.32,0.32,0.32,symmetric_reported,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.427957389219493,6.634766041428806,6.947449625899942,7.261418700785764,7.460681655840776,seed1e4,4.0,10000.0,0.24260051042662462,0.26326474646692444,0.29450796248527045,0.3258796241806847,0.3457898972440039,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-172975,GS172975_juodzbalis25,HZA-GS-172975,GS-172975,1,GS172975_juodzbalis25,True,only catalogue measurement in this release,4.741,1.2522045591007307,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,False,non_lrd,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.32,0.32,0.32,0.32,symmetric_reported,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.427957389219493,6.634766041428806,6.947449625899942,7.261418700785764,7.460681655840776,seed1e5,5.0,100000.0,0.14268091896105423,0.163345155001354,0.1945883710197001,0.22596003271511436,0.24587030577843352,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-172975,GS172975_juodzbalis25,HZA-GS-172975,GS-172975,1,GS172975_juodzbalis25,True,only catalogue measurement in this release,4.741,1.2522045591007307,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,False,non_lrd,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.32,0.32,0.32,0.32,symmetric_reported,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,7.027957389219493,7.234766041428806,7.547449625899942,7.861418700785763,8.060681655840776,seed1e2,2.0,100.0,0.5023914482371075,0.5230556842774073,0.5542989002957535,0.5856705619911677,0.6055808350544869,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-172975,GS172975_juodzbalis25,HZA-GS-172975,GS-172975,1,GS172975_juodzbalis25,True,only catalogue measurement in this release,4.741,1.2522045591007307,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,False,non_lrd,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.32,0.32,0.32,0.32,symmetric_reported,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,7.027957389219493,7.234766041428806,7.547449625899942,7.861418700785763,8.060681655840776,seed1e4,4.0,10000.0,0.3025522653059668,0.3232165013462665,0.3544597173646126,0.3858313790600269,0.4057416521233461,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-172975,GS172975_juodzbalis25,HZA-GS-172975,GS-172975,1,GS172975_juodzbalis25,True,only catalogue measurement in this release,4.741,1.2522045591007307,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,False,non_lrd,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.32,0.32,0.32,0.32,symmetric_reported,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,7.027957389219493,7.234766041428806,7.547449625899942,7.861418700785763,8.060681655840776,seed1e5,5.0,100000.0,0.2026326738403964,0.22329690988069614,0.2545401258990423,0.2859117875944565,0.3058220606577757,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-20030333,GS20030333_juodzbalis25,HZA-GS-20030333,GS-20030333,1,GS20030333_juodzbalis25,True,only catalogue measurement in this release,7.891,0.6506319125565291,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,False,non_lrd,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because BEAGLE Mstar is unavailable.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.65,0.48,0.65,0.48,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,6.630086533302705,6.941626805345717,7.4136582958012305,8.063870731605915,8.492799966843506,seed1e2,2.0,100.0,0.968059409074141,1.033196310833432,1.1318887483133855,1.2678352931242338,1.3575159025495909,0.9083,probable_accreting_mbh,published_blagn_with_tentative_broad_line_detection,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-20030333,GS20030333_juodzbalis25,HZA-GS-20030333,GS-20030333,1,GS20030333_juodzbalis25,True,only catalogue measurement in this release,7.891,0.6506319125565291,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,False,non_lrd,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because BEAGLE Mstar is unavailable.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.65,0.48,0.65,0.48,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,6.630086533302705,6.941626805345717,7.4136582958012305,8.063870731605915,8.492799966843506,seed1e4,4.0,10000.0,0.5498990131026167,0.6150359148619077,0.7137283523418609,0.8496748971527093,0.9393555065780664,0.017,probable_accreting_mbh,published_blagn_with_tentative_broad_line_detection,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-20030333,GS20030333_juodzbalis25,HZA-GS-20030333,GS-20030333,1,GS20030333_juodzbalis25,True,only catalogue measurement in this release,7.891,0.6506319125565291,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,False,non_lrd,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because BEAGLE Mstar is unavailable.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.65,0.48,0.65,0.48,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,6.630086533302705,6.941626805345717,7.4136582958012305,8.063870731605915,8.492799966843506,seed1e5,5.0,100000.0,0.3408188151168543,0.40595571687614546,0.5046481543560987,0.6405946991669471,0.7302753085923042,0.0001,probable_accreting_mbh,published_blagn_with_tentative_broad_line_detection,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-20030333,GS20030333_juodzbalis25,HZA-GS-20030333,GS-20030333,1,GS20030333_juodzbalis25,True,only catalogue measurement in this release,7.891,0.6506319125565291,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,False,non_lrd,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because BEAGLE Mstar is unavailable.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.65,0.48,0.65,0.48,asymmetric,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.330086533302705,6.641626805345717,7.11365829580123,7.763870731605915,8.192799966843506,seed1e2,2.0,100.0,0.9053353496784124,0.9704722514377037,1.069164688917657,1.2051112337285053,1.294791843153862,0.7591,probable_accreting_mbh,published_blagn_with_tentative_broad_line_detection,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-20030333,GS20030333_juodzbalis25,HZA-GS-20030333,GS-20030333,1,GS20030333_juodzbalis25,True,only catalogue measurement in this release,7.891,0.6506319125565291,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,False,non_lrd,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because BEAGLE Mstar is unavailable.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.65,0.48,0.65,0.48,asymmetric,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.330086533302705,6.641626805345717,7.11365829580123,7.763870731605915,8.192799966843506,seed1e4,4.0,10000.0,0.4871749537068879,0.552311855466179,0.6510042929461324,0.7869508377569808,0.8766314471823377,0.0046,probable_accreting_mbh,published_blagn_with_tentative_broad_line_detection,type1_broad_line,broad_balmer_line,,unknown,True,,,,
v5-blagn,physical_object,HZA-GS-20030333,GS20030333_juodzbalis25,HZA-GS-20030333,GS-20030333,1,GS20030333_juodzbalis25,True,only catalogue measurement in this release,7.891,0.6506319125565291,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,False,non_lrd,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because BEAGLE Mstar is unavailable.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.65,0.48,0.65,0.48,asymmetric,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.330086533302705,6.641626805345717,7.11365829580123,7.763870731605915,8.192799966843506,seed1e5,5.0,100000.0,0.2780947557211257,0.34323165748041684,0.4419240949603701,0.5778706397712184,0.6675512491965754,0.0,probable_accreting_mbh,published_blagn_with_tentative_broad_line_detection,type1_broad_line,broad_balmer_line,,unknown,True,,,,
