catalogue_release,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,n_measurements,available_measurement_ids,preferred_measurement_flag,preferred_measurement_reason,redshift,cosmic_time_gyr,survey,field,object_class,quality_flag,detection_evidence,source_key,source_table,source_paper_version,source_url,source_doi,mbh_method,lrd_flag,lrd_status,halpha_absorption_fit_flag,source_caveat_tags,notes,n_samples,random_seed,z_seed,epsilon,merger_boost,reported_statistical_errors_sampled,statistical_error_model,log_mbh_err_plus_reported,log_mbh_err_minus_reported,log_mbh_sigma_plus_used,log_mbh_sigma_minus_used,mbh_uncertainty_mode,systematic_combined_with_statistical_error,scenario,scenario_label,scenario_kind,scenario_scope,mbh_delta_dex,log_mbh_sample_p5,log_mbh_sample_p16,log_mbh_sample_p50,log_mbh_sample_p84,log_mbh_sample_p95,seed_mass_short,log_mseed_assumption,mseed_assumption_msun,required_fedd_p5,required_fedd_p16,required_fedd_p50,required_fedd_p84,required_fedd_p95,prob_required_fedd_gt_1,evidence_status,evidence_status_basis,spectroscopic_type,selection_channels,phenotype_tags,lensing_status,growth_ranking_eligible_flag,preferred_measurement_phenotype_tags,all_measurements_phenotype_tags,phenotype_evidence_measurement_ids,phenotype_evidence_source_keys
v5-blagn,physical_object,HZA-CEERS-00717,CEERS00717_harikane23,HZA-CEERS-00717,CEERS-00717,1,CEERS00717_harikane23,True,only catalogue measurement in this release,6.936,0.7713794498651723,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.16106227,0.17168214,0.16106227,0.17168214,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,7.710424410386067,7.81911798344908,7.9892095969635335,8.149720617958195,8.25105974897127,seed1e2,2.0,100.0,0.9792118856227461,0.9978504369781455,1.0270173985957747,1.054541499824669,1.0719189265157922,0.8219,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-00717,CEERS00717_harikane23,HZA-CEERS-00717,CEERS-00717,1,CEERS00717_harikane23,True,only catalogue measurement in this release,6.936,0.7713794498651723,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.16106227,0.17168214,0.16106227,0.17168214,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,7.710424410386067,7.81911798344908,7.9892095969635335,8.149720617958195,8.25105974897127,seed1e4,4.0,10000.0,0.6362559806844845,0.6548945320398838,0.6840614936575131,0.7115855948864073,0.7289630215775306,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-00717,CEERS00717_harikane23,HZA-CEERS-00717,CEERS-00717,1,CEERS00717_harikane23,True,only catalogue measurement in this release,6.936,0.7713794498651723,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.16106227,0.17168214,0.16106227,0.17168214,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,7.710424410386067,7.81911798344908,7.9892095969635335,8.149720617958195,8.25105974897127,seed1e5,5.0,100000.0,0.4647780282153537,0.48341657957075307,0.5125835411883823,0.5401076424172766,0.5574850691083998,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-00717,CEERS00717_harikane23,HZA-CEERS-00717,CEERS-00717,1,CEERS00717_harikane23,True,only catalogue measurement in this release,6.936,0.7713794498651723,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.16106227,0.17168214,0.16106227,0.17168214,asymmetric,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,7.410424410386067,7.51911798344908,7.689209596963533,7.849720617958195,7.951059748971271,seed1e2,2.0,100.0,0.9277684998820068,0.9464070512374063,0.9755740128550354,1.0030981140839297,1.020475540775053,0.1917,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-00717,CEERS00717_harikane23,HZA-CEERS-00717,CEERS-00717,1,CEERS00717_harikane23,True,only catalogue measurement in this release,6.936,0.7713794498651723,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.16106227,0.17168214,0.16106227,0.17168214,asymmetric,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,7.410424410386067,7.51911798344908,7.689209596963533,7.849720617958195,7.951059748971271,seed1e4,4.0,10000.0,0.5848125949437454,0.6034511462991446,0.6326181079167739,0.6601422091456682,0.6775196358367913,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-00717,CEERS00717_harikane23,HZA-CEERS-00717,CEERS-00717,1,CEERS00717_harikane23,True,only catalogue measurement in this release,6.936,0.7713794498651723,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.16106227,0.17168214,0.16106227,0.17168214,asymmetric,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,7.410424410386067,7.51911798344908,7.689209596963533,7.849720617958195,7.951059748971271,seed1e5,5.0,100000.0,0.41333464247461466,0.4319731938300138,0.4611401554476431,0.48866425667653735,0.5060416833676605,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-00717,CEERS00717_harikane23,HZA-CEERS-00717,CEERS-00717,1,CEERS00717_harikane23,True,only catalogue measurement in this release,6.936,0.7713794498651723,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.16106227,0.17168214,0.16106227,0.17168214,asymmetric,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,8.010424410386067,8.11911798344908,8.289209596963534,8.449720617958196,8.551059748971271,seed1e2,2.0,100.0,1.0306552713634853,1.0492938227188848,1.0784607843365137,1.1059848855654082,1.1233623122565315,0.9965,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-00717,CEERS00717_harikane23,HZA-CEERS-00717,CEERS-00717,1,CEERS00717_harikane23,True,only catalogue measurement in this release,6.936,0.7713794498651723,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.16106227,0.17168214,0.16106227,0.17168214,asymmetric,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,8.010424410386067,8.11911798344908,8.289209596963534,8.449720617958196,8.551059748971271,seed1e4,4.0,10000.0,0.6876993664252238,0.706337917780623,0.7355048793982524,0.7630289806271467,0.7804064073182699,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-00717,CEERS00717_harikane23,HZA-CEERS-00717,CEERS-00717,1,CEERS00717_harikane23,True,only catalogue measurement in this release,6.936,0.7713794498651723,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.16106227,0.17168214,0.16106227,0.17168214,asymmetric,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,8.010424410386067,8.11911798344908,8.289209596963534,8.449720617958196,8.551059748971271,seed1e5,5.0,100000.0,0.5162214139560929,0.5348599653114923,0.5640269269291216,0.591551028158016,0.6089284548491392,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-01236,CEERS01236_harikane23,HZA-CEERS-01236,CEERS-01236,1,CEERS01236_harikane23,True,only catalogue measurement in this release,4.484,1.340877214423135,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,dual_agn_candidate;virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.19188553,0.17609126,0.19188553,0.17609126,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,6.965587364796278,7.077625421333832,7.2523965001992625,7.442810108488486,7.566150791645466,seed1e2,2.0,100.0,0.4607044913437837,0.4710993212110853,0.48731448672426037,0.5049809575981286,0.5164244390075352,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-01236,CEERS01236_harikane23,HZA-CEERS-01236,CEERS-01236,1,CEERS01236_harikane23,True,only catalogue measurement in this release,4.484,1.340877214423135,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,dual_agn_candidate;virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.19188553,0.17609126,0.19188553,0.17609126,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,6.965587364796278,7.077625421333832,7.2523965001992625,7.442810108488486,7.566150791645466,seed1e4,4.0,10000.0,0.27514558058532396,0.2855404104526256,0.30175557596580077,0.3194220468396689,0.33086552824907556,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-01236,CEERS01236_harikane23,HZA-CEERS-01236,CEERS-01236,1,CEERS01236_harikane23,True,only catalogue measurement in this release,4.484,1.340877214423135,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,dual_agn_candidate;virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.19188553,0.17609126,0.19188553,0.17609126,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,6.965587364796278,7.077625421333832,7.2523965001992625,7.442810108488486,7.566150791645466,seed1e5,5.0,100000.0,0.1823661252060942,0.1927609550733958,0.20897612058657095,0.22664259146043908,0.2380860728698458,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-01236,CEERS01236_harikane23,HZA-CEERS-01236,CEERS-01236,1,CEERS01236_harikane23,True,only catalogue measurement in this release,4.484,1.340877214423135,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,dual_agn_candidate;virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.19188553,0.17609126,0.19188553,0.17609126,asymmetric,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.665587364796278,6.777625421333832,6.952396500199264,7.1428101084884865,7.266150791645466,seed1e2,2.0,100.0,0.43287065473001474,0.44326548459731635,0.45948065011049144,0.4771471209843595,0.4885906023937663,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-01236,CEERS01236_harikane23,HZA-CEERS-01236,CEERS-01236,1,CEERS01236_harikane23,True,only catalogue measurement in this release,4.484,1.340877214423135,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,dual_agn_candidate;virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.19188553,0.17609126,0.19188553,0.17609126,asymmetric,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.665587364796278,6.777625421333832,6.952396500199264,7.1428101084884865,7.266150791645466,seed1e4,4.0,10000.0,0.2473117439715551,0.2577065738388567,0.2739217393520318,0.2915882102259,0.30303169163530663,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-01236,CEERS01236_harikane23,HZA-CEERS-01236,CEERS-01236,1,CEERS01236_harikane23,True,only catalogue measurement in this release,4.484,1.340877214423135,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,dual_agn_candidate;virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.19188553,0.17609126,0.19188553,0.17609126,asymmetric,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.665587364796278,6.777625421333832,6.952396500199264,7.1428101084884865,7.266150791645466,seed1e5,5.0,100000.0,0.15453228859232523,0.16492711845962685,0.18114228397280202,0.19880875484667013,0.2102522362560768,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-01236,CEERS01236_harikane23,HZA-CEERS-01236,CEERS-01236,1,CEERS01236_harikane23,True,only catalogue measurement in this release,4.484,1.340877214423135,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,dual_agn_candidate;virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.19188553,0.17609126,0.19188553,0.17609126,asymmetric,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,7.265587364796278,7.377625421333832,7.552396500199263,7.742810108488486,7.866150791645466,seed1e2,2.0,100.0,0.4885383279575526,0.49893315782485415,0.5151483233380293,0.5328147942118975,0.5442582756213041,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-01236,CEERS01236_harikane23,HZA-CEERS-01236,CEERS-01236,1,CEERS01236_harikane23,True,only catalogue measurement in this release,4.484,1.340877214423135,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,dual_agn_candidate;virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.19188553,0.17609126,0.19188553,0.17609126,asymmetric,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,7.265587364796278,7.377625421333832,7.552396500199263,7.742810108488486,7.866150791645466,seed1e4,4.0,10000.0,0.30297941719909294,0.3133742470663946,0.32958941257956964,0.3472558834534378,0.35869936486284454,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-01236,CEERS01236_harikane23,HZA-CEERS-01236,CEERS-01236,1,CEERS01236_harikane23,True,only catalogue measurement in this release,4.484,1.340877214423135,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,dual_agn_candidate;virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.19188553,0.17609126,0.19188553,0.17609126,asymmetric,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,7.265587364796278,7.377625421333832,7.552396500199263,7.742810108488486,7.866150791645466,seed1e5,5.0,100000.0,0.2101999618198631,0.22059479168716473,0.23680995720033987,0.25447642807420795,0.2659199094836147,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-01665,CEERS01665_harikane23,HZA-CEERS-01665,CEERS-01665,1,CEERS01665_harikane23,True,only catalogue measurement in this release,4.483,1.3412424612273763,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,dust_extinction_corrected;virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.15261016,0.13262557,0.15261016,0.13262557,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,7.058796596886148,7.1460545319567705,7.279192533641549,7.43043365942893,7.533967538809932,seed1e2,2.0,100.0,0.4692142835628767,0.4773076450383193,0.4896564815410498,0.5036844218075648,0.5132874121843958,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-01665,CEERS01665_harikane23,HZA-CEERS-01665,CEERS-01665,1,CEERS01665_harikane23,True,only catalogue measurement in this release,4.483,1.3412424612273763,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,dust_extinction_corrected;virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.15261016,0.13262557,0.15261016,0.13262557,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,7.058796596886148,7.1460545319567705,7.279192533641549,7.43043365942893,7.533967538809932,seed1e4,4.0,10000.0,0.28370997455322283,0.29180333602866537,0.30415217253139587,0.318180112797911,0.32778310317474185,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-01665,CEERS01665_harikane23,HZA-CEERS-01665,CEERS-01665,1,CEERS01665_harikane23,True,only catalogue measurement in this release,4.483,1.3412424612273763,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,dust_extinction_corrected;virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.15261016,0.13262557,0.15261016,0.13262557,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,7.058796596886148,7.1460545319567705,7.279192533641549,7.43043365942893,7.533967538809932,seed1e5,5.0,100000.0,0.19095782004839587,0.1990511815238384,0.21140001802656894,0.22542795829308399,0.23503094866991492,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
v5-blagn,physical_object,HZA-CEERS-01665,CEERS01665_harikane23,HZA-CEERS-01665,CEERS-01665,1,CEERS01665_harikane23,True,only catalogue measurement in this release,4.483,1.3412424612273763,CEERS,EGS,broad-line-agn,robust,individual_robust,harikane23_nirspec_blagn,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,False,non_lrd,,dust_extinction_corrected;virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.15261016,0.13262557,0.15261016,0.13262557,asymmetric,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.758796596886148,6.846054531956771,6.97919253364155,7.13043365942893,7.2339675388099325,seed1e2,2.0,100.0,0.44138863721142857,0.44948199868687116,0.4618308351896017,0.4758587754561167,0.48546176583294764,0.0,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True,,,,
