rank_growth_pressure,rank_followup_priority,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,redshift,source_key,survey,field,lrd_status,log_mbh_msun,physical_growth_pressure_tier,physical_pressure_score_0_100,measurement_confidence_tier,measurement_confidence_score_0_100,followup_priority_category,catalogue_release,n_measurements,available_measurement_ids,preferred_measurement_flag,preferred_measurement_reason,cosmic_time_gyr,object_class,quality_flag,detection_evidence,source_table,source_paper_version,source_url,source_doi,mbh_method,lrd_flag,halpha_absorption_fit_flag,source_caveat_tags,notes,scenario,scenario_label,scenario_kind,scenario_scope,mbh_delta_dex,reported_statistical_errors_applied,systematic_combined_with_statistical_error,z_seed,epsilon,merger_boost,delta_t_z30_gyr,log_mbh_err_plus_reported,log_mbh_err_minus_reported,mstar_diagnostic_status,lbol_diagnostic_status,edd_ratio_diagnostic_status,log_mstar_msun,log_lbol_erg_s,edd_ratio_reported,log_mbh_mstar_ratio,edd_ratio_consistency_flag,edd_ratio_log_residual_dex,req_fedd_seed1e2_z30_eps0p1_b1,req_fedd_seed1e4_z30_eps0p1_b1,req_fedd_seed1e5_z30_eps0p1_b1,req_log_mseed_fedd0p3_z30_eps0p1_b1,req_log_mseed_fedd1_z30_eps0p1_b1,req_fedd_seed1e2_mbh_minus0p3,req_log_mseed_fedd0p3_mbh_minus0p3,req_fedd_seed1e2_mbh_plus0p3,req_log_mseed_fedd0p3_mbh_plus0p3,req_fedd_seed1e2_taylor_virial_minus0p5,req_log_mseed_fedd0p3_taylor_virial_minus0p5,req_fedd_seed1e2_taylor_virial_plus0p5,req_log_mseed_fedd0p3_taylor_virial_plus0p5,growth_pressure_robustness_0p3,taylor_virial_sensitivity_label,missing_diagnostics_penalized_flag,diagnostic_availability_note,ranking_note
11,13,physical_object,HZA-CEERS-397,CEERS397_taylor24,HZA-CEERS-397,CEERS-397,6.0,taylor24_ceers_rubies_blagn,CEERS,EGS,non_lrd,7.6,medium,51.24852742210535,high,90,E_comparison_anchor,expanded-blagn-v1,1,CEERS397_taylor24,True,only catalogue measurement in this release,0.9308508079920488,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.8308652778229244,0.23,0.18,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.7759667460501792,0.4988357653179723,0.360270274951869,5.43495876781895,0.3831958927298338,0.7343970989403483,5.134958767818951,0.8175363931600103,5.73495876781895,0.7066840008671275,4.93495876781895,0.8452494912332311,5.93495876781895,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: medium growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
12,14,physical_object,HZA-GS-210600,GS210600_juodzbalis25,HZA-GS-210600,GS-210600,6.306,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,7.41,medium,50.44952775615923,high,90,E_comparison_anchor,expanded-blagn-v1,1,GS210600_juodzbalis25,True,only catalogue measurement in this release,0.8730973651000311,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.7731118349309066,0.33,0.34,available,available,available,8.4,44.29,0.057,-0.9900000000000002,consistent,-0.0237545992099406,0.8056392872456205,0.5078059093359641,0.35888922038113596,5.395450777172458,0.6948359239081929,0.7609642805591722,5.095450777172458,0.8503142939320689,5.695450777172458,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: medium growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
13,15,physical_object,HZA-RUBIES-UDS-172350,RUBIESUDS172350_taylor24,HZA-RUBIES-UDS-172350,RUBIES-UDS-172350,5.58,taylor24_ceers_rubies_blagn,RUBIES,UDS,lrd,7.68,medium,45.70091490751154,high,90,E_comparison_anchor,expanded-blagn-v1,1,RUBIESUDS172350_taylor24,True,only catalogue measurement in this release,1.0211632419950871,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.9211777118259626,0.04,0.04,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.7098892624248124,0.45992825452875175,0.33494775058072135,5.279625617410323,-0.3212479419655878,0.6723951112404032,4.979625617410324,0.7473834136092214,5.579625617410324,0.6473990104507973,4.779625617410323,0.7723795143988277,5.779625617410323,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: medium growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
14,16,physical_object,HZA-GS-10013704,GS10013704_juodzbalis25,HZA-GS-10013704,GS-10013704,5.919,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,7.44,medium,44.011877560996815,high,90,E_comparison_anchor,expanded-blagn-v1,1,GS10013704_juodzbalis25,True,only catalogue measurement in this release,0.947209215281436,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.8472236851123115,0.31,0.31,available,available,available,8.9,44.29,0.055,-1.46,consistent,-0.0092667653881941,0.7392417802995618,0.4674617140129583,0.3315716808696565,5.232332571707911,0.08110857235970048,0.6984747703565714,4.93233257170791,0.7800087902425525,5.53233257170791,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: medium growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
15,17,physical_object,HZA-GS-204851,GS204851_juodzbalis25,HZA-GS-204851,GS-204851,5.48,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,7.68,medium,43.498403254841364,high,90,E_comparison_anchor,expanded-blagn-v1,1,GS204851_juodzbalis25,True,only catalogue measurement in this release,1.044830104321813,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.9448445741526882,0.32,0.31,available,available,available,10.74,44.97,0.16,-3.0600000000000005,consistent,0.0144905277734889,0.6921076590789973,0.44840777912160384,0.32655783914290715,5.217955291135558,-0.5268156962148058,0.6555526770853881,4.917955291135558,0.7286626410726061,5.517955291135558,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: medium growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
16,18,physical_object,HZA-RUBIES-UDS-47509,RUBIESUDS47509_taylor24,HZA-RUBIES-UDS-47509,RUBIES-UDS-47509,5.673,taylor24_ceers_rubies_blagn,RUBIES,UDS,lrd,7.54,medium,42.6757926461835,high,90,E_comparison_anchor,expanded-blagn-v1,1,RUBIESUDS47509_taylor24,True,only catalogue measurement in this release,0.9999423964678454,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.899956866298721,0.07,0.07,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.7087184893455124,0.45286343904027326,0.32493591388765375,5.194922194093138,-0.2769260196895411,0.6703402317997265,4.894922194093138,0.7470967468912983,5.494922194093138,0.6447547267692026,4.694922194093138,0.772682251921822,5.694922194093137,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: medium growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
17,19,physical_object,HZA-RUBIES-UDS-174752,RUBIESUDS174752_taylor24,HZA-RUBIES-UDS-174752,RUBIES-UDS-174752,6.039,taylor24_ceers_rubies_blagn,RUBIES,UDS,non_lrd,7.26,medium,39.901128773527915,high,90,E_comparison_anchor,expanded-blagn-v1,1,RUBIESUDS174752_taylor24,True,only catalogue measurement in this release,0.923141431567787,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.8231559013986626,0.08,0.08,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.7356806631993589,0.4559541752908573,0.3160909313366066,5.1150476056587815,0.11015868552927177,0.6937216900130835,4.815047605658782,0.777639636385634,5.415047605658781,0.6657490412222334,4.6150476056587815,0.805612285176484,5.6150476056587815,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: medium growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
18,20,physical_object,HZA-RUBIES-UDS-182791,RUBIESUDS182791_taylor24,HZA-RUBIES-UDS-182791,RUBIES-UDS-182791,4.718,taylor24_ceers_rubies_blagn,RUBIES,UDS,non_lrd,8.06,medium,37.06979553803169,high,90,E_comparison_anchor,expanded-blagn-v1,1,RUBIESUDS182791_taylor24,True,only catalogue measurement in this release,1.2597384362661206,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.1597529060969962,0.03,0.03,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.6015792497775773,0.40303824325032406,0.3037677399866974,5.037954275064887,-2.0134857497837118,0.5717980987984893,4.737954275064887,0.6313604007566654,5.337954275064888,0.5519439981457639,4.537954275064887,0.6512145014093906,5.537954275064887,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: medium growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
19,21,physical_object,HZA-RUBIES-EGS-60935,RUBIESEGS60935_taylor24,HZA-RUBIES-EGS-60935,RUBIES-EGS-60935,5.287,taylor24_ceers_rubies_blagn,RUBIES,EGS,lrd,7.57,low,35.07100749587441,high,90,F_context,expanded-blagn-v1,1,RUBIESEGS60935_taylor24,True,only catalogue measurement in this release,1.0931717582379288,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.9931862280688043,0.04,0.04,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.645669392381483,0.4138311904491731,0.2979120894830182,4.981988209884483,-1.0567059670517231,0.6108936620916365,4.681988209884484,0.6804451226713294,5.281988209884483,0.5877098418984055,4.481988209884483,0.7036289428645605,5.481988209884483,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
20,7,physical_object,HZA-CEERS-2782,RUBIESEGS50052_taylor24,HZA-CEERS-2782,RUBIES-EGS-50052,5.24,taylor24_ceers_rubies_blagn,RUBIES,EGS,non_lrd,7.58,low,34.27998488577171,robust_with_interpretive_caveat,75,C_interpretation_or_measurement_check,expanded-blagn-v1,2,RUBIESEGS50052_taylor24;CEERS2782_taylor24,True,preferred duplicate: higher-S/N RUBIES spectrum adopted by Taylor et al.,1.1055092521207228,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;duplicate_observation;possible_outflow_contribution;source_preferred_duplicate_measurement,"Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Same physical object as CEERS-2782; Taylor et al. use this higher-S/N RUBIES observation. A possible outflow contribution is discussed, but the source is retained as BLAGN.",baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0055237219515984,0.03,0.03,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.6388921781959334,0.4098985659393265,0.29540175981102296,4.959839576801608,-1.1538680773279761,0.6045431363574423,4.659839576801607,0.6732412200344244,5.259839576801607,0.5816437751317817,4.459839576801608,0.6961405812600852,5.459839576801608,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; robust_with_interpretive_caveat measurement confidence. This is not evidence for a unique seed channel.
21,22,physical_object,HZA-GS-30148179,GS30148179_juodzbalis25,HZA-GS-30148179,GS-30148179,5.922,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,7.12,low,33.02182276046942,high,90,F_context,expanded-blagn-v1,1,GS30148179_juodzbalis25,True,only catalogue measurement in this release,0.9465948399109976,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.846609309741873,0.34,0.35,available,available,available,8.95,44.25,0.11,-1.8299999999999992,consistent,0.0117632302757858,0.696261873125633,0.42428457893593263,0.28829593184108243,4.913933490707102,-0.23355503097632635,0.655465278997178,4.613933490707103,0.7370584672540882,5.213933490707102,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
22,23,physical_object,HZA-CEERS-746,CEERS746_taylor24,HZA-CEERS-746,CEERS-746,5.623,taylor24_ceers_rubies_blagn,CEERS,EGS,lrd,7.29,low,32.69403819299052,high,90,F_context,expanded-blagn-v1,1,CEERS746_taylor24,True,only catalogue measurement in this release,1.011259266287056,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.9112737361179314,0.16,0.14,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.668332393394149,0.4156547399370038,0.2893159132084312,4.9154330694037345,-0.6252231019875509,0.6304307453755772,4.6154330694037355,0.7062340414127207,5.215433069403735,0.6051629800298626,4.4154330694037345,0.7315018067584352,5.4154330694037345,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
23,24,physical_object,HZA-RUBIES-UDS-29813,RUBIESUDS29813_taylor24,HZA-RUBIES-UDS-29813,RUBIES-UDS-29813,5.44,taylor24_ceers_rubies_blagn,RUBIES,UDS,lrd,7.39,low,32.23637437660409,high,90,F_context,expanded-blagn-v1,1,RUBIESUDS29813_taylor24,True,only catalogue measurement in this release,1.0545534639492895,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.954567933780165,0.09,0.09,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.6500812153876583,0.40886369576329523,0.28825493595111373,4.902618482544915,-0.9012717248502868,0.6138985874440039,4.602618482544914,0.6862638433313127,5.2026184825449135,0.5897768354815675,4.402618482544915,0.7103855952937491,5.402618482544915,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
24,25,physical_object,HZA-GN-61888,GN61888_juodzbalis25,HZA-GN-61888,GN-61888,5.874,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,7.04,low,31.45438949048337,high,90,F_context,expanded-blagn-v1,1,GN61888_juodzbalis25,True,only catalogue measurement in this release,0.9565050566273134,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.856519526458189,0.33,0.32,available,available,available,8.53,44.38,0.18,-1.489999999999999,consistent,0.015643050220866,0.6774526738858004,0.40862224774064154,0.27420703466806207,4.808109776100934,-0.3996340796635547,0.6371281099640266,4.508109776100934,0.7177772378075741,5.1081097761009335,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
25,26,physical_object,HZA-RUBIES-EGS-37124,RUBIESEGS37124_taylor24,HZA-RUBIES-EGS-37124,RUBIES-EGS-37124,5.682,taylor24_ceers_rubies_blagn,RUBIES,EGS,lrd,7.18,low,30.345947477906094,high,90,F_context,expanded-blagn-v1,1,RUBIESEGS37124_taylor24,True,only catalogue measurement in this release,0.997927725671223,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.8979421955020985,0.12,0.11,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.6641513697348731,0.4077222694511382,0.2795077193092708,4.840171956552086,-0.6194268114930468,0.625687004692313,4.540171956552086,0.7026157347774332,5.140171956552086,0.6000440946639393,4.340171956552086,0.7282586448058067,5.340171956552086,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
26,27,physical_object,HZA-RUBIES-UDS-19521,RUBIESUDS19521_taylor24,HZA-RUBIES-UDS-19521,RUBIES-UDS-19521,5.669,taylor24_ceers_rubies_blagn,RUBIES,UDS,non_lrd,7.18,low,30.167026909881468,high,90,F_context,expanded-blagn-v1,1,RUBIESUDS19521_taylor24,True,only catalogue measurement in this release,1.0008399784546649,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.9008544482855404,0.22,0.26,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.6620043229185776,0.40640419823959006,0.2786041359000963,4.83258330466955,-0.6447223177681689,0.6236643042167296,4.532583304669549,0.7003443416204256,5.132583304669549,0.5981042917488306,4.33258330466955,0.7259043540883244,5.33258330466955,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
27,28,physical_object,HZA-RUBIES-EGS-42232,RUBIESEGS42232_taylor24,HZA-RUBIES-EGS-42232,RUBIES-EGS-42232,4.954,taylor24_ceers_rubies_blagn,RUBIES,EGS,lrd,7.67,low,30.01775591502666,high,90,F_context,expanded-blagn-v1,1,RUBIESEGS42232_taylor24,True,only catalogue measurement in this release,1.1858473713401363,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.085861841171012,0.04,0.03,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.6011656815933784,0.3891142947879539,0.2830886013852416,4.8404971656207465,-1.7616761145975133,0.5693579735725646,4.540497165620746,0.632973389614192,5.140497165620745,0.548152834892022,4.3404971656207465,0.6541785282947344,5.3404971656207465,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
28,29,physical_object,HZA-GN-1093,GN1093_juodzbalis25,HZA-GN-1093,GN-1093,5.594,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,7.14,low,28.72239856634876,high,90,F_context,expanded-blagn-v1,1,GN1093_juodzbalis25,True,only catalogue measurement in this release,1.017921041692968,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.9179355115238436,0.34,0.33,available,available,available,8.43,44.32,0.12,-1.29,consistent,-0.0004482088348115,0.6446687827961851,0.3938248984396928,0.26840295626144667,4.748074035612936,-0.8330865479568805,0.6070422001427113,4.448074035612937,0.682295365449659,5.048074035612936,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.
