rank_growth_pressure,rank_followup_priority,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,redshift,source_key,survey,field,lrd_status,log_mbh_msun,physical_growth_pressure_tier,physical_pressure_score_0_100,measurement_confidence_tier,measurement_confidence_score_0_100,followup_priority_category,catalogue_release,n_measurements,available_measurement_ids,preferred_measurement_flag,preferred_measurement_reason,cosmic_time_gyr,object_class,quality_flag,detection_evidence,source_table,source_paper_version,source_url,source_doi,mbh_method,lrd_flag,halpha_absorption_fit_flag,source_caveat_tags,notes,scenario,scenario_label,scenario_kind,scenario_scope,mbh_delta_dex,reported_statistical_errors_applied,systematic_combined_with_statistical_error,z_seed,epsilon,merger_boost,delta_t_z30_gyr,log_mbh_err_plus_reported,log_mbh_err_minus_reported,mstar_diagnostic_status,lbol_diagnostic_status,edd_ratio_diagnostic_status,log_mstar_msun,log_lbol_erg_s,edd_ratio_reported,log_mbh_mstar_ratio,edd_ratio_consistency_flag,edd_ratio_log_residual_dex,req_fedd_seed1e2_z30_eps0p1_b1,req_fedd_seed1e4_z30_eps0p1_b1,req_fedd_seed1e5_z30_eps0p1_b1,req_log_mseed_fedd0p3_z30_eps0p1_b1,req_log_mseed_fedd1_z30_eps0p1_b1,req_fedd_seed1e2_mbh_minus0p3,req_log_mseed_fedd0p3_mbh_minus0p3,req_fedd_seed1e2_mbh_plus0p3,req_log_mseed_fedd0p3_mbh_plus0p3,req_fedd_seed1e2_taylor_virial_minus0p5,req_log_mseed_fedd0p3_taylor_virial_minus0p5,req_fedd_seed1e2_taylor_virial_plus0p5,req_log_mseed_fedd0p3_taylor_virial_plus0p5,growth_pressure_robustness_0p3,taylor_virial_sensitivity_label,missing_diagnostics_penalized_flag,diagnostic_availability_note,ranking_note,req_fedd_seed1e2_matthee_virial_minus_0p5dex,req_log_mseed_fedd0p3_matthee_virial_minus_0p5dex,req_fedd_seed1e2_matthee_virial_plus_0p5dex,req_log_mseed_fedd0p3_matthee_virial_plus_0p5dex,req_fedd_seed1e2_aspire_virial_minus_0p5dex,req_log_mseed_fedd0p3_aspire_virial_minus_0p5dex,req_fedd_seed1e2_aspire_virial_plus_0p5dex,req_log_mseed_fedd0p3_aspire_virial_plus_0p5dex,source_virial_sensitivity_note,input_catalogue_release,detection_confidence_tier,detection_confidence_score_0_100,mass_measurement_reliability_tier,mass_measurement_reliability_score_0_100,evidence_status,evidence_status_basis,spectroscopic_type,selection_channels,phenotype_tags,lensing_status,growth_ranking_eligible_flag
27,36,measurement,GOODSN16813_matthee23,GOODSN16813_matthee23,HZA-GOODS-N-16813,GOODS-N-16813,5.355,matthee23_eiger_fresco_blagn,FRESCO,GOODS-N,lrd,7.55,medium,35.98060416495162,high,90,E_comparison_anchor,v5-blagn,1,GOODSN16813_matthee23,True,only catalogue measurement in this release,1.0757224971839623,broad-line-agn,robust,individual_robust,Tables 1-3,The Astrophysical Journal 963:129 (2024); arXiv:2306.05448v3,https://doi.org/10.3847/1538-4357/ad2345,10.3847/1538-4357/ad2345,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.9757369670148378,0.12,0.12,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.95904139232109,,,not_evaluable,,0.6548561599143871,0.4188719581434368,0.3008798572579616,5.007456916618645,-0.9251436112711859,0.6194585296487446,4.707456916618645,0.6902537901800297,5.307456916618644,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,unavailable_in_source:mstar;available;unavailable_in_source:edd_ratio,Observational-triage rank: medium growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,0.5958601094716496,4.507456916618645,0.7138522103571249,5.507456916618645,,,,,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True
28,11,measurement,J114818404_matthee23,J114818404_matthee23,HZA-J1148-18404,J1148-18404,5.011,matthee23_eiger_fresco_blagn,EIGER,J1148,lrd,7.79,medium,35.864250363386525,robust_with_measurement_caveat,75,C_interpretation_or_measurement_check,v5-blagn,1,J114818404_matthee23,True,only catalogue measurement in this release,1.16907616870571,broad-line-agn,robust,individual_robust,Tables 1-3,The Astrophysical Journal 963:129 (2024); arXiv:2306.05448v3,https://doi.org/10.3847/1538-4357/ad2345,10.3847/1538-4357/ad2345,single-epoch-virial-halpha-reines2013,1.0,1.0,halpha_absorption_fit;redshifted_absorption_50_km_s;narrow_flux_absorption_degenerate;formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0690906385365855,0.14,0.14,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.838849090737256,,,not_evaluable,,0.6235190547868262,0.408141142943363,0.3004521870216313,5.004199010174823,-1.4960032994172598,0.5912123680103067,4.704199010174822,0.6558257415633457,5.3041990101748215,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,unavailable_in_source:mstar;available;unavailable_in_source:edd_ratio,Observational-triage rank: medium growth pressure; high detection confidence; robust_with_measurement_caveat mass/line-model reliability. This is not evidence for a unique seed channel.,0.5696745768259605,4.504199010174823,0.6773635327476919,5.504199010174821,,,,,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,v5-blagn,high,90,robust_with_measurement_caveat,75,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True
29,37,measurement,CEERS02782_harikane23,CEERS02782_harikane23,HZA-CEERS-2782,CEERS-02782,5.241,harikane23_nirspec_blagn,CEERS,EGS,not_reported_by_source,7.62324929,medium,35.84925545123533,high,90,E_comparison_anchor,v5-blagn,1,CEERS02782_harikane23,False,prior-release preferred measurement retained for longitudinal reproducibility,1.105244345142568,broad-line-agn,robust,individual_robust,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,,,host_mass_upper_limit;compact_source;virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0052588149734436,0.10914447,0.11809931,unavailable_in_source:mstar,available,available,,45.44715803,0.51,,consistent,-0.0159680187844934,0.6440137503139133,0.41495979339289146,0.3004328149323806,5.003779152634589,-1.1083178345513716,0.6096556567757602,4.703779152634589,0.6783718438520666,5.303779152634589,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,unavailable_in_source:mstar;available;available,Observational-triage rank: medium growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,,,,,,,,,"Harikane statistical errors are propagated; no numeric virial-calibration systematic is published, so no source-specific scenario is inferred",v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,compact_source,unknown,True
30,38,measurement,RUBIESEGS60935_taylor24,RUBIESEGS60935_taylor24,HZA-RUBIES-EGS-60935,RUBIES-EGS-60935,5.287,taylor24_ceers_rubies_blagn,RUBIES,EGS,lrd,7.57,low,35.07100749587441,high,90,F_context,v5-blagn,1,RUBIESEGS60935_taylor24,True,only catalogue measurement in this release,1.0931717582379288,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.9931862280688043,0.04,0.04,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.645669392381483,0.4138311904491731,0.2979120894830182,4.981988209884483,-1.0567059670517231,0.6108936620916365,4.681988209884484,0.6804451226713294,5.281988209884483,0.5877098418984055,4.481988209884483,0.7036289428645605,5.481988209884483,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,,,,,,,,,not_applicable_or_recorded_in_source_specific_columns,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True
31,39,measurement,GOODSN15498_matthee23,GOODSN15498_matthee23,HZA-GOODS-N-15498,GOODS-N-15498,5.086,matthee23_eiger_fresco_blagn,FRESCO,GOODS-N,lrd,7.71,low,35.00557106208485,high,90,F_context,v5-blagn,1,GOODSN15498_matthee23,True,only catalogue measurement in this release,1.1476018842070417,broad-line-agn,robust,individual_robust,Tables 1-3,The Astrophysical Journal 963:129 (2024); arXiv:2306.05448v3,https://doi.org/10.3847/1538-4357/ad2345,10.3847/1538-4357/ad2345,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.047616354037917,0.11,0.11,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,45.01703333929878,,,not_evaluable,,0.6275083827356964,0.4077156041942966,0.29781921492359675,4.980155989738376,-1.3894800342054152,0.5945394659544865,4.680155989738376,0.6604772995169064,5.280155989738375,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,unavailable_in_source:mstar;available;unavailable_in_source:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,0.5725601881003466,4.480155989738376,0.6824565773710465,5.4801559897383765,,,,,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True
32,12,measurement,J0923P0402BHAE1_lin24,J0923P0402BHAE1_lin24,HZA-J0923P0402-BHAE-1,J0923P0402-BHAE-1,4.8688,lin24_aspire_blagn,ASPIRE,J0923P0402,lrd,7.87,low,34.757214055781475,robust_with_interpretive_caveat,70,C_interpretation_or_measurement_check,v5-blagn,1,J0923P0402BHAE1_lin24,True,only catalogue measurement in this release,1.2116728480090049,broad-line-agn,robust,individual_robust,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,1.0,1.0,two_broad_components_total_profile_used_for_mass;blueshifted_halpha_absorption_586_km_s;absorption_interpretation_uncertain;formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.1116873178398805,0.09,0.09,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,45.55,,,not_evaluable,,0.6079125973182067,0.40078735121319586,0.2972247281606905,4.973201993561881,-1.7859933547937308,0.5768438104024551,4.673201993561882,0.6389813842339583,5.273201993561882,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,unavailable_in_source:mstar;available;unavailable_in_source:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; robust_with_interpretive_caveat mass/line-model reliability. This is not evidence for a unique seed channel.,,,,,0.5561312857919539,4.473201993561881,0.6596939088444594,5.473201993561883,ASPIRE statistical errors and +/-0.5 dex calibration scenarios are separate,v5-blagn,high,90,robust_with_interpretive_caveat,70,probable_accreting_mbh,robust_broad_line_with_recorded_outflow_or_absorption_interpretive_caveat,type1_broad_line,broad_halpha,lrd,unknown,True
33,13,measurement,RUBIESEGS50052_taylor24,RUBIESEGS50052_taylor24,HZA-CEERS-2782,RUBIES-EGS-50052,5.24,taylor24_ceers_rubies_blagn,RUBIES,EGS,non_lrd,7.58,low,34.27998488577171,robust_with_interpretive_caveat,70,C_interpretation_or_measurement_check,v5-blagn,1,RUBIESEGS50052_taylor24,True,preferred duplicate: higher-S/N RUBIES spectrum adopted by Taylor et al.,1.1055092521207228,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;duplicate_observation;possible_outflow_contribution;source_preferred_duplicate_measurement,"Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Same physical object as CEERS-2782; Taylor et al. use this higher-S/N RUBIES observation. A possible outflow contribution is discussed, but the source is retained as BLAGN.",baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0055237219515984,0.03,0.03,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.6388921781959334,0.4098985659393265,0.29540175981102296,4.959839576801608,-1.1538680773279761,0.6045431363574423,4.659839576801607,0.6732412200344244,5.259839576801607,0.5816437751317817,4.459839576801608,0.6961405812600852,5.459839576801608,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; robust_with_interpretive_caveat mass/line-model reliability. This is not evidence for a unique seed channel.,,,,,,,,,not_applicable_or_recorded_in_source_specific_columns,v5-blagn,high,90,robust_with_interpretive_caveat,70,probable_accreting_mbh,robust_broad_line_with_recorded_outflow_or_absorption_interpretive_caveat,type1_broad_line,broad_halpha,,unknown,True
34,40,measurement,J0229M0808BHAE2_lin24,J0229M0808BHAE2_lin24,HZA-J0229M0808-BHAE-2,J0229M0808-BHAE-2,5.0369,lin24_aspire_blagn,ASPIRE,J0229M0808,lrd,7.72,low,34.06136389103368,high,90,F_context,v5-blagn,1,J0229M0808BHAE2_lin24,True,only catalogue measurement in this release,1.1615854070269136,broad-line-agn,robust,individual_robust,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0615998768577892,0.15,0.15,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,45.04,,,not_evaluable,,0.6203272541303377,0.4034296128260239,0.29498079217386697,4.953718188948943,-1.5009393701701894,0.5877926079346908,4.653718188948943,0.652861900325985,5.253718188948943,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,unavailable_in_source:mstar;available;unavailable_in_source:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,,,,,0.5661028438042593,4.453718188948943,0.6745516644564162,5.453718188948942,ASPIRE statistical errors and +/-0.5 dex calibration scenarios are separate,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True
35,41,measurement,GOODSN4014_matthee23,GOODSN4014_matthee23,HZA-GOODS-N-4014,GOODS-N-4014,5.228,matthee23_eiger_fresco_blagn,FRESCO,GOODS-N,lrd,7.58,low,33.9833800731075,high,90,F_context,v5-blagn,1,GOODSN4014_matthee23,True,only catalogue measurement in this release,1.1086963886147605,broad-line-agn,robust,individual_robust,Tables 1-3,The Astrophysical Journal 963:129 (2024); arXiv:2306.05448v3,https://doi.org/10.3847/1538-4357/ad2345,10.3847/1538-4357/ad2345,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.008710858445636,0.08,0.08,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.968482948553934,,,not_evaluable,,0.6368735258141983,0.4086034448772098,0.29446840440871536,4.95153464204701,-1.1815511931766363,0.60263301367365,4.651534642047009,0.6711140379547466,5.251534642047009,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,unavailable_in_source:mstar;available;unavailable_in_source:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,0.5798060055799512,4.45153464204701,0.6939410460484455,5.45153464204701,,,,,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True
36,42,measurement,GS30148179_juodzbalis25,GS30148179_juodzbalis25,HZA-GS-30148179,GS-30148179,5.922,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,7.12,low,33.02182276046942,high,90,F_context,v5-blagn,1,GS30148179_juodzbalis25,True,only catalogue measurement in this release,0.9465948399109976,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.846609309741873,0.34,0.35,available,available,available,8.95,44.25,0.11,-1.8299999999999992,consistent,0.0117632302757858,0.696261873125633,0.42428457893593263,0.28829593184108243,4.913933490707102,-0.23355503097632635,0.655465278997178,4.613933490707103,0.7370584672540882,5.213933490707102,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,,,,,,,,,not_applicable_or_recorded_in_source_specific_columns,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,unknown,True
37,43,measurement,CEERS00397_harikane23,CEERS00397_harikane23,HZA-CEERS-397,CEERS-00397,6.0,harikane23_nirspec_blagn,CEERS,EGS,not_reported_by_source,7.0,low,32.73562098587644,high,90,F_context,v5-blagn,1,CEERS00397_harikane23,False,prior-release preferred measurement retained for longitudinal reproducibility,0.9308508079920488,broad-line-agn,robust,individual_robust,Tables 1-3,The Astrophysical Journal 959:39 (2023); arXiv:2303.11946v3,https://doi.org/10.3847/1538-4357/ad029e,10.3847/1538-4357/ad029e,single-epoch-virial-halpha-greeneho2005,,,broad_civ_and_tentative_heii;virial_calibration_at_z0;source_does_not_state_numeric_virial_systematic,Extinction-corrected broad-Halpha Greene & Ho (2005) mass; source gives no numeric virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.8308652778229244,0.25527251,0.30103,available,available,available,9.36,45.44715803,2.02,-2.359999999999999,consistent,-0.0414361154358099,0.6928274518305172,0.4156964710983103,0.2771309807322069,4.83495876781895,-0.21680410727016586,0.6512578047206863,4.534958767818951,0.7343970989403483,5.134958767818951,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,,,,,,,,,"Harikane statistical errors are propagated; no numeric virial-calibration systematic is published, so no source-specific scenario is inferred",v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True
38,44,measurement,CEERS746_taylor24,CEERS746_taylor24,HZA-CEERS-746,CEERS-746,5.623,taylor24_ceers_rubies_blagn,CEERS,EGS,lrd,7.29,low,32.69403819299052,high,90,F_context,v5-blagn,1,CEERS746_taylor24,True,only catalogue measurement in this release,1.011259266287056,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.9112737361179314,0.16,0.14,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.668332393394149,0.4156547399370038,0.2893159132084312,4.9154330694037345,-0.6252231019875509,0.6304307453755772,4.6154330694037355,0.7062340414127207,5.215433069403735,0.6051629800298626,4.4154330694037345,0.7315018067584352,5.4154330694037345,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,,,,,,,,,not_applicable_or_recorded_in_source_specific_columns,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True
39,45,measurement,RUBIESUDS29813_taylor24,RUBIESUDS29813_taylor24,HZA-RUBIES-UDS-29813,RUBIES-UDS-29813,5.44,taylor24_ceers_rubies_blagn,RUBIES,UDS,lrd,7.39,low,32.23637437660409,high,90,F_context,v5-blagn,1,RUBIESUDS29813_taylor24,True,only catalogue measurement in this release,1.0545534639492895,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.954567933780165,0.09,0.09,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.6500812153876583,0.40886369576329523,0.28825493595111373,4.902618482544915,-0.9012717248502868,0.6138985874440039,4.602618482544914,0.6862638433313127,5.2026184825449135,0.5897768354815675,4.402618482544915,0.7103855952937491,5.402618482544915,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,,,,,,,,,not_applicable_or_recorded_in_source_specific_columns,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True
40,46,measurement,GN61888_juodzbalis25,GN61888_juodzbalis25,HZA-GN-61888,GN-61888,5.874,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,7.04,low,31.45438949048337,high,90,F_context,v5-blagn,1,GN61888_juodzbalis25,True,only catalogue measurement in this release,0.9565050566273134,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.856519526458189,0.33,0.32,available,available,available,8.53,44.38,0.18,-1.489999999999999,consistent,0.015643050220866,0.6774526738858004,0.40862224774064154,0.27420703466806207,4.808109776100934,-0.3996340796635547,0.6371281099640266,4.508109776100934,0.7177772378075741,5.1081097761009335,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,,,,,,,,,not_applicable_or_recorded_in_source_specific_columns,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,unknown,True
41,47,measurement,J2002M3013BHAE1_lin24,J2002M3013BHAE1_lin24,HZA-J2002M3013-BHAE-1,J2002M3013-BHAE-1,4.9461,lin24_aspire_blagn,ASPIRE,J2002M3013,lrd,7.71,low,31.227072390651937,high,90,F_context,v5-blagn,1,J2002M3013BHAE1_lin24,True,only catalogue measurement in this release,1.1882033528758245,broad-line-agn,robust,individual_robust,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0882178227067,0.08,0.08,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,45.4,,,not_evaluable,,0.6040960093951534,0.39250371188371613,0.2867075631279975,4.874358026938254,-1.742139910205819,0.5723571647684379,4.574358026938254,0.635834854021869,5.174358026938254,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,unavailable_in_source:mstar;available;unavailable_in_source:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,,,,,0.5511979350172942,4.374358026938254,0.6569940837730128,5.374358026938255,ASPIRE statistical errors and +/-0.5 dex calibration scenarios are separate,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True
