rank_growth_pressure,rank_followup_priority,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,redshift,source_key,survey,field,lrd_status,log_mbh_msun,physical_growth_pressure_tier,physical_pressure_score_0_100,measurement_confidence_tier,measurement_confidence_score_0_100,followup_priority_category,catalogue_release,n_measurements,available_measurement_ids,preferred_measurement_flag,preferred_measurement_reason,cosmic_time_gyr,object_class,quality_flag,detection_evidence,source_table,source_paper_version,source_url,source_doi,mbh_method,lrd_flag,halpha_absorption_fit_flag,source_caveat_tags,notes,scenario,scenario_label,scenario_kind,scenario_scope,mbh_delta_dex,reported_statistical_errors_applied,systematic_combined_with_statistical_error,z_seed,epsilon,merger_boost,delta_t_z30_gyr,log_mbh_err_plus_reported,log_mbh_err_minus_reported,mstar_diagnostic_status,lbol_diagnostic_status,edd_ratio_diagnostic_status,log_mstar_msun,log_lbol_erg_s,edd_ratio_reported,log_mbh_mstar_ratio,edd_ratio_consistency_flag,edd_ratio_log_residual_dex,req_fedd_seed1e2_z30_eps0p1_b1,req_fedd_seed1e4_z30_eps0p1_b1,req_fedd_seed1e5_z30_eps0p1_b1,req_log_mseed_fedd0p3_z30_eps0p1_b1,req_log_mseed_fedd1_z30_eps0p1_b1,req_fedd_seed1e2_mbh_minus0p3,req_log_mseed_fedd0p3_mbh_minus0p3,req_fedd_seed1e2_mbh_plus0p3,req_log_mseed_fedd0p3_mbh_plus0p3,req_fedd_seed1e2_taylor_virial_minus0p5,req_log_mseed_fedd0p3_taylor_virial_minus0p5,req_fedd_seed1e2_taylor_virial_plus0p5,req_log_mseed_fedd0p3_taylor_virial_plus0p5,growth_pressure_robustness_0p3,taylor_virial_sensitivity_label,missing_diagnostics_penalized_flag,diagnostic_availability_note,ranking_note,req_fedd_seed1e2_matthee_virial_minus_0p5dex,req_log_mseed_fedd0p3_matthee_virial_minus_0p5dex,req_fedd_seed1e2_matthee_virial_plus_0p5dex,req_log_mseed_fedd0p3_matthee_virial_plus_0p5dex,req_fedd_seed1e2_aspire_virial_minus_0p5dex,req_log_mseed_fedd0p3_aspire_virial_minus_0p5dex,req_fedd_seed1e2_aspire_virial_plus_0p5dex,req_log_mseed_fedd0p3_aspire_virial_plus_0p5dex,source_virial_sensitivity_note,input_catalogue_release,detection_confidence_tier,detection_confidence_score_0_100,mass_measurement_reliability_tier,mass_measurement_reliability_score_0_100,evidence_status,evidence_status_basis,spectroscopic_type,selection_channels,phenotype_tags,lensing_status,growth_ranking_eligible_flag
53,14,measurement,CEERS2782_taylor24,CEERS2782_taylor24,HZA-CEERS-2782,CEERS-2782,5.24,taylor24_ceers_rubies_blagn,CEERS,EGS,non_lrd,7.16,low,24.233626635170495,robust_with_measurement_caveat,75,C_interpretation_or_measurement_check,v5-blagn,1,CEERS2782_taylor24,False,nonpreferred duplicate: severe spatial slit loss; Taylor et al. adopt RUBIES-EGS-50052,1.1055092521207228,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;duplicate_observation;severe_spatially_dependent_slit_loss;source_nonpreferred_duplicate_measurement,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Same physical object as RUBIES-EGS-50052; severe spatially dependent slit loss makes this the non-preferred source measurement.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0055237219515984,0.14,0.13,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.5908035196220459,0.36180990736543894,0.24731310123713554,4.539839576801608,-1.573868077327976,0.556454477783555,4.239839576801607,0.625152561460537,4.839839576801607,0.5335551165578942,4.039839576801608,0.6480519226861976,5.039839576801608,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; robust_with_measurement_caveat mass/line-model reliability. This is not evidence for a unique seed channel.,,,,,,,,,not_applicable_or_recorded_in_source_specific_columns,v5-blagn,high,90,robust_with_measurement_caveat,75,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True
54,59,measurement,GOODSN14409_matthee23,GOODSN14409_matthee23,HZA-GOODS-N-14409,GOODS-N-14409,5.139,matthee23_eiger_fresco_blagn,FRESCO,GOODS-N,lrd,7.21,low,23.396266723787903,high,90,F_context,v5-blagn,1,GOODSN14409_matthee23,True,only catalogue measurement in this release,1.1328190132218603,broad-line-agn,robust,individual_robust,Tables 1-3,The Astrophysical Journal 963:129 (2024); arXiv:2306.05448v3,https://doi.org/10.3847/1538-4357/ad2345,10.3847/1538-4357/ad2345,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.032833483052736,0.14,0.14,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.869231719730976,,,not_evaluable,,0.5807552006854548,0.3578165439923819,0.24634721564584552,4.5186767055116865,-1.7610776482943775,0.547314402181494,4.218676705511687,0.6141959991894157,4.818676705511686,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,unavailable_in_source:mstar;available;unavailable_in_source:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,0.5250205365121866,4.0186767055116865,0.6364898648587229,5.0186767055116865,,,,,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True
55,60,measurement,J01002017_matthee23,J01002017_matthee23,HZA-J0100-2017,J0100-2017,4.938,matthee23_eiger_fresco_blagn,EIGER,J0100,lrd,7.44,low,22.854337972319094,high,90,F_context,v5-blagn,1,J01002017_matthee23,True,only catalogue measurement in this release,1.19062706834528,broad-line-agn,robust,individual_robust,Tables 1-3,The Astrophysical Journal 963:129 (2024); arXiv:2306.05448v3,https://doi.org/10.3847/1538-4357/ad2345,10.3847/1538-4357/ad2345,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0906415381761556,0.11,0.11,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.82607480270082,,,not_evaluable,,0.5742520556678291,0.3631299763781861,0.2575689367333646,4.598042389413726,-2.0331920352875814,0.5425837437743828,4.298042389413727,0.6059203675612758,4.898042389413726,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,unavailable_in_source:mstar;available;unavailable_in_source:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,0.5214715358454185,4.098042389413726,0.6270325754902399,5.098042389413726,,,,,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True
56,61,measurement,J01484214_matthee23,J01484214_matthee23,HZA-J0148-4214,J0148-4214,5.019,matthee23_eiger_fresco_blagn,EIGER,J0148,lrd,7.32,low,22.846035912089654,high,90,F_context,v5-blagn,1,J01484214_matthee23,True,only catalogue measurement in this release,1.166753868549647,broad-line-agn,robust,individual_robust,Tables 1-3,The Astrophysical Journal 963:129 (2024); arXiv:2306.05448v3,https://doi.org/10.3847/1538-4357/ad2345,10.3847/1538-4357/ad2345,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0667683383805227,0.1,0.1,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.77085201164214,,,not_evaluable,,0.5741524309450758,0.35830565239429546,0.2503822631189052,4.540250383033429,-1.9458320565552363,0.5417754141624588,4.24025038303343,0.6065294477276928,4.84025038303343,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,unavailable_in_source:mstar;available;unavailable_in_source:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,0.5201907363073807,4.040250383033429,0.6281141255827709,5.040250383033429,,,,,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True
57,62,measurement,J010015157_matthee23,J010015157_matthee23,HZA-J0100-15157,J0100-15157,4.941,matthee23_eiger_fresco_blagn,EIGER,J0100,lrd,7.35,low,22.101439217824847,high,90,F_context,v5-blagn,1,J010015157_matthee23,True,only catalogue measurement in this release,1.1897284386031075,broad-line-agn,robust,individual_robust,Tables 1-3,The Astrophysical Journal 963:129 (2024); arXiv:2306.05448v3,https://doi.org/10.3847/1538-4357/ad2345,10.3847/1538-4357/ad2345,single-epoch-virial-halpha-reines2013,1.0,0.0,flat_optical_continuum_exception_to_sample_trend;formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0897429084339834,0.08,0.08,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.81291335664285,,,not_evaluable,,0.5652172706138981,0.35392109468346894,0.24827300671825434,4.5103840090435225,-2.115386636521592,0.5335228442243338,4.210384009043523,0.5969116970034626,4.810384009043522,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,unavailable_in_source:mstar;available;unavailable_in_source:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,0.5123932266312909,4.0103840090435225,0.6180413145965056,5.0103840090435225,,,,,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True
58,15,measurement,J1526M2050BHAE3_lin24,J1526M2050BHAE3_lin24,HZA-J1526M2050-BHAE-3,J1526M2050-BHAE-3,4.8751,lin24_aspire_blagn,ASPIRE,J1526M2050,lrd,7.43,low,21.94407286165244,robust_with_interpretive_caveat,70,C_interpretation_or_measurement_check,v5-blagn,1,J1526M2050BHAE3_lin24,True,only catalogue measurement in this release,1.209731330933385,broad-line-agn,robust,individual_robust,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,1.0,1.0,blueshifted_halpha_absorption_266_km_s;absorption_interpretation_uncertain;total_luminosity_reported_without_absorption;formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.1097458007642607,0.31,0.31,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.59,,,not_evaluable,,0.5633288743398293,0.355841259481697,0.25209745205263073,4.538261134476657,-2.2091295517444767,0.5322057321111094,4.238261134476657,0.5944520165685491,4.838261134476657,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,unavailable_in_source:mstar;available;unavailable_in_source:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; robust_with_interpretive_caveat mass/line-model reliability. This is not evidence for a unique seed channel.,,,,,0.5114569706252963,4.038261134476657,0.6152007780543625,5.038261134476657,ASPIRE statistical errors and +/-0.5 dex calibration scenarios are separate,v5-blagn,high,90,robust_with_interpretive_caveat,70,probable_accreting_mbh,robust_broad_line_with_recorded_outflow_or_absorption_interpretive_caveat,type1_broad_line,broad_halpha,lrd,unknown,True
59,63,measurement,GS38562_juodzbalis25,GS38562_juodzbalis25,HZA-GS-38562,GS-38562,4.822,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,7.51,low,21.93665504135748,high,90,F_context,v5-blagn,1,GS38562_juodzbalis25,True,only catalogue measurement in this release,1.226259143973555,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.1262736138044307,0.3,0.31,available,available,available,9.76,44.7,0.12,-2.25,consistent,-0.0104482088348166,0.5632398604962897,0.35879707991687415,0.2565756896271664,4.57519350646901,-2.2726883117699668,0.5325734434093774,4.2751935064690105,0.5939062775832019,4.87519350646901,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,,,,,,,,,not_applicable_or_recorded_in_source_specific_columns,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,unknown,True
60,64,measurement,CEERS1244_taylor24,CEERS1244_taylor24,HZA-CEERS-1244,CEERS-1244,4.478,taylor24_ceers_rubies_blagn,CEERS,EGS,non_lrd,7.82,low,20.74316356428715,high,90,F_context,v5-blagn,1,CEERS1244_taylor24,True,only catalogue measurement in this release,1.3430711764202312,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.2430856462511068,0.03,0.02,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.5390234084690856,0.35379199662403893,0.26117629070151566,4.58080857980004,-2.9773047339998673,0.5112386966923286,4.28080857980004,0.5668081202458425,4.880808579800041,0.4927155555078239,4.08080857980004,0.5853312614303471,5.08080857980004,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,,,,,,,,,not_applicable_or_recorded_in_source_specific_columns,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True
61,65,measurement,RUBIESEGS13872_taylor24,RUBIESEGS13872_taylor24,HZA-RUBIES-EGS-13872,RUBIES-EGS-13872,5.262,taylor24_ceers_rubies_blagn,RUBIES,EGS,non_lrd,6.74,low,20.48878990811665,high,90,F_context,v5-blagn,1,RUBIESEGS13872_taylor24,True,only catalogue measurement in this release,1.0997055860002432,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,0.9997200558311187,0.23,0.28,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.5458654788973998,0.3155424920208598,0.20038099858258984,4.134962577827206,-1.9434580739093121,0.5113170308659188,3.8349625778272065,0.5804139269288808,4.434962577827206,0.48828473217826485,3.6349625778272063,0.6034462256165348,4.634962577827206,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,,,,,,,,,not_applicable_or_recorded_in_source_specific_columns,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,,unknown,True
62,66,measurement,J010012446_matthee23,J010012446_matthee23,HZA-J0100-12446,J0100-12446,4.699,matthee23_eiger_fresco_blagn,EIGER,J0100,lrd,7.46,low,19.924789464226947,high,90,F_context,v5-blagn,1,J010012446_matthee23,True,only catalogue measurement in this release,1.2660190606618411,broad-line-agn,robust,individual_robust,Tables 1-3,The Astrophysical Journal 963:129 (2024); arXiv:2306.05448v3,https://doi.org/10.3847/1538-4357/ad2345,10.3847/1538-4357/ad2345,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.1660335304927167,0.06,0.06,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,45.11058971029925,,,not_evaluable,,0.5390974735707234,0.3416258715301653,0.2428900705098863,4.421588431957076,-2.6680385601430805,0.5094767332646396,4.121588431957076,0.5687182138768069,4.721588431957076,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,unavailable_in_source:mstar;available;unavailable_in_source:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,0.48972957306058373,3.921588431957076,0.5884653740808629,4.921588431957076,,,,,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True
63,67,measurement,J2132P1217BHAE1_lin24,J2132P1217BHAE1_lin24,HZA-J2132P1217-BHAE-1,J2132P1217-BHAE-1,4.925,lin24_aspire_blagn,ASPIRE,J2132P1217,lrd,7.11,low,19.790949609108882,high,90,F_context,v5-blagn,1,J2132P1217BHAE1_lin24,True,only catalogue measurement in this release,1.1945341990300051,broad-line-agn,robust,individual_robust,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0945486688608808,0.12,0.12,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.93,,,not_evaluable,,0.5374913953093066,0.32712294313345264,0.22193871704552579,4.25786131763502,-2.397128941216603,0.5059361274829284,3.95786131763502,0.5690466631356845,4.55786131763502,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,unavailable_in_source:mstar;available;unavailable_in_source:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,,,,,0.484899282265343,3.7578613176350197,0.5900835083532698,4.75786131763502,ASPIRE statistical errors and +/-0.5 dex calibration scenarios are separate,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True
64,68,measurement,J11487111_matthee23,J11487111_matthee23,HZA-J1148-7111,J1148-7111,4.339,matthee23_eiger_fresco_blagn,EIGER,J1148,lrd,7.92,low,19.424528569330477,high,90,F_context,v5-blagn,1,J11487111_matthee23,True,only catalogue measurement in this release,1.3956168512884068,broad-line-agn,robust,individual_robust,Tables 1-3,The Astrophysical Journal 963:129 (2024); arXiv:2306.05448v3,https://doi.org/10.3847/1538-4357/ad2345,10.3847/1538-4357/ad2345,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.2956313211192825,0.1,0.1,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,45.03342375548695,,,not_evaluable,,0.526048711864607,0.3483295524508884,0.25946997274402916,4.543886799941253,-3.3337106668624887,0.49939083795254924,4.243886799941254,0.5527065857766649,4.843886799941254,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,unavailable_in_source:mstar;available;unavailable_in_source:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,0.4816189220111774,4.043886799941253,0.5704785017180366,5.043886799941253,,,,,Matthee statistical errors and +/-0.5 dex calibration scenarios are separate,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True
65,69,measurement,GN77652_juodzbalis25,GN77652_juodzbalis25,HZA-GN-77652,GN-77652,5.229,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,6.62,low,18.95358902332188,high,90,F_context,v5-blagn,1,GN77652_juodzbalis25,True,only catalogue measurement in this release,1.108430210684669,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0084446805155447,0.34,0.32,available,available,available,8.36,44.11,0.24,-1.739999999999999,consistent,-0.0094182131708325,0.5274430682798625,0.29911273569117747,0.18494756939683493,3.992228239684468,-2.139239201051775,0.4931935183915599,3.6922282396844683,0.5616926181681653,4.2922282396844675,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,,,,,,,,,not_applicable_or_recorded_in_source_specific_columns,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,unknown,True
66,70,measurement,J2232P2930BHAE3_lin24,J2232P2930BHAE3_lin24,HZA-J2232P2930-BHAE-3,J2232P2930-BHAE-3,4.7061,lin24_aspire_blagn,ASPIRE,J2232P2930,lrd,7.31,low,18.778937498139012,high,90,F_context,v5-blagn,1,J2232P2930BHAE3_lin24,True,only catalogue measurement in this release,1.263666014298253,broad-line-agn,robust,individual_robust,Tables 1-3,The Astrophysical Journal 974:147 (2024); arXiv:2407.17570v1,https://doi.org/10.3847/1538-4357/ad6565,10.3847/1538-4357/ad6565,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_and_lbol_uncorrected_for_dust,Nominal source-table Halpha mass and luminosity are not dust corrected; formal MBH errors exclude the 0.5 dex estimator systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.1636804841291286,0.22,0.22,unavailable_in_source:mstar,available,unavailable_in_source:edd_ratio,,44.71,,,not_evaluable,,0.5253472499776681,0.32747634603127707,0.2285408940580816,4.277719922265289,-2.7976002591157014,0.49566661438570947,3.9777199222652895,0.5550278855696268,4.577719922265289,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,unavailable_in_source:mstar;available;unavailable_in_source:edd_ratio,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,,,,,0.47587952399107036,3.7777199222652893,0.5748149759642658,4.777719922265289,ASPIRE statistical errors and +/-0.5 dex calibration scenarios are separate,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_halpha,lrd,unknown,True
67,71,measurement,GS172975_juodzbalis25,GS172975_juodzbalis25,HZA-GS-172975,GS-172975,4.741,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,7.25,low,18.714821266187034,high,90,F_context,v5-blagn,1,GS172975_juodzbalis25,True,only catalogue measurement in this release,1.2522045591007307,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.1522190289316063,0.32,0.32,available,available,available,8.98,44.07,0.05,-1.7300000000000004,consistent,-0.020659450546418,0.5245778551942444,0.32473867226310377,0.22481908079753335,4.247585802746482,-2.7580473241783974,0.4946019777545733,3.9475858027464814,0.5545537326339155,4.547585802746481,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high detection confidence; high mass/line-model reliability. This is not evidence for a unique seed channel.,,,,,,,,,not_applicable_or_recorded_in_source_specific_columns,v5-blagn,high,90,high,90,secure_accreting_mbh,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,type1_broad_line,broad_balmer_line,,unknown,True
