rank_uncertainty_pressure,rank_growth_pressure,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,redshift,source_key,survey,field,lrd_status,uncertainty_growth_pressure_tier,uncertainty_pressure_score_0_100,prob_required_fedd_seed1e2_gt_1_baseline,prob_required_mseed_fedd0p3_gt_1e6_baseline,measurement_confidence_tier,rank_followup_priority,log_mbh_msun,physical_growth_pressure_tier,physical_pressure_score_0_100,measurement_confidence_score_0_100,followup_priority_category,catalogue_release,n_measurements,available_measurement_ids,preferred_measurement_flag,preferred_measurement_reason,cosmic_time_gyr,object_class,quality_flag,detection_evidence,source_table,source_paper_version,source_url,source_doi,mbh_method,lrd_flag,halpha_absorption_fit_flag,source_caveat_tags,notes,scenario,scenario_label,scenario_kind,scenario_scope,mbh_delta_dex,reported_statistical_errors_applied,systematic_combined_with_statistical_error,z_seed,epsilon,merger_boost,delta_t_z30_gyr,log_mbh_err_plus_reported,log_mbh_err_minus_reported,mstar_diagnostic_status,lbol_diagnostic_status,edd_ratio_diagnostic_status,log_mstar_msun,log_lbol_erg_s,edd_ratio_reported,log_mbh_mstar_ratio,edd_ratio_consistency_flag,edd_ratio_log_residual_dex,req_fedd_seed1e2_z30_eps0p1_b1,req_fedd_seed1e4_z30_eps0p1_b1,req_fedd_seed1e5_z30_eps0p1_b1,req_log_mseed_fedd0p3_z30_eps0p1_b1,req_log_mseed_fedd1_z30_eps0p1_b1,req_fedd_seed1e2_mbh_minus0p3,req_log_mseed_fedd0p3_mbh_minus0p3,req_fedd_seed1e2_mbh_plus0p3,req_log_mseed_fedd0p3_mbh_plus0p3,req_fedd_seed1e2_taylor_virial_minus0p5,req_log_mseed_fedd0p3_taylor_virial_minus0p5,req_fedd_seed1e2_taylor_virial_plus0p5,req_log_mseed_fedd0p3_taylor_virial_plus0p5,growth_pressure_robustness_0p3,taylor_virial_sensitivity_label,missing_diagnostics_penalized_flag,diagnostic_availability_note,ranking_note,req_fedd_seed1e2_p16_baseline,req_fedd_seed1e2_p50_baseline,req_fedd_seed1e2_p84_baseline,req_fedd_seed1e4_p16_baseline,req_fedd_seed1e4_p50_baseline,req_fedd_seed1e4_p84_baseline,prob_required_fedd_seed1e4_gt_1_baseline,req_fedd_seed1e5_p16_baseline,req_fedd_seed1e5_p50_baseline,req_fedd_seed1e5_p84_baseline,prob_required_fedd_seed1e5_gt_1_baseline,req_log_mseed_fedd0p3_p16_baseline,req_log_mseed_fedd0p3_p50_baseline,req_log_mseed_fedd0p3_p84_baseline,prob_required_mseed_fedd0p3_gt_1e5_baseline,req_log_mseed_fedd1_p16_baseline,req_log_mseed_fedd1_p50_baseline,req_log_mseed_fedd1_p84_baseline,prob_required_mseed_fedd1_gt_1e5_baseline,prob_required_mseed_fedd1_gt_1e6_baseline,req_fedd_seed1e2_p50_mbh_minus_0p3dex,prob_required_fedd_seed1e2_gt_1_mbh_minus_0p3dex,req_log_mseed_fedd0p3_p50_mbh_minus_0p3dex,prob_required_mseed_fedd0p3_gt_1e6_mbh_minus_0p3dex,req_fedd_seed1e2_p50_mbh_plus_0p3dex,prob_required_fedd_seed1e2_gt_1_mbh_plus_0p3dex,req_log_mseed_fedd0p3_p50_mbh_plus_0p3dex,prob_required_mseed_fedd0p3_gt_1e6_mbh_plus_0p3dex,req_fedd_seed1e2_p50_taylor_virial_minus_0p5dex,prob_required_fedd_seed1e2_gt_1_taylor_virial_minus_0p5dex,req_log_mseed_fedd0p3_p50_taylor_virial_minus_0p5dex,prob_required_mseed_fedd0p3_gt_1e6_taylor_virial_minus_0p5dex,req_fedd_seed1e2_p50_taylor_virial_plus_0p5dex,prob_required_fedd_seed1e2_gt_1_taylor_virial_plus_0p5dex,req_log_mseed_fedd0p3_p50_taylor_virial_plus_0p5dex,prob_required_mseed_fedd0p3_gt_1e6_taylor_virial_plus_0p5dex
46,45,measurement,GN53757_juodzbalis25,GN53757_juodzbalis25,HZA-GN-53757,GN-53757,4.447,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,lower_pressure,4.7635922102168555,0.0,0.0,high,46,7.33,low,15.761974034056184,90,F_context,v3-blagn,1,GN53757_juodzbalis25,True,only catalogue measurement in this release,1.354502233183852,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.2545167030147277,0.31,0.31,available,available,available,10.38,44.29,0.07,-3.0500000000000007,consistent,-0.0145314148681805,0.48914368840867417,0.3056000905067327,0.2138282915557619,4.06102191055146,-3.5665936314951363,0.461612148723383,3.76102191055146,0.5166752280939654,4.361021910551459,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.4610666083607326,0.48883229986274335,0.5173038813638001,0.277523010458791,0.3052887019608018,0.3337602834618586,0.0,0.18575121150782026,0.213516903009831,0.2419884845108878,0.0,3.7550773789100798,4.057628836104948,4.3678720897679595,0.001,-3.8725381631365163,-3.5699867059416475,-3.259743452278637,0.0,0.0,0.4613007601774521,0.0,3.757628836104949,0.0,0.5163638395480346,0.0,4.357628836104949,0.0,,,,,,,,
47,47,measurement,GN62309_juodzbalis25,GN62309_juodzbalis25,HZA-GN-62309,GN-62309,5.172,juodzbalis25_jades_blagn,JADES,,not_reported_by_source,lower_pressure,4.5712097147474475,0.0,0.0,high,48,6.29,low,15.202365715824826,90,F_context,v3-blagn,1,GN62309_juodzbalis25,True,only catalogue measurement in this release,1.123773752688261,broad-line-agn,robust,individual_robust,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,,,Robust sample; Mstar uses BEAGLE value.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.0237882225191366,0.36,0.33,available,available,available,7.78,43.56,0.15,-1.4900000000000002,consistent,0.0064618041732414,0.4824283885898979,0.2575200489209478,0.1450658790864728,3.6222465459344035,-2.602511513551989,0.44869213763955546,3.3222465459344037,0.5161646395402403,3.9222465459344034,,,,,lower_across_0p3_scenarios,not_applicable_non_taylor_source,False,available;available;available,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.44612961266793566,0.4822249883364879,0.5221778888402497,0.2212212729989857,0.25731664866753784,0.2972695491712997,0.0,0.10876710316451065,0.1448624788330628,0.1848153793368247,0.0,3.2994592631205113,3.620437806839096,3.9757194345685956,0.0003,-2.9252987963658814,-2.604320252647297,-2.249038624917797,0.0,0.0,0.4484887373861454,0.0,3.320437806839096,0.0,0.5159612392868305,0.0,3.9204378068390957,0.0,,,,,,,,
48,48,measurement,RUBIESEGS6411_taylor24,RUBIESEGS6411_taylor24,HZA-RUBIES-EGS-6411,RUBIES-EGS-6411,4.88,taylor24_ceers_rubies_blagn,RUBIES,EGS,non_lrd,lower_pressure,4.161072470449148,0.0,0.0,high,49,6.49,low,13.870241568163827,90,F_context,v3-blagn,1,RUBIESEGS6411_taylor24,True,only catalogue measurement in this release,1.2082248338162374,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.108239303647113,0.16,0.16,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.4664428988179659,0.2586732334202083,0.15478840072132946,3.60218671478654,-3.1360442840448695,0.4352774490083023,3.30218671478654,0.49760834862762954,3.9021867147865397,0.41450048246852655,3.10218671478654,0.5183853151674054,4.10218671478654,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.4494491712738941,0.46629833758292405,0.48274863783298544,0.24167950587613646,0.2585286721851664,0.27497897243522784,0.0,0.1377946731772577,0.15464383948628757,0.17109413973634902,0.0,3.4386043408963114,3.6007951619362704,3.7591464806291963,0.0,-3.299626657935098,-3.137435836895139,-2.979084518202213,0.0,0.0,0.4351328877732604,0.0,3.3007951619362705,0.0,0.4974637873925877,0.0,3.90079516193627,0.0,0.41435592123348464,0.0,3.1007951619362704,0.0,0.5182407539323635,0.0,4.10079516193627,0.0
49,49,measurement,RUBIESEGS28812_taylor24,RUBIESEGS28812_taylor24,HZA-RUBIES-EGS-28812,RUBIES-EGS-28812,4.222,taylor24_ceers_rubies_blagn,RUBIES,EGS,non_lrd,lower_pressure,3.969507839065924,0.0,0.0,high,50,7.35,low,13.231692796886414,90,F_context,v3-blagn,1,RUBIESEGS28812_taylor24,True,only catalogue measurement in this release,1.442548613560481,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,1.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust;halpha_absorption_component_fit,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic. Halpha line fit includes the source-specific narrow absorption component described in Section 3.2.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.3425630833913567,0.04,0.04,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.45878031356263693,0.28727365428688484,0.20152032464900876,3.8515935676567112,-4.311354774477628,0.43305431467127414,3.5515935676567114,0.4845063124539997,4.151593567656711,0.41590364874369895,3.3515935676567112,0.5016569783815751,4.351593567656711,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.4553891697410736,0.4587616957303218,0.4621711844601141,0.2838825104653215,0.2872550364545696,0.2906645251843619,0.0,0.1981291808274454,0.20150170681669352,0.2049111955464859,0.0,3.8120482364621835,3.851376458508952,3.891135716186644,0.0,-4.350900105672156,-4.311571883625388,-4.271812625947696,0.0,0.0,0.43303569683895893,0.0,3.551376458508952,0.0,0.4844876946216845,0.0,4.151376458508952,0.0,0.41588503091138374,0.0,3.351376458508952,0.0,0.5016383605492598,0.0,4.351376458508952,0.0
50,50,measurement,RUBIESUDS19484_taylor24,RUBIESUDS19484_taylor24,HZA-RUBIES-UDS-19484,RUBIES-UDS-19484,4.656,taylor24_ceers_rubies_blagn,RUBIES,UDS,lrd,lower_pressure,3.764795041062767,0.0,0.0,high,51,6.62,low,12.549316803542556,90,F_context,v3-blagn,1,RUBIESUDS19484_taylor24,True,only catalogue measurement in this release,1.2804267955067032,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.1804412653375789,0.19,0.22,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.45059180164251067,0.25553041565008183,0.15799972265386739,3.544045233517984,-3.6331825549400554,0.42133259374364646,3.2440452335179844,0.47985100954137505,3.844045233517984,0.4018264551444035,3.044045233517984,0.49935714814061793,4.044045233517984,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.4292475487134793,0.45055510616463,0.4690764872942027,0.23418616272105033,0.2554937201722012,0.2740151013017739,0.0,0.1366554697248359,0.15796302717598673,0.17648440830555945,0.0,3.3251987117378103,3.543668988084333,3.733572089975464,0.0,-3.852029076720229,-3.6335588003737067,-3.4436556984825755,0.0,0.0,0.42129589826576574,0.0,3.243668988084333,0.0,0.47981431406349434,0.0,3.8436689880843327,0.0,0.40178975966652286,0.0,3.043668988084333,0.0,0.4993204526627373,0.0,4.043668988084333,0.0
51,51,measurement,RUBIESUDS119957_taylor24,RUBIESUDS119957_taylor24,HZA-RUBIES-UDS-119957,RUBIES-UDS-119957,4.149,taylor24_ceers_rubies_blagn,RUBIES,UDS,lrd,lower_pressure,3.3783408782503077,0.0,0.0,high,52,7.19,low,11.261136260834359,90,F_context,v3-blagn,1,RUBIESUDS119957_taylor24,True,only catalogue measurement in this release,1.4731747837496332,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.3731892535805088,0.06,0.05,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.4351336351300123,0.2674520801666164,0.1836113026849185,3.61178890736684,-4.737370308777201,0.4099814018855029,3.3117889073668403,0.4602858683745216,3.91178890736684,0.3932132463891633,3.11178890736684,0.47705402387086127,4.11178890736684,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.4308940905321764,0.43510972690888844,0.44009376906592146,0.26321253556878066,0.2674281719454925,0.27241221410252564,0.0,0.1793717580870827,0.18358739446379463,0.1885714366208277,0.0,3.5612222890078766,3.6115037451600718,3.6709502616015617,0.0,-4.7879369271361645,-4.737655470983968,-4.6782089545424785,0.0,0.0,0.40995749366437906,0.0,3.311503745160072,0.0,0.4602619601533978,0.0,3.9115037451600716,0.0,0.39318933816803947,0.0,3.1115037451600718,0.0,0.47703011564973735,0.0,4.111503745160071,0.0
52,52,measurement,RUBIESUDS31747_taylor24,RUBIESUDS31747_taylor24,HZA-RUBIES-UDS-31747,RUBIES-UDS-31747,4.13,taylor24_ceers_rubies_blagn,RUBIES,UDS,lrd,lower_pressure,3.2724963397955995,0.0,0.0,high,53,7.17,low,10.908321132651999,90,F_context,v3-blagn,1,RUBIESUDS31747_taylor24,True,only catalogue measurement in this release,1.4813233087212372,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,1.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.3813377785521128,0.05,0.05,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.430899853591824,0.26420745374972576,0.18086125382867663,3.5705557507819283,-4.828147497393571,0.40589599361550927,3.2705557507819285,0.4559037135681388,3.870555750781928,0.3892267536312995,3.0705557507819283,0.47257295355234863,4.070555750781928,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.4268652010941309,0.4309906223294048,0.4350807430981544,0.2601728012520326,0.2642982224873066,0.26838834325605615,0.0,0.1768266013309835,0.18095202256625742,0.18504214333500704,0.0,3.522147395013879,3.571644807483575,3.6207186797491855,0.0,-4.876555853161621,-4.827058440691925,-4.777984568426314,0.0,0.0,0.4059867623530901,0.0,3.2716448074835753,0.0,0.4559944823057196,0.0,3.871644807483575,0.0,0.3893175223688803,0.0,3.071644807483575,0.0,0.4726637222899295,0.0,4.071644807483575,0.0
53,53,measurement,RUBIESUDS35974_taylor24,RUBIESUDS35974_taylor24,HZA-RUBIES-UDS-35974,RUBIES-UDS-35974,4.367,taylor24_ceers_rubies_blagn,RUBIES,UDS,non_lrd,lower_pressure,3.253254165389949,0.0,0.0,high,54,6.8,low,10.84418055129983,90,F_context,v3-blagn,1,RUBIESUDS35974_taylor24,True,only catalogue measurement in this release,1.384760384875935,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.2847748547068105,0.09,0.11,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.43013016661559794,0.25090926385909873,0.16129881248084918,3.452176220676681,-4.359412597744396,0.4032470312021231,3.1521762206766812,0.4570133020290727,3.752176220676681,0.38532494092647307,2.952176220676681,0.4749353923047227,3.952176220676681,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.4203430931787361,0.43019576601407533,0.43812408974146005,0.24112219042223698,0.25097486325757623,0.25890318698496095,0.0,0.15151173904398738,0.16136441187932668,0.16929273560671135,0.0,3.3429582300703156,3.4529082714304553,3.5413837071128276,0.0,-4.468630588350761,-4.358680546990621,-4.2702051113082495,0.0,0.0,0.4033126306006006,0.0,3.1529082714304555,0.0,0.45707890142755025,0.0,3.752908271430455,0.0,0.38539054032495057,0.0,2.9529082714304553,0.0,0.4750009917032002,0.0,3.9529082714304553,0.0
54,54,measurement,RUBIESUDS155916_taylor24,RUBIESUDS155916_taylor24,HZA-RUBIES-UDS-155916,RUBIES-UDS-155916,4.098,taylor24_ceers_rubies_blagn,RUBIES,UDS,non_lrd,lower_pressure,2.938301813519467,0.0,0.0,high,55,7.06,low,9.794339378398224,90,F_context,v3-blagn,1,RUBIESUDS155916_taylor24,True,only catalogue measurement in this release,1.49521733830908,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.3952318081399555,0.11,0.13,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.4175320725407787,0.25249963280134047,0.16998341293162136,3.4243511484935247,-5.058829505021584,0.3927772065798629,3.124351148493525,0.4422869385016944,3.7243511484935246,0.3762739626059191,2.9243511484935247,0.4587901824756382,3.9243511484935247,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.4068857956595711,0.41748211159270265,0.4265417942433453,0.24185335592013296,0.2524496718532644,0.2615093545039071,0.0,0.15933713605041389,0.16993345198354531,0.178993134634188,0.0,3.2953307341069187,3.423745680281882,3.533538429694623,0.0,-5.1878499194081895,-5.059434973233227,-4.949642223820486,0.0,0.0,0.39272724563178696,0.0,3.1237456802818824,0.0,0.44223697755361835,0.0,3.723745680281882,0.0,0.3762240016578431,0.0,2.923745680281882,0.0,0.4587402215275621,0.0,3.923745680281882,0.0
55,55,measurement,RUBIESUDS63139_taylor24,RUBIESUDS63139_taylor24,HZA-RUBIES-UDS-63139,RUBIES-UDS-63139,4.435,taylor24_ceers_rubies_blagn,RUBIES,UDS,non_lrd,lower_pressure,2.9019920167867723,0.0,0.0,high,56,6.55,low,9.673306722622575,90,F_context,v3-blagn,1,RUBIESUDS63139_taylor24,True,only catalogue measurement in this release,1.358970606803421,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.2589850766342967,0.09,0.09,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.4160796806714709,0.23318751334335178,0.14174142967929226,3.269378370515094,-4.385405431616353,0.388645855572253,2.969378370515094,0.44351350577068877,3.5693783705150937,0.3703566388394411,2.769378370515094,0.46180272250350063,3.769378370515094,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.40785472806786477,0.4160179937056412,0.42413419853621864,0.22496256073974571,0.2331258263775221,0.2412420312080996,0.0,0.13351647707568617,0.14167974271346256,0.1497959475440401,0.0,3.179435179138833,3.2687037985339,3.357457788922308,0.0,-4.475348622992614,-4.386080003597547,-4.297326013209139,0.0,0.0,0.3885841686064233,0.0,2.9687037985339,0.0,0.44345181880485895,0.0,3.5687037985338996,0.0,0.3702949518736114,0.0,2.7687037985339,0.0,0.4617410355376709,0.0,3.7687037985339,0.0
56,56,measurement,RUBIESUDS143683_taylor24,RUBIESUDS143683_taylor24,HZA-RUBIES-UDS-143683,RUBIES-UDS-143683,4.226,taylor24_ceers_rubies_blagn,RUBIES,UDS,non_lrd,lower_pressure,2.8245078652228695,0.0,0.0,high,57,6.81,low,9.415026217409565,90,F_context,v3-blagn,1,RUBIESUDS143683_taylor24,True,only catalogue measurement in this release,1.4409010539259417,broad-line-agn,robust,individual_robust,Table 1 (Sample of BLAGN),The Astrophysical Journal 986:165 (2025); arXiv:2409.06772v2,https://iopscience.iop.org/article/10.3847/1538-4357/add15b,10.3847/1538-4357/add15b,single-epoch-virial-halpha-reines2013,0.0,0.0,formal_mbh_errors_exclude_virial_systematic;nominal_mass_uncorrected_for_dust,Nominal Table 1 mass and Halpha flux are uncorrected for dust; formal MBH errors exclude the approximately 0.5 dex virial-calibration systematic.,baseline,reported MBH,none,all_sources,0.0,False,False,30.0,0.1,1.0,1.340915523756817,0.16,0.19,unavailable_not_published_in_taylor_table1:mstar,unavailable_not_published_in_taylor_table1:lbol,unavailable_not_published_in_taylor_table1:edd_ratio,,,,,not_evaluable,,0.41298031460891477,0.24126292807714142,0.1554042348112548,3.3158867240040335,-4.837044253319889,0.38722270662914876,3.0158867240040337,0.43873792258868066,3.6158867240040333,0.37005096797597137,2.8158867240040335,0.45590966124185806,3.8158867240040335,lower_across_0p3_scenarios,lower_across_taylor_0p5_scenarios,False,unavailable_not_published_in_taylor_table1:mstar;unavailable_not_published_in_taylor_table1:lbol;unavailable_not_published_in_taylor_table1:edd_ratio,Observational-triage rank: low growth pressure; high measurement confidence. This is not evidence for a unique seed channel.,0.39702028974883025,0.41309177297157007,0.4266858733143295,0.22530290321705693,0.24137438643979678,0.25496848678255624,0.0,0.1394442099511703,0.15551569317391015,0.16910979351666958,0.0,3.129999608174544,3.317184884486283,3.4755159727624734,0.0,-5.022931369149379,-4.83574609283764,-4.67741500456145,0.0,0.0,0.38733416499180406,0.0,3.017184884486283,0.0,0.438849380951336,0.0,3.617184884486283,0.0,0.3701624263386268,0.0,2.817184884486283,0.0,0.4560211196045134,0.0,3.817184884486283,0.0
