measurement_id,object_id,redshift,quality_flag,interpretation_variant,growth_config,seed_model,delta_t_gyr,log_mbh_eval,log_mstar_eval,log_mbh_mstar_ratio_eval,required_fedd,model_name,required_log_mseed,model_log_mseed_min,model_log_mseed_max,is_feasible
GS30148179_juodzbalis25,GS-30148179,5.922,robust,baseline,eddington_eps0p1,light_popiii,0.833981118354858,7.12,8.95,-1.8299999999999992,0.7758286091748399,light_popiii,-0.12386795426035135,1.0,2.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,baseline,eddington_eps0p1,intermediate_cluster,0.833981118354858,7.12,8.95,-1.8299999999999992,0.49973301872116016,intermediate_cluster,-0.12386795426035135,3.0,4.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,baseline,eddington_eps0p1,heavy_dcbh,0.833981118354858,7.12,8.95,-1.8299999999999992,0.29266132588090044,heavy_dcbh,-0.12386795426035135,4.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,baseline,eddington_eps0p1,pbh,0.833981118354858,7.12,8.95,-1.8299999999999992,0.4307091211077403,pbh,-0.12386795426035135,2.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,baseline,subeddington_eps0p1,light_popiii,0.833981118354858,7.12,8.95,-1.8299999999999992,0.7758286091748399,light_popiii,4.946839613721895,1.0,2.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,baseline,subeddington_eps0p1,intermediate_cluster,0.833981118354858,7.12,8.95,-1.8299999999999992,0.49973301872116016,intermediate_cluster,4.946839613721895,3.0,4.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,baseline,subeddington_eps0p1,heavy_dcbh,0.833981118354858,7.12,8.95,-1.8299999999999992,0.29266132588090044,heavy_dcbh,4.946839613721895,4.0,6.0,True
GS30148179_juodzbalis25,GS-30148179,5.922,robust,baseline,subeddington_eps0p1,pbh,0.833981118354858,7.12,8.95,-1.8299999999999992,0.4307091211077403,pbh,4.946839613721895,2.0,6.0,True
GS30148179_juodzbalis25,GS-30148179,5.922,robust,baseline,supercritical_eps0p05,light_popiii,0.833981118354858,7.12,8.95,-1.8299999999999992,0.3674977622407136,light_popiii,-23.465220251321483,1.0,2.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,baseline,supercritical_eps0p05,intermediate_cluster,0.833981118354858,7.12,8.95,-1.8299999999999992,0.23671564044686533,intermediate_cluster,-23.465220251321483,3.0,4.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,baseline,supercritical_eps0p05,heavy_dcbh,0.833981118354858,7.12,8.95,-1.8299999999999992,0.13862904910147916,heavy_dcbh,-23.465220251321483,4.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,baseline,supercritical_eps0p05,pbh,0.833981118354858,7.12,8.95,-1.8299999999999992,0.20402010999840328,pbh,-23.465220251321483,2.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,baseline,merger_boost_x2,light_popiii,0.833981118354858,7.12,8.95,-1.8299999999999992,0.7342720819762821,light_popiii,-0.42489794992433255,1.0,2.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,baseline,merger_boost_x2,intermediate_cluster,0.833981118354858,7.12,8.95,-1.8299999999999992,0.4581764915226024,intermediate_cluster,-0.42489794992433255,3.0,4.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,baseline,merger_boost_x2,heavy_dcbh,0.833981118354858,7.12,8.95,-1.8299999999999992,0.25110479868234264,heavy_dcbh,-0.42489794992433255,4.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,baseline,merger_boost_x2,pbh,0.833981118354858,7.12,8.95,-1.8299999999999992,0.3891525939091825,pbh,-0.42489794992433255,2.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_minus_0p3dex,eddington_eps0p1,light_popiii,0.833981118354858,6.82,8.95,-2.129999999999999,0.734414270606788,light_popiii,-0.4238679542603512,1.0,2.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_minus_0p3dex,eddington_eps0p1,intermediate_cluster,0.833981118354858,6.82,8.95,-2.129999999999999,0.4583186801531082,intermediate_cluster,-0.4238679542603512,3.0,4.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_minus_0p3dex,eddington_eps0p1,heavy_dcbh,0.833981118354858,6.82,8.95,-2.129999999999999,0.2512469873128485,heavy_dcbh,-0.4238679542603512,4.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_minus_0p3dex,eddington_eps0p1,pbh,0.833981118354858,6.82,8.95,-2.129999999999999,0.38929478253968836,pbh,-0.4238679542603512,2.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_minus_0p3dex,subeddington_eps0p1,light_popiii,0.833981118354858,6.82,8.95,-2.129999999999999,0.734414270606788,light_popiii,4.6468396137218955,1.0,2.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_minus_0p3dex,subeddington_eps0p1,intermediate_cluster,0.833981118354858,6.82,8.95,-2.129999999999999,0.4583186801531082,intermediate_cluster,4.6468396137218955,3.0,4.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_minus_0p3dex,subeddington_eps0p1,heavy_dcbh,0.833981118354858,6.82,8.95,-2.129999999999999,0.2512469873128485,heavy_dcbh,4.6468396137218955,4.0,6.0,True
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_minus_0p3dex,subeddington_eps0p1,pbh,0.833981118354858,6.82,8.95,-2.129999999999999,0.38929478253968836,pbh,4.6468396137218955,2.0,6.0,True
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_minus_0p3dex,supercritical_eps0p05,light_popiii,0.833981118354858,6.82,8.95,-2.129999999999999,0.34788044397163637,light_popiii,-23.765220251321484,1.0,2.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_minus_0p3dex,supercritical_eps0p05,intermediate_cluster,0.833981118354858,6.82,8.95,-2.129999999999999,0.2170983221777881,intermediate_cluster,-23.765220251321484,3.0,4.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_minus_0p3dex,supercritical_eps0p05,heavy_dcbh,0.833981118354858,6.82,8.95,-2.129999999999999,0.11901173083240194,heavy_dcbh,-23.765220251321484,4.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_minus_0p3dex,supercritical_eps0p05,pbh,0.833981118354858,6.82,8.95,-2.129999999999999,0.18440279172932605,pbh,-23.765220251321484,2.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_minus_0p3dex,merger_boost_x2,light_popiii,0.833981118354858,6.82,8.95,-2.129999999999999,0.6928577434082301,light_popiii,-0.7248979499243324,1.0,2.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_minus_0p3dex,merger_boost_x2,intermediate_cluster,0.833981118354858,6.82,8.95,-2.129999999999999,0.4167621529545505,intermediate_cluster,-0.7248979499243324,3.0,4.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_minus_0p3dex,merger_boost_x2,heavy_dcbh,0.833981118354858,6.82,8.95,-2.129999999999999,0.20969046011429077,heavy_dcbh,-0.7248979499243324,4.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_minus_0p3dex,merger_boost_x2,pbh,0.833981118354858,6.82,8.95,-2.129999999999999,0.34773825534113056,pbh,-0.7248979499243324,2.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_plus_0p3dex,eddington_eps0p1,light_popiii,0.833981118354858,7.42,8.95,-1.5299999999999994,0.8172429477428917,light_popiii,0.17613204573964847,1.0,2.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_plus_0p3dex,eddington_eps0p1,intermediate_cluster,0.833981118354858,7.42,8.95,-1.5299999999999994,0.541147357289212,intermediate_cluster,0.17613204573964847,3.0,4.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_plus_0p3dex,eddington_eps0p1,heavy_dcbh,0.833981118354858,7.42,8.95,-1.5299999999999994,0.3340756644489523,heavy_dcbh,0.17613204573964847,4.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_plus_0p3dex,eddington_eps0p1,pbh,0.833981118354858,7.42,8.95,-1.5299999999999994,0.47212345967579217,pbh,0.17613204573964847,2.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_plus_0p3dex,subeddington_eps0p1,light_popiii,0.833981118354858,7.42,8.95,-1.5299999999999994,0.8172429477428917,light_popiii,5.246839613721895,1.0,2.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_plus_0p3dex,subeddington_eps0p1,intermediate_cluster,0.833981118354858,7.42,8.95,-1.5299999999999994,0.541147357289212,intermediate_cluster,5.246839613721895,3.0,4.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_plus_0p3dex,subeddington_eps0p1,heavy_dcbh,0.833981118354858,7.42,8.95,-1.5299999999999994,0.3340756644489523,heavy_dcbh,5.246839613721895,4.0,6.0,True
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_plus_0p3dex,subeddington_eps0p1,pbh,0.833981118354858,7.42,8.95,-1.5299999999999994,0.47212345967579217,pbh,5.246839613721895,2.0,6.0,True
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_plus_0p3dex,supercritical_eps0p05,light_popiii,0.833981118354858,7.42,8.95,-1.5299999999999994,0.3871150805097908,light_popiii,-23.165220251321486,1.0,2.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_plus_0p3dex,supercritical_eps0p05,intermediate_cluster,0.833981118354858,7.42,8.95,-1.5299999999999994,0.2563329587159425,intermediate_cluster,-23.165220251321486,3.0,4.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_plus_0p3dex,supercritical_eps0p05,heavy_dcbh,0.833981118354858,7.42,8.95,-1.5299999999999994,0.15824636737055636,heavy_dcbh,-23.165220251321486,4.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_plus_0p3dex,supercritical_eps0p05,pbh,0.833981118354858,7.42,8.95,-1.5299999999999994,0.2236374282674805,pbh,-23.165220251321486,2.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_plus_0p3dex,merger_boost_x2,light_popiii,0.833981118354858,7.42,8.95,-1.5299999999999994,0.775686420544334,light_popiii,-0.12489794992433273,1.0,2.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_plus_0p3dex,merger_boost_x2,intermediate_cluster,0.833981118354858,7.42,8.95,-1.5299999999999994,0.49959083009065425,intermediate_cluster,-0.12489794992433273,3.0,4.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_plus_0p3dex,merger_boost_x2,heavy_dcbh,0.833981118354858,7.42,8.95,-1.5299999999999994,0.2925191372503946,heavy_dcbh,-0.12489794992433273,4.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mbh_plus_0p3dex,merger_boost_x2,pbh,0.833981118354858,7.42,8.95,-1.5299999999999994,0.4305669324772344,pbh,-0.12489794992433273,2.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mstar_agn_20pct,eddington_eps0p1,light_popiii,0.833981118354858,7.12,8.853089986991943,-1.733089986991943,0.7758286091748399,light_popiii,-0.12386795426035135,1.0,2.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mstar_agn_20pct,eddington_eps0p1,intermediate_cluster,0.833981118354858,7.12,8.853089986991943,-1.733089986991943,0.49973301872116016,intermediate_cluster,-0.12386795426035135,3.0,4.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mstar_agn_20pct,eddington_eps0p1,heavy_dcbh,0.833981118354858,7.12,8.853089986991943,-1.733089986991943,0.29266132588090044,heavy_dcbh,-0.12386795426035135,4.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mstar_agn_20pct,eddington_eps0p1,pbh,0.833981118354858,7.12,8.853089986991943,-1.733089986991943,0.4307091211077403,pbh,-0.12386795426035135,2.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mstar_agn_20pct,subeddington_eps0p1,light_popiii,0.833981118354858,7.12,8.853089986991943,-1.733089986991943,0.7758286091748399,light_popiii,4.946839613721895,1.0,2.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mstar_agn_20pct,subeddington_eps0p1,intermediate_cluster,0.833981118354858,7.12,8.853089986991943,-1.733089986991943,0.49973301872116016,intermediate_cluster,4.946839613721895,3.0,4.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mstar_agn_20pct,subeddington_eps0p1,heavy_dcbh,0.833981118354858,7.12,8.853089986991943,-1.733089986991943,0.29266132588090044,heavy_dcbh,4.946839613721895,4.0,6.0,True
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mstar_agn_20pct,subeddington_eps0p1,pbh,0.833981118354858,7.12,8.853089986991943,-1.733089986991943,0.4307091211077403,pbh,4.946839613721895,2.0,6.0,True
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mstar_agn_20pct,supercritical_eps0p05,light_popiii,0.833981118354858,7.12,8.853089986991943,-1.733089986991943,0.3674977622407136,light_popiii,-23.465220251321483,1.0,2.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mstar_agn_20pct,supercritical_eps0p05,intermediate_cluster,0.833981118354858,7.12,8.853089986991943,-1.733089986991943,0.23671564044686533,intermediate_cluster,-23.465220251321483,3.0,4.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mstar_agn_20pct,supercritical_eps0p05,heavy_dcbh,0.833981118354858,7.12,8.853089986991943,-1.733089986991943,0.13862904910147916,heavy_dcbh,-23.465220251321483,4.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mstar_agn_20pct,supercritical_eps0p05,pbh,0.833981118354858,7.12,8.853089986991943,-1.733089986991943,0.20402010999840328,pbh,-23.465220251321483,2.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mstar_agn_20pct,merger_boost_x2,light_popiii,0.833981118354858,7.12,8.853089986991943,-1.733089986991943,0.7342720819762821,light_popiii,-0.42489794992433255,1.0,2.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mstar_agn_20pct,merger_boost_x2,intermediate_cluster,0.833981118354858,7.12,8.853089986991943,-1.733089986991943,0.4581764915226024,intermediate_cluster,-0.42489794992433255,3.0,4.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mstar_agn_20pct,merger_boost_x2,heavy_dcbh,0.833981118354858,7.12,8.853089986991943,-1.733089986991943,0.25110479868234264,heavy_dcbh,-0.42489794992433255,4.0,6.0,False
GS30148179_juodzbalis25,GS-30148179,5.922,robust,mstar_agn_20pct,merger_boost_x2,pbh,0.833981118354858,7.12,8.853089986991943,-1.733089986991943,0.3891525939091825,pbh,-0.42489794992433255,2.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,baseline,eddington_eps0p1,light_popiii,0.8345862392935047,7.44,8.9,-1.46,0.8194093557043793,light_popiii,0.19087603204888204,1.0,2.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,baseline,eddington_eps0p1,intermediate_cluster,0.8345862392935047,7.44,8.9,-1.46,0.5435139497433089,intermediate_cluster,0.19087603204888204,3.0,4.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,baseline,eddington_eps0p1,heavy_dcbh,0.8345862392935047,7.44,8.9,-1.46,0.33659239527250606,heavy_dcbh,0.19087603204888204,4.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,baseline,eddington_eps0p1,pbh,0.8345862392935047,7.44,8.9,-1.46,0.4745400982530413,pbh,0.19087603204888204,2.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,baseline,subeddington_eps0p1,light_popiii,0.8345862392935047,7.44,8.9,-1.46,0.8194093557043793,light_popiii,5.265262809614665,1.0,2.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,baseline,subeddington_eps0p1,intermediate_cluster,0.8345862392935047,7.44,8.9,-1.46,0.5435139497433089,intermediate_cluster,5.265262809614665,3.0,4.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,baseline,subeddington_eps0p1,heavy_dcbh,0.8345862392935047,7.44,8.9,-1.46,0.33659239527250606,heavy_dcbh,5.265262809614665,4.0,6.0,True
GS10013704_juodzbalis25,GS-10013704,5.919,robust,baseline,subeddington_eps0p1,pbh,0.8345862392935047,7.44,8.9,-1.46,0.4745400982530413,pbh,5.265262809614665,2.0,6.0,True
GS10013704_juodzbalis25,GS-10013704,5.919,robust,baseline,supercritical_eps0p05,light_popiii,0.8345862392935047,7.44,8.9,-1.46,0.38814127375470603,light_popiii,-23.167412309126945,1.0,2.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,baseline,supercritical_eps0p05,intermediate_cluster,0.8345862392935047,7.44,8.9,-1.46,0.25745397619419896,intermediate_cluster,-23.167412309126945,3.0,4.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,baseline,supercritical_eps0p05,heavy_dcbh,0.8345862392935047,7.44,8.9,-1.46,0.15943850302381865,heavy_dcbh,-23.167412309126945,4.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,baseline,supercritical_eps0p05,pbh,0.8345862392935047,7.44,8.9,-1.46,0.22478215180407218,pbh,-23.167412309126945,2.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,baseline,merger_boost_x2,light_popiii,0.8345862392935047,7.44,8.9,-1.46,0.7778829592742927,light_popiii,-0.11015396361509916,1.0,2.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,baseline,merger_boost_x2,intermediate_cluster,0.8345862392935047,7.44,8.9,-1.46,0.5019875533132222,intermediate_cluster,-0.11015396361509916,3.0,4.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,baseline,merger_boost_x2,heavy_dcbh,0.8345862392935047,7.44,8.9,-1.46,0.29506599884241935,heavy_dcbh,-0.11015396361509916,4.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,baseline,merger_boost_x2,pbh,0.8345862392935047,7.44,8.9,-1.46,0.4330137018229546,pbh,-0.11015396361509916,2.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_minus_0p3dex,eddington_eps0p1,light_popiii,0.8345862392935047,7.140000000000001,8.9,-1.7599999999999998,0.7780250448102188,light_popiii,-0.10912396795111778,1.0,2.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_minus_0p3dex,eddington_eps0p1,intermediate_cluster,0.8345862392935047,7.140000000000001,8.9,-1.7599999999999998,0.5021296388491484,intermediate_cluster,-0.10912396795111778,3.0,4.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_minus_0p3dex,eddington_eps0p1,heavy_dcbh,0.8345862392935047,7.140000000000001,8.9,-1.7599999999999998,0.2952080843783455,heavy_dcbh,-0.10912396795111778,4.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_minus_0p3dex,eddington_eps0p1,pbh,0.8345862392935047,7.140000000000001,8.9,-1.7599999999999998,0.4331557873588808,pbh,-0.10912396795111778,2.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_minus_0p3dex,subeddington_eps0p1,light_popiii,0.8345862392935047,7.140000000000001,8.9,-1.7599999999999998,0.7780250448102188,light_popiii,4.965262809614665,1.0,2.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_minus_0p3dex,subeddington_eps0p1,intermediate_cluster,0.8345862392935047,7.140000000000001,8.9,-1.7599999999999998,0.5021296388491484,intermediate_cluster,4.965262809614665,3.0,4.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_minus_0p3dex,subeddington_eps0p1,heavy_dcbh,0.8345862392935047,7.140000000000001,8.9,-1.7599999999999998,0.2952080843783455,heavy_dcbh,4.965262809614665,4.0,6.0,True
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_minus_0p3dex,subeddington_eps0p1,pbh,0.8345862392935047,7.140000000000001,8.9,-1.7599999999999998,0.4331557873588808,pbh,4.965262809614665,2.0,6.0,True
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_minus_0p3dex,supercritical_eps0p05,light_popiii,0.8345862392935047,7.140000000000001,8.9,-1.7599999999999998,0.36853817912062997,light_popiii,-23.467412309126946,1.0,2.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_minus_0p3dex,supercritical_eps0p05,intermediate_cluster,0.8345862392935047,7.140000000000001,8.9,-1.7599999999999998,0.23785088156012293,intermediate_cluster,-23.467412309126946,3.0,4.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_minus_0p3dex,supercritical_eps0p05,heavy_dcbh,0.8345862392935047,7.140000000000001,8.9,-1.7599999999999998,0.1398354083897426,heavy_dcbh,-23.467412309126946,4.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_minus_0p3dex,supercritical_eps0p05,pbh,0.8345862392935047,7.140000000000001,8.9,-1.7599999999999998,0.20517905716999613,pbh,-23.467412309126946,2.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_minus_0p3dex,merger_boost_x2,light_popiii,0.8345862392935047,7.140000000000001,8.9,-1.7599999999999998,0.7364986483801321,light_popiii,-0.410153963615099,1.0,2.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_minus_0p3dex,merger_boost_x2,intermediate_cluster,0.8345862392935047,7.140000000000001,8.9,-1.7599999999999998,0.4606032424190617,intermediate_cluster,-0.410153963615099,3.0,4.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_minus_0p3dex,merger_boost_x2,heavy_dcbh,0.8345862392935047,7.140000000000001,8.9,-1.7599999999999998,0.2536816879482588,heavy_dcbh,-0.410153963615099,4.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_minus_0p3dex,merger_boost_x2,pbh,0.8345862392935047,7.140000000000001,8.9,-1.7599999999999998,0.39162939092879406,pbh,-0.410153963615099,2.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_plus_0p3dex,eddington_eps0p1,light_popiii,0.8345862392935047,7.74,8.9,-1.1600000000000001,0.8607936665985401,light_popiii,0.49087603204888186,1.0,2.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_plus_0p3dex,eddington_eps0p1,intermediate_cluster,0.8345862392935047,7.74,8.9,-1.1600000000000001,0.5848982606374695,intermediate_cluster,0.49087603204888186,3.0,4.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_plus_0p3dex,eddington_eps0p1,heavy_dcbh,0.8345862392935047,7.74,8.9,-1.1600000000000001,0.3779767061666666,heavy_dcbh,0.49087603204888186,4.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_plus_0p3dex,eddington_eps0p1,pbh,0.8345862392935047,7.74,8.9,-1.1600000000000001,0.5159244091472018,pbh,0.49087603204888186,2.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_plus_0p3dex,subeddington_eps0p1,light_popiii,0.8345862392935047,7.74,8.9,-1.1600000000000001,0.8607936665985401,light_popiii,5.565262809614665,1.0,2.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_plus_0p3dex,subeddington_eps0p1,intermediate_cluster,0.8345862392935047,7.74,8.9,-1.1600000000000001,0.5848982606374695,intermediate_cluster,5.565262809614665,3.0,4.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_plus_0p3dex,subeddington_eps0p1,heavy_dcbh,0.8345862392935047,7.74,8.9,-1.1600000000000001,0.3779767061666666,heavy_dcbh,5.565262809614665,4.0,6.0,True
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_plus_0p3dex,subeddington_eps0p1,pbh,0.8345862392935047,7.74,8.9,-1.1600000000000001,0.5159244091472018,pbh,5.565262809614665,2.0,6.0,True
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_plus_0p3dex,supercritical_eps0p05,light_popiii,0.8345862392935047,7.74,8.9,-1.1600000000000001,0.4077443683887821,light_popiii,-22.867412309126948,1.0,2.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_plus_0p3dex,supercritical_eps0p05,intermediate_cluster,0.8345862392935047,7.74,8.9,-1.1600000000000001,0.277057070828275,intermediate_cluster,-22.867412309126948,3.0,4.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_plus_0p3dex,supercritical_eps0p05,heavy_dcbh,0.8345862392935047,7.74,8.9,-1.1600000000000001,0.1790415976578947,heavy_dcbh,-22.867412309126948,4.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_plus_0p3dex,supercritical_eps0p05,pbh,0.8345862392935047,7.74,8.9,-1.1600000000000001,0.24438524643814824,pbh,-22.867412309126948,2.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_plus_0p3dex,merger_boost_x2,light_popiii,0.8345862392935047,7.74,8.9,-1.1600000000000001,0.8192672701684534,light_popiii,0.18984603638490066,1.0,2.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_plus_0p3dex,merger_boost_x2,intermediate_cluster,0.8345862392935047,7.74,8.9,-1.1600000000000001,0.5433718642073828,intermediate_cluster,0.18984603638490066,3.0,4.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_plus_0p3dex,merger_boost_x2,heavy_dcbh,0.8345862392935047,7.74,8.9,-1.1600000000000001,0.3364503097365799,heavy_dcbh,0.18984603638490066,4.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mbh_plus_0p3dex,merger_boost_x2,pbh,0.8345862392935047,7.74,8.9,-1.1600000000000001,0.4743980127171151,pbh,0.18984603638490066,2.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mstar_agn_20pct,eddington_eps0p1,light_popiii,0.8345862392935047,7.44,8.803089986991944,-1.3630899869919437,0.8194093557043793,light_popiii,0.19087603204888204,1.0,2.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mstar_agn_20pct,eddington_eps0p1,intermediate_cluster,0.8345862392935047,7.44,8.803089986991944,-1.3630899869919437,0.5435139497433089,intermediate_cluster,0.19087603204888204,3.0,4.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mstar_agn_20pct,eddington_eps0p1,heavy_dcbh,0.8345862392935047,7.44,8.803089986991944,-1.3630899869919437,0.33659239527250606,heavy_dcbh,0.19087603204888204,4.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mstar_agn_20pct,eddington_eps0p1,pbh,0.8345862392935047,7.44,8.803089986991944,-1.3630899869919437,0.4745400982530413,pbh,0.19087603204888204,2.0,6.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mstar_agn_20pct,subeddington_eps0p1,light_popiii,0.8345862392935047,7.44,8.803089986991944,-1.3630899869919437,0.8194093557043793,light_popiii,5.265262809614665,1.0,2.0,False
GS10013704_juodzbalis25,GS-10013704,5.919,robust,mstar_agn_20pct,subeddington_eps0p1,intermediate_cluster,0.8345862392935047,7.44,8.803089986991944,-1.3630899869919437,0.5435139497433089,intermediate_cluster,5.265262809614665,3.0,4.0,False
