catalogue_release,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,n_measurements,available_measurement_ids,preferred_measurement_flag,preferred_measurement_reason,redshift,cosmic_time_gyr,survey,field,object_class,quality_flag,detection_evidence,source_key,source_table,source_paper_version,source_url,source_doi,mbh_method,lrd_flag,lrd_status,halpha_absorption_fit_flag,source_caveat_tags,notes,n_samples,random_seed,z_seed,epsilon,merger_boost,reported_statistical_errors_sampled,statistical_error_model,log_mbh_err_plus_reported,log_mbh_err_minus_reported,log_mbh_sigma_plus_used,log_mbh_sigma_minus_used,mbh_uncertainty_mode,systematic_combined_with_statistical_error,scenario,scenario_label,scenario_kind,scenario_scope,mbh_delta_dex,log_mbh_sample_p5,log_mbh_sample_p16,log_mbh_sample_p50,log_mbh_sample_p84,log_mbh_sample_p95,seed_mass_short,log_mseed_assumption,mseed_assumption_msun,required_fedd_p5,required_fedd_p16,required_fedd_p50,required_fedd_p84,required_fedd_p95,prob_required_fedd_gt_1
expanded-blagn-v1,measurement,GS10013704_juodzbalis25,GS10013704_juodzbalis25,HZA-GS-10013704,GS-10013704,1,GS10013704_juodzbalis25,True,only catalogue measurement in this release,5.919,0.947209215281436,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.31,0.31,0.31,0.31,symmetric_reported,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.6353163618318245,6.832210544768035,7.140258241594713,7.450580295330233,7.659333108158971,seed1e2,2.0,100.0,0.629893294039016,0.6566492510839408,0.6985098628154358,0.7406795369826532,0.7690469636367078,0.0
expanded-blagn-v1,measurement,GS10013704_juodzbalis25,GS10013704_juodzbalis25,HZA-GS-10013704,GS-10013704,1,GS10013704_juodzbalis25,True,only catalogue measurement in this release,5.919,0.947209215281436,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.31,0.31,0.31,0.31,symmetric_reported,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.6353163618318245,6.832210544768035,7.140258241594713,7.450580295330233,7.659333108158971,seed1e4,4.0,10000.0,0.3581132277524122,0.3848691847973371,0.42672979652883225,0.4688994706960494,0.4972668973501041,0.0
expanded-blagn-v1,measurement,GS10013704_juodzbalis25,GS10013704_juodzbalis25,HZA-GS-10013704,GS-10013704,1,GS10013704_juodzbalis25,True,only catalogue measurement in this release,5.919,0.947209215281436,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.31,0.31,0.31,0.31,symmetric_reported,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.6353163618318245,6.832210544768035,7.140258241594713,7.450580295330233,7.659333108158971,seed1e5,5.0,100000.0,0.22222319460911036,0.2489791516540353,0.2908397633855304,0.3330094375527476,0.3613768642068024,0.0
expanded-blagn-v1,measurement,GS10013704_juodzbalis25,GS10013704_juodzbalis25,HZA-GS-10013704,GS-10013704,1,GS10013704_juodzbalis25,True,only catalogue measurement in this release,5.919,0.947209215281436,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.31,0.31,0.31,0.31,symmetric_reported,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,7.235316361831824,7.432210544768035,7.740258241594713,8.050580295330233,8.259333108158971,seed1e2,2.0,100.0,0.7114273139249969,0.7381832709699218,0.7800438827014169,0.8222135568686342,0.850580983522689,0.0
expanded-blagn-v1,measurement,GS10013704_juodzbalis25,GS10013704_juodzbalis25,HZA-GS-10013704,GS-10013704,1,GS10013704_juodzbalis25,True,only catalogue measurement in this release,5.919,0.947209215281436,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.31,0.31,0.31,0.31,symmetric_reported,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,7.235316361831824,7.432210544768035,7.740258241594713,8.050580295330233,8.259333108158971,seed1e4,4.0,10000.0,0.43964724763839325,0.4664032046833182,0.5082638164148132,0.5504334905820306,0.5788009172360853,0.0
expanded-blagn-v1,measurement,GS10013704_juodzbalis25,GS10013704_juodzbalis25,HZA-GS-10013704,GS-10013704,1,GS10013704_juodzbalis25,True,only catalogue measurement in this release,5.919,0.947209215281436,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.31,0.31,0.31,0.31,symmetric_reported,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,7.235316361831824,7.432210544768035,7.740258241594713,8.050580295330233,8.259333108158971,seed1e5,5.0,100000.0,0.30375721449509147,0.3305131715400163,0.3723737832715115,0.4145434574387287,0.4429108840927835,0.0
expanded-blagn-v1,measurement,GS159717_juodzbalis25,GS159717_juodzbalis25,HZA-GS-159717,GS-159717,1,GS159717_juodzbalis25,True,only catalogue measurement in this release,5.077,1.1501440446728537,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; BEAGLE Mstar unavailable in Table 5.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.3,0.3,0.3,0.3,symmetric_reported,False,baseline,reported MBH,none,all_sources,0.0,6.9403764414873566,7.151887093678091,7.447122549269937,7.741895380558478,7.938978475519319,seed1e2,2.0,100.0,0.5416152414535017,0.5648032301246209,0.5971699990257111,0.629486050258481,0.6510923406551462,0.0
expanded-blagn-v1,measurement,GS159717_juodzbalis25,GS159717_juodzbalis25,HZA-GS-159717,GS-159717,1,GS159717_juodzbalis25,True,only catalogue measurement in this release,5.077,1.1501440446728537,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; BEAGLE Mstar unavailable in Table 5.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.3,0.3,0.3,0.3,symmetric_reported,False,baseline,reported MBH,none,all_sources,0.0,6.9403764414873566,7.151887093678091,7.447122549269937,7.741895380558478,7.938978475519319,seed1e4,4.0,10000.0,0.3223545240291257,0.3455425127002449,0.3779092816013351,0.410225332834105,0.4318316232307702,0.0
expanded-blagn-v1,measurement,GS159717_juodzbalis25,GS159717_juodzbalis25,HZA-GS-159717,GS-159717,1,GS159717_juodzbalis25,True,only catalogue measurement in this release,5.077,1.1501440446728537,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; BEAGLE Mstar unavailable in Table 5.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.3,0.3,0.3,0.3,symmetric_reported,False,baseline,reported MBH,none,all_sources,0.0,6.9403764414873566,7.151887093678091,7.447122549269937,7.741895380558478,7.938978475519319,seed1e5,5.0,100000.0,0.21272416531693772,0.23591215398805687,0.2682789228891471,0.30059497412191705,0.3222012645185822,0.0
expanded-blagn-v1,measurement,GS159717_juodzbalis25,GS159717_juodzbalis25,HZA-GS-159717,GS-159717,1,GS159717_juodzbalis25,True,only catalogue measurement in this release,5.077,1.1501440446728537,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; BEAGLE Mstar unavailable in Table 5.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.3,0.3,0.3,0.3,symmetric_reported,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.640376441487357,6.851887093678092,7.1471225492699375,7.441895380558478,7.638978475519319,seed1e2,2.0,100.0,0.5087261338398452,0.5319141225109644,0.5642808914120547,0.5965969426448247,0.6182032330414899,0.0
expanded-blagn-v1,measurement,GS159717_juodzbalis25,GS159717_juodzbalis25,HZA-GS-159717,GS-159717,1,GS159717_juodzbalis25,True,only catalogue measurement in this release,5.077,1.1501440446728537,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; BEAGLE Mstar unavailable in Table 5.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.3,0.3,0.3,0.3,symmetric_reported,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.640376441487357,6.851887093678092,7.1471225492699375,7.441895380558478,7.638978475519319,seed1e4,4.0,10000.0,0.2894654164154693,0.3126534050865885,0.3450201739876787,0.3773362252204486,0.3989425156171139,0.0
expanded-blagn-v1,measurement,GS159717_juodzbalis25,GS159717_juodzbalis25,HZA-GS-159717,GS-159717,1,GS159717_juodzbalis25,True,only catalogue measurement in this release,5.077,1.1501440446728537,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; BEAGLE Mstar unavailable in Table 5.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.3,0.3,0.3,0.3,symmetric_reported,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.640376441487357,6.851887093678092,7.1471225492699375,7.441895380558478,7.638978475519319,seed1e5,5.0,100000.0,0.17983505770328134,0.20302304637440047,0.23538981527549074,0.2677058665082606,0.28931215690492584,0.0
expanded-blagn-v1,measurement,GS159717_juodzbalis25,GS159717_juodzbalis25,HZA-GS-159717,GS-159717,1,GS159717_juodzbalis25,True,only catalogue measurement in this release,5.077,1.1501440446728537,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; BEAGLE Mstar unavailable in Table 5.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.3,0.3,0.3,0.3,symmetric_reported,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,7.240376441487356,7.451887093678091,7.747122549269937,8.041895380558477,8.238978475519318,seed1e2,2.0,100.0,0.5745043490671581,0.5976923377382771,0.6300591066393675,0.6623751578721375,0.6839814482688026,0.0
expanded-blagn-v1,measurement,GS159717_juodzbalis25,GS159717_juodzbalis25,HZA-GS-159717,GS-159717,1,GS159717_juodzbalis25,True,only catalogue measurement in this release,5.077,1.1501440446728537,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; BEAGLE Mstar unavailable in Table 5.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.3,0.3,0.3,0.3,symmetric_reported,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,7.240376441487356,7.451887093678091,7.747122549269937,8.041895380558477,8.238978475519318,seed1e4,4.0,10000.0,0.35524363164278205,0.37843162031390115,0.41079838921499146,0.44311444044776155,0.46472073084442667,0.0
expanded-blagn-v1,measurement,GS159717_juodzbalis25,GS159717_juodzbalis25,HZA-GS-159717,GS-159717,1,GS159717_juodzbalis25,True,only catalogue measurement in this release,5.077,1.1501440446728537,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; BEAGLE Mstar unavailable in Table 5.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.3,0.3,0.3,0.3,symmetric_reported,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,7.240376441487356,7.451887093678091,7.747122549269937,8.041895380558477,8.238978475519318,seed1e5,5.0,100000.0,0.2456132729305941,0.2688012616017132,0.3011680305028035,0.3334840817355735,0.3550903721322386,0.0
expanded-blagn-v1,measurement,GS164055_juodzbalis25,GS164055_juodzbalis25,HZA-GS-164055,GS-164055,1,GS164055_juodzbalis25,True,only catalogue measurement in this release,7.397,0.7088155769811714,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,,not_reported_by_source,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because the host is significantly extended.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.59,0.66,0.59,0.66,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,6.579019445077022,6.990884899839855,7.655420622398573,8.225984904553949,8.619413765206625,seed1e2,2.0,100.0,0.8658887623871779,0.943772176767093,1.06943532829336,1.1773285587248234,1.2517256285176148,0.7069
expanded-blagn-v1,measurement,GS164055_juodzbalis25,GS164055_juodzbalis25,HZA-GS-164055,GS-164055,1,GS164055_juodzbalis25,True,only catalogue measurement in this release,7.397,0.7088155769811714,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,,not_reported_by_source,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because the host is significantly extended.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.59,0.66,0.59,0.66,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,6.579019445077022,6.990884899839855,7.655420622398573,8.225984904553949,8.619413765206625,seed1e4,4.0,10000.0,0.48769042854166045,0.5655738429215755,0.6912369944478426,0.799130224879306,0.8735272946720972,0.0022
expanded-blagn-v1,measurement,GS164055_juodzbalis25,GS164055_juodzbalis25,HZA-GS-164055,GS-164055,1,GS164055_juodzbalis25,True,only catalogue measurement in this release,7.397,0.7088155769811714,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,,not_reported_by_source,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because the host is significantly extended.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.59,0.66,0.59,0.66,asymmetric,False,baseline,reported MBH,none,all_sources,0.0,6.579019445077022,6.990884899839855,7.655420622398573,8.225984904553949,8.619413765206625,seed1e5,5.0,100000.0,0.2985912616189016,0.3764746759988168,0.5021378275250838,0.6100310579565472,0.6844281277493384,0.0
expanded-blagn-v1,measurement,GS164055_juodzbalis25,GS164055_juodzbalis25,HZA-GS-164055,GS-164055,1,GS164055_juodzbalis25,True,only catalogue measurement in this release,7.397,0.7088155769811714,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,,not_reported_by_source,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because the host is significantly extended.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.59,0.66,0.59,0.66,asymmetric,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.279019445077022,6.690884899839856,7.355420622398574,7.925984904553949,8.319413765206624,seed1e2,2.0,100.0,0.8091590123103505,0.8870424266902657,1.0127055782165326,1.120598808647996,1.194995878440787,0.5416
expanded-blagn-v1,measurement,GS164055_juodzbalis25,GS164055_juodzbalis25,HZA-GS-164055,GS-164055,1,GS164055_juodzbalis25,True,only catalogue measurement in this release,7.397,0.7088155769811714,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,,not_reported_by_source,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because the host is significantly extended.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.59,0.66,0.59,0.66,asymmetric,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.279019445077022,6.690884899839856,7.355420622398574,7.925984904553949,8.319413765206624,seed1e4,4.0,10000.0,0.4309606784648328,0.5088440928447479,0.634507244371015,0.7424004748024785,0.8167975445952693,0.0002
expanded-blagn-v1,measurement,GS164055_juodzbalis25,GS164055_juodzbalis25,HZA-GS-164055,GS-164055,1,GS164055_juodzbalis25,True,only catalogue measurement in this release,7.397,0.7088155769811714,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,,not_reported_by_source,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because the host is significantly extended.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.59,0.66,0.59,0.66,asymmetric,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.279019445077022,6.690884899839856,7.355420622398574,7.925984904553949,8.319413765206624,seed1e5,5.0,100000.0,0.24186151154207408,0.3197449259219892,0.4454080774482563,0.5533013078797198,0.6276983776725107,0.0
expanded-blagn-v1,measurement,GS164055_juodzbalis25,GS164055_juodzbalis25,HZA-GS-164055,GS-164055,1,GS164055_juodzbalis25,True,only catalogue measurement in this release,7.397,0.7088155769811714,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,,not_reported_by_source,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because the host is significantly extended.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.59,0.66,0.59,0.66,asymmetric,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,6.879019445077022,7.290884899839855,7.955420622398574,8.52598490455395,8.919413765206626,seed1e2,2.0,100.0,0.9226185124640056,1.0005019268439206,1.126165078370188,1.2340583088016515,1.3084553785944426,0.841
expanded-blagn-v1,measurement,GS164055_juodzbalis25,GS164055_juodzbalis25,HZA-GS-164055,GS-164055,1,GS164055_juodzbalis25,True,only catalogue measurement in this release,7.397,0.7088155769811714,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,,not_reported_by_source,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because the host is significantly extended.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.59,0.66,0.59,0.66,asymmetric,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,6.879019445077022,7.290884899839855,7.955420622398574,8.52598490455395,8.919413765206626,seed1e4,4.0,10000.0,0.5444201786184881,0.6223035929984032,0.7479667445246703,0.8558599749561338,0.9302570447489249,0.0116
expanded-blagn-v1,measurement,GS164055_juodzbalis25,GS164055_juodzbalis25,HZA-GS-164055,GS-164055,1,GS164055_juodzbalis25,True,only catalogue measurement in this release,7.397,0.7088155769811714,JADES,,broad-line-agn,tentative,stack_supported_tentative_hbeta,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-hbeta,,not_reported_by_source,,,Tentative broad-Hbeta sample; individual detection not formally significant; stack-supported; source-adopted CIGALE Mstar used because the host is significantly extended.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.59,0.66,0.59,0.66,asymmetric,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,6.879019445077022,7.290884899839855,7.955420622398574,8.52598490455395,8.919413765206626,seed1e5,5.0,100000.0,0.3553210116957292,0.4332044260756444,0.5588675776019115,0.6667608080333751,0.7411578778261662,0.0
expanded-blagn-v1,measurement,GS172975_juodzbalis25,GS172975_juodzbalis25,HZA-GS-172975,GS-172975,1,GS172975_juodzbalis25,True,only catalogue measurement in this release,4.741,1.2522045591007307,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.32,0.32,0.32,0.32,symmetric_reported,False,baseline,reported MBH,none,all_sources,0.0,6.727957389219493,6.934766041428806,7.247449625899942,7.561418700785763,7.760681655840775,seed1e2,2.0,100.0,0.47241557079743646,0.4930798068377362,0.5243230228560823,0.5556946845514966,0.5756049576148157,0.0
expanded-blagn-v1,measurement,GS172975_juodzbalis25,GS172975_juodzbalis25,HZA-GS-172975,GS-172975,1,GS172975_juodzbalis25,True,only catalogue measurement in this release,4.741,1.2522045591007307,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.32,0.32,0.32,0.32,symmetric_reported,False,baseline,reported MBH,none,all_sources,0.0,6.727957389219493,6.934766041428806,7.247449625899942,7.561418700785763,7.760681655840775,seed1e4,4.0,10000.0,0.2725763878662957,0.29324062390659544,0.32448383992494156,0.3558555016203559,0.37576577468367495,0.0
expanded-blagn-v1,measurement,GS172975_juodzbalis25,GS172975_juodzbalis25,HZA-GS-172975,GS-172975,1,GS172975_juodzbalis25,True,only catalogue measurement in this release,4.741,1.2522045591007307,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.32,0.32,0.32,0.32,symmetric_reported,False,baseline,reported MBH,none,all_sources,0.0,6.727957389219493,6.934766041428806,7.247449625899942,7.561418700785763,7.760681655840775,seed1e5,5.0,100000.0,0.17265679640072532,0.1933210324410251,0.22456424845937117,0.2559359101547855,0.2758461832181046,0.0
expanded-blagn-v1,measurement,GS172975_juodzbalis25,GS172975_juodzbalis25,HZA-GS-172975,GS-172975,1,GS172975_juodzbalis25,True,only catalogue measurement in this release,4.741,1.2522045591007307,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.32,0.32,0.32,0.32,symmetric_reported,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.427957389219493,6.634766041428806,6.947449625899942,7.261418700785764,7.460681655840776,seed1e2,2.0,100.0,0.44243969335776534,0.4631039293980651,0.4943471454164112,0.5257188071118255,0.5456290801751447,0.0
expanded-blagn-v1,measurement,GS172975_juodzbalis25,GS172975_juodzbalis25,HZA-GS-172975,GS-172975,1,GS172975_juodzbalis25,True,only catalogue measurement in this release,4.741,1.2522045591007307,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.32,0.32,0.32,0.32,symmetric_reported,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.427957389219493,6.634766041428806,6.947449625899942,7.261418700785764,7.460681655840776,seed1e4,4.0,10000.0,0.24260051042662462,0.26326474646692444,0.29450796248527045,0.3258796241806847,0.3457898972440039,0.0
expanded-blagn-v1,measurement,GS172975_juodzbalis25,GS172975_juodzbalis25,HZA-GS-172975,GS-172975,1,GS172975_juodzbalis25,True,only catalogue measurement in this release,4.741,1.2522045591007307,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.32,0.32,0.32,0.32,symmetric_reported,False,mbh_minus_0p3dex,MBH -0.3 dex,global_comparison,all_sources,-0.3,6.427957389219493,6.634766041428806,6.947449625899942,7.261418700785764,7.460681655840776,seed1e5,5.0,100000.0,0.14268091896105423,0.163345155001354,0.1945883710197001,0.22596003271511436,0.24587030577843352,0.0
expanded-blagn-v1,measurement,GS172975_juodzbalis25,GS172975_juodzbalis25,HZA-GS-172975,GS-172975,1,GS172975_juodzbalis25,True,only catalogue measurement in this release,4.741,1.2522045591007307,JADES,,broad-line-agn,robust,individual_robust,juodzbalis25_jades_blagn,"Table 2 (BH/Lbol/lambda_Edd), Table 5 (Mstar)",,,,single-epoch-virial-halpha,,not_reported_by_source,,,Robust sample; Mstar uses BEAGLE value.,10000,20260808,30.0,0.1,1.0,True,split-normal-in-log-mbh,0.32,0.32,0.32,0.32,symmetric_reported,False,mbh_plus_0p3dex,MBH +0.3 dex,global_comparison,all_sources,0.3,7.027957389219493,7.234766041428806,7.547449625899942,7.861418700785763,8.060681655840776,seed1e2,2.0,100.0,0.5023914482371075,0.5230556842774073,0.5542989002957535,0.5856705619911677,0.6055808350544869,0.0
