catalogue_release,observable_id,measurement_id,object_id,observable_name,value,err_plus,err_minus,censoring,unit,uncertainty_kind,source_location
v3-dataset-catalogue,DC536534_oiii5008,DC536534_ren25,DC_536534,oiii5008_flux,33.05,2.24,2.24,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC536534_hbeta_narrow,DC536534_ren25,DC_536534,hbeta_narrow_flux,2.57,0.21,0.21,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC536534_heii4687,DC536534_ren25,DC_536534,heii4687_flux,0.18,0.05,0.05,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC536534_oiii4364,DC536534_ren25,DC_536534,oiii4364_flux,0.43,0.05,0.05,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC536534_hgamma,DC536534_ren25,DC_536534,hgamma_flux,1.76,0.05,0.05,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC536534_neiii3870,DC536534_ren25,DC_536534,neiii3870_flux,1.66,0.18,0.18,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC536534_oii3727_3730,DC536534_ren25,DC_536534,oii3727_3730_flux,3.79,0.2,0.2,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC683613_sii6718_6733,DC683613_ren25,DC_683613,sii6718_6733_flux,0.29,0.04,0.04,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC683613_nii6585,DC683613_ren25,DC_683613,nii6585_flux,0.49,0.03,0.03,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC683613_halpha_narrow,DC683613_ren25,DC_683613,halpha_narrow_flux,2.2,0.15,0.15,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC683613_oiii5008,DC683613_ren25,DC_683613,oiii5008_flux,2.87,0.04,0.04,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC683613_hbeta_narrow,DC683613_ren25,DC_683613,hbeta_narrow_flux,0.83,0.01,0.01,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC683613_heii4687,DC683613_ren25,DC_683613,heii4687_flux,0.05,,,upper_limit,1e-18_erg_s-1_cm-2,limit,Published Table 2
v3-dataset-catalogue,DC683613_oiii4364,DC683613_ren25,DC_683613,oiii4364_flux,0.53,,,upper_limit,1e-18_erg_s-1_cm-2,limit,Published Table 2
v3-dataset-catalogue,DC683613_hgamma,DC683613_ren25,DC_683613,hgamma_flux,0.3,,,upper_limit,1e-18_erg_s-1_cm-2,limit,Published Table 2
v3-dataset-catalogue,DC683613_neiii3870,DC683613_ren25,DC_683613,neiii3870_flux,0.24,,,upper_limit,1e-18_erg_s-1_cm-2,limit,Published Table 2
v3-dataset-catalogue,DC683613_oii3727_3730,DC683613_ren25,DC_683613,oii3727_3730_flux,1.55,0.14,0.14,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185a_sii6718_6733,DC848185a_ren25,DC_848185_a,sii6718_6733_flux,0.34,0.04,0.04,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185a_nii6585,DC848185a_ren25,DC_848185_a,nii6585_flux,0.38,0.05,0.05,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185a_halpha_narrow,DC848185a_ren25,DC_848185_a,halpha_narrow_flux,5.65,0.14,0.14,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185a_oiii5008,DC848185a_ren25,DC_848185_a,oiii5008_flux,10.8,0.12,0.12,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185a_hbeta_narrow,DC848185a_ren25,DC_848185_a,hbeta_narrow_flux,1.88,0.02,0.02,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185a_heii4687,DC848185a_ren25,DC_848185_a,heii4687_flux,0.03,,,upper_limit,1e-18_erg_s-1_cm-2,limit,Published Table 2
v3-dataset-catalogue,DC848185a_oiii4364,DC848185a_ren25,DC_848185_a,oiii4364_flux,0.36,,,upper_limit,1e-18_erg_s-1_cm-2,limit,Published Table 2
v3-dataset-catalogue,DC848185a_hgamma,DC848185a_ren25,DC_848185_a,hgamma_flux,0.82,0.14,0.14,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185a_neiii3870,DC848185a_ren25,DC_848185_a,neiii3870_flux,1.25,0.15,0.15,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185a_oii3727_3730,DC848185a_ren25,DC_848185_a,oii3727_3730_flux,3.36,0.24,0.24,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185b_sii6718_6733,DC848185b_ren25,DC_848185_b,sii6718_6733_flux,0.77,0.07,0.07,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185b_nii6585,DC848185b_ren25,DC_848185_b,nii6585_flux,0.77,0.06,0.06,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185b_halpha_narrow,DC848185b_ren25,DC_848185_b,halpha_narrow_flux,7.49,0.21,0.21,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185b_oiii5008,DC848185b_ren25,DC_848185_b,oiii5008_flux,12.14,0.15,0.15,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185b_hbeta_narrow,DC848185b_ren25,DC_848185_b,hbeta_narrow_flux,2.14,0.03,0.03,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185b_heii4687,DC848185b_ren25,DC_848185_b,heii4687_flux,0.15,,,upper_limit,1e-18_erg_s-1_cm-2,limit,Published Table 2
v3-dataset-catalogue,DC848185b_oiii4364,DC848185b_ren25,DC_848185_b,oiii4364_flux,0.15,,,upper_limit,1e-18_erg_s-1_cm-2,limit,Published Table 2
v3-dataset-catalogue,DC848185b_hgamma,DC848185b_ren25,DC_848185_b,hgamma_flux,0.9,0.12,0.12,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185b_neiii3870,DC848185b_ren25,DC_848185_b,neiii3870_flux,1.03,0.16,0.16,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC848185b_oii3727_3730,DC848185b_ren25,DC_848185_b,oii3727_3730_flux,3.56,0.21,0.21,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC873321_sii6718_6733,DC873321_ren25,DC_873321,sii6718_6733_flux,0.48,0.06,0.06,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC873321_nii6585,DC873321_ren25,DC_873321,nii6585_flux,0.61,0.11,0.11,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC873321_halpha_narrow,DC873321_ren25,DC_873321,halpha_narrow_flux,10.34,0.51,0.51,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC873321_oiii5008,DC873321_ren25,DC_873321,oiii5008_flux,26.08,1.01,1.01,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC873321_hbeta_narrow,DC873321_ren25,DC_873321,hbeta_narrow_flux,3.12,0.1,0.1,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC873321_heii4687,DC873321_ren25,DC_873321,heii4687_flux,0.16,,,upper_limit,1e-18_erg_s-1_cm-2,limit,Published Table 2
v3-dataset-catalogue,DC873321_oiii4364,DC873321_ren25,DC_873321,oiii4364_flux,0.33,0.1,0.1,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC873321_hgamma,DC873321_ren25,DC_873321,hgamma_flux,1.29,0.13,0.13,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC873321_neiii3870,DC873321_ren25,DC_873321,neiii3870_flux,2.59,0.21,0.21,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,DC873321_oii3727_3730,DC873321_ren25,DC_873321,oii3727_3730_flux,3.15,0.3,0.3,detection,1e-18_erg_s-1_cm-2,published_symmetric_1sigma,Published Table 2
v3-dataset-catalogue,UHZ1_bogdan24__hard_xray_significance_low,UHZ1_bogdan24,,hard_xray_significance_low,4.2,,,detection,sigma,not_published,"Nature Astronomy 8, 126-133 (2024); arXiv:2305.15458v2"
v3-dataset-catalogue,UHZ1_bogdan24__hard_xray_significance_high,UHZ1_bogdan24,,hard_xray_significance_high,4.4,,,detection,sigma,not_published,"Nature Astronomy 8, 126-133 (2024); arXiv:2305.15458v2"
v3-dataset-catalogue,UHZ1_bogdan24__lensing_mu,UHZ1_bogdan24,,lensing_mu,3.81,0.41,0.56,detection,dimensionless,published_asymmetric,"Nature Astronomy 8, 126-133 (2024); arXiv:2305.15458v2"
v3-dataset-catalogue,UHZ1_zou26__hard_xray_significance_low,UHZ1_zou26,,hard_xray_significance_low,2.3,,,detection,sigma,not_published,"Zou et al. (2026), accepted by ApJ; arXiv:2603.24893v2"
v3-dataset-catalogue,UHZ1_zou26__hard_xray_significance_high,UHZ1_zou26,,hard_xray_significance_high,2.9,,,detection,sigma,not_published,"Zou et al. (2026), accepted by ApJ; arXiv:2603.24893v2"
v3-dataset-catalogue,UHZ1_zou26__lensing_mu,UHZ1_zou26,,lensing_mu,3.71,0.23,0.23,detection,dimensionless,published_asymmetric,"Zou et al. (2026), accepted by ApJ; arXiv:2603.24893v2"
v3-dataset-catalogue,UHZ1_bogdan24__hard_xray_total_counts,UHZ1_bogdan24,,hard_xray_total_counts,42.0,,,detection,count,not_published,Bogdan et al. (2024) source text
v3-dataset-catalogue,UHZ1_bogdan24__hard_xray_net_counts,UHZ1_bogdan24,,hard_xray_net_counts,20.6,,,detection,count,not_published,Bogdan et al. (2024) source text
v3-dataset-catalogue,UHZ1_bogdan24__log_lx_intrinsic_2_10kev,UHZ1_bogdan24,,log_lx_intrinsic_2_10kev,44.27875360095283,,,detection,log10(erg/s),not_published,Bogdan et al. (2024) source text
v3-dataset-catalogue,UHZ1_bogdan24__log_lbol,UHZ1_bogdan24,,log_lbol,45.69897000433602,,,detection,log10(erg/s),not_published,Bogdan et al. (2024) source text
v3-dataset-catalogue,UHZ1_bogdan24__assumed_log_mbh_range_lower,UHZ1_bogdan24,,assumed_log_mbh_range_lower,7.0,,,lower_limit,log10(Msun),limit,Bogdan et al. (2024) source text
v3-dataset-catalogue,UHZ1_bogdan24__assumed_log_mbh_range_upper,UHZ1_bogdan24,,assumed_log_mbh_range_upper,8.0,,,upper_limit,log10(Msun),limit,Bogdan et al. (2024) source text
v3-dataset-catalogue,UHZ1_zou26__log_lbol_buried_agn,UHZ1_zou26,,log_lbol_buried_agn,45.11394335230683,,,upper_limit,log10(erg/s),limit,Zou et al. (2026) Section 4
v3-dataset-catalogue,UHZ1_zou26__miri_f560w_flux_density,UHZ1_zou26,,miri_f560w_flux_density,0.13,,,upper_limit,microJy,limit,Zou et al. (2026) Table 3
v3-dataset-catalogue,UHZ1_zou26__miri_f770w_flux_density,UHZ1_zou26,,miri_f770w_flux_density,0.23,,,upper_limit,microJy,limit,Zou et al. (2026) Table 3
v3-dataset-catalogue,UHZ1_zou26__miri_f1000w_flux_density,UHZ1_zou26,,miri_f1000w_flux_density,0.36,,,upper_limit,microJy,limit,Zou et al. (2026) Table 3
v3-dataset-catalogue,UHZ1_zou26__miri_f1130w_flux_density,UHZ1_zou26,,miri_f1130w_flux_density,0.56,,,upper_limit,microJy,limit,Zou et al. (2026) Table 3
v3-dataset-catalogue,UHZ1_zou26__miri_f1280w_flux_density,UHZ1_zou26,,miri_f1280w_flux_density,0.66,,,upper_limit,microJy,limit,Zou et al. (2026) Table 3
v3-dataset-catalogue,UHZ1_zou26__miri_f1500w_flux_density,UHZ1_zou26,,miri_f1500w_flux_density,1.14,,,upper_limit,microJy,limit,Zou et al. (2026) Table 3
v3-dataset-catalogue,UHZ1_zou26__miri_f1800w_flux_density,UHZ1_zou26,,miri_f1800w_flux_density,2.17,,,upper_limit,microJy,limit,Zou et al. (2026) Table 3
v3-dataset-catalogue,UHZ1_zou26__miri_f2100w_flux_density,UHZ1_zou26,,miri_f2100w_flux_density,6.07,,,upper_limit,microJy,limit,Zou et al. (2026) Table 3
v3-dataset-catalogue,UHZ1_zou26__miri_f2550w_flux_density,UHZ1_zou26,,miri_f2550w_flux_density,26.23,,,upper_limit,microJy,limit,Zou et al. (2026) Table 3
v3-dataset-catalogue,scholtz25_00004902__log_mstar,scholtz25_00004902,,log_mstar,8.6,0.03,0.02,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00004902__sfr,scholtz25_00004902,,sfr,1.4,0.21,0.14,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00004902__muv,scholtz25_00004902,,muv,-19.0,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00004902__log_lbol,scholtz25_00004902,,log_lbol,43.0,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00007762__log_mstar,scholtz25_00007762,,log_mstar,8.2,0.02,0.02,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00007762__sfr,scholtz25_00007762,,sfr,4.1,0.29,0.28,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00007762__muv,scholtz25_00007762,,muv,-18.8,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00007762__log_lbol,scholtz25_00007762,,log_lbol,43.6,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00007762__neiv2424_flux,scholtz25_00007762,,neiv2424_flux,2.38,0.67,0.67,detection,1e-19 erg/s/cm2,published_asymmetric,Scholtz et al. (2025) Appendix Table A.1
v3-dataset-catalogue,scholtz25_00008083__log_mstar,scholtz25_00008083,,log_mstar,7.8,0.01,0.01,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00008083__sfr,scholtz25_00008083,,sfr,7.3,0.12,0.12,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00008083__muv,scholtz25_00008083,,muv,-18.5,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00008083__log_lbol,scholtz25_00008083,,log_lbol,44.5,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00008083__neiv2424_flux,scholtz25_00008083,,neiv2424_flux,7.5,1.17,1.17,detection,1e-19 erg/s/cm2,published_asymmetric,Scholtz et al. (2025) Appendix Table A.1
v3-dataset-catalogue,scholtz25_00009422__log_mstar,scholtz25_00009422,,log_mstar,7.7,0.0,0.0,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00009422__sfr,scholtz25_00009422,,sfr,5.4,0.04,0.03,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00009422__muv,scholtz25_00009422,,muv,-19.8,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00009422__log_lbol,scholtz25_00009422,,log_lbol,44.5,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00009452__log_mstar,scholtz25_00009452,,log_mstar,8.1,0.17,0.16,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00009452__sfr,scholtz25_00009452,,sfr,4.2,1.17,0.97,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00009452__muv,scholtz25_00009452,,muv,-17.9,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00009452__log_lbol,scholtz25_00009452,,log_lbol,43.6,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00016745__log_mstar,scholtz25_00016745,,log_mstar,8.3,0.03,0.04,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00016745__sfr,scholtz25_00016745,,sfr,6.5,0.26,0.27,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00016745__muv,scholtz25_00016745,,muv,-19.5,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00016745__log_lbol,scholtz25_00016745,,log_lbol,43.7,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00017072__log_mstar,scholtz25_00017072,,log_mstar,8.2,0.06,0.15,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00017072__sfr,scholtz25_00017072,,sfr,0.4,0.11,0.06,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00017072__muv,scholtz25_00017072,,muv,-17.9,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00017072__log_lbol,scholtz25_00017072,,log_lbol,42.3,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00021842__log_mstar,scholtz25_00021842,,log_mstar,7.4,0.03,0.02,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00021842__sfr,scholtz25_00021842,,sfr,2.4,0.08,0.07,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00021842__muv,scholtz25_00021842,,muv,-18.6,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00021842__log_lbol,scholtz25_00021842,,log_lbol,43.8,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00021842__nv1240_flux,scholtz25_00021842,,nv1240_flux,3.48,0.17,0.17,detection,1e-19 erg/s/cm2,published_asymmetric,Scholtz et al. (2025) Appendix Table A.1
v3-dataset-catalogue,scholtz25_00022251__log_mstar,scholtz25_00022251,,log_mstar,7.9,0.03,0.03,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00022251__sfr,scholtz25_00022251,,sfr,4.7,0.12,0.13,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00022251__muv,scholtz25_00022251,,muv,-18.9,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00022251__log_lbol,scholtz25_00022251,,log_lbol,44.1,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10000626__log_mstar,scholtz25_10000626,,log_mstar,6.8,0.29,0.2,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10000626__sfr,scholtz25_10000626,,sfr,0.3,0.01,0.01,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10000626__muv,scholtz25_10000626,,muv,-16.8,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10000626__log_lbol,scholtz25_10000626,,log_lbol,42.5,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10000626__neiv2424_flux,scholtz25_10000626,,neiv2424_flux,5.91,1.07,1.07,detection,1e-19 erg/s/cm2,published_asymmetric,Scholtz et al. (2025) Appendix Table A.1
v3-dataset-catalogue,scholtz25_10013609__log_mstar,scholtz25_10013609,,log_mstar,7.7,0.06,0.07,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10013609__sfr,scholtz25_10013609,,sfr,3.9,0.19,0.18,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10013609__muv,scholtz25_10013609,,muv,-18.7,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10013609__log_lbol,scholtz25_10013609,,log_lbol,44.0,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10013609__nev3427_flux,scholtz25_10013609,,nev3427_flux,3.37,0.75,0.75,detection,1e-19 erg/s/cm2,published_asymmetric,Scholtz et al. (2025) Appendix Table A.1
v3-dataset-catalogue,scholtz25_10013905__log_mstar,scholtz25_10013905,,log_mstar,7.4,0.05,0.03,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10013905__sfr,scholtz25_10013905,,sfr,2.2,0.14,0.12,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10013905__muv,scholtz25_10013905,,muv,-18.6,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10013905__log_lbol,scholtz25_10013905,,log_lbol,43.7,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10015338__log_mstar,scholtz25_10015338,,log_mstar,7.9,0.04,0.04,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10015338__sfr,scholtz25_10015338,,sfr,3.6,0.15,0.19,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
