catalogue_release,host_system_id,n_physical_objects,n_measurements,physical_object_ids,measurement_ids,source_keys,host_system_assignment_status,host_property_scope,log_mstar_msun_std,log_mstar_upper_limit_msun,host_mass_note
v3-dataset-catalogue,HZS-DC-417567,1,1,HZA-DC-417567,DC417567_ren25,ren25_alpine_cristal_jwst_blagn_candidates,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-DC-519281,1,1,HZA-DC-519281,DC519281_ren25,ren25_alpine_cristal_jwst_blagn_candidates,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-DC-536534,1,1,HZA-DC-536534,DC536534_ren25,ren25_alpine_cristal_jwst_blagn_candidates,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-DC-683613,1,1,HZA-DC-683613,DC683613_ren25,ren25_alpine_cristal_jwst_blagn_candidates,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-DC-848185,2,2,HZA-DC-848185-A;HZA-DC-848185-B,DC848185a_ren25;DC848185b_ren25,ren25_alpine_cristal_jwst_blagn_candidates,source_verified_multinucleus_host,shared_host_system_total,10.37,,published integrated system value; do not assign independently to each nucleus
v3-dataset-catalogue,HZS-DC-873321,1,1,HZA-DC-873321,DC873321_ren25,ren25_alpine_cristal_jwst_blagn_candidates,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GLASS-150029,1,1,HZA-GLASS-150029,GLASS150029_harikane23,harikane23_nirspec_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GLASS-160133,1,1,HZA-GLASS-160133,GLASS160133_harikane23,harikane23_nirspec_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GN-1093,1,1,HZA-GN-1093,GN1093_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GN-11836,1,1,HZA-GN-11836,GN11836_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GN-20621,1,1,HZA-GN-20621,GN20621_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GN-38509,1,1,HZA-GN-38509,GN38509_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GN-4685,1,1,HZA-GN-4685,GN4685_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GN-53757,1,1,HZA-GN-53757,GN53757_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GN-61888,1,1,HZA-GN-61888,GN61888_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GN-62309,1,1,HZA-GN-62309,GN62309_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GN-73488,1,1,HZA-GN-73488,GN73488_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GN-77652,1,1,HZA-GN-77652,GN77652_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GN-954,1,1,HZA-GN-954,GN954_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GN-Z11,1,1,HZA-GN-Z11,GNZ11_maiolino24,maiolino24_gnz11_agn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GOODS-N-12839,1,1,HZA-GOODS-N-12839,GOODSN12839_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GOODS-N-13733,1,1,HZA-GOODS-N-13733,GOODSN13733_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GOODS-N-14409,1,1,HZA-GOODS-N-14409,GOODSN14409_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GOODS-N-15498,1,1,HZA-GOODS-N-15498,GOODSN15498_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GOODS-N-16813,1,1,HZA-GOODS-N-16813,GOODSN16813_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GOODS-N-4014,1,1,HZA-GOODS-N-4014,GOODSN4014_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GOODS-N-9771,1,1,HZA-GOODS-N-9771,GOODSN9771_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GS-10013704,1,1,HZA-GS-10013704,GS10013704_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GS-159717,1,1,HZA-GS-159717,GS159717_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GS-164055,1,1,HZA-GS-164055,GS164055_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GS-172975,1,1,HZA-GS-172975,GS172975_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GS-20030333,1,1,HZA-GS-20030333,GS20030333_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GS-20057765,1,1,HZA-GS-20057765,GS20057765_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GS-200679,1,1,HZA-GS-200679,GS200679_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GS-204851,1,2,HZA-GS-204851,GS204851_juodzbalis25;GOODSS13971_matthee23,juodzbalis25_jades_blagn;matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GS-210600,1,1,HZA-GS-210600,GS210600_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GS-30148179,1,1,HZA-GS-30148179,GS30148179_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GS-38562,1,1,HZA-GS-38562,GS38562_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-GS-8083,1,2,HZA-GS-8083,GS8083_juodzbalis25;scholtz25_00008083,juodzbalis25_jades_blagn;scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J0100-12446,1,1,HZA-J0100-12446,J010012446_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J0100-15157,1,1,HZA-J0100-15157,J010015157_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J0100-16221,1,1,HZA-J0100-16221,J010016221_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J0100-2017,1,1,HZA-J0100-2017,J01002017_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J0109M3047-BHAE-1,1,1,HZA-J0109M3047-BHAE-1,J0109M3047BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J0148-12884,1,1,HZA-J0148-12884,J014812884_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J0148-4214,1,1,HZA-J0148-4214,J01484214_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J0148-976,1,1,HZA-J0148-976,J0148976_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J0218P0007-BHAE-1,1,1,HZA-J0218P0007-BHAE-1,J0218P0007BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J0224M4711-BHAE-1,1,1,HZA-J0224M4711-BHAE-1,J0224M4711BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J0229M0808-BHAE-1,1,1,HZA-J0229M0808-BHAE-1,J0229M0808BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J0229M0808-BHAE-2,1,1,HZA-J0229M0808-BHAE-2,J0229M0808BHAE2_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J0430M1445-BHAE-1,1,1,HZA-J0430M1445-BHAE-1,J0430M1445BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J0647-1045,1,1,HZA-J0647-1045,J06471045_killi24,killi24_j0647_lrd_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J0910M0414-BHAE-1,1,1,HZA-J0910M0414-BHAE-1,J0910M0414BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J0923P0402-BHAE-1,1,1,HZA-J0923P0402-BHAE-1,J0923P0402BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J1120-14389,1,1,HZA-J1120-14389,J112014389_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J1120-7546,1,1,HZA-J1120-7546,J11207546_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J1148-18404,1,1,HZA-J1148-18404,J114818404_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J1148-21787,1,1,HZA-J1148-21787,J114821787_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J1148-7111,1,1,HZA-J1148-7111,J11487111_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J1526M2050-BHAE-1,1,1,HZA-J1526M2050-BHAE-1,J1526M2050BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J1526M2050-BHAE-2,1,1,HZA-J1526M2050-BHAE-2,J1526M2050BHAE2_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J1526M2050-BHAE-3,1,1,HZA-J1526M2050-BHAE-3,J1526M2050BHAE3_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J2002M3013-BHAE-1,1,1,HZA-J2002M3013-BHAE-1,J2002M3013BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J2132P1217-BHAE-1,1,1,HZA-J2132P1217-BHAE-1,J2132P1217BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J2232P2930-BHAE-1,1,1,HZA-J2232P2930-BHAE-1,J2232P2930BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J2232P2930-BHAE-2,1,1,HZA-J2232P2930-BHAE-2,J2232P2930BHAE2_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-J2232P2930-BHAE-3,1,1,HZA-J2232P2930-BHAE-3,J2232P2930BHAE3_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-JADES-NS-GS00004902,1,1,HZA-JADES-NS-GS00004902,scholtz25_00004902,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-JADES-NS-GS00007762,1,1,HZA-JADES-NS-GS00007762,scholtz25_00007762,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-JADES-NS-GS00009422,1,1,HZA-JADES-NS-GS00009422,scholtz25_00009422,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-JADES-NS-GS00009452,1,1,HZA-JADES-NS-GS00009452,scholtz25_00009452,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-JADES-NS-GS00016745,1,1,HZA-JADES-NS-GS00016745,scholtz25_00016745,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-JADES-NS-GS00017072,1,1,HZA-JADES-NS-GS00017072,scholtz25_00017072,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-JADES-NS-GS00021842,1,1,HZA-JADES-NS-GS00021842,scholtz25_00021842,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-JADES-NS-GS00022251,1,1,HZA-JADES-NS-GS00022251,scholtz25_00022251,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-JADES-NS-GS00095256,1,1,HZA-JADES-NS-GS00095256,scholtz25_00095256,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-JADES-NS-GS00099671,1,1,HZA-JADES-NS-GS00099671,scholtz25_00099671,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-JADES-NS-GS00111091,1,1,HZA-JADES-NS-GS00111091,scholtz25_00111091,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-JADES-NS-GS00201127,1,1,HZA-JADES-NS-GS00201127,scholtz25_00201127,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-JADES-NS-GS00202208,1,1,HZA-JADES-NS-GS00202208,scholtz25_00202208,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-JADES-NS-GS00208643,1,1,HZA-JADES-NS-GS00208643,scholtz25_00208643,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-JADES-NS-GS10000626,1,1,HZA-JADES-NS-GS10000626,scholtz25_10000626,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-JADES-NS-GS10013609,1,1,HZA-JADES-NS-GS10013609,scholtz25_10013609,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-JADES-NS-GS10013905,1,1,HZA-JADES-NS-GS10013905,scholtz25_10013905,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-JADES-NS-GS10015338,1,1,HZA-JADES-NS-GS10015338,scholtz25_10015338,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-JADES-NS-GS10056849,1,1,HZA-JADES-NS-GS10056849,scholtz25_10056849,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-JADES-NS-GS10058975,1,1,HZA-JADES-NS-GS10058975,scholtz25_10058975,scholtz25_jades_narrow_line_agn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-RUBIES-EGS-13872,1,1,HZA-RUBIES-EGS-13872,RUBIESEGS13872_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-RUBIES-EGS-17146,1,1,HZA-RUBIES-EGS-17146,RUBIESEGS17146_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-RUBIES-EGS-28812,1,1,HZA-RUBIES-EGS-28812,RUBIESEGS28812_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-RUBIES-EGS-29489,1,1,HZA-RUBIES-EGS-29489,RUBIESEGS29489_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-RUBIES-EGS-37124,1,1,HZA-RUBIES-EGS-37124,RUBIESEGS37124_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-RUBIES-EGS-42046,1,1,HZA-RUBIES-EGS-42046,RUBIESEGS42046_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-RUBIES-EGS-42232,1,1,HZA-RUBIES-EGS-42232,RUBIESEGS42232_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-RUBIES-EGS-45599,1,1,HZA-RUBIES-EGS-45599,RUBIESEGS45599_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-RUBIES-EGS-46985,1,1,HZA-RUBIES-EGS-46985,RUBIESEGS46985_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-RUBIES-EGS-49140,1,1,HZA-RUBIES-EGS-49140,RUBIESEGS49140_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-RUBIES-EGS-55604,1,1,HZA-RUBIES-EGS-55604,RUBIESEGS55604_kocevski25,kocevski25_lrd_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-RUBIES-EGS-60935,1,1,HZA-RUBIES-EGS-60935,RUBIESEGS60935_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-RUBIES-EGS-61496,1,1,HZA-RUBIES-EGS-61496,RUBIESEGS61496_kocevski25,kocevski25_lrd_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-RUBIES-EGS-6411,1,1,HZA-RUBIES-EGS-6411,RUBIESEGS6411_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-RUBIES-EGS-926125,1,1,HZA-RUBIES-EGS-926125,RUBIESEGS926125_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-RUBIES-EGS-927271,1,1,HZA-RUBIES-EGS-927271,RUBIESEGS927271_kocevski25,kocevski25_lrd_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-RUBIES-UDS-119957,1,1,HZA-RUBIES-UDS-119957,RUBIESUDS119957_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-RUBIES-UDS-139709,1,1,HZA-RUBIES-UDS-139709,RUBIESUDS139709_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-RUBIES-UDS-143683,1,1,HZA-RUBIES-UDS-143683,RUBIESUDS143683_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v3-dataset-catalogue,HZS-RUBIES-UDS-155916,1,1,HZA-RUBIES-UDS-155916,RUBIESUDS155916_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
