catalogue_release,physical_object_id,host_system_id,host_system_assignment_status,host_property_scope
v1-dataset-catalogue,HZA-GN-1093,HZS-GN-1093,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GN-11836,HZS-GN-11836,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GN-20621,HZS-GN-20621,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GN-38509,HZS-GN-38509,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GN-4685,HZS-GN-4685,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GN-53757,HZS-GN-53757,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GN-61888,HZS-GN-61888,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GN-62309,HZS-GN-62309,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GN-73488,HZS-GN-73488,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GN-77652,HZS-GN-77652,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GN-954,HZS-GN-954,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GS-10013704,HZS-GS-10013704,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GS-159717,HZS-GS-159717,inherited_provisional_one_to_one_no_verified_multinucleus_link,not_published
v1-dataset-catalogue,HZA-GS-164055,HZS-GS-164055,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GS-172975,HZS-GS-172975,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GS-20030333,HZS-GS-20030333,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GS-20057765,HZS-GS-20057765,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GS-200679,HZS-GS-200679,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GS-204851,HZS-GS-204851,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GS-210600,HZS-GS-210600,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GS-30148179,HZS-GS-30148179,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GS-38562,HZS-GS-38562,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
v1-dataset-catalogue,HZA-GS-8083,HZS-GS-8083,inherited_provisional_one_to_one_no_verified_multinucleus_link,object_specific
