catalogue_release,host_system_id,n_physical_objects,n_measurements,physical_object_ids,measurement_ids,source_keys,host_system_assignment_status,host_property_scope,log_mstar_msun_std,log_mstar_upper_limit_msun,host_mass_note
v7-accreting-atlas-catalogue,HZS-GS-8083,1,1,HZA-GS-8083,GS8083_juodzbalis25,juodzbalis25_jades_blagn,inherited_or_source_verified_single_object_host,object_specific,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J0100-12446,1,1,HZA-J0100-12446,J010012446_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J0100-15157,1,1,HZA-J0100-15157,J010015157_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J0100-16221,1,1,HZA-J0100-16221,J010016221_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J0100-2017,1,1,HZA-J0100-2017,J01002017_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J0109M3047-BHAE-1,1,1,HZA-J0109M3047-BHAE-1,J0109M3047BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J0148-12884,1,1,HZA-J0148-12884,J014812884_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J0148-4214,1,1,HZA-J0148-4214,J01484214_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J0148-976,1,1,HZA-J0148-976,J0148976_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J0218P0007-BHAE-1,1,1,HZA-J0218P0007-BHAE-1,J0218P0007BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J0224M4711-BHAE-1,1,1,HZA-J0224M4711-BHAE-1,J0224M4711BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J0229M0808-BHAE-1,1,1,HZA-J0229M0808-BHAE-1,J0229M0808BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J0229M0808-BHAE-2,1,1,HZA-J0229M0808-BHAE-2,J0229M0808BHAE2_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J0430M1445-BHAE-1,1,1,HZA-J0430M1445-BHAE-1,J0430M1445BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J0910M0414-BHAE-1,1,1,HZA-J0910M0414-BHAE-1,J0910M0414BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J0923P0402-BHAE-1,1,1,HZA-J0923P0402-BHAE-1,J0923P0402BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J1120-14389,1,1,HZA-J1120-14389,J112014389_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J1120-7546,1,1,HZA-J1120-7546,J11207546_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J1148-18404,1,1,HZA-J1148-18404,J114818404_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J1148-21787,1,1,HZA-J1148-21787,J114821787_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J1148-7111,1,1,HZA-J1148-7111,J11487111_matthee23,matthee23_eiger_fresco_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J1526M2050-BHAE-1,1,1,HZA-J1526M2050-BHAE-1,J1526M2050BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J1526M2050-BHAE-2,1,1,HZA-J1526M2050-BHAE-2,J1526M2050BHAE2_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J1526M2050-BHAE-3,1,1,HZA-J1526M2050-BHAE-3,J1526M2050BHAE3_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J2002M3013-BHAE-1,1,1,HZA-J2002M3013-BHAE-1,J2002M3013BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J2132P1217-BHAE-1,1,1,HZA-J2132P1217-BHAE-1,J2132P1217BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J2232P2930-BHAE-1,1,1,HZA-J2232P2930-BHAE-1,J2232P2930BHAE1_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J2232P2930-BHAE-2,1,1,HZA-J2232P2930-BHAE-2,J2232P2930BHAE2_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-J2232P2930-BHAE-3,1,1,HZA-J2232P2930-BHAE-3,J2232P2930BHAE3_lin24,lin24_aspire_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-EGS-13872,1,1,HZA-RUBIES-EGS-13872,RUBIESEGS13872_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-EGS-17146,1,1,HZA-RUBIES-EGS-17146,RUBIESEGS17146_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-EGS-28812,1,1,HZA-RUBIES-EGS-28812,RUBIESEGS28812_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-EGS-29489,1,1,HZA-RUBIES-EGS-29489,RUBIESEGS29489_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-EGS-37124,1,1,HZA-RUBIES-EGS-37124,RUBIESEGS37124_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-EGS-42046,1,1,HZA-RUBIES-EGS-42046,RUBIESEGS42046_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-EGS-42232,1,1,HZA-RUBIES-EGS-42232,RUBIESEGS42232_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-EGS-45599,1,1,HZA-RUBIES-EGS-45599,RUBIESEGS45599_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-EGS-46985,1,1,HZA-RUBIES-EGS-46985,RUBIESEGS46985_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-EGS-49140,1,1,HZA-RUBIES-EGS-49140,RUBIESEGS49140_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-EGS-60935,1,1,HZA-RUBIES-EGS-60935,RUBIESEGS60935_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-EGS-6411,1,1,HZA-RUBIES-EGS-6411,RUBIESEGS6411_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-EGS-926125,1,1,HZA-RUBIES-EGS-926125,RUBIESEGS926125_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-UDS-119957,1,1,HZA-RUBIES-UDS-119957,RUBIESUDS119957_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-UDS-139709,1,1,HZA-RUBIES-UDS-139709,RUBIESUDS139709_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-UDS-143683,1,1,HZA-RUBIES-UDS-143683,RUBIESUDS143683_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-UDS-155916,1,1,HZA-RUBIES-UDS-155916,RUBIESUDS155916_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-UDS-172350,1,1,HZA-RUBIES-UDS-172350,RUBIESUDS172350_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-UDS-174752,1,1,HZA-RUBIES-UDS-174752,RUBIESUDS174752_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-UDS-182791,1,1,HZA-RUBIES-UDS-182791,RUBIESUDS182791_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-UDS-19484,1,1,HZA-RUBIES-UDS-19484,RUBIESUDS19484_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-UDS-19521,1,1,HZA-RUBIES-UDS-19521,RUBIESUDS19521_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-UDS-29813,1,1,HZA-RUBIES-UDS-29813,RUBIESUDS29813_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-UDS-30969,1,1,HZA-RUBIES-UDS-30969,RUBIESUDS30969_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-UDS-31747,1,1,HZA-RUBIES-UDS-31747,RUBIESUDS31747_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-UDS-35974,1,1,HZA-RUBIES-UDS-35974,RUBIESUDS35974_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-UDS-47509,1,1,HZA-RUBIES-UDS-47509,RUBIESUDS47509_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-UDS-48507,1,1,HZA-RUBIES-UDS-48507,RUBIESUDS48507_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-UDS-63139,1,1,HZA-RUBIES-UDS-63139,RUBIESUDS63139_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-UDS-807469,1,1,HZA-RUBIES-UDS-807469,RUBIESUDS807469_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-RUBIES-UDS-970351,1,1,HZA-RUBIES-UDS-970351,RUBIESUDS970351_taylor24,taylor24_ceers_rubies_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-THRILS-101567,1,1,HZA-THRILS-101567,THRILS101567_davis26,davis26_thrils_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-THRILS-24975,1,1,HZA-THRILS-24975,THRILS24975_davis26,davis26_thrils_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-THRILS-25501,1,1,HZA-THRILS-25501,THRILS25501_davis26,davis26_thrils_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-THRILS-40467,1,1,HZA-THRILS-40467,THRILS40467_davis26,davis26_thrils_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-THRILS-44774,1,1,HZA-THRILS-44774,THRILS44774_davis26,davis26_thrils_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
v7-accreting-atlas-catalogue,HZS-THRILS-49400,1,1,HZA-THRILS-49400,THRILS49400_davis26,davis26_thrils_blagn,inherited_or_source_verified_single_object_host,not_published,,,no cross-object host quantity asserted at host-system level
