physical_object_id,measurement_id,object_id,growth_ranking_eligible_flag,primary_growth_ranking_flag,open_identity_group,excluded_identity_flag,exploratory_only_evidence_flag,evidence_selection_reason,publication_primary_flag,publication_exploratory_flag
HZA-RUBIES-UDS-19484,RUBIESUDS19484_taylor24,RUBIES-UDS-19484,True,True,,False,False,,True,True
HZA-RUBIES-UDS-19521,RUBIESUDS19521_taylor24,RUBIES-UDS-19521,True,True,,False,False,,True,True
HZA-RUBIES-UDS-29813,RUBIESUDS29813_taylor24,RUBIES-UDS-29813,True,True,,False,False,,True,True
HZA-RUBIES-UDS-30969,RUBIESUDS30969_taylor24,RUBIES-UDS-30969,True,True,,False,False,,True,True
HZA-RUBIES-UDS-31747,RUBIESUDS31747_taylor24,RUBIES-UDS-31747,True,True,,False,False,,True,True
HZA-RUBIES-UDS-35974,RUBIESUDS35974_taylor24,RUBIES-UDS-35974,True,True,,False,False,,True,True
HZA-RUBIES-UDS-47509,RUBIESUDS47509_taylor24,RUBIES-UDS-47509,True,True,,False,False,,True,True
HZA-RUBIES-UDS-48507,RUBIESUDS48507_taylor24,RUBIES-UDS-48507,True,True,,False,False,,True,True
HZA-RUBIES-UDS-50716,RUBIESUDS50716_kocevski25,RUBIES-UDS-50716,True,True,,False,False,,True,True
HZA-RUBIES-UDS-59971,RUBIESUDS59971_kocevski25,RUBIES-UDS-59971,True,True,,False,False,,True,True
HZA-RUBIES-UDS-63139,RUBIESUDS63139_taylor24,RUBIES-UDS-63139,True,True,,False,False,,True,True
HZA-RUBIES-UDS-63166,RUBIESUDS63166_kocevski25,RUBIES-UDS-63166,True,True,,False,False,,True,True
HZA-RUBIES-UDS-807469,RUBIESUDS807469_taylor24,RUBIES-UDS-807469,True,True,,False,False,,True,True
HZA-RUBIES-UDS-970351,RUBIESUDS970351_taylor24,RUBIES-UDS-970351,True,True,,False,False,,True,True
HZA-RUBIES-UDS32-4233-966096,rubiesuds324233966096_mascia26,rubies-uds32_4233_966096,False,False,,False,False,,False,False
HZA-SKYFIRE-1090,SKYFIRE1090_skyfire26,SKYFIRE-1090,True,True,,False,False,,True,True
HZA-SKYFIRE-12630,SKYFIRE12630_skyfire26,SKYFIRE-12630,True,True,,False,False,,True,True
HZA-SKYFIRE-17484,SKYFIRE17484_skyfire26,SKYFIRE-17484,True,True,,False,False,,True,True
HZA-SKYFIRE-1867,SKYFIRE1867_skyfire26,SKYFIRE-1867,True,True,,False,False,,True,True
HZA-SKYFIRE-2086,SKYFIRE2086_skyfire26,SKYFIRE-2086,True,True,,False,False,,True,True
HZA-SKYFIRE-20952,SKYFIRE20952_skyfire26,SKYFIRE-20952,True,True,,False,False,,True,True
HZA-SKYFIRE-21749,SKYFIRE21749_skyfire26,SKYFIRE-21749,True,True,,False,False,,True,True
HZA-SKYFIRE-22814,SKYFIRE22814_skyfire26,SKYFIRE-22814,True,True,,False,False,,True,True
HZA-SKYFIRE-23289,SKYFIRE23289_skyfire26,SKYFIRE-23289,True,True,,False,False,,True,True
HZA-SKYFIRE-23961,SKYFIRE23961_skyfire26,SKYFIRE-23961,True,True,,False,False,,True,True
HZA-SKYFIRE-25941,SKYFIRE25941_skyfire26,SKYFIRE-25941,True,True,,False,False,,True,True
HZA-SKYFIRE-26079,SKYFIRE26079_skyfire26,SKYFIRE-26079,True,True,,False,False,,True,True
HZA-SKYFIRE-299,SKYFIRE299_skyfire26,SKYFIRE-299,True,True,,False,False,,True,True
HZA-SKYFIRE-30148,SKYFIRE30148_skyfire26,SKYFIRE-30148,True,True,,False,False,,True,True
HZA-SKYFIRE-3519,SKYFIRE3519_skyfire26,SKYFIRE-3519,True,True,,False,False,,True,True
HZA-SKYFIRE-44039,SKYFIRE44039_skyfire26,SKYFIRE-44039,True,True,,False,False,,True,True
HZA-SKYFIRE-504101,SKYFIRE504101_skyfire26,SKYFIRE-504101,True,True,,False,False,,True,True
HZA-SKYFIRE-530722,SKYFIRE530722_skyfire26,SKYFIRE-530722,True,True,,False,False,,True,True
HZA-SKYFIRE-534080,SKYFIRE534080_skyfire26,SKYFIRE-534080,True,True,,False,False,,True,True
HZA-SKYFIRE-83652,SKYFIRE83652_skyfire26,SKYFIRE-83652,True,True,,False,False,,True,True
HZA-SKYFIRE-92141,SKYFIRE92141_skyfire26,SKYFIRE-92141,True,True,,False,False,,True,True
HZA-SKYFIRE-9382,SKYFIRE9382_skyfire26,SKYFIRE-9382,True,True,,False,False,,True,True
HZA-SMILES-MIRI-1171,SMILESMIRI1171_lyu24,SMILES-MIRI-1171,False,False,,False,False,,False,False
HZA-SMILES-MIRI-1486,SMILESMIRI1486_lyu24,SMILES-MIRI-1486,False,False,,False,False,,False,False
HZA-SMILES-MIRI-1652,SMILESMIRI1652_lyu24,SMILES-MIRI-1652,False,False,,False,False,,False,False
HZA-SMILES-MIRI-195,SMILESMIRI195_lyu24,SMILES-MIRI-195,False,False,,False,False,,False,False
HZA-SMILES-MIRI-2041,SMILESMIRI2041_lyu24,SMILES-MIRI-2041,False,False,,False,False,,False,False
HZA-SMILES-MIRI-2100,SMILESMIRI2100_lyu24,SMILES-MIRI-2100,False,False,,False,False,,False,False
HZA-SMILES-MIRI-2202,SMILESMIRI2202_lyu24,SMILES-MIRI-2202,False,False,,False,False,,False,False
HZA-SMILES-MIRI-2241,SMILESMIRI2241_lyu24,SMILES-MIRI-2241,False,False,,False,False,,False,False
HZA-SMILES-MIRI-2265,SMILESMIRI2265_lyu24,SMILES-MIRI-2265,False,False,,False,False,,False,False
HZA-SMILES-MIRI-2360,SMILESMIRI2360_lyu24,SMILES-MIRI-2360,False,False,,False,False,,False,False
HZA-SMILES-MIRI-239,SMILESMIRI239_lyu24,SMILES-MIRI-239,False,False,,False,False,,False,False
HZA-SMILES-MIRI-2394,SMILESMIRI2394_lyu24,SMILES-MIRI-2394,False,False,,False,False,,False,False
HZA-SMILES-MIRI-2452,SMILESMIRI2452_lyu24,SMILES-MIRI-2452,False,False,,False,False,,False,False
HZA-SMILES-MIRI-2634,SMILESMIRI2634_lyu24,SMILES-MIRI-2634,False,False,,False,False,,False,False
HZA-SMILES-MIRI-2759,SMILESMIRI2759_lyu24,SMILES-MIRI-2759,False,False,,False,False,,False,False
HZA-SMILES-MIRI-2832,SMILESMIRI2832_lyu24,SMILES-MIRI-2832,False,False,,False,False,,False,False
HZA-SMILES-MIRI-3010,SMILESMIRI3010_lyu24,SMILES-MIRI-3010,False,False,,False,False,,False,False
HZA-SMILES-MIRI-728,SMILESMIRI728_lyu24,SMILES-MIRI-728,False,False,,False,False,,False,False
HZA-THRILS-101567,THRILS101567_davis26,THRILS-101567,True,True,,False,False,,True,True
HZA-THRILS-24975,THRILS24975_davis26,THRILS-24975,True,True,,False,False,,True,True
HZA-THRILS-25501,THRILS25501_davis26,THRILS-25501,True,True,,False,False,,True,True
HZA-THRILS-40467,THRILS40467_davis26,THRILS-40467,True,True,,False,False,,True,True
HZA-THRILS-44774,THRILS44774_davis26,THRILS-44774,True,True,,False,False,,True,True
HZA-THRILS-49400,THRILS49400_davis26,THRILS-49400,True,True,,False,False,,True,True
HZA-UHZ1,UHZ1_zou26,UHZ1 / UNCOVER-26185,False,False,,False,False,,False,False
HZA-UNCOVER-10646-2,UNCOVER10646c2_treiber25,UNCOVER-10646-2,False,False,,False,False,,False,False
HZA-UNCOVER-13821,UNCOVER13821_greene24,UNCOVER-13821,True,True,,False,False,,True,True
HZA-UNCOVER-20466,UNCOVER20466_greene24,UNCOVER-20466,True,True,,False,False,,True,True
HZA-UNCOVER-23608,UNCOVER23608_greene24,UNCOVER-23608,True,True,,False,False,,True,True
HZA-UNCOVER-2561-11254,uncover256111254_mascia26,uncover_2561_11254,False,False,,False,False,,False,False
HZA-UNCOVER-35488,UNCOVER35488_greene24,UNCOVER-35488,True,True,,False,False,,True,True
HZA-UNCOVER-38108,UNCOVER38108_greene24,UNCOVER-38108,True,True,,False,False,,True,True
HZA-UNCOVER-41225,UNCOVER41225_greene24,UNCOVER-41225,True,True,,False,False,,True,True
HZA-UNCOVER-4286,UNCOVER4286_greene24,UNCOVER-4286,True,True,,False,False,,True,True
HZA-UNCOVER-45924,UNCOVER45924_greene24,UNCOVER-45924,True,True,,False,False,,True,True
HZA-UNCOVER-47584,UNCOVER47584_treiber25,UNCOVER-47584,False,False,,False,False,,False,False
HZA-VALENTINO-3567-1552,VALENTINO35671552_baccus26,VALENTINO_3567_1552,True,True,,False,False,,True,True
HZA-VALENTINO-3567-262,VALENTINO3567262_baccus26,VALENTINO_3567_262,True,True,,False,False,,True,True
HZA-VALENTINO-3567-44330,VALENTINO356744330_baccus26,VALENTINO_3567_44330,True,True,,False,False,,True,True
HZA-VALENTINO-3567-51909,VALENTINO356751909_baccus26,VALENTINO_3567_51909,True,True,,False,False,,True,True
HZA-ZS7,ZS7_ubler24,ZS7,True,True,,False,False,,True,True
