measurement_id,object_id,ra_deg,dec_deg,redshift,log_mbh_msun,log_mbh_err_plus,log_mbh_err_minus,broad_line_species,broad_fwhm_km_s,log_lbol_erg_s,source_key,broad_fwhm_err_plus,broad_fwhm_err_minus,log_lbol_err_plus,log_lbol_err_minus,lbol_method,edd_ratio_reported,edd_ratio_method
ZS7_ubler24,ZS7,150.099,2.3436,7.15,7.7,0.4,0.4,Hbeta,3660,44.9,ubler24_zs7_offset_blagn,300,300,0.1,0.1,5100A continuum with source bolometric correction,0.14,source_derived_from_same_lbol_and_virial_mbh
