measurement_id,object_id,ra_deg,dec_deg,redshift,log_mbh_msun,log_mbh_err_plus,log_mbh_err_minus,source_key
GNZ11_maiolino24,GN-z11,189.106083,62.242056,10.603,6.2,0.3,0.3,maiolino24_gnz11_agn
