measurement_id,object_id,ra_deg,dec_deg,redshift,log_mbh_msun,log_mbh_err_plus,log_mbh_err_minus,broad_line_species,broad_fwhm_km_s,source_key
J06471045_killi24,J0647-1045,101.933406,70.198268,4.5319,8.90308999,0.02632894,0.02227639,Halpha,4300,killi24_j0647_lrd_blagn
