science_release,input_catalogue_release,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,source_key,object_class,redshift,log_mseed_assumption,z_seed,epsilon,merger_boost,burst_scenario,burst_fedd,quiescent_fedd,required_lifetime_average_fedd_point,required_duty_cycle_point,required_duty_cycle_p5,required_duty_cycle_p16,required_duty_cycle_p50,required_duty_cycle_p84,required_duty_cycle_p95,prob_required_duty_cycle_gt_1,fixed_burst_scenario_feasible_point,reported_current_fedd,current_fedd_comparison_eligible_flag,current_to_required_fedd_ratio,current_fedd_is_instantaneous_not_history,n_samples,random_seed,reported_mass_errors_sampled,reported_mass_error_scope,reported_mass_error_model,log_mbh_sigma_plus_used,log_mbh_sigma_minus_used,additional_systematic_scatter_added
v1-shared-science,v1-dataset-catalogue,measurement,GN1093_juodzbalis25,GN1093_juodzbalis25,HZA-GN-1093,GN-1093,juodzbalis25_jades_blagn,broad_line_agn,5.594,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.6446687827961851,0.6446687827961851,0.5766465106867029,0.6037680292159375,0.6442350083026114,0.6865745963928895,0.7156090553762716,0.0,True,0.12,True,0.1861420983958805,True,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.34,0.33,False
v1-shared-science,v1-dataset-catalogue,measurement,GN1093_juodzbalis25,GN1093_juodzbalis25,HZA-GN-1093,GN-1093,juodzbalis25_jades_blagn,broad_line_agn,5.594,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.6446687827961851,0.32233439139809256,0.28832325534335146,0.30188401460796876,0.3221175041513057,0.34328729819644477,0.3578045276881358,0.0,True,0.12,True,0.1861420983958805,True,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.34,0.33,False
v1-shared-science,v1-dataset-catalogue,measurement,GN1093_juodzbalis25,GN1093_juodzbalis25,HZA-GN-1093,GN-1093,juodzbalis25_jades_blagn,broad_line_agn,5.594,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.6446687827961851,0.21488959426539503,0.1922155035622343,0.20125600973864585,0.21474500276753714,0.22885819879762984,0.23853635179209054,0.0,True,0.12,True,0.1861420983958805,True,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.34,0.33,False
v1-shared-science,v1-dataset-catalogue,measurement,GN11836_juodzbalis25,GN11836_juodzbalis25,HZA-GN-11836,GN-11836,juodzbalis25_jades_blagn,broad_line_agn,4.409,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.36841333364916057,0.36841333364916057,0.32115548268444954,0.3392386433665537,0.3682596080455961,0.39686575425883625,0.4156567685734833,0.0,True,0.11,False,,True,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.32,0.32,False
v1-shared-science,v1-dataset-catalogue,measurement,GN11836_juodzbalis25,GN11836_juodzbalis25,HZA-GN-11836,GN-11836,juodzbalis25_jades_blagn,broad_line_agn,4.409,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.36841333364916057,0.18420666682458028,0.16057774134222477,0.16961932168327684,0.18412980402279805,0.19843287712941812,0.20782838428674166,0.0,True,0.11,False,,True,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.32,0.32,False
v1-shared-science,v1-dataset-catalogue,measurement,GN11836_juodzbalis25,GN11836_juodzbalis25,HZA-GN-11836,GN-11836,juodzbalis25_jades_blagn,broad_line_agn,4.409,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.36841333364916057,0.12280444454972018,0.10705182756148318,0.11307954778885122,0.12275320268186536,0.13228858475294542,0.13855225619116113,0.0,True,0.11,False,,True,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.32,0.32,False
v1-shared-science,v1-dataset-catalogue,measurement,GN20621_juodzbalis25,GN20621_juodzbalis25,HZA-GN-20621,GN-20621,juodzbalis25_jades_blagn,broad_line_agn,4.682,2.0,30.0,0.1,1.0,eddington,1.0,0.0,0.4962055929282211,0.4962055929282211,0.44051306051703065,0.46242690984680535,0.49536870638682984,0.5293409390967115,0.5514672781608415,0.0,True,0.11,True,0.22168230581776638,True,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.35,0.34,False
v1-shared-science,v1-dataset-catalogue,measurement,GN20621_juodzbalis25,GN20621_juodzbalis25,HZA-GN-20621,GN-20621,juodzbalis25_jades_blagn,broad_line_agn,4.682,2.0,30.0,0.1,1.0,moderate_super_eddington,2.0,0.0,0.4962055929282211,0.24810279646411054,0.22025653025851533,0.23121345492340267,0.24768435319341492,0.26467046954835577,0.27573363908042076,0.0,True,0.11,True,0.22168230581776638,True,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.35,0.34,False
v1-shared-science,v1-dataset-catalogue,measurement,GN20621_juodzbalis25,GN20621_juodzbalis25,HZA-GN-20621,GN-20621,juodzbalis25_jades_blagn,broad_line_agn,4.682,2.0,30.0,0.1,1.0,strong_super_eddington,3.0,0.0,0.4962055929282211,0.16540186430940704,0.14683768683901025,0.15414230328226847,0.16512290212894326,0.17644697969890386,0.18382242605361385,0.0,True,0.11,True,0.22168230581776638,True,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.35,0.34,False
v1-shared-science,v1-dataset-catalogue,measurement,GN38509_juodzbalis25,GN38509_juodzbalis25,HZA-GN-38509,GN-38509,juodzbalis25_jades_blagn,broad_line_agn,6.678,2.0,30.0,0.1,1.0,eddington,1.0,0.0,1.064544199368414,1.064544199368414,0.9630875225871924,1.002646569661288,1.0627973532291954,1.1231294334430995,1.1619034446395542,0.85,False,0.015,True,0.014090537536064155,True,10000,20260808,True,as_published_components_not_decomposed,split_normal_in_log_mbh,0.37,0.38,False
