release,physical_object_id,object_id,object_class,growth_ranking_eligible_flag,seed_model,spin_case,merger_case,f_edd_avg,required_log_mseed,compatible,status
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,light_popiii,spin_minus1_eps0p038,no_merger_boost,0.3,0.36543285646665336,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,light_popiii,spin_minus1_eps0p038,no_merger_boost,1.0,-15.441890478444488,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,light_popiii,spin_minus1_eps0p038,no_merger_boost,2.0,-54.88026733804451,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,light_popiii,spin_minus1_eps0p038,merger_boost_x2,0.3,0.0644028608026721,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,light_popiii,spin_minus1_eps0p038,merger_boost_x2,1.0,-15.74292047410847,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,light_popiii,spin_minus1_eps0p038,merger_boost_x2,2.0,-55.18129733370849,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,light_popiii,spin_0_eps0p057,no_merger_boost,0.3,2.7587141611924784,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,light_popiii,spin_0_eps0p057,no_merger_boost,1.0,-7.4642861293584035,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,light_popiii,spin_0_eps0p057,no_merger_boost,2.0,-33.19489040128796,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,light_popiii,spin_0_eps0p057,merger_boost_x2,0.3,2.457684165528497,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,light_popiii,spin_0_eps0p057,merger_boost_x2,1.0,-7.765316125022385,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,light_popiii,spin_0_eps0p057,merger_boost_x2,2.0,-33.49592039695194,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,light_popiii,spin_plus1_eps0p423,no_merger_boost,0.3,6.776952040963963,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,light_popiii,spin_plus1_eps0p423,no_merger_boost,1.0,5.929840136546547,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,light_popiii,spin_plus1_eps0p423,no_merger_boost,2.0,3.2141196354074792,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,light_popiii,spin_plus1_eps0p423,merger_boost_x2,0.3,6.475922045299982,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,light_popiii,spin_plus1_eps0p423,merger_boost_x2,1.0,5.628810140882566,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,light_popiii,spin_plus1_eps0p423,merger_boost_x2,2.0,2.913089639743498,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,intermediate_cluster,spin_minus1_eps0p038,no_merger_boost,0.3,0.36543285646665336,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,intermediate_cluster,spin_minus1_eps0p038,no_merger_boost,1.0,-15.441890478444488,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,intermediate_cluster,spin_minus1_eps0p038,no_merger_boost,2.0,-54.88026733804451,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,intermediate_cluster,spin_minus1_eps0p038,merger_boost_x2,0.3,0.0644028608026721,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,intermediate_cluster,spin_minus1_eps0p038,merger_boost_x2,1.0,-15.74292047410847,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,intermediate_cluster,spin_minus1_eps0p038,merger_boost_x2,2.0,-55.18129733370849,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,intermediate_cluster,spin_0_eps0p057,no_merger_boost,0.3,2.7587141611924784,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,intermediate_cluster,spin_0_eps0p057,no_merger_boost,1.0,-7.4642861293584035,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,intermediate_cluster,spin_0_eps0p057,no_merger_boost,2.0,-33.19489040128796,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,intermediate_cluster,spin_0_eps0p057,merger_boost_x2,0.3,2.457684165528497,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,intermediate_cluster,spin_0_eps0p057,merger_boost_x2,1.0,-7.765316125022385,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,intermediate_cluster,spin_0_eps0p057,merger_boost_x2,2.0,-33.49592039695194,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,intermediate_cluster,spin_plus1_eps0p423,no_merger_boost,0.3,6.776952040963963,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,intermediate_cluster,spin_plus1_eps0p423,no_merger_boost,1.0,5.929840136546547,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,intermediate_cluster,spin_plus1_eps0p423,no_merger_boost,2.0,3.2141196354074792,True,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,intermediate_cluster,spin_plus1_eps0p423,merger_boost_x2,0.3,6.475922045299982,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,intermediate_cluster,spin_plus1_eps0p423,merger_boost_x2,1.0,5.628810140882566,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,intermediate_cluster,spin_plus1_eps0p423,merger_boost_x2,2.0,2.913089639743498,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,heavy_dcbh,spin_minus1_eps0p038,no_merger_boost,0.3,0.36543285646665336,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,heavy_dcbh,spin_minus1_eps0p038,no_merger_boost,1.0,-15.441890478444488,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,heavy_dcbh,spin_minus1_eps0p038,no_merger_boost,2.0,-54.88026733804451,False,calculated
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,heavy_dcbh,spin_minus1_eps0p038,merger_boost_x2,0.3,0.0644028608026721,False,calculated
