release,physical_object_id,object_id,object_class,growth_ranking_eligible_flag,product_kind,product_status,status_reason,path
v1,HZA-GN-73488,GN-73488,broad_line_agn,True,parameter_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/parameter_maps/v1_parameter_map_hza-gn-73488.png
v1,HZA-GN-73488,GN-73488,broad_line_agn,True,growth_track,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/growth_tracks/v1_growth_track_hza-gn-73488.png
v1,HZA-GN-11836,GN-11836,broad_line_agn,True,parameter_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/parameter_maps/v1_parameter_map_hza-gn-11836.png
v1,HZA-GN-11836,GN-11836,broad_line_agn,True,growth_track,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/growth_tracks/v1_growth_track_hza-gn-11836.png
v1,HZA-GN-53757,GN-53757,broad_line_agn,True,parameter_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/parameter_maps/v1_parameter_map_hza-gn-53757.png
v1,HZA-GN-53757,GN-53757,broad_line_agn,True,growth_track,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/growth_tracks/v1_growth_track_hza-gn-53757.png
v1,HZA-GS-200679,GS-200679,broad_line_agn,True,parameter_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/parameter_maps/v1_parameter_map_hza-gs-200679.png
v1,HZA-GS-200679,GS-200679,broad_line_agn,True,growth_track,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/growth_tracks/v1_growth_track_hza-gs-200679.png
v1,HZA-GN-20621,GN-20621,broad_line_agn,True,parameter_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/parameter_maps/v1_parameter_map_hza-gn-20621.png
v1,HZA-GN-20621,GN-20621,broad_line_agn,True,growth_track,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/growth_tracks/v1_growth_track_hza-gn-20621.png
v1,HZA-GS-172975,GS-172975,broad_line_agn,True,parameter_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/parameter_maps/v1_parameter_map_hza-gs-172975.png
v1,HZA-GS-172975,GS-172975,broad_line_agn,True,growth_track,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/growth_tracks/v1_growth_track_hza-gs-172975.png
v1,HZA-GS-8083,GS-8083,broad_line_agn,True,parameter_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/parameter_maps/v1_parameter_map_hza-gs-8083.png
v1,HZA-GS-8083,GS-8083,broad_line_agn,True,growth_track,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/growth_tracks/v1_growth_track_hza-gs-8083.png
v1,HZA-GS-38562,GS-38562,broad_line_agn,True,parameter_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/parameter_maps/v1_parameter_map_hza-gs-38562.png
v1,HZA-GS-38562,GS-38562,broad_line_agn,True,growth_track,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/growth_tracks/v1_growth_track_hza-gs-38562.png
v1,HZA-GS-159717,GS-159717,broad_line_agn,True,parameter_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/parameter_maps/v1_parameter_map_hza-gs-159717.png
v1,HZA-GS-159717,GS-159717,broad_line_agn,True,growth_track,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/growth_tracks/v1_growth_track_hza-gs-159717.png
v1,HZA-GN-62309,GN-62309,broad_line_agn,True,parameter_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/parameter_maps/v1_parameter_map_hza-gn-62309.png
v1,HZA-GN-62309,GN-62309,broad_line_agn,True,growth_track,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/growth_tracks/v1_growth_track_hza-gn-62309.png
v1,HZA-GN-77652,GN-77652,broad_line_agn,True,parameter_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/parameter_maps/v1_parameter_map_hza-gn-77652.png
v1,HZA-GN-77652,GN-77652,broad_line_agn,True,growth_track,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/growth_tracks/v1_growth_track_hza-gn-77652.png
v1,HZA-GS-204851,GS-204851,broad_line_agn,True,parameter_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/parameter_maps/v1_parameter_map_hza-gs-204851.png
v1,HZA-GS-204851,GS-204851,broad_line_agn,True,growth_track,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/growth_tracks/v1_growth_track_hza-gs-204851.png
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,parameter_map,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/parameter_maps/v1_parameter_map_hza-gn-1093.png
v1,HZA-GN-1093,GN-1093,broad_line_agn,True,growth_track,numerical_growth_product,eligible_canonical_numeric_mbh,results/v1/gallery/per_object/broad_line_agn/growth_tracks/v1_growth_track_hza-gn-1093.png
